"day","address","location","date","month","year","hour","min","STOLENPROPERTY"
3,1161,4,6,8,2008,16,57,0
2,10338,4,21,8,2012,1,15,0
1,8097,3,14,11,2011,6,0,0
7,7096,1,3,6,2007,21,0,0
2,2811,1,10,7,2007,16,0,0
1,22,10,28,6,2010,0,5,0
2,496,6,12,5,2015,1,15,0
5,213,4,20,2,2004,23,20,0
2,12896,7,20,3,2012,7,0,0
3,1752,3,17,3,2004,20,35,0
5,15856,9,23,1,2009,12,0,0
3,83,2,28,10,2009,22,38,0
5,166,10,26,8,2011,14,54,0
2,2604,8,4,4,2006,21,30,0
3,11478,7,24,6,2009,20,52,0
4,6779,4,1,4,2004,22,36,0
1,5124,10,31,3,2003,17,0,0
7,897,2,19,9,2004,12,0,0
5,465,4,28,7,2006,16,0,0
2,8242,5,15,6,2010,10,29,0
7,3281,2,7,9,2003,1,13,0
6,3867,6,20,9,2014,8,53,0
6,7946,8,9,4,2005,22,35,0
1,2204,5,6,8,2012,21,15,0
6,3652,10,12,7,2008,9,18,0
4,12726,7,24,6,2004,14,15,0
1,9623,8,1,3,2004,15,30,0
3,8361,1,17,3,2004,18,0,0
5,183,5,30,5,2003,11,0,0
5,8154,2,20,8,2004,17,0,0
1,7926,8,22,12,2008,23,45,0
5,4741,5,17,9,2004,10,0,0
2,1593,2,3,2,2004,9,0,0
5,2706,10,27,1,2006,17,0,0
1,2860,5,18,2,2013,21,35,0
1,1955,9,2,2,2015,7,50,0
1,17915,9,30,8,2004,12,6,0
6,125,2,3,7,2010,11,0,0
1,3007,8,31,3,2003,15,30,0
3,4425,8,22,2,2006,21,20,0
6,269,1,17,12,2011,9,0,0
2,1271,2,8,6,2004,8,46,0
5,501,4,22,10,2010,13,15,0
2,6078,2,30,3,2004,2,15,0
4,5107,10,6,4,2006,6,50,0
3,12083,8,5,2,2003,16,15,0
4,3846,10,16,12,2010,23,25,0
5,8792,5,21,2,2003,2,0,0
4,1144,6,8,3,2012,15,0,0
5,8877,7,30,5,2008,15,30,0
2,125,2,7,8,2012,11,0,0
1,102,10,27,4,2015,11,37,0
1,10576,4,21,2,2011,3,45,0
7,666,2,4,5,2014,23,22,0
2,125,2,29,5,2012,20,30,0
2,1453,10,1,5,2007,8,24,0
5,248,7,30,10,2009,13,40,0
5,8620,9,3,5,2013,17,0,0
7,6504,3,12,12,2004,20,19,0
5,407,10,10,2,2012,16,15,0
1,11861,7,25,6,2012,0,1,0
3,3291,6,19,10,2005,16,25,0
6,3619,2,5,6,2010,0,22,0
3,4581,9,16,4,2008,13,30,0
3,11780,8,8,1,2003,12,50,0
3,18,10,18,4,2012,2,27,0
5,3389,5,6,2,2009,9,30,0
1,6478,9,15,9,2003,20,30,0
4,125,2,21,8,2003,10,10,0
2,994,3,18,3,2008,11,35,0
2,841,2,6,9,2011,12,0,0
1,1341,7,19,4,2010,12,55,0
6,8589,9,20,10,2007,10,10,0
6,202,5,1,11,2014,7,0,0
6,2259,2,3,11,2007,15,6,0
7,2576,5,25,3,2012,13,30,0
4,2289,1,9,12,2004,15,0,0
1,517,2,11,7,2005,23,50,0
4,359,10,9,12,2004,2,35,0
7,232,4,25,3,2012,14,0,0
7,3721,8,11,9,2011,20,27,0
4,1897,1,18,10,2012,13,15,0
7,213,4,19,6,2011,22,9,0
5,2373,2,16,10,2009,22,30,0
3,1314,2,16,4,2008,1,52,0
1,17058,8,29,10,2012,20,0,0
3,2373,2,4,5,2005,14,15,0
6,4607,9,7,2,2004,19,0,0
3,323,9,6,2,2008,22,30,0
3,3465,1,21,3,2007,10,0,0
1,5600,5,26,5,2003,12,0,0
6,6986,7,22,2,2014,23,56,0
5,1485,5,17,4,2015,15,0,0
2,38,10,14,4,2009,14,30,0
3,13566,9,9,1,2008,22,0,0
6,1686,9,29,7,2006,14,0,0
7,425,5,24,8,2014,21,0,0
1,8075,3,6,2,2006,14,32,0
6,2224,9,4,10,2014,0,5,0
6,821,10,5,4,2014,2,0,0
5,13170,3,18,6,2010,23,15,0
1,5482,6,11,11,2013,5,0,0
6,8445,2,13,3,2010,15,5,0
7,3044,4,29,1,2006,19,30,0
1,2224,9,1,11,2010,0,1,0
2,5518,4,26,7,2005,1,44,0
7,4703,1,30,11,2003,13,0,0
5,90,5,6,3,2009,9,39,0
3,3994,8,2,10,2013,18,0,0
6,4492,1,27,2,2010,23,0,0
7,358,6,7,10,2012,21,55,0
6,4832,4,3,10,2009,22,45,0
7,125,2,15,6,2014,22,33,0
1,10646,6,24,5,2004,21,0,0
1,643,4,3,3,2008,0,6,0
6,363,2,10,1,2004,3,50,0
6,5405,5,1,6,2013,18,30,0
7,2382,1,22,2,2015,19,45,0
5,238,2,8,8,2003,12,0,0
4,1012,4,3,11,2011,4,0,0
2,4981,9,12,7,2005,9,0,0
7,346,1,22,4,2007,14,15,0
2,1372,5,11,7,2006,18,58,0
2,13905,4,4,3,2003,17,45,0
7,6549,9,1,12,2013,9,0,0
4,291,4,14,5,2009,23,48,0
1,2335,9,26,12,2005,4,15,0
6,4233,7,11,8,2007,21,15,0
3,15291,9,26,1,2011,12,30,0
5,3007,8,8,10,2010,15,35,0
2,125,2,27,11,2007,13,0,0
2,11141,7,16,4,2013,21,30,0
3,12439,7,15,10,2008,2,19,0
4,643,4,3,4,2008,19,53,0
5,19006,3,19,11,2010,18,0,0
2,1217,1,3,3,2015,18,45,0
6,11308,6,8,3,2014,21,30,0
7,419,5,24,3,2013,15,14,0
1,5814,1,30,4,2012,16,15,0
5,2607,2,3,4,2015,22,0,0
1,1004,1,10,5,2004,16,0,0
4,9855,6,14,11,2013,7,51,0
7,11846,2,4,12,2011,10,20,0
3,896,2,16,4,2014,16,30,0
3,4943,7,13,6,2007,8,30,0
6,4435,3,2,7,2011,14,31,0
3,3906,5,6,9,2006,11,0,0
2,766,8,30,3,2004,23,35,0
1,3786,1,28,6,2010,14,0,0
5,1721,2,23,4,2010,0,30,0
1,1576,4,21,6,2004,6,30,0
3,12160,2,10,1,2007,13,55,0
7,1950,2,7,5,2006,18,0,0
6,57,9,22,9,2007,12,0,0
1,560,8,15,10,2007,19,30,0
1,411,3,12,11,2007,16,30,0
1,2706,10,28,9,2009,16,30,0
5,3074,4,28,12,2007,20,33,0
6,10099,3,1,1,2011,7,0,0
4,6162,7,18,9,2008,22,0,0
3,1823,1,25,1,2006,22,55,0
3,4265,6,8,1,2003,20,57,0
7,189,2,18,5,2003,11,30,0
3,6327,7,27,5,2009,5,30,0
1,282,6,13,10,2008,9,0,0
5,1163,4,9,1,2004,17,20,0
1,2300,3,25,10,2004,14,56,0
1,8868,3,11,10,2004,13,0,0
6,2370,1,8,3,2014,18,15,0
7,1263,2,11,3,2012,12,30,0
6,139,2,26,7,2008,1,0,0
3,259,5,23,7,2008,5,40,0
1,683,5,4,8,2008,16,32,0
7,408,2,14,8,2005,19,30,0
3,2868,7,10,1,2007,11,40,0
7,10413,2,12,12,2004,0,30,0
3,7731,9,13,11,2013,18,30,0
3,1611,3,26,7,2006,15,7,0
5,643,4,9,9,2011,20,5,0
7,2737,3,5,4,2015,11,45,0
3,4040,3,21,3,2007,17,33,0
4,2755,2,16,5,2013,2,30,0
7,527,4,17,5,2009,20,13,0
1,7308,6,1,9,2003,21,30,0
3,4736,3,26,12,2012,15,40,0
5,2601,3,16,11,2007,22,30,0
4,4851,9,6,10,2011,15,5,0
1,58,10,26,5,2008,9,42,0
4,6386,4,12,1,2012,19,20,0
5,721,5,23,4,2010,14,15,0
3,139,2,20,4,2005,13,50,0
5,872,2,20,2,2015,15,38,0
3,10758,5,27,1,2010,12,53,0
3,5491,3,19,5,2010,14,15,0
1,52,5,28,11,2011,20,30,0
2,1507,10,30,10,2007,15,30,0
2,4331,8,14,5,2013,15,50,0
5,125,2,11,2,2005,7,15,0
1,93,7,13,5,2013,14,42,0
6,14403,8,14,12,2013,10,0,0
5,8504,7,2,5,2008,10,0,0
5,10630,2,6,10,2006,8,32,0
2,1520,5,11,1,2005,17,35,0
1,772,10,22,12,2008,7,8,0
1,628,8,6,7,2009,7,0,0
2,3074,4,11,11,2003,11,0,0
5,2041,10,27,12,2013,17,0,0
3,3315,2,24,8,2005,8,0,0
1,501,4,28,11,2005,10,20,0
1,10650,3,13,5,2013,8,30,0
6,125,2,18,6,2011,0,30,0
6,408,2,30,6,2012,19,30,0
2,7223,1,8,7,2014,12,0,0
6,8840,9,5,11,2005,21,0,0
3,1550,1,24,12,2008,9,0,0
4,7382,3,16,10,2008,23,10,0
7,1954,10,28,6,2009,19,16,0
3,16204,8,28,5,2008,14,0,0
4,7827,4,29,12,2011,9,0,0
5,167,5,14,12,2007,9,30,0
4,1185,5,18,3,2004,11,38,0
3,14091,3,18,9,2013,21,2,0
5,4865,4,8,8,2014,22,0,0
1,13057,8,28,4,2014,16,45,0
5,8228,9,4,4,2014,15,30,0
2,13039,4,21,8,2007,16,0,0
4,9991,3,9,12,2004,15,0,0
1,13366,1,17,10,2011,8,48,0
5,2156,2,5,4,2013,10,0,0
5,927,1,23,1,2015,19,18,0
5,2868,7,8,4,2011,8,20,0
5,19701,9,2,11,2007,20,2,0
2,7427,5,9,2,2010,15,22,0
1,223,10,6,7,2009,10,5,0
2,93,7,6,3,2007,23,53,0
3,4801,5,18,3,2015,19,45,0
5,12508,9,23,1,2009,15,0,0
3,4947,2,3,3,2004,8,8,0
5,1255,6,30,10,2009,15,15,0
4,125,2,14,6,2012,10,40,0
7,13880,5,9,4,2006,23,30,0
6,19421,6,23,4,2005,21,0,0
3,2803,10,15,10,2003,14,0,0
3,4377,1,26,11,2008,3,7,0
6,5728,7,4,11,2006,21,41,0
5,11961,3,11,7,2014,23,3,0
5,1850,4,15,1,2010,17,45,0
1,1449,1,29,5,2006,5,55,0
7,9761,2,25,2,2007,6,45,0
4,594,8,2,5,2013,8,30,0
6,8027,8,18,10,2003,22,0,0
4,591,9,15,6,2006,11,7,0
1,21793,8,3,3,2003,14,0,0
6,504,4,15,1,2011,10,0,0
3,282,6,2,4,2014,18,0,0
4,7958,9,28,7,2011,18,0,0
6,4947,2,19,9,2009,21,0,0
2,277,10,2,3,2004,15,30,0
1,9257,8,23,7,2012,21,0,0
1,8942,7,21,1,2013,11,51,0
4,2170,5,21,10,2010,20,0,0
6,1406,4,16,7,2005,18,30,0
6,10508,6,27,8,2005,1,6,0
7,16148,6,28,12,2008,22,0,0
2,3568,3,20,9,2005,14,28,0
1,2976,1,26,5,2014,22,50,0
1,125,2,31,3,2003,17,0,0
1,10017,8,8,8,2005,17,30,0
5,1284,4,26,12,2014,22,25,0
7,8950,5,3,7,2005,23,30,0
1,4841,9,3,9,2007,17,0,0
3,10602,1,20,4,2005,17,15,0
2,1073,5,18,3,2003,20,0,0
5,4114,5,3,6,2011,13,53,0
2,803,6,16,10,2012,8,45,0
7,1816,2,22,2,2015,10,52,0
5,2041,10,16,12,2011,22,15,0
4,9381,3,9,7,2009,18,0,0
7,125,2,7,10,2012,2,30,0
1,3050,1,20,3,2006,23,0,0
3,408,2,11,12,2013,18,13,0
4,1895,3,20,8,2009,20,0,0
5,1182,5,6,5,2011,12,50,0
5,1884,3,24,1,2003,9,0,0
6,6742,4,27,6,2009,1,41,0
7,3250,1,9,3,2008,0,15,0
1,14814,3,28,10,2013,4,40,0
4,12992,3,16,6,2011,22,30,0
6,19385,8,10,4,2010,18,0,0
6,15576,5,2,5,2009,6,0,0
1,518,10,18,8,2008,15,45,0
6,1233,4,4,6,2005,11,5,0
1,18933,3,16,3,2009,15,0,0
5,3909,7,10,7,2009,4,0,0
1,2400,10,10,5,2004,14,0,0
6,5335,7,17,5,2003,13,0,0
4,10718,4,16,6,2005,18,2,0
4,1485,5,2,6,2005,15,0,0
1,2098,8,17,2,2014,13,10,0
7,16999,5,29,6,2003,20,0,0
7,7637,3,13,3,2005,0,37,0
2,213,4,21,3,2006,9,55,0
1,528,10,22,8,2011,16,0,0
1,3317,1,2,9,2013,13,47,0
3,6517,5,29,6,2005,22,0,0
6,4981,9,6,5,2006,11,0,0
5,6941,5,1,6,2007,1,58,0
1,501,4,11,11,2013,0,15,0
5,4334,9,18,5,2007,23,0,0
7,4528,5,7,4,2013,13,25,0
6,7782,5,15,12,2007,1,0,0
6,11279,9,18,5,2013,12,45,0
2,435,10,16,3,2004,18,0,0
2,872,2,5,2,2013,2,53,0
7,12152,5,15,6,2014,11,2,0
2,2436,5,12,10,2004,12,0,0
2,14257,7,30,3,2004,22,24,0
7,8349,7,6,4,2003,17,0,0
6,4448,3,20,9,2008,18,20,0
2,2045,6,12,5,2009,17,41,0
3,5572,9,3,9,2014,18,31,0
6,2891,5,15,5,2004,16,30,0
6,2535,4,7,4,2007,0,40,0
5,11420,4,14,1,2005,10,0,0
5,13758,7,6,5,2005,2,57,0
5,3257,9,26,8,2011,10,12,0
3,363,2,16,5,2007,16,24,0
3,2462,2,11,6,2014,18,30,0
6,1163,4,27,11,2004,21,45,0
5,359,10,21,10,2011,11,30,0
7,6270,2,7,10,2012,4,0,0
6,5946,9,15,1,2005,22,15,0
7,1975,2,2,1,2011,1,23,0
5,16831,3,8,8,2008,22,10,0
4,4654,2,5,3,2009,11,58,0
4,2825,6,1,5,2008,13,0,0
4,4676,4,18,9,2008,12,30,0
1,2803,10,31,3,2008,17,32,0
5,28,4,15,11,2013,17,52,0
7,1080,8,18,12,2005,10,0,0
1,216,6,4,8,2014,14,0,0
5,3463,5,18,4,2014,20,0,0
2,1752,3,24,7,2007,1,42,0
2,361,2,28,10,2003,16,30,0
6,4323,1,31,5,2014,20,30,0
3,1954,10,10,7,2013,13,55,0
6,10584,8,7,2,2009,2,30,0
2,4672,5,23,12,2014,19,34,0
3,13347,8,1,6,2011,0,1,0
2,290,1,21,7,2009,7,17,0
5,8544,5,12,12,2008,22,0,0
1,1837,2,8,8,2011,19,0,0
2,12105,7,21,2,2012,14,0,0
7,7355,8,13,7,2003,23,0,0
5,2871,5,6,5,2005,23,0,0
5,213,4,19,3,2004,21,45,0
7,369,5,6,4,2008,17,4,0
2,3852,5,23,3,2010,23,30,0
2,95,8,20,1,2015,14,0,0
2,9032,7,21,1,2003,5,0,0
6,8838,1,8,3,2008,3,49,0
3,12477,8,21,3,2007,20,0,0
4,1682,8,15,7,2010,20,18,0
4,958,4,15,10,2009,18,20,0
1,819,10,20,7,2009,15,30,0
4,9073,4,5,2,2009,14,40,0
4,363,2,15,4,2004,11,25,0
5,12810,5,27,8,2010,15,0,0
3,1695,3,29,4,2015,20,0,0
5,1711,3,1,10,2004,16,0,0
2,17433,4,7,8,2012,8,30,0
7,5444,10,2,7,2006,18,30,0
6,323,9,12,1,2013,12,30,0
6,3807,3,9,8,2014,19,30,0
7,1899,5,19,10,2008,12,38,0
7,359,10,29,1,2006,13,30,0
4,6736,7,15,11,2007,19,28,0
4,9478,9,22,1,2004,21,30,0
1,3965,3,6,1,2003,10,29,0
3,4350,5,24,12,2003,9,18,0
6,4888,3,11,2,2012,9,0,0
1,10583,8,10,12,2007,13,50,0
5,2202,3,28,1,2005,18,0,0
5,1973,9,20,2,2009,10,30,0
5,6042,3,17,11,2006,20,0,0
7,811,9,17,6,2012,20,30,0
3,800,4,20,2,2008,23,0,0
1,3120,7,1,9,2014,9,0,0
1,4954,1,18,3,2013,15,15,0
7,1427,1,30,11,2003,0,32,0
3,21871,3,13,10,2004,14,45,0
4,25,9,12,12,2013,19,20,0
6,12428,5,22,3,2003,21,30,0
4,7548,9,29,5,2003,20,45,0
6,893,10,26,6,2004,19,35,0
6,6266,4,10,4,2010,0,15,0
1,138,10,3,9,2007,19,4,0
1,507,5,12,4,2004,17,0,0
4,213,4,3,10,2013,14,2,0
6,199,8,18,12,2010,1,0,0
1,517,2,8,11,2004,17,30,0
6,872,2,6,11,2010,22,10,0
5,12222,5,17,11,2006,5,30,0
5,9317,3,10,3,2006,16,20,0
4,1255,6,31,5,2007,18,4,0
1,1823,1,13,4,2015,17,45,0
3,13832,8,19,2,2014,8,10,0
7,13878,9,8,4,2012,23,5,0
2,957,2,21,9,2010,0,1,0
1,1236,4,13,10,2008,19,40,0
4,3129,1,20,10,2011,12,0,0
7,744,10,16,6,2013,14,0,0
2,2562,1,23,7,2013,12,0,0
4,6702,1,31,5,2007,20,30,0
5,1220,10,11,7,2014,19,0,0
4,8982,3,30,12,2010,10,3,0
1,1335,6,31,5,2010,0,1,0
2,3268,8,20,8,2013,1,0,0
7,7534,6,4,12,2011,14,0,0
7,4720,1,9,5,2010,0,10,0
4,1352,4,6,3,2003,10,30,0
2,2428,5,2,4,2013,8,48,0
7,4479,5,2,1,2011,20,35,0
7,3155,3,2,6,2013,21,30,0
6,1291,1,30,6,2007,0,1,0
4,534,4,9,7,2009,0,10,0
3,9631,4,5,2,2014,12,0,0
3,125,2,16,6,2010,21,35,0
1,6676,8,8,6,2009,20,40,0
7,202,5,19,10,2008,20,58,0
2,8316,9,15,11,2011,21,0,0
3,3396,10,15,10,2014,1,25,0
7,323,9,26,7,2009,13,15,0
5,3398,5,20,2,2009,18,0,0
2,495,7,10,7,2007,16,0,0
7,166,10,4,6,2006,15,10,0
7,1041,5,19,4,2009,8,32,0
5,859,1,3,10,2008,1,50,0
7,349,2,11,3,2007,17,55,0
5,870,4,27,1,2006,19,10,0
1,6949,6,19,3,2012,17,4,0
4,3688,10,19,8,2004,19,20,0
2,2385,4,10,6,2003,10,55,0
1,6382,6,25,7,2011,7,0,0
2,2945,3,6,2,2007,10,11,0
2,10472,9,21,8,2012,15,0,0
4,6588,1,6,9,2007,14,45,0
7,77,10,24,8,2014,20,0,0
1,13991,2,21,2,2011,17,30,0
1,9478,9,25,1,2010,19,0,0
7,980,10,2,11,2008,13,0,0
3,208,1,4,9,2013,3,0,0
4,6706,9,1,12,2005,13,20,0
6,2491,9,9,4,2011,17,0,0
1,6745,5,16,5,2005,17,18,0
7,872,2,6,4,2008,23,30,0
4,6226,6,12,6,2003,21,38,0
5,4342,1,28,11,2008,22,30,0
5,7409,9,14,7,2006,12,0,0
7,3396,10,29,11,2009,23,10,0
7,2027,2,14,3,2010,0,1,0
6,504,4,3,10,2009,10,30,0
1,619,8,20,12,2004,9,30,0
5,2345,3,23,9,2005,14,57,0
4,552,4,19,3,2009,15,48,0
3,10026,7,2,10,2013,17,11,0
2,10687,4,9,8,2011,2,35,0
1,3017,2,19,2,2007,18,30,0
6,11877,4,26,3,2005,21,20,0
2,1490,7,29,11,2005,14,30,0
6,2909,2,3,12,2005,7,45,0
1,1299,5,21,8,2006,18,30,0
4,700,5,1,7,2010,22,38,0
1,7243,1,28,4,2008,2,15,0
2,3180,10,15,5,2007,0,30,0
5,800,4,3,10,2003,1,0,0
3,5936,1,28,6,2006,15,40,0
3,1567,5,20,8,2003,11,10,0
6,15946,3,5,4,2008,16,30,0
2,3526,5,23,8,2005,9,0,0
3,6252,8,23,3,2005,3,47,0
4,2144,5,21,4,2005,2,15,0
5,1150,2,7,9,2012,10,0,0
5,967,4,3,11,2006,17,0,0
3,4127,9,3,4,2013,9,0,0
5,2869,10,16,12,2011,13,28,0
7,925,2,7,10,2012,21,10,0
5,146,10,14,12,2012,18,30,0
1,772,10,10,11,2003,3,36,0
1,4703,1,30,5,2011,10,0,0
7,564,10,25,1,2004,2,0,0
3,11948,4,19,2,2003,20,0,0
4,9769,1,30,10,2014,23,0,0
5,6758,4,27,7,2007,10,55,0
3,407,10,21,9,2005,10,4,0
6,9516,8,19,5,2012,17,30,0
6,802,4,9,2,2013,22,18,0
6,2563,10,2,11,2013,2,25,0
1,2666,3,11,11,2013,19,45,0
4,979,4,17,4,2014,14,50,0
6,223,10,13,3,2010,20,31,0
7,21993,9,20,4,2003,18,11,0
5,7647,8,11,2,2005,21,15,0
7,5807,7,5,6,2011,0,1,0
6,3359,4,25,2,2006,22,20,0
2,29,5,31,8,2004,13,15,0
2,12037,4,11,11,2008,23,34,0
2,601,9,23,12,2003,18,20,0
1,3517,5,10,1,2011,15,0,0
4,156,2,20,3,2008,3,0,0
5,44,6,10,8,2012,0,1,0
3,899,4,20,8,2014,23,21,0
3,1823,1,4,9,2013,18,20,0
6,1475,8,29,1,2005,11,0,0
1,11406,3,20,1,2003,17,46,0
2,361,2,30,11,2010,1,3,0
6,239,6,27,12,2014,7,35,0
5,2089,3,26,7,2013,0,4,0
6,1730,10,5,4,2008,14,0,0
5,11556,9,6,4,2007,1,30,0
5,1107,2,17,4,2009,21,45,0
4,1254,2,10,1,2013,14,45,0
6,2110,5,25,9,2010,3,0,0
5,1580,10,25,2,2005,16,0,0
7,7725,4,10,9,2006,16,22,0
2,363,2,3,5,2011,8,19,0
6,4088,4,25,2,2006,8,45,0
6,4098,1,14,7,2012,13,0,0
4,1915,5,26,7,2012,16,0,0
7,4090,1,4,12,2005,15,30,0
5,10322,2,10,8,2007,1,53,0
4,7068,10,10,2,2005,11,16,0
1,4676,4,27,9,2004,18,50,0
7,1895,3,13,3,2011,11,20,0
3,3824,2,9,1,2008,18,30,0
3,3034,5,23,3,2011,8,0,0
5,9317,3,11,2,2011,13,15,0
4,7096,1,13,1,2005,2,22,0
7,3145,1,13,3,2005,22,30,0
5,15491,8,9,1,2009,19,0,0
4,150,10,11,8,2011,21,10,0
3,125,2,6,10,2010,17,0,0
7,13203,8,7,10,2012,20,0,0
4,7104,6,17,4,2003,3,15,0
5,1662,4,4,11,2005,14,0,0
7,7044,10,27,7,2003,22,6,0
5,4658,8,20,3,2015,0,7,0
4,2887,2,16,4,2015,3,34,0
6,242,10,25,8,2012,19,0,0
7,6020,2,16,11,2014,20,24,0
3,5334,5,22,1,2003,17,30,0
4,4058,4,20,10,2005,22,52,0
1,5595,7,6,9,2010,18,29,0
5,1204,2,11,3,2011,17,34,0
4,9967,4,15,7,2010,20,0,0
1,6910,4,27,10,2003,20,30,0
6,6159,4,8,4,2006,10,40,0
2,20528,9,2,3,2004,20,0,0
2,8726,9,10,1,2006,21,0,0
7,36,2,22,2,2015,19,21,0
3,408,2,1,9,2004,12,0,0
7,8815,9,13,2,2011,22,0,0
4,18131,4,9,1,2003,8,30,0
6,174,8,20,9,2008,12,0,0
3,2835,10,15,4,2015,12,25,0
1,16338,9,29,3,2004,12,40,0
5,4917,3,7,8,2009,1,17,0
1,4019,4,6,8,2007,17,0,0
1,408,2,10,12,2012,18,55,0
7,4448,3,14,12,2014,15,28,0
5,594,8,14,12,2007,23,45,0
5,2911,10,20,3,2009,22,25,0
6,6706,9,8,2,2014,11,0,0
2,9120,7,8,7,2008,3,9,0
1,363,2,15,9,2014,16,20,0
5,637,1,22,8,2003,15,20,0
7,5859,5,21,3,2004,10,0,0
7,3459,2,11,8,2013,13,21,0
7,7583,9,5,11,2006,12,30,0
4,538,8,4,3,2004,18,14,0
3,511,4,24,8,2005,7,7,0
5,7395,4,7,3,2014,12,44,0
7,7172,1,18,5,2003,16,30,0
3,1804,5,18,5,2005,14,42,0
5,3550,4,20,8,2004,4,45,0
1,12409,3,1,9,2008,17,42,0
4,511,4,25,7,2013,23,30,0
7,242,10,19,12,2010,3,15,0
7,2016,6,29,6,2014,17,52,0
7,9067,5,23,10,2005,12,0,0
6,542,2,3,10,2009,20,54,0
3,366,10,21,1,2004,21,15,0
1,5524,5,26,4,2004,19,0,0
5,4668,1,11,7,2008,7,30,0
3,867,1,5,8,2009,18,50,0
1,7557,1,26,12,2011,14,0,0
6,4705,5,27,12,2014,18,0,0
3,1156,8,17,10,2012,13,55,0
4,2228,7,17,10,2013,16,45,0
3,756,3,28,5,2003,11,20,0
2,12866,9,13,5,2014,2,36,0
5,772,10,2,7,2010,23,10,0
5,10338,4,3,10,2003,22,23,0
1,939,5,6,12,2004,6,30,0
5,4880,2,26,7,2013,22,0,0
7,11348,7,11,1,2009,0,30,0
5,232,4,5,9,2014,7,0,0
2,7333,4,7,3,2006,8,47,0
1,14954,9,20,3,2006,17,10,0
7,4682,1,21,4,2013,8,15,0
1,6341,5,8,8,2011,6,55,0
6,13354,8,5,4,2003,16,30,0
3,2945,3,7,9,2005,20,0,0
5,221,8,15,6,2007,0,1,0
7,10587,1,24,8,2008,20,0,0
3,1385,2,19,10,2011,17,0,0
3,6839,5,26,5,2004,15,40,0
2,7944,1,4,10,2011,15,0,0
4,213,4,1,11,2007,16,13,0
7,832,4,27,3,2011,13,0,0
4,8298,1,24,6,2004,21,45,0
4,6453,7,3,9,2009,11,11,0
3,83,2,17,9,2014,14,3,0
4,7230,4,27,11,2003,10,55,0
7,2821,2,26,8,2012,10,35,0
5,7599,6,24,2,2006,4,0,0
4,2431,8,19,3,2009,14,0,0
7,7608,1,4,6,2006,17,0,0
2,4794,9,27,4,2004,16,55,0
7,13471,9,3,11,2013,11,18,0
7,21840,2,29,6,2003,15,15,0
3,643,4,22,1,2003,15,38,0
7,1796,3,15,1,2006,12,43,0
7,1284,4,20,4,2014,10,35,0
7,20341,8,25,1,2004,23,56,0
3,5997,7,14,4,2004,7,44,0
6,13662,4,18,10,2008,11,2,0
6,18341,9,23,2,2008,16,30,0
1,2382,1,16,3,2015,16,50,0
7,4487,3,29,1,2006,17,2,0
3,268,1,24,3,2010,1,30,0
4,2564,5,18,9,2008,2,54,0
2,4868,3,22,1,2008,14,10,0
1,10608,4,25,6,2007,12,30,0
5,2058,1,7,3,2014,20,20,0
6,3814,2,22,9,2012,23,45,0
1,18421,9,16,5,2005,10,30,0
2,3018,7,10,6,2008,9,0,0
2,16984,8,3,4,2007,11,0,0
4,126,8,11,12,2014,18,0,0
5,651,9,2,11,2012,13,15,0
4,12297,9,6,2,2003,18,42,0
1,2265,4,9,11,2009,10,18,0
2,7243,1,12,10,2004,14,55,0
6,2706,10,19,9,2009,10,0,0
3,52,5,28,12,2011,15,0,0
2,2811,1,18,3,2014,3,30,0
5,16195,8,11,7,2003,17,0,0
1,36,2,7,1,2013,4,0,0
5,958,4,21,3,2014,22,15,0
7,5816,1,12,2,2006,16,0,0
4,17201,7,22,3,2012,12,30,0
2,2620,5,6,9,2005,15,14,0
6,501,4,18,4,2015,11,35,0
4,3128,3,9,9,2010,17,0,0
3,5764,5,20,4,2005,13,35,0
3,1091,10,19,10,2011,16,44,0
6,511,4,13,11,2004,10,7,0
7,16437,8,24,2,2013,0,1,0
3,515,2,27,10,2004,16,20,0
3,3003,9,30,10,2013,12,30,0
1,6246,8,19,1,2004,23,48,0
7,3406,1,17,6,2007,6,25,0
1,11954,9,7,3,2011,0,30,0
5,5339,4,1,6,2012,1,0,0
4,5616,2,21,9,2006,20,30,0
4,203,2,21,10,2010,15,1,0
5,11083,8,25,3,2011,19,0,0
2,3395,8,10,12,2013,23,30,0
6,359,10,20,9,2003,19,30,0
5,6256,9,21,9,2012,22,15,0
4,167,5,30,4,2015,18,0,0
7,2236,4,9,10,2011,1,45,0
7,14291,9,6,5,2012,16,0,0
6,8009,9,1,11,2008,8,50,0
7,8647,4,18,11,2007,2,30,0
3,17042,7,11,1,2006,14,15,0
5,8873,9,25,1,2013,9,0,0
3,2534,4,26,7,2006,18,45,0
3,8618,9,27,5,2009,18,3,0
5,1776,5,21,4,2006,23,0,0
3,4691,5,10,7,2013,12,22,0
6,8008,7,11,8,2012,23,30,0
7,2784,8,5,10,2003,18,0,0
1,13002,3,22,2,2010,0,1,0
5,9397,4,14,5,2004,22,0,0
6,981,2,12,1,2013,0,1,0
4,5498,5,11,7,2013,14,50,0
7,22288,5,13,7,2003,10,39,0
6,11478,7,19,11,2011,3,10,0
7,647,5,29,11,2009,17,30,0
3,7827,4,24,7,2013,18,15,0
4,1220,10,9,9,2010,16,40,0
6,4648,5,7,4,2012,0,1,0
3,5105,4,26,12,2012,17,55,0
3,125,2,21,7,2004,13,0,0
1,4981,9,29,9,2003,18,0,0
