"day","address","location","date","month","year","hour","min","ARSON"
2,2931,2,16,5,2006,21,30,0
4,15090,6,30,9,2004,14,21,0
3,1099,2,25,6,2003,16,57,0
7,13147,9,13,7,2008,2,15,0
6,1839,5,1,11,2008,15,19,0
7,7320,2,30,12,2007,19,50,0
4,2364,6,27,11,2014,1,40,0
5,44,6,24,8,2012,12,0,0
5,4758,1,30,11,2012,16,30,0
3,191,3,13,7,2005,19,28,0
5,5464,5,18,10,2013,11,0,0
4,3538,1,31,5,2012,16,0,0
5,631,2,1,5,2015,16,30,0
1,369,5,27,6,2005,17,37,0
1,4876,3,17,9,2007,13,29,0
4,1156,8,21,3,2013,17,12,0
3,2950,3,24,1,2007,17,25,0
7,7565,3,1,12,2013,19,50,0
6,1943,2,22,8,2009,19,53,0
4,592,9,8,7,2004,12,30,0
4,15698,7,11,7,2013,14,5,0
7,720,5,13,1,2013,2,10,0
6,11764,1,23,3,2013,20,0,0
5,2715,6,17,4,2015,10,0,0
3,3735,2,15,5,2013,18,6,0
5,5722,8,8,3,2013,12,0,0
6,9996,5,22,3,2008,3,0,0
2,4365,5,6,1,2015,23,58,0
1,259,5,15,9,2014,23,42,0
5,1163,4,30,12,2005,6,47,0
3,1757,3,5,2,2003,22,34,0
4,125,2,30,10,2008,9,40,0
5,1550,1,25,1,2008,10,10,0
4,1692,6,5,4,2012,11,32,0
6,12204,5,26,3,2011,22,30,0
6,11408,9,13,12,2008,2,30,0
6,11720,2,14,11,2009,0,41,0
1,5525,1,14,5,2012,16,19,0
6,381,3,26,3,2005,19,0,0
7,5235,1,16,1,2005,15,0,0
5,5586,4,3,11,2006,21,40,0
4,3204,8,8,8,2013,12,30,0
2,1281,2,25,1,2005,10,35,0
5,4388,10,15,6,2012,18,0,0
1,21809,3,28,4,2003,8,0,0
7,93,7,16,6,2013,16,0,0
7,10832,5,24,9,2006,11,10,0
7,4534,5,20,5,2007,16,10,0
7,7883,3,30,1,2011,18,22,0
7,16321,9,27,7,2008,2,0,0
1,957,2,21,7,2014,20,8,0
5,67,4,23,1,2004,14,30,0
5,4583,2,23,7,2004,15,0,0
1,13735,9,16,3,2009,13,0,0
5,1375,2,24,2,2012,22,50,0
6,1435,2,26,7,2003,17,30,0
1,8892,1,21,3,2005,13,0,0
7,138,10,2,7,2006,0,3,0
1,9612,3,18,2,2013,10,0,0
6,3542,3,22,3,2014,16,0,0
7,16413,8,6,4,2008,18,11,0
3,146,10,22,9,2010,16,15,0
1,1353,4,7,12,2009,18,0,0
6,21764,2,11,1,2003,1,0,0
1,263,1,22,12,2014,6,1,0
7,717,2,30,1,2011,2,0,0
6,2862,10,14,7,2012,19,28,0
5,3677,2,19,3,2004,13,20,0
7,2775,1,26,8,2007,23,0,0
4,6088,3,7,3,2013,21,0,0
7,363,2,30,1,2005,4,16,0
6,5785,4,28,6,2003,7,50,0
7,14343,6,15,12,2013,11,30,0
2,2144,5,12,7,2011,22,17,0
4,514,5,29,12,2011,19,30,0
3,12952,6,14,7,2010,22,30,0
5,2578,6,30,11,2012,4,30,0
2,1895,3,9,11,2004,14,0,0
3,9194,3,13,12,2006,10,0,0
4,10260,7,25,8,2011,11,0,0
2,6141,9,2,9,2014,21,45,0
5,787,5,10,12,2004,11,25,0
7,4377,1,16,11,2008,1,10,0
6,366,10,3,5,2003,16,0,0
1,369,5,25,10,2004,20,15,0
3,1379,1,26,11,2008,19,27,0
7,2911,10,8,9,2013,8,37,0
2,925,2,28,4,2009,21,40,0
4,631,2,26,7,2012,13,0,0
7,232,4,10,2,2013,16,0,0
3,289,4,20,9,2006,16,0,0
5,1593,2,13,8,2010,9,30,0
6,6233,9,7,2,2004,2,55,0
5,1133,7,25,1,2008,2,45,0
7,8544,5,30,7,2006,19,0,0
4,17908,7,24,6,2004,21,0,0
2,138,2,13,12,2011,13,9,0
4,324,1,24,2,2011,15,16,0
4,3363,4,12,1,2006,10,20,0
7,2393,8,6,11,2005,8,40,0
3,4004,2,22,8,2012,0,1,0
3,70,10,26,1,2005,4,0,0
4,4226,5,18,4,2013,21,0,0
6,6198,2,28,6,2008,10,20,0
4,3688,10,10,7,2014,13,15,0
1,15397,3,11,7,2005,21,3,0
7,1258,6,18,5,2014,8,0,0
6,608,2,10,9,2011,16,0,0
4,11751,5,9,8,2012,0,1,0
1,2790,3,5,4,2010,8,19,0
2,2279,3,20,3,2012,17,0,0
2,5756,7,18,2,2014,20,5,0
5,10362,4,13,8,2010,20,30,0
7,22135,6,15,6,2003,9,50,0
3,2118,5,3,11,2010,9,30,0
2,5811,4,1,10,2013,23,25,0
7,7181,3,9,9,2012,22,21,0
4,2368,6,13,1,2005,19,0,0
3,5600,5,15,6,2011,4,15,0
3,5782,5,19,3,2003,23,49,0
1,6705,2,18,2,2008,18,8,0
2,2683,1,15,11,2011,19,0,0
4,2226,5,23,9,2010,10,40,0
7,157,10,16,1,2011,9,28,0
2,8051,6,10,11,2009,14,40,0
2,4196,3,18,2,2014,19,0,0
5,10732,8,9,4,2010,18,30,0
6,6583,8,26,7,2008,8,0,0
3,12294,9,6,8,2008,17,0,0
6,10728,8,12,2,2005,21,45,0
4,2445,2,6,2,2014,18,0,0
1,9025,5,24,11,2014,10,30,0
7,554,10,30,12,2007,0,36,0
7,3915,8,6,5,2007,20,0,0
6,22,10,27,7,2013,12,38,0
5,8766,6,29,1,2010,11,30,0
1,19958,4,2,10,2006,13,35,0
2,7958,9,27,7,2010,20,30,0
5,125,2,23,3,2007,23,40,0
6,1148,8,18,11,2006,17,40,0
6,1642,1,13,12,2008,21,10,0
5,2688,10,17,4,2015,13,45,0
4,21814,5,27,5,2004,11,50,0
7,408,2,29,8,2010,18,33,0
3,744,10,9,1,2008,13,45,0
7,5494,5,25,9,2005,1,0,0
2,1019,5,19,9,2006,17,30,0
1,5702,8,14,4,2003,21,30,0
3,442,2,12,11,2003,14,45,0
5,4364,1,20,2,2015,16,0,0
4,6504,3,26,1,2006,17,0,0
7,14370,4,4,4,2004,7,59,0
1,6989,3,5,9,2011,9,19,0
4,3891,7,20,8,2009,12,30,0
4,2382,1,30,10,2014,23,0,0
6,644,1,16,6,2012,10,50,0
1,1153,4,4,8,2008,22,30,0
1,203,2,10,6,2013,10,6,0
7,872,2,21,10,2012,17,20,0
3,10230,8,7,1,2004,13,45,0
5,232,4,27,7,2007,10,30,0
1,6832,3,11,6,2007,8,0,0
4,5429,4,2,9,2004,1,0,0
3,6077,2,22,8,2007,16,38,0
6,12437,3,2,12,2006,13,30,0
3,2675,4,29,6,2011,17,0,0
6,1593,2,14,6,2003,22,0,0
2,3281,2,3,10,2006,19,0,0
3,501,4,22,8,2012,8,25,0
1,1091,10,7,1,2008,16,21,0
4,4576,6,6,4,2006,8,25,0
2,105,5,11,1,2011,17,30,0
4,1284,4,31,10,2013,23,16,0
1,408,2,23,1,2006,21,25,0
4,208,1,15,12,2011,7,44,0
2,4470,9,12,7,2005,13,0,0
1,4539,1,28,9,2009,21,2,0
4,10155,8,6,3,2014,16,53,0
7,1204,2,27,3,2011,2,9,0
1,11297,8,7,2,2005,6,0,0
4,6017,5,26,1,2006,8,33,0
1,7782,5,6,2,2006,17,40,0
7,2391,2,6,4,2014,0,1,0
3,21669,4,23,2,2005,12,10,0
6,13769,7,22,2,2014,10,49,0
1,15796,6,11,5,2009,23,0,0
5,2420,8,13,1,2006,16,30,0
3,927,1,26,6,2013,16,40,0
4,13807,8,3,9,2009,2,0,0
6,7686,3,15,12,2012,18,0,0
7,9383,2,20,4,2008,17,0,0
3,8101,4,29,12,2010,17,0,0
3,2490,3,8,2,2006,7,30,0
4,10590,7,4,10,2007,12,50,0
5,4377,1,25,7,2014,2,9,0
6,12563,4,21,4,2007,0,35,0
3,358,6,28,11,2012,20,38,0
5,392,4,9,1,2009,18,50,0
5,13405,3,4,4,2003,15,45,0
5,4047,3,8,3,2013,8,30,0
4,5082,4,22,9,2005,13,45,0
5,458,6,10,12,2004,0,1,0
3,2614,8,30,5,2007,16,40,0
5,8980,3,22,2,2013,21,50,0
2,10405,4,28,6,2011,20,35,0
4,366,10,12,12,2013,21,23,0
6,967,4,21,3,2009,13,30,0
3,670,3,23,7,2014,7,0,0
5,4995,9,28,7,2006,6,30,0
1,954,5,16,8,2004,15,0,0
3,1520,5,20,9,2006,12,50,0
4,848,1,23,8,2012,20,0,0
7,3400,5,10,2,2013,0,1,0
3,125,2,4,8,2004,18,0,0
4,213,4,6,2,2003,1,0,0
3,9011,6,25,6,2014,22,0,0
4,1220,10,16,6,2005,8,10,0
2,8035,6,17,4,2012,15,5,0
1,6906,5,18,3,2013,13,30,0
1,4282,9,30,3,2015,7,49,0
6,8587,9,25,2,2012,18,30,0
3,158,2,21,1,2009,18,29,0
3,7232,5,6,4,2011,12,0,0
6,146,10,5,5,2007,11,55,0
3,10903,3,5,2,2014,9,0,0
7,2409,2,6,4,2008,7,32,0
4,853,2,6,9,2012,15,30,0
4,4876,3,24,1,2013,18,30,0
1,4575,3,28,6,2010,12,15,0
6,2441,1,16,10,2004,16,0,0
6,9377,4,14,6,2003,19,0,0
7,7068,10,22,4,2012,6,10,0
1,125,2,2,2,2015,9,30,0
6,13690,3,23,2,2008,16,20,0
2,2498,5,15,5,2007,16,2,0
4,1118,4,15,5,2008,16,36,0
2,2314,1,21,9,2010,23,15,0
5,15058,3,6,9,2013,17,10,0
7,435,10,10,10,2010,6,30,0
2,1204,2,24,11,2009,12,25,0
7,20964,4,14,11,2004,19,59,0
3,1117,4,29,5,2013,10,25,0
2,741,2,13,6,2006,17,30,0
1,2708,5,5,1,2015,14,0,0
1,1210,1,22,12,2014,2,35,0
7,1276,4,8,10,2006,20,0,0
5,5782,5,26,2,2010,2,26,0
4,70,10,23,1,2003,20,7,0
6,10682,4,31,10,2009,18,0,0
2,4470,9,19,4,2011,12,0,0
6,4047,3,11,8,2007,12,57,0
1,1220,10,1,3,2004,14,56,0
3,13329,4,23,7,2008,13,30,0
5,894,7,5,4,2013,13,0,0
2,1804,5,30,4,2013,8,0,0
6,10595,9,3,10,2009,16,30,0
2,9719,4,11,12,2007,14,30,0
4,10424,3,7,8,2003,10,0,0
1,5483,10,17,9,2012,5,50,0
7,366,10,18,5,2008,9,8,0
6,14370,4,8,4,2006,19,0,0
5,3712,6,9,4,2010,5,49,0
1,13878,9,17,2,2014,8,0,0
3,492,6,26,6,2013,18,11,0
3,5515,3,8,2,2012,22,40,0
3,13051,8,10,12,2008,19,0,0
1,1524,3,19,3,2007,8,50,0
1,3329,10,15,9,2003,16,47,0
4,138,10,1,11,2007,9,45,0
7,2091,2,11,3,2007,16,0,0
1,403,7,13,6,2011,14,0,0
7,10578,3,17,11,2013,14,30,0
3,13376,9,2,4,2014,18,0,0
7,16970,8,23,2,2003,20,42,0
4,7415,4,20,10,2011,19,39,0
6,772,10,30,10,2004,5,25,0
5,11251,4,20,4,2007,18,25,0
3,2208,9,1,4,2015,17,0,0
4,2233,6,8,8,2013,22,30,0
4,9789,9,10,2,2005,17,0,0
3,7200,1,5,4,2006,2,18,0
1,2341,5,20,9,2010,10,0,0
1,17215,7,2,5,2005,17,0,0
3,6771,1,19,2,2014,15,0,0
4,6285,3,3,11,2005,21,54,0
5,2377,1,16,11,2012,8,0,0
6,1359,2,7,3,2009,22,0,0
1,5941,4,16,3,2009,7,0,0
6,4983,4,17,11,2012,3,22,0
3,8287,6,25,12,2013,21,30,0
6,3630,10,3,5,2003,17,24,0
5,125,2,23,9,2005,11,30,0
5,5557,3,3,11,2006,10,30,0
7,2911,10,23,2,2014,16,31,0
2,5362,6,28,4,2009,13,12,0
2,16231,8,19,4,2011,9,45,0
3,2373,2,7,9,2005,15,26,0
4,8755,9,27,6,2013,0,30,0
3,3301,2,24,12,2008,21,16,0
3,9120,7,25,12,2013,15,50,0
7,9686,6,2,11,2003,14,0,0
6,5870,6,9,10,2010,23,13,0
6,22015,2,27,12,2003,13,30,0
1,2257,5,28,4,2014,23,8,0
5,4868,3,20,5,2005,16,0,0
6,9702,7,17,6,2006,0,15,0
6,5129,4,9,2,2008,10,35,0
1,4900,9,14,5,2012,17,34,0
4,3966,2,3,11,2011,17,30,0
3,468,2,8,9,2010,17,48,0
2,213,4,23,3,2010,11,49,0
4,872,2,26,1,2006,13,36,0
4,1993,6,17,4,2008,0,1,0
7,451,2,30,11,2014,17,0,0
6,125,2,16,6,2007,2,0,0
1,8727,2,12,4,2004,16,30,0
6,146,10,21,2,2009,14,40,0
3,430,1,16,11,2011,1,50,0
1,2016,6,31,8,2009,14,32,0
3,2262,2,25,11,2009,21,20,0
1,1808,9,25,10,2004,11,0,0
1,5107,10,7,3,2011,5,20,0
7,125,2,29,6,2008,10,30,0
2,4534,5,7,8,2007,19,34,0
7,1164,1,14,7,2013,21,49,0
4,6533,2,23,12,2004,17,0,0
6,8283,8,29,11,2014,18,0,0
3,17830,1,19,3,2008,7,30,0
2,4140,10,4,9,2007,4,0,0
2,4561,3,14,6,2005,10,50,0
7,5148,9,7,10,2012,4,29,0
2,139,2,11,12,2007,20,0,0
1,3508,4,15,9,2008,5,6,0
5,11869,7,11,1,2013,22,0,0
2,9381,3,1,4,2003,12,0,0
6,15071,9,16,10,2004,22,0,0
5,4531,4,23,1,2004,22,31,0
3,1863,3,9,7,2003,12,0,0
6,7644,9,18,6,2011,20,0,0
4,548,10,19,10,2006,15,0,0
5,10602,1,30,11,2012,21,0,0
1,1223,5,20,8,2012,10,18,0
3,55,2,14,10,2009,19,30,0
6,1010,9,5,10,2013,23,0,0
6,4599,1,21,2,2015,16,0,0
6,984,2,19,11,2005,22,0,0
6,5297,7,9,8,2014,17,0,0
3,2862,10,23,2,2005,21,40,0
7,657,8,3,12,2006,20,15,0
2,13952,9,6,4,2010,15,0,0
5,6089,1,20,2,2015,21,45,0
4,5946,9,18,9,2014,20,0,0
7,14075,8,21,10,2007,2,55,0
5,2839,4,28,11,2003,8,36,0
6,10166,3,21,5,2011,13,50,0
2,21890,5,3,8,2004,0,1,0
3,485,2,8,8,2012,13,26,0
3,21364,8,8,2,2006,13,30,0
6,166,10,12,2,2005,18,55,0
2,17603,3,27,6,2006,12,0,0
6,2468,1,2,6,2007,19,0,0
3,7909,8,19,10,2005,18,45,0
3,6457,5,19,3,2003,0,46,0
7,125,2,20,6,2010,16,30,0
2,22025,4,14,9,2004,18,28,0
5,3574,7,7,8,2009,21,30,0
7,20109,6,7,9,2008,21,0,0
3,981,2,23,3,2011,15,15,0
3,2878,1,7,3,2012,16,0,0
3,4405,5,22,3,2006,13,10,0
2,2323,8,15,5,2012,20,30,0
2,2666,3,18,3,2003,13,53,0
6,959,10,26,7,2014,18,30,0
5,3015,6,1,7,2011,22,30,0
4,2828,8,14,1,2010,16,50,0
6,3,5,12,7,2008,4,0,0
2,1441,1,28,9,2004,17,0,0
4,11966,6,19,4,2012,20,30,0
7,744,10,8,5,2005,0,9,0
5,402,4,4,10,2013,20,30,0
3,7249,4,1,10,2014,12,19,0
1,3242,3,9,6,2014,19,0,0
1,1220,10,23,6,2014,11,15,0
7,12053,8,11,3,2012,9,0,0
3,2706,10,1,12,2010,15,48,0
7,1080,8,25,1,2009,19,0,0
1,201,6,26,12,2011,0,5,0
5,893,10,7,3,2008,4,1,0
5,3604,4,1,12,2006,18,40,0
1,18176,3,1,11,2010,3,6,0
6,3618,2,7,5,2011,14,0,0
4,5723,8,15,11,2007,21,0,0
6,21838,5,17,4,2004,12,0,0
1,408,2,20,1,2014,14,11,0
2,710,8,14,11,2006,1,15,0
1,3396,10,9,1,2006,2,0,0
4,2341,5,2,12,2010,19,35,0
2,3725,10,8,12,2009,13,0,0
6,268,1,14,8,2010,1,38,0
2,14717,6,1,6,2010,8,54,0
5,4497,5,28,12,2012,16,0,0
4,5561,1,9,2,2006,7,30,0
2,3953,6,23,8,2005,23,0,0
2,16077,7,27,10,2009,6,25,0
1,363,2,20,1,2003,3,1,0
3,3172,5,11,6,2008,14,30,0
4,408,2,19,2,2009,18,56,0
3,142,1,12,6,2013,22,0,0
4,3034,5,2,12,2010,23,30,0
2,980,10,8,2,2005,9,5,0
6,879,8,28,7,2012,20,8,0
1,9331,2,6,2,2006,12,15,0
1,1804,5,31,3,2003,17,15,0
7,4390,6,22,4,2012,23,59,0
6,346,1,24,2,2007,17,50,0
7,1220,10,2,1,2011,11,18,0
7,616,4,26,1,2003,5,14,0
5,6683,3,7,2,2003,9,25,0
7,5462,9,14,12,2008,15,10,0
5,5928,4,3,6,2005,2,0,0
7,2863,2,16,6,2013,1,30,0
2,4891,4,11,12,2007,13,20,0
1,1150,2,29,10,2007,12,30,0
6,7202,4,24,1,2015,22,11,0
7,19124,9,6,5,2007,1,53,0
6,4880,2,18,6,2005,13,41,0
2,547,2,13,12,2005,12,15,0
2,6704,8,1,5,2007,19,20,0
1,1006,8,2,2,2004,7,32,0
1,6598,3,14,10,2013,18,50,0
6,2067,4,18,10,2014,21,55,0
7,3537,4,18,5,2008,21,0,0
2,15508,7,27,6,2006,10,45,0
3,3048,7,15,4,2015,0,1,0
6,2392,3,18,10,2014,18,1,0
1,1801,8,20,12,2004,12,10,0
2,402,4,21,1,2014,23,30,0
3,21918,9,6,8,2003,9,0,0
3,1722,2,13,6,2007,8,0,0
2,6507,6,4,3,2003,22,51,0
6,772,10,12,2,2005,23,40,0
5,16288,9,1,6,2007,8,0,0
3,13750,9,1,6,2011,18,33,0
2,2911,10,19,2,2013,2,0,0
7,13604,5,25,9,2011,18,45,0
1,111,10,22,3,2010,22,25,0
1,14028,6,9,1,2012,12,0,0
7,8454,3,14,6,2009,2,10,0
4,1850,4,7,4,2005,4,10,0
7,6113,5,18,12,2005,17,26,0
1,366,10,24,6,2013,12,51,0
1,1606,2,8,6,2009,17,11,0
6,8491,3,21,10,2006,18,20,0
3,925,2,5,9,2012,21,0,0
6,1154,9,18,10,2008,14,31,0
3,12785,9,18,3,2009,18,0,0
2,269,1,15,4,2014,23,24,0
4,384,9,12,6,2014,13,0,0
4,9856,1,4,9,2014,20,35,0
3,5932,5,8,7,2009,1,27,0
7,84,3,18,7,2010,18,54,0
2,125,2,20,3,2012,7,45,0
6,2571,1,13,6,2009,1,45,0
3,3717,6,15,10,2014,9,42,0
6,88,2,16,11,2013,15,0,0
1,803,6,15,4,2013,17,30,0
4,2233,6,9,8,2007,19,0,0
6,3872,3,30,10,2004,15,0,0
7,323,9,12,1,2003,9,0,0
3,63,1,7,8,2013,14,35,0
5,421,1,18,4,2014,21,0,0
7,408,2,15,12,2013,18,15,0
1,7713,6,12,5,2003,23,55,0
5,12104,5,22,4,2011,20,0,0
3,2601,3,13,6,2007,15,47,0
3,3404,3,1,6,2011,19,17,0
6,5281,8,2,6,2007,3,20,0
5,8361,1,2,7,2010,22,20,0
7,829,1,14,12,2014,3,0,0
4,12150,5,11,12,2003,10,0,0
4,425,5,16,6,2005,15,10,0
6,1513,6,7,2,2009,11,55,0
2,4496,9,3,9,2013,14,35,0
5,13257,3,24,1,2014,23,20,0
1,12244,8,11,1,2010,22,12,0
5,4535,1,28,7,2006,14,36,0
3,1291,1,25,7,2012,23,10,0
2,9331,2,5,2,2008,20,15,0
3,125,2,6,2,2008,16,0,0
7,1892,5,27,12,2009,12,0,0
1,3339,5,20,8,2007,22,49,0
7,2755,2,29,12,2013,0,30,0
1,6601,1,16,5,2005,10,25,0
3,11337,4,22,2,2012,12,57,0
6,15,10,10,3,2012,19,45,0
5,15053,8,5,10,2007,17,0,0
3,779,2,13,6,2007,22,40,0
1,1085,5,19,7,2004,15,30,0
1,4929,3,9,12,2013,7,26,0
2,11619,7,25,1,2011,18,45,0
1,3313,5,13,4,2015,1,15,0
3,1351,8,21,1,2004,8,0,0
6,9338,7,7,10,2006,1,22,0
7,5082,4,14,2,2010,23,15,0
3,517,2,4,9,2013,13,39,0
4,622,6,5,10,2006,9,20,0
1,7662,5,22,11,2004,13,9,0
6,1279,5,7,2,2009,14,0,0
1,3376,10,7,7,2008,6,53,0
3,1956,7,9,8,2006,23,0,0
1,961,6,17,3,2008,9,0,0
2,83,2,11,12,2012,22,11,0
6,7571,6,1,1,2011,0,1,0
6,7693,8,5,9,2009,9,30,0
2,7668,4,22,7,2008,6,45,0
6,601,9,27,8,2011,9,11,0
3,311,9,29,12,2010,10,50,0
6,44,6,16,11,2013,18,2,0
3,7020,5,4,10,2006,16,0,0
4,213,4,20,2,2003,23,0,0
2,7903,2,29,4,2003,7,5,0
1,5710,5,11,12,2006,10,35,0
3,10265,8,6,10,2010,21,53,0
7,46,2,19,6,2011,23,10,0
4,8311,5,10,8,2006,22,15,0
3,3400,5,21,3,2007,17,7,0
1,6915,7,11,5,2009,14,25,0
1,4969,6,9,7,2012,22,15,0
1,213,4,24,5,2004,10,25,0
6,731,2,9,10,2010,16,23,0
1,144,4,8,8,2011,10,38,0
6,6994,5,28,12,2013,16,0,0
1,3716,3,18,8,2008,3,15,0
2,235,4,27,6,2006,23,18,0
1,3419,8,2,8,2004,21,30,0
5,2377,1,19,10,2007,14,15,0
6,1406,4,23,8,2014,1,15,0
7,748,5,16,7,2006,5,6,0
2,2490,3,13,12,2005,9,0,0
6,2414,3,23,2,2008,12,39,0
4,3708,4,25,12,2003,23,40,0
2,14147,3,18,8,2009,11,3,0
6,125,2,4,12,2010,23,0,0
3,12415,6,10,8,2011,1,0,0
6,6141,9,22,3,2014,20,30,0
1,125,2,13,10,2008,12,30,0
1,3735,2,17,3,2014,0,1,0
3,125,2,14,11,2012,14,0,0
4,467,1,13,6,2013,8,40,0
3,358,6,3,10,2012,13,45,0
5,411,3,29,6,2007,14,30,0
5,4203,6,12,7,2013,14,30,0
1,5105,4,16,3,2015,7,15,0
7,12552,6,13,3,2011,8,39,0
2,363,2,24,1,2012,21,0,0
1,11804,1,4,4,2011,21,0,0
6,2571,1,10,1,2004,23,55,0
6,125,2,12,2,2005,19,30,0
1,672,1,16,10,2006,17,27,0
3,3041,7,16,9,2009,2,30,0
4,125,2,17,4,2008,19,0,0
5,12714,2,17,6,2011,16,0,0
3,213,4,3,5,2006,14,20,0
3,7039,5,11,6,2014,0,20,0
7,2292,5,19,4,2015,17,0,0
6,83,2,8,9,2012,12,5,0
1,4250,3,22,8,2011,21,44,0
3,7366,2,5,3,2014,17,0,0
7,7728,9,20,6,2010,15,45,0
1,6754,1,18,3,2013,0,1,0
1,70,10,5,2,2007,22,45,0
1,2332,2,11,5,2009,6,30,0
7,8131,5,9,5,2010,0,1,0
5,7499,8,12,7,2013,20,23,0
2,1091,10,7,8,2012,16,58,0
7,1080,8,15,7,2007,11,20,0
4,4753,9,20,3,2014,1,28,0
1,303,8,19,2,2007,2,14,0
7,2930,2,7,4,2013,19,0,0
7,19856,8,3,6,2007,20,0,0
4,3872,3,13,5,2004,11,30,0
6,3396,10,28,6,2008,12,5,0
2,36,2,16,3,2004,21,28,0
5,3604,4,12,7,2013,0,1,0
7,9825,2,18,6,2006,16,30,0
1,277,10,15,9,2008,21,34,0
6,3375,5,17,5,2008,15,30,0
5,3148,5,18,10,2013,20,0,0
3,1403,4,26,6,2013,2,0,0
6,4901,3,18,6,2005,7,58,0
6,4498,5,16,6,2007,11,17,0
1,3856,4,6,3,2006,6,15,0
3,9825,2,18,5,2005,21,18,0
5,6314,6,5,3,2004,21,0,0
2,2364,6,21,3,2006,17,45,0
7,517,2,1,6,2008,18,50,0
1,3619,2,27,10,2014,15,0,0
7,677,2,28,3,2010,20,0,0
1,356,3,22,7,2013,23,50,0
4,800,4,15,4,2004,15,0,0
2,10145,3,30,3,2004,10,3,0
5,6023,5,18,11,2005,22,0,0
5,657,8,13,6,2008,2,0,0
6,10418,8,8,10,2005,0,1,0
4,18170,8,23,7,2009,13,20,0
6,8596,9,27,6,2009,5,3,0
6,9168,7,19,10,2013,15,0,0
1,1520,5,7,12,2009,20,15,0
5,734,9,14,1,2011,20,30,0
5,19419,9,9,2,2007,21,0,0
4,20669,6,30,10,2003,21,0,0
5,8151,1,7,2,2014,22,0,0
7,912,10,9,9,2007,21,6,0
1,4734,8,26,4,2004,16,37,0
3,4886,6,19,10,2005,13,53,0
4,12753,1,19,10,2006,20,0,0
2,12318,6,18,8,2009,11,0,0
7,5030,3,31,10,2004,22,0,0
3,5821,4,7,1,2009,17,23,0
4,1163,4,8,1,2009,20,1,0
7,213,4,23,5,2010,15,12,0
7,2784,8,5,10,2003,18,0,0
1,6303,5,9,7,2012,4,9,0
2,706,8,12,7,2011,6,58,0
3,4855,3,17,10,2007,13,0,0
5,11976,4,15,5,2009,0,1,0
5,158,2,21,5,2010,0,51,0
2,8496,6,14,12,2010,9,44,0
4,125,2,31,10,2013,13,0,0
2,4645,5,25,11,2008,1,20,0
4,594,8,2,5,2013,8,30,0
1,12996,7,21,2,2005,3,45,0
4,1827,2,21,4,2005,0,1,0
2,648,2,13,12,2005,19,20,0
5,841,2,22,10,2010,14,15,0
4,5694,9,26,6,2008,23,19,0
4,548,10,21,8,2014,20,30,0
4,1689,3,15,12,2011,13,1,0
5,82,4,30,4,2004,7,45,0
5,957,2,21,5,2010,23,15,0
2,232,4,11,1,2005,17,25,0
1,511,4,3,3,2014,15,45,0
4,591,9,1,6,2006,14,30,0
6,1267,5,25,8,2007,8,41,0
6,2972,5,10,4,2010,12,0,0
5,189,2,27,12,2013,20,29,0
5,4746,6,11,3,2005,22,0,0
7,1836,4,10,3,2013,18,30,0
2,6613,5,22,1,2008,12,25,0
1,346,1,24,7,2006,17,55,0
5,96,10,6,2,2004,12,0,0
5,125,2,4,5,2012,10,0,0
5,1852,6,26,2,2010,15,40,0
7,6288,4,23,3,2014,15,0,0
1,5381,8,13,9,2004,15,45,0
4,125,2,10,7,2003,12,0,0
6,8190,9,27,12,2014,15,50,0
7,356,3,4,6,2006,6,50,0
1,9868,5,27,10,2014,19,0,0
7,548,10,3,6,2007,18,0,0
2,468,2,11,1,2011,16,13,0
1,468,2,9,7,2012,18,10,0
4,3752,5,22,3,2012,15,30,0
6,20702,8,29,5,2004,0,20,0
3,213,4,11,6,2008,16,18,0
4,1786,8,7,9,2006,10,0,0
7,1291,1,31,10,2004,11,0,0
7,7110,2,29,7,2012,10,0,0
4,2391,2,21,8,2003,20,5,0
7,14670,9,27,3,2005,9,15,0
2,6337,9,18,10,2005,9,0,0
1,11834,5,24,1,2005,13,45,0
3,408,2,20,8,2003,15,35,0
4,3932,3,11,12,2014,18,52,0
1,5998,8,22,8,2005,17,35,0
7,232,4,29,6,2008,15,45,0
1,1399,10,26,5,2008,17,35,0
2,2948,4,16,9,2014,6,0,0
4,2971,5,9,9,2010,14,0,0
4,213,4,2,4,2009,0,1,0
7,7211,4,30,1,2005,23,45,0
3,213,4,5,3,2008,2,20,0
3,1861,7,4,3,2009,17,0,0
7,2382,1,1,6,2003,16,0,0
6,2315,1,20,10,2007,16,0,0
6,1429,10,10,8,2013,22,29,0
1,1943,2,26,12,2005,13,0,0
2,601,9,3,5,2005,11,0,0
6,626,2,27,11,2004,16,0,0
6,183,5,7,2,2009,12,45,0
5,2853,6,3,10,2014,9,14,0
4,468,2,30,6,2011,17,6,0
3,5913,5,24,8,2011,17,50,0
2,7400,5,9,7,2013,16,29,0
2,468,2,22,2,2011,11,0,0
6,125,2,19,5,2007,17,0,0
5,9170,7,29,6,2012,17,30,0
2,816,2,19,4,2011,13,0,0
2,22507,8,13,4,2004,17,0,0
4,468,2,10,1,2013,20,55,0
5,125,2,22,4,2011,12,20,0
5,4618,5,28,7,2006,9,0,0
5,931,1,30,5,2008,8,0,0
6,7565,3,23,8,2003,2,49,0
1,64,4,6,2,2012,11,44,0
7,12902,8,4,5,2014,20,30,0
1,1155,2,9,7,2012,14,0,0
1,12354,8,13,11,2006,11,30,0
