"day","address","location","date","month","year","hour","min","DRIVINGUNDERTHEINFLUENCE"
7,3535,3,11,3,2007,2,8,0
5,256,2,29,11,2013,21,0,0
1,3729,5,26,11,2007,15,21,0
6,118,2,12,3,2011,17,3,0
4,522,2,27,11,2014,22,14,0
6,6235,9,6,3,2004,16,0,0
5,9640,2,7,8,2009,12,46,0
7,4415,5,25,4,2010,3,54,0
5,1547,3,12,3,2010,14,0,0
3,213,4,3,9,2014,8,19,0
1,4235,2,7,3,2005,12,0,0
4,3886,6,31,5,2012,17,0,0
6,11114,7,24,3,2007,1,51,0
4,13182,9,6,9,2007,18,30,0
4,7020,5,24,2,2005,17,0,0
2,1790,1,26,7,2011,21,30,0
5,5831,5,9,3,2012,3,19,0
6,831,4,16,6,2012,23,21,0
3,4020,4,28,6,2006,7,45,0
3,15771,8,9,3,2005,10,45,0
4,8035,6,12,12,2013,8,0,0
4,7711,3,26,6,2008,8,55,0
1,6574,9,24,11,2003,1,0,0
4,11080,8,10,8,2006,2,40,0
5,303,8,27,12,2013,0,1,0
1,11378,9,7,7,2014,19,17,0
6,125,2,8,9,2007,16,0,0
6,2386,2,11,7,2009,7,41,0
1,8503,8,26,5,2008,0,1,0
5,7919,7,30,4,2004,16,52,0
2,7481,3,6,3,2007,19,44,0
4,1393,10,6,3,2008,9,45,0
1,1091,10,12,4,2004,12,0,0
2,1713,9,25,5,2004,13,0,0
7,18059,9,22,2,2004,20,0,0
3,18801,8,21,1,2004,15,0,0
1,1808,9,16,9,2013,8,0,0
7,716,5,4,5,2003,19,5,0
2,6153,2,24,11,2009,12,30,0
5,10439,3,3,10,2014,9,17,0
6,1182,5,1,12,2012,13,25,0
7,21780,3,23,2,2003,0,1,0
7,2445,2,9,5,2010,9,0,0
3,1093,6,3,9,2014,16,14,0
1,9853,3,26,7,2010,20,0,0
1,744,10,10,11,2014,3,5,0
6,223,10,2,7,2011,19,40,0
4,1996,2,28,10,2004,22,11,0
7,548,10,29,7,2007,14,30,0
1,8363,8,1,9,2008,8,0,0
1,7880,5,27,10,2014,19,30,0
6,701,9,8,4,2006,17,10,0
7,6334,6,12,9,2010,19,15,0
4,4176,5,19,2,2009,13,0,0
1,10133,6,30,5,2005,23,0,0
6,1056,2,12,6,2004,23,0,0
3,744,10,6,8,2008,20,23,0
4,259,5,10,7,2014,22,15,0
1,451,2,13,10,2003,23,45,0
3,14,3,17,9,2003,1,40,0
4,5820,4,2,10,2014,1,10,0
3,13837,6,12,12,2007,0,38,0
2,2274,7,10,12,2013,3,0,0
1,3987,9,30,3,2015,9,4,0
3,11446,8,10,8,2005,22,0,0
6,3381,1,25,1,2003,15,0,0
6,546,5,9,2,2013,1,13,0
6,9244,3,17,7,2010,22,37,0
6,7958,9,20,10,2012,22,30,0
4,2397,6,25,11,2004,16,20,0
2,1297,1,1,9,2009,12,0,0
7,8685,1,14,3,2010,15,0,0
5,232,4,4,11,2005,8,20,0
3,9204,2,2,10,2013,20,35,0
4,1690,2,5,5,2005,16,0,0
1,213,4,22,6,2009,14,30,0
2,4111,10,14,6,2005,22,15,0
2,1220,10,17,8,2004,15,0,0
7,979,4,8,8,2004,21,0,0
3,11,10,11,1,2006,5,30,0
3,11947,8,26,12,2007,13,15,0
1,16957,4,13,12,2010,9,45,0
3,2706,10,2,11,2005,12,45,0
4,7180,5,11,12,2008,21,24,0
3,3656,5,4,2,2004,20,30,0
7,198,1,29,6,2014,5,35,0
4,2156,2,7,8,2014,17,41,0
1,1844,4,11,10,2004,17,30,0
5,146,10,27,6,2008,16,37,0
1,125,2,3,2,2014,10,10,0
6,5211,3,4,10,2014,19,51,0
4,4299,7,18,5,2006,7,30,0
4,125,2,15,5,2003,12,0,0
1,821,10,6,9,2010,17,26,0
4,977,1,21,4,2005,16,30,0
2,20109,6,30,3,2004,12,0,0
4,39,3,18,10,2012,21,48,0
6,3346,8,8,8,2009,20,0,0
3,1089,2,23,2,2011,1,11,0
5,13419,9,28,6,2013,3,55,0
6,357,4,15,7,2006,10,14,0
2,3914,8,31,3,2009,19,0,0
4,9136,9,23,1,2014,4,12,0
4,2888,3,30,9,2004,12,37,0
7,9861,5,11,3,2012,23,55,0
6,3576,5,24,3,2012,16,23,0
5,15992,8,9,3,2012,20,19,0
2,9161,2,13,5,2008,15,0,0
6,4557,5,2,7,2011,13,16,0
4,2420,8,24,3,2011,23,30,0
3,4649,7,15,10,2008,21,55,0
2,2205,4,10,6,2003,22,0,0
1,772,10,11,5,2015,0,1,0
6,11476,1,11,2,2012,3,0,0
1,17782,9,24,1,2005,20,0,0
7,18300,2,20,9,2009,23,0,0
3,6293,6,18,2,2015,21,0,0
6,4701,5,11,2,2006,22,0,0
4,3757,4,21,4,2005,19,0,0
4,924,5,20,3,2003,22,0,0
2,583,4,14,4,2009,17,58,0
5,7346,3,23,1,2015,0,5,0
4,3842,1,2,4,2015,17,25,0
5,2050,6,4,9,2009,8,43,0
2,10523,5,1,4,2014,11,5,0
5,8539,8,15,12,2006,22,35,0
5,13725,9,1,7,2005,10,0,0
3,4178,10,21,1,2004,12,51,0
6,13493,1,23,3,2013,2,0,0
3,2911,10,28,11,2007,0,25,0
5,548,10,7,10,2005,22,0,0
4,8720,6,21,8,2003,17,15,0
6,2275,2,17,7,2010,7,30,0
5,1088,4,15,10,2004,2,56,0
1,182,4,19,1,2015,22,30,0
6,1722,2,12,1,2008,12,15,0
2,657,8,7,1,2003,1,30,0
5,17080,8,29,6,2012,11,33,0
7,1848,3,30,1,2011,16,55,0
2,1260,5,26,6,2007,19,15,0
6,1496,5,27,8,2005,19,0,0
1,1273,10,31,3,2008,17,0,0
1,15965,7,10,12,2012,18,0,0
1,4635,2,30,9,2013,20,13,0
7,1210,1,21,10,2012,0,10,0
4,3899,5,14,10,2004,7,27,0
7,18179,8,16,11,2003,10,0,0
4,8529,4,5,4,2012,8,45,0
6,509,5,13,8,2005,23,30,0
7,5274,2,27,7,2003,19,0,0
1,8453,4,22,12,2014,23,25,0
6,1007,5,22,5,2010,1,40,0
1,3725,10,16,5,2005,20,20,0
6,1007,5,28,7,2012,0,1,0
2,2386,2,7,2,2006,20,30,0
4,2746,8,3,11,2005,16,44,0
4,255,10,9,7,2009,16,37,0
4,2646,5,8,1,2015,23,30,0
7,125,2,21,10,2012,16,0,0
7,747,2,15,12,2013,18,0,0
3,4001,8,18,4,2012,13,0,0
7,16582,7,27,1,2013,6,40,0
2,5004,5,3,10,2006,17,42,0
3,1809,10,30,5,2012,0,1,0
5,2264,3,17,12,2010,20,20,0
6,3619,2,29,12,2012,17,10,0
7,1767,4,18,6,2006,16,0,0
3,343,4,5,9,2007,22,48,0
1,1895,3,3,9,2007,15,45,0
1,54,1,7,2,2011,20,18,0
6,125,2,7,4,2012,16,30,0
3,3593,5,24,12,2008,1,49,0
3,268,1,8,8,2012,20,0,0
6,3413,8,23,10,2010,22,0,0
1,5280,4,14,11,2005,11,30,0
2,2490,3,16,11,2010,21,0,0
7,7447,9,15,7,2012,22,20,0
3,4359,8,6,8,2003,16,51,0
2,2682,6,18,3,2014,17,20,0
6,13662,4,17,5,2008,16,20,0
5,198,1,13,1,2012,11,0,0
1,1653,3,6,3,2006,17,0,0
4,472,5,1,10,2009,13,30,0
7,1654,8,19,4,2009,10,30,0
3,306,1,16,4,2003,13,0,0
3,3460,3,12,1,2005,16,50,0
5,2331,8,15,11,2013,18,0,0
7,4601,1,26,1,2003,18,47,0
2,1017,3,22,6,2004,16,20,0
6,12766,8,31,12,2011,2,40,0
1,15747,3,4,4,2005,12,56,0
7,1781,3,1,6,2003,23,15,0
4,363,2,22,9,2011,19,0,0
3,13536,9,6,3,2013,8,11,0
2,958,4,27,10,2009,19,20,0
5,2016,6,4,11,2005,0,55,0
6,2052,4,7,9,2013,19,30,0
4,872,2,18,4,2013,8,28,0
3,1721,2,5,3,2003,7,47,0
4,4166,1,5,9,2013,23,15,0
6,6759,4,25,2,2012,10,45,0
2,17786,3,29,6,2010,10,0,0
7,105,5,10,2,2013,11,0,0
6,511,4,9,8,2014,17,12,0
1,10511,9,12,7,2010,7,13,0
3,594,8,14,6,2006,16,6,0
1,4876,3,17,2,2003,7,0,0
4,1404,7,22,3,2012,20,52,0
2,5548,4,1,5,2007,10,0,0
3,2821,2,4,10,2006,21,20,0
1,847,5,28,5,2007,20,45,0
3,2346,2,19,3,2003,17,0,0
4,5145,8,10,2,2005,15,30,0
3,4981,9,9,8,2006,7,0,0
7,125,2,31,5,2009,19,38,0
7,125,2,2,11,2014,23,18,0
3,949,5,8,8,2012,1,0,0
2,825,2,6,7,2004,22,0,0
6,1039,5,5,11,2011,13,0,0
4,83,2,2,9,2004,8,54,0
5,11163,6,18,11,2005,22,0,0
7,872,2,27,8,2006,3,0,0
2,7617,7,4,8,2009,0,1,0
3,17673,9,6,4,2005,16,30,0
2,1823,1,9,12,2014,19,0,0
1,772,10,18,8,2014,10,3,0
2,10842,7,1,5,2012,9,0,0
3,8448,9,11,1,2012,19,58,0
3,198,1,6,2,2013,9,0,0
3,359,10,17,9,2003,15,0,0
7,39,3,23,2,2014,21,0,0
5,11843,5,28,7,2006,20,0,0
2,9719,4,5,4,2005,19,10,0
4,1974,1,5,5,2011,10,45,0
3,1682,8,23,3,2011,12,0,0
1,8752,9,7,8,2006,19,30,0
3,3418,4,17,10,2012,22,0,0
6,5615,3,21,2,2015,22,0,0
2,958,4,9,6,2009,20,18,0
3,3394,5,1,9,2004,12,0,0
5,501,4,4,5,2012,22,0,0
5,5281,8,11,3,2011,23,43,0
6,9593,3,15,1,2005,15,47,0
5,10594,4,21,9,2012,5,0,0
3,6433,9,16,4,2003,17,0,0
1,408,2,2,2,2015,15,15,0
5,3081,2,9,2,2007,0,5,0
5,7850,3,28,1,2005,8,30,0
7,13482,9,11,3,2012,10,40,0
7,2796,6,14,12,2008,11,45,0
6,8886,7,7,3,2009,16,0,0
6,18959,4,17,5,2008,22,30,0
7,6420,2,14,3,2010,13,5,0
5,242,10,19,11,2010,23,38,0
1,3855,5,22,12,2003,0,20,0
5,2578,6,25,6,2004,23,30,0
6,58,10,29,11,2008,22,29,0
7,4774,8,16,11,2014,20,20,0
4,2112,5,7,8,2014,0,14,0
7,1108,4,19,5,2013,14,30,0
5,100,2,7,5,2010,0,30,0
3,11109,9,31,3,2004,18,0,0
6,1040,1,21,4,2007,16,0,0
7,213,4,22,5,2005,13,1,0
7,9239,9,13,8,2006,22,11,0
5,3777,9,12,12,2014,14,15,0
5,10912,8,25,2,2005,0,1,0
6,2783,4,20,9,2003,11,30,0
1,4284,1,21,3,2011,13,0,0
1,146,10,26,6,2006,9,19,0
7,548,10,17,12,2006,18,39,0
4,4760,2,14,7,2005,18,45,0
6,765,3,9,2,2013,13,0,0
4,125,2,8,3,2012,12,0,0
1,4301,2,31,8,2009,6,56,0
7,771,1,28,7,2013,1,30,0
6,18358,8,24,9,2011,0,1,0
2,6420,2,5,8,2003,19,1,0
5,4610,5,11,7,2003,19,0,0
2,872,2,24,1,2006,10,0,0
3,1226,4,2,5,2012,1,45,0
6,872,2,1,11,2008,10,0,0
3,408,2,15,6,2011,16,28,0
5,3180,10,3,5,2013,15,0,0
7,1314,2,25,3,2007,9,50,0
3,10275,5,21,3,2007,22,21,0
3,8242,5,6,2,2008,19,15,0
5,3974,5,18,5,2007,11,30,0
7,5077,9,15,11,2009,12,0,0
1,11435,3,22,8,2005,17,50,0
3,20345,4,3,9,2008,3,45,0
1,13593,7,24,6,2013,15,50,0
1,5334,5,3,9,2012,12,0,0
7,6471,6,30,11,2008,4,25,0
6,1151,4,2,5,2015,14,0,0
5,1845,9,21,9,2012,15,11,0
3,7333,4,15,6,2005,8,6,0
3,2084,5,26,1,2011,12,0,0
6,4493,3,21,3,2015,13,36,0
6,27,5,21,3,2009,9,55,0
7,52,5,15,1,2006,9,0,0
6,5570,2,23,3,2013,23,40,0
5,3620,2,27,11,2009,23,0,0
3,2862,10,8,9,2010,16,8,0
1,77,10,14,6,2010,7,0,0
2,19283,3,14,6,2005,20,0,0
7,7405,7,16,1,2011,21,0,0
2,125,2,1,9,2009,14,0,0
3,77,10,15,12,2010,1,26,0
4,5240,3,22,4,2010,18,0,0
3,14228,9,8,1,2014,7,58,0
4,11,10,19,10,2006,11,55,0
4,343,4,11,12,2008,3,3,0
2,22399,8,16,9,2003,7,30,0
2,12410,9,31,5,2005,13,0,0
2,10531,4,13,5,2003,19,16,0
2,9152,4,11,12,2007,14,0,0
5,7270,5,16,4,2004,23,0,0
6,8298,1,21,2,2004,23,0,0
2,12758,9,2,4,2013,0,14,0
4,1164,1,6,3,2008,11,30,0
3,2811,1,30,11,2011,16,24,0
1,64,4,12,12,2011,18,7,0
6,125,2,3,5,2003,10,15,0
3,893,10,14,11,2012,23,0,0
3,15294,8,2,11,2005,20,0,0
7,13083,9,20,4,2014,16,30,0
2,490,2,31,5,2005,22,0,0
4,563,6,18,9,2014,8,0,0
2,4593,2,28,4,2009,8,0,0
7,21763,7,12,1,2003,22,50,0
1,1673,5,20,3,2006,15,16,0
7,5082,4,20,9,2009,15,58,0
4,1979,4,21,9,2006,8,24,0
5,12949,3,21,10,2005,10,15,0
7,5589,8,1,6,2014,22,0,0
5,7570,1,29,1,2010,17,0,0
6,468,2,28,7,2012,12,34,0
6,6574,9,7,2,2015,23,37,0
5,8354,9,20,2,2009,21,30,0
6,7689,3,4,4,2009,15,0,0
7,5543,9,9,4,2006,20,24,0
4,16305,3,2,9,2004,23,0,0
5,1078,2,25,3,2011,22,0,0
3,744,10,10,12,2008,16,17,0
3,1004,1,4,8,2004,18,0,0
4,88,2,2,9,2004,18,12,0
7,18962,8,9,3,2008,20,0,0
1,2862,10,14,4,2003,17,58,0
4,15970,8,22,1,2004,10,0,0
4,14269,9,1,4,2004,7,0,0
1,62,4,11,10,2004,17,48,0
2,1016,4,9,12,2003,10,45,0
7,3193,2,25,1,2004,3,0,0
5,213,4,30,5,2008,13,18,0
5,1087,3,9,8,2013,8,0,0
1,8491,3,16,3,2009,14,0,0
3,548,10,28,11,2007,14,32,0
4,8393,2,13,5,2004,18,0,0
7,8044,9,5,5,2013,12,30,0
1,528,10,18,10,2010,19,20,0
4,8955,8,1,11,2007,17,0,0
3,1518,4,23,7,2003,23,29,0
5,1611,3,1,6,2012,0,1,0
6,12436,8,1,12,2007,15,38,0
4,11802,3,31,10,2013,17,22,0
2,6114,3,11,6,2013,15,52,0
7,3037,1,9,8,2009,2,30,0
5,5067,4,28,6,2013,12,0,0
6,9788,4,16,6,2007,22,30,0
4,631,2,16,10,2014,14,25,0
2,14612,1,3,4,2012,18,30,0
5,18158,8,16,12,2011,20,30,0
7,376,2,8,3,2015,1,30,0
3,1685,8,5,2,2003,23,30,0
4,1091,10,9,1,2014,12,56,0
7,5107,10,18,5,2014,16,0,0
5,369,5,29,7,2005,20,40,0
5,8954,4,2,11,2007,14,40,0
7,10348,4,23,2,2014,14,35,0
5,1018,3,9,7,2004,15,45,0
6,7013,1,15,12,2012,10,0,0
2,744,10,1,11,2011,17,12,0
3,307,3,4,3,2009,20,18,0
6,4682,1,19,4,2014,23,0,0
2,8954,4,7,2,2012,15,55,0
2,5569,5,20,3,2007,19,0,0
5,3744,6,19,5,2006,21,30,0
5,9397,4,30,12,2011,5,9,0
5,655,5,20,3,2015,17,0,0
3,4141,4,19,3,2008,14,0,0
5,3711,1,8,3,2013,2,0,0
1,872,2,7,1,2008,18,0,0
4,125,2,6,10,2005,2,9,0
2,7362,6,27,11,2007,6,30,0
7,4274,1,11,7,2004,18,30,0
6,21914,9,18,10,2003,20,0,0
5,3619,2,30,7,2010,9,15,0
4,5095,8,7,2,2008,23,45,0
1,1404,7,6,9,2010,23,15,0
1,870,4,26,4,2004,17,30,0
4,1449,1,30,4,2015,23,0,0
2,907,6,22,7,2008,19,31,0
2,8767,4,28,6,2011,22,30,0
1,88,2,2,2,2015,0,12,0
5,5633,8,22,2,2013,9,0,0
1,8726,9,23,6,2003,16,0,0
5,898,2,20,5,2011,8,0,0
4,328,10,11,8,2005,22,45,0
7,522,2,13,7,2014,16,30,0
1,2433,3,1,10,2007,15,0,0
5,1351,8,22,8,2003,9,0,0
6,4875,2,10,3,2012,0,45,0
3,2389,6,8,1,2014,15,18,0
5,7483,8,14,11,2003,12,0,0
3,2121,9,2,4,2014,15,0,0
1,125,2,14,5,2012,9,0,0
7,11169,5,8,2,2004,19,0,0
7,6971,6,19,10,2008,0,30,0
2,501,4,22,7,2008,1,41,0
4,8930,5,4,9,2008,23,7,0
4,4623,2,1,4,2004,14,44,0
4,1004,1,23,3,2006,0,1,0
1,6742,4,3,3,2008,15,30,0
7,779,2,4,5,2008,0,1,0
2,1084,2,24,7,2007,11,30,0
4,70,10,19,2,2004,0,10,0
1,2881,5,25,1,2010,3,30,0
7,28,4,7,10,2007,18,30,0
5,21785,2,13,6,2003,16,42,0
4,126,8,15,5,2014,17,15,0
5,1155,2,27,8,2010,6,0,0
2,102,10,28,9,2004,5,20,0
1,4020,4,8,7,2013,13,0,0
6,5789,4,15,6,2013,3,40,0
4,1434,8,21,9,2006,20,0,0
7,2204,5,5,10,2003,6,13,0
7,949,5,3,6,2012,19,0,0
2,707,1,6,9,2011,0,1,0
7,3051,3,18,6,2006,17,50,0
4,772,10,24,6,2004,2,17,0
5,9564,5,28,1,2011,20,0,0
1,8885,9,13,11,2006,0,1,0
7,292,5,13,6,2004,17,30,0
2,12437,3,5,3,2013,18,0,0
7,375,7,23,9,2007,18,59,0
6,9244,3,22,10,2011,6,35,0
1,5848,4,26,6,2006,13,0,0
7,1101,7,31,7,2011,0,4,0
2,1936,2,14,4,2009,18,30,0
4,1379,1,1,10,2009,14,10,0
2,1965,5,4,4,2006,13,0,0
1,872,2,16,8,2004,19,15,0
6,11187,4,23,8,2014,15,30,0
5,1275,10,12,2,2010,7,12,0
3,8857,3,3,10,2007,6,34,0
3,821,10,8,8,2007,18,0,0
7,77,10,5,12,2010,12,0,0
3,468,2,9,1,2008,10,30,0
6,166,10,18,6,2005,10,15,0
2,17783,6,18,3,2008,21,0,0
1,288,2,27,11,2006,1,0,0
2,2810,2,29,5,2012,3,10,0
3,11565,4,14,12,2005,0,1,0
6,4856,5,5,5,2012,21,0,0
3,99,8,13,5,2015,17,30,0
6,2114,9,3,5,2014,13,30,0
3,3244,1,8,1,2014,15,0,0
4,1379,1,25,3,2010,23,40,0
4,232,4,9,1,2003,10,55,0
3,9632,6,3,11,2010,18,0,0
5,3877,3,2,12,2011,8,25,0
3,1399,10,5,3,2008,16,20,0
5,10790,8,8,8,2003,1,30,0
2,5832,7,5,8,2003,0,10,0
3,2271,10,14,12,2011,19,2,0
1,3064,2,9,7,2007,0,1,0
5,619,8,21,2,2003,19,0,0
3,2365,5,13,7,2005,18,0,0
4,1473,1,26,6,2003,2,0,0
7,7236,6,28,3,2010,22,0,0
6,4077,5,23,8,2003,17,0,0
4,36,2,6,9,2007,13,50,0
6,23185,8,8,2,2003,13,20,0
1,21028,3,12,6,2006,13,20,0
1,232,4,22,8,2005,20,47,0
1,4375,1,16,2,2015,18,30,0
2,125,2,6,1,2004,10,25,0
5,2958,5,24,2,2006,4,15,0
5,83,2,29,7,2011,7,37,0
4,8989,3,21,8,2014,23,30,0
7,346,1,1,1,2012,2,0,0
3,22266,3,7,7,2004,12,30,0
2,8020,9,23,12,2014,15,0,0
1,379,1,22,12,2014,12,45,0
2,2607,2,29,10,2013,7,36,0
5,4927,2,11,7,2008,15,45,0
4,5491,3,22,1,2004,18,0,0
2,158,2,8,2,2011,4,7,0
6,3548,3,29,12,2012,22,0,0
7,3877,3,4,12,2011,20,15,0
6,1602,4,2,6,2012,1,30,0
7,14389,6,15,12,2013,0,3,0
2,10236,6,4,2,2014,14,0,0
6,58,10,18,5,2013,23,0,0
7,2784,8,29,1,2012,14,52,0
5,9453,5,12,12,2003,23,15,0
1,3177,8,26,12,2005,2,37,0
5,11,10,15,5,2009,15,53,0
3,363,2,18,2,2009,18,46,0
5,4341,2,18,5,2012,17,30,0
5,8833,10,15,1,2010,15,0,0
7,559,6,9,3,2014,16,30,0
2,17665,9,27,10,2009,9,0,0
6,665,3,3,10,2009,18,37,0
4,1950,2,4,9,2003,18,15,0
5,146,10,1,7,2005,9,30,0
7,1767,4,30,7,2006,17,35,0
2,872,2,30,9,2008,13,30,0
1,138,2,1,11,2010,12,6,0
2,1525,4,18,3,2014,11,15,0
1,5415,2,3,10,2011,4,50,0
3,20654,3,23,1,2008,10,30,0
5,1635,1,17,11,2006,18,0,0
4,13922,8,28,6,2012,0,1,0
1,5843,5,3,2,2014,12,0,0
6,8357,8,15,11,2003,13,0,0
3,1117,4,9,3,2005,20,21,0
4,2153,2,6,9,2012,13,40,0
2,12392,4,20,9,2011,22,0,0
1,3632,4,9,7,2012,20,30,0
6,7768,1,8,10,2011,22,40,0
6,22243,8,10,7,2004,14,0,0
2,2030,6,31,5,2011,21,32,0
3,1299,5,16,4,2014,21,15,0
7,1518,4,30,1,2005,4,33,0
2,4425,8,10,12,2013,13,22,0
5,7478,3,7,2,2003,22,0,0
4,5305,7,10,3,2011,2,30,0
4,5111,4,13,11,2003,21,30,0
1,5702,8,19,9,2005,7,30,0
5,1887,1,23,3,2012,23,15,0
4,102,10,10,3,2011,18,15,0
5,3180,10,15,7,2005,13,18,0
7,11758,7,5,10,2003,0,5,0
5,2838,2,7,3,2003,19,14,0
7,682,10,11,2,2007,3,30,0
4,102,10,23,12,2004,18,15,0
6,14440,6,13,11,2004,2,0,0
1,125,2,4,8,2003,22,11,0
1,1990,9,5,4,2010,18,8,0
1,9279,7,17,2,2003,19,30,0
7,2045,6,2,11,2014,14,0,0
3,16237,9,23,8,2006,9,0,0
4,18466,5,27,1,2011,16,0,0
1,211,5,19,4,2010,0,16,0
2,12852,3,17,2,2009,19,55,0
2,12611,5,5,2,2013,23,50,0
3,3629,4,16,5,2012,12,0,0
4,11497,7,8,9,2005,15,15,0
5,2783,4,17,4,2009,22,3,0
6,103,1,7,8,2004,18,53,0
2,957,2,5,2,2008,1,20,0
5,125,2,23,7,2004,12,38,0
6,511,4,3,7,2010,23,0,0
3,7668,4,25,7,2007,16,33,0
1,5082,4,10,12,2007,22,40,0
5,1154,9,23,2,2007,8,0,0
3,3450,7,17,9,2014,23,35,0
7,3687,9,24,9,2006,2,0,0
2,14303,7,30,10,2012,20,0,0
7,643,4,21,11,2010,3,1,0
5,213,4,12,1,2007,9,50,0
1,107,8,21,7,2003,18,0,0
4,859,1,18,11,2010,0,20,0
4,1095,5,18,10,2007,22,0,0
2,4388,10,6,1,2004,12,10,0
7,1943,2,10,4,2005,12,0,0
4,11649,6,29,12,2011,13,30,0
7,522,2,5,10,2008,13,0,0
6,7884,4,26,12,2009,2,40,0
6,12939,3,18,9,2004,8,17,0
7,4875,2,30,5,2004,1,0,0
7,18949,5,21,5,2006,0,30,0
2,191,3,27,4,2004,23,30,0
5,213,4,25,7,2008,2,24,0
1,8715,9,14,4,2003,22,30,0
7,408,2,13,1,2008,0,1,0
5,2706,10,19,9,2003,13,11,0
6,1125,2,2,5,2015,16,47,0
4,2909,2,19,2,2004,14,31,0
1,213,4,7,2,2005,11,53,0
5,2156,2,27,1,2012,22,21,0
7,522,2,21,5,2006,12,20,0
4,5602,5,28,6,2012,23,0,0
4,468,2,27,5,2004,14,38,0
7,13556,8,28,11,2004,20,0,0
4,14234,5,9,3,2006,12,0,0
2,2462,2,8,7,2014,20,30,0
3,16423,4,28,4,2004,6,30,0
4,727,4,1,7,2010,13,30,0
7,8184,3,9,2,2014,19,30,0
7,3884,2,7,10,2007,15,8,0
7,22830,6,23,2,2003,1,0,0
2,1256,7,4,2,2003,21,56,0
2,6771,1,10,6,2014,9,0,0
6,565,6,10,1,2009,2,0,0
4,6270,2,19,2,2015,7,40,0
1,795,3,7,6,2004,23,30,0
6,2904,2,7,9,2013,4,1,0
1,3937,4,26,7,2010,2,9,0
1,1651,2,23,7,2007,6,0,0
2,4710,2,19,8,2014,7,1,0
4,7031,1,30,10,2014,0,31,0
1,7213,1,15,9,2014,22,15,0
1,6266,4,3,8,2009,13,0,0
2,6598,3,16,9,2003,15,0,0
5,17489,5,8,4,2011,11,10,0
6,7138,9,6,4,2013,18,30,0
3,1091,10,7,3,2007,8,7,0
2,2484,10,23,2,2010,20,25,0
2,354,10,8,1,2008,2,45,0
1,16046,3,13,5,2013,9,0,0
6,7218,3,7,5,2011,21,23,0
4,883,9,17,10,2013,23,0,0
1,213,4,2,2,2009,13,2,0
1,9717,3,30,8,2004,21,0,0
3,1279,5,23,7,2014,17,30,0
3,8423,8,7,1,2004,17,15,0
6,407,5,20,10,2012,21,50,0
1,5267,3,16,4,2007,3,0,0
6,109,1,26,1,2008,20,0,0
3,2374,1,10,12,2014,16,24,0
6,1603,3,7,8,2004,19,0,0
1,177,10,21,1,2008,14,13,0
1,872,2,1,9,2003,13,10,0
5,9333,5,10,9,2010,18,30,0
3,10629,1,20,8,2014,15,27,0
5,4120,7,14,11,2014,11,0,0
6,408,2,24,4,2010,12,0,0
7,14659,7,19,12,2010,16,0,0
6,831,4,18,6,2011,1,5,0
5,1571,7,9,9,2011,0,1,0
2,11171,1,8,1,2008,1,18,0
4,18849,3,10,2,2011,7,0,0
6,6667,8,1,12,2012,2,14,0
3,7809,9,18,2,2004,19,0,0
1,7819,4,29,3,2004,13,50,0
1,1242,5,16,5,2005,22,0,0
2,2214,1,1,4,2008,20,25,0
2,11848,7,5,4,2005,3,37,0
6,2153,2,26,7,2003,23,40,0
1,2332,2,11,5,2009,6,30,0
7,5444,10,11,1,2015,2,58,0
5,9499,4,29,10,2004,7,25,0
4,4268,1,9,9,2010,23,0,0
7,125,2,23,8,2009,12,0,0
4,125,2,2,10,2003,5,58,0
2,1091,10,13,11,2012,19,41,0
4,3704,1,10,3,2005,19,15,0
1,3736,3,31,3,2014,14,31,0
2,11845,8,14,6,2005,18,0,0
5,2162,5,23,9,2005,21,18,0
6,2911,10,24,7,2004,22,30,0
4,366,10,12,12,2013,21,23,0
3,7308,6,8,3,2006,4,15,0
3,2854,8,3,3,2004,8,40,0
1,323,9,3,2,2014,20,7,0
2,10269,6,11,12,2012,7,24,0
5,3629,4,28,1,2011,11,10,0
3,9791,8,29,11,2006,12,0,0
6,139,2,7,3,2009,9,6,0
3,1152,1,29,5,2013,13,50,0
1,18630,9,29,9,2003,0,1,0
4,3875,2,19,4,2007,0,57,0
1,125,2,23,8,2010,20,0,0
7,211,5,11,1,2015,21,2,0
2,7827,4,2,10,2012,12,0,0
6,38,10,13,3,2010,11,0,0
2,1927,1,3,4,2007,21,56,0
7,1606,2,22,3,2015,17,41,0
4,2739,2,13,11,2008,8,30,0
7,125,2,20,4,2008,0,1,0
2,4927,2,11,5,2004,1,50,0
1,10071,9,16,5,2011,0,1,0
7,18036,9,8,5,2005,4,37,0
4,468,2,9,8,2012,11,40,0
7,9632,6,17,6,2007,20,30,0
5,1091,10,18,11,2005,19,0,0
5,9381,3,7,2,2003,22,30,0
6,2271,10,6,4,2013,23,45,0
4,6950,3,17,5,2012,4,14,0
2,5273,3,29,10,2013,7,55,0
2,848,1,6,3,2007,2,15,0
7,9412,6,1,1,2006,14,0,0
3,2622,2,5,2,2014,19,0,0
7,1985,7,30,1,2011,15,10,0
4,14608,9,13,1,2011,13,0,0
3,166,10,30,9,2009,17,51,0
5,7247,3,28,6,2013,23,0,0
1,6035,3,7,3,2011,23,0,0
1,3127,1,8,12,2003,0,1,0
5,125,2,18,5,2007,14,34,0
2,16410,4,25,11,2003,19,45,0
4,4848,3,5,9,2013,2,0,0
1,2904,2,12,6,2006,13,23,0
1,13559,7,28,10,2013,5,5,0
