"day","address","location","date","month","year","hour","min","LIQUORLAWS"
3,8681,6,10,7,2013,22,0,0
4,22067,5,2,9,2004,9,45,0
2,3560,4,18,8,2009,6,56,0
6,11141,7,20,10,2012,13,15,0
7,18949,5,21,5,2006,0,30,0
7,2458,1,17,7,2005,18,21,0
2,918,9,27,7,2010,12,0,0
6,4046,4,14,7,2012,21,30,0
3,3144,5,23,3,2005,3,0,0
6,11946,3,11,2,2012,12,10,0
4,9006,5,26,8,2010,3,30,0
1,548,10,22,2,2010,11,0,0
6,14472,1,30,1,2010,6,40,0
3,76,5,14,12,2011,12,0,0
2,917,9,2,5,2006,15,50,0
5,8650,9,12,12,2014,16,35,0
5,2972,5,13,8,2010,23,0,0
4,17584,8,24,12,2009,22,0,0
2,4043,6,17,2,2009,4,30,0
6,8213,3,4,10,2014,15,0,0
2,6486,1,4,2,2014,11,35,0
4,5195,2,18,10,2012,13,51,0
4,11436,6,23,2,2012,11,7,0
2,16075,2,30,3,2004,19,18,0
6,323,9,23,2,2013,13,28,0
2,4754,5,22,2,2011,9,0,0
6,408,2,30,5,2009,21,45,0
1,9851,6,10,1,2011,14,0,0
1,5544,4,26,4,2004,8,35,0
1,15040,8,22,1,2007,17,54,0
5,8223,2,7,3,2008,11,30,0
3,10693,7,13,7,2005,23,0,0
5,232,4,10,9,2010,16,24,0
1,2300,3,19,3,2012,15,1,0
6,11413,7,6,10,2007,18,2,0
2,951,5,21,9,2010,4,20,0
3,772,10,30,9,2009,23,50,0
2,17782,9,8,3,2005,9,0,0
6,10236,6,29,6,2013,18,0,0
4,501,4,21,2,2013,8,0,0
7,3544,2,22,3,2015,11,34,0
5,4284,1,8,8,2008,7,0,0
1,5270,2,6,8,2012,18,0,0
7,7623,4,5,5,2013,2,0,0
5,8954,4,12,8,2011,1,20,0
5,4154,5,11,7,2003,0,18,0
6,1580,10,6,4,2013,21,0,0
1,2017,4,11,5,2009,23,0,0
2,58,10,27,12,2005,21,56,0
7,879,8,22,2,2004,15,35,0
7,4841,9,13,1,2008,12,45,0
1,1296,2,30,3,2015,20,0,0
4,6125,1,2,10,2014,21,0,0
6,11578,9,2,11,2013,18,0,0
4,13002,3,13,1,2011,8,35,0
6,731,2,10,3,2007,11,40,0
3,1449,1,23,3,2005,23,25,0
2,146,10,21,2,2006,17,59,0
2,125,2,28,12,2010,15,0,0
7,2383,5,29,1,2012,15,19,0
1,8154,2,12,12,2011,12,50,0
6,328,10,17,12,2011,23,0,0
4,2795,1,11,6,2009,16,15,0
3,13499,3,19,9,2012,18,0,0
5,13475,7,2,12,2011,20,0,0
5,2119,10,24,2,2006,23,35,0
6,3561,3,8,2,2014,16,25,0
2,2842,10,16,10,2007,22,30,0
7,1809,10,5,4,2015,13,8,0
2,4762,5,27,5,2003,20,30,0
6,2192,10,4,4,2015,0,2,0
1,13848,9,30,10,2006,8,0,0
6,9107,4,1,1,2011,2,43,0
1,5509,2,31,8,2009,17,8,0
6,10959,1,17,5,2003,10,30,0
7,6957,4,13,7,2014,5,0,0
6,11817,9,7,5,2011,0,5,0
3,10641,4,22,8,2007,10,0,0
3,16676,3,16,4,2008,9,0,0
5,13200,3,15,6,2012,16,0,0
6,1718,3,9,4,2011,15,23,0
1,15636,9,27,4,2009,12,0,0
5,1393,10,1,6,2007,13,30,0
2,3174,7,10,12,2013,16,0,0
5,15465,5,30,11,2007,21,0,0
7,8727,2,2,11,2003,13,0,0
2,917,9,2,10,2012,17,0,0
5,3962,6,7,3,2014,10,55,0
2,504,4,6,1,2015,17,30,0
6,11455,4,11,8,2007,15,8,0
1,831,4,28,9,2009,16,7,0
6,10594,4,20,11,2010,10,0,0
7,8353,2,12,7,2009,11,45,0
6,5797,4,17,6,2006,18,0,0
4,14127,2,5,2,2009,1,45,0
7,361,2,29,7,2007,12,40,0
1,10232,1,10,5,2004,10,0,0
5,958,4,24,1,2014,19,25,0
4,28,4,11,12,2003,13,47,0
1,548,10,24,11,2008,10,9,0
2,12739,5,18,8,2009,9,30,0
1,736,4,10,11,2003,12,47,0
1,518,10,19,3,2012,23,0,0
7,1473,1,22,5,2011,11,37,0
6,326,2,26,6,2004,2,26,0
2,5622,3,29,4,2014,0,26,0
3,1101,7,19,9,2007,18,20,0
7,979,4,14,7,2013,13,50,0
2,15091,9,13,7,2010,13,0,0
6,6553,4,3,11,2007,7,30,0
4,2049,5,7,4,2011,9,30,0
4,395,6,13,12,2012,9,25,0
1,12613,9,11,6,2012,2,45,0
2,39,3,20,7,2004,23,0,0
2,2398,2,20,1,2015,1,8,0
4,9046,5,19,10,2006,22,39,0
1,10968,8,1,5,2006,17,40,0
5,6779,4,6,8,2004,21,34,0
1,802,4,26,5,2014,20,0,0
1,10723,4,6,12,2004,12,0,0
2,4520,6,28,5,2013,8,22,0
2,8747,8,28,6,2005,23,0,0
4,166,10,6,3,2014,17,0,0
1,4706,5,6,1,2003,18,0,0
7,8394,9,23,3,2014,22,30,0
3,677,2,7,1,2004,11,0,0
5,11209,8,19,10,2012,21,0,0
1,704,2,4,8,2014,13,19,0
1,125,2,27,12,2010,20,0,0
4,11038,7,16,12,2010,11,37,0
4,3591,1,27,7,2006,11,0,0
4,144,4,18,9,2008,16,48,0
1,644,1,31,3,2014,10,49,0
5,9309,8,19,3,2004,10,0,0
4,88,2,16,11,2006,17,10,0
5,7737,3,11,2,2011,17,30,0
5,6084,3,9,7,2004,22,53,0
6,19588,3,5,9,2009,17,42,0
1,4209,2,13,9,2004,19,0,0
1,13478,9,12,12,2005,15,15,0
4,22,10,9,7,2009,18,30,0
4,5583,9,1,5,2003,16,15,0
1,13745,9,17,2,2014,18,0,0
1,5294,3,12,5,2003,13,12,0
3,1203,2,1,10,2003,14,5,0
2,8318,1,22,1,2008,9,45,0
3,177,10,17,10,2012,0,1,0
7,3727,10,8,10,2006,20,0,0
3,892,7,9,1,2013,13,15,0
2,21760,1,18,2,2003,17,0,0
6,70,10,12,7,2008,7,30,0
5,125,2,24,7,2009,12,0,0
7,1345,1,5,12,2010,12,0,0
5,6577,5,5,9,2014,3,53,0
2,4970,3,27,4,2004,23,0,0
4,2328,5,5,2,2015,6,30,0
3,862,5,28,10,2009,14,35,0
3,9467,7,12,11,2014,20,0,0
6,1026,5,29,1,2011,19,10,0
6,4138,6,8,9,2007,12,45,0
4,14010,3,22,3,2012,21,0,0
2,4083,4,27,4,2004,11,20,0
5,2989,5,15,7,2011,20,0,0
2,6858,5,1,4,2008,18,35,0
1,125,2,28,5,2012,17,0,0
3,408,2,15,12,2010,15,36,0
3,15489,3,23,7,2003,16,0,0
7,7900,3,26,1,2014,21,1,0
2,5113,8,27,7,2010,19,0,0
4,1185,5,21,8,2014,21,48,0
7,472,5,7,11,2010,1,0,0
2,10944,3,29,6,2010,17,0,0
1,687,3,3,5,2010,22,30,0
6,47,2,10,1,2004,15,0,0
1,6517,5,1,11,2010,0,1,0
5,9707,2,7,2,2014,17,30,0
2,721,5,7,1,2014,20,45,0
1,2378,5,7,7,2003,18,0,0
1,213,4,8,1,2007,15,57,0
1,2267,2,21,7,2008,11,15,0
7,408,2,4,5,2008,13,5,0
1,872,2,7,7,2008,13,2,0
7,21862,5,5,9,2004,19,6,0
5,1179,5,27,7,2012,22,59,0
2,2431,8,10,7,2007,2,50,0
5,125,2,19,3,2004,10,30,0
4,2096,8,16,4,2015,1,0,0
6,321,9,11,1,2003,15,0,0
4,12363,9,2,5,2013,10,0,0
3,4720,1,18,4,2007,12,25,0
7,22098,7,22,8,2004,11,10,0
5,2891,5,9,9,2011,10,0,0
1,3624,1,14,5,2012,10,45,0
3,125,2,6,2,2013,8,41,0
7,4442,3,25,8,2013,1,58,0
2,1042,3,3,5,2011,2,54,0
1,10322,2,7,7,2014,19,0,0
7,4621,8,11,1,2015,2,46,0
1,3776,5,13,10,2014,1,30,0
2,15067,8,10,1,2006,15,30,0
2,538,8,20,2,2007,14,47,0
1,5079,5,16,3,2015,13,0,0
7,1314,2,30,5,2004,13,40,0
4,1502,2,26,7,2007,22,40,0
1,853,2,3,9,2012,12,0,0
3,6409,5,7,3,2007,17,6,0
6,9013,5,7,2,2009,15,30,0
6,11959,4,1,11,2008,23,45,0
2,702,10,16,5,2006,16,30,0
3,1462,4,15,9,2004,22,0,0
5,92,1,29,7,2011,23,17,0
1,10391,3,17,2,2014,10,43,0
4,14263,8,24,1,2013,16,0,0
7,2716,1,17,10,2004,1,50,0
4,8422,7,20,3,2003,16,0,0
1,13815,6,27,10,2003,15,30,0
1,11362,3,27,10,2003,23,40,0
6,4341,2,15,11,2014,13,0,0
2,1255,6,2,10,2012,22,25,0
1,594,8,4,8,2008,12,41,0
4,8578,4,2,6,2011,18,32,0
2,3563,8,27,5,2003,9,15,0
4,198,1,2,10,2014,16,0,0
6,6667,8,2,6,2007,18,30,0
6,601,9,29,1,2005,14,5,0
7,2213,9,19,4,2015,22,45,0
2,125,2,10,11,2009,0,1,0
6,5964,6,10,3,2012,20,28,0
2,14851,9,27,5,2003,19,50,0
4,16020,9,23,8,2012,7,0,0
6,1230,5,27,8,2005,1,5,0
4,6364,8,14,6,2007,18,27,0
3,5073,3,22,1,2003,14,30,0
4,1351,8,30,9,2004,0,1,0
6,93,7,8,5,2010,13,1,0
1,363,2,12,11,2012,9,0,0
7,2626,1,11,8,2013,10,55,0
5,125,2,25,7,2003,3,0,0
1,631,2,8,8,2005,14,0,0
6,1041,5,13,1,2007,12,0,0
2,4735,8,23,6,2009,17,15,0
5,10957,8,1,7,2011,19,49,0
1,1284,4,3,2,2003,19,0,0
1,435,10,21,12,2009,13,43,0
6,1469,3,15,11,2008,17,15,0
3,2753,3,1,5,2013,5,30,0
6,8533,2,28,1,2006,12,20,0
1,12098,8,7,7,2014,18,0,0
2,11945,6,6,8,2013,11,0,0
2,10182,6,13,4,2004,21,0,0
5,4331,8,23,3,2007,23,58,0
1,8858,4,16,2,2004,18,2,0
7,13524,3,22,5,2011,15,57,0
6,4703,1,6,11,2010,12,0,0
4,2863,2,24,8,2006,20,0,0
5,8671,4,12,12,2014,7,50,0
2,744,10,21,1,2003,17,55,0
1,324,1,21,6,2004,18,7,0
2,5531,9,4,2,2014,15,0,0
4,6520,1,12,6,2008,13,50,0
1,3340,4,1,10,2007,10,30,0
5,7596,4,25,2,2011,18,10,0
7,653,10,28,11,2004,23,14,0
6,12899,9,25,2,2012,8,0,0
5,421,1,29,6,2007,15,0,0
7,7463,9,6,10,2013,10,19,0
5,2646,5,16,6,2006,17,33,0
6,18313,4,7,4,2007,3,30,0
3,12574,3,11,12,2013,0,1,0
3,3153,6,28,12,2005,17,30,0
3,3085,2,19,4,2006,8,35,0
3,821,10,23,1,2013,18,3,0
7,1074,3,4,7,2010,23,0,0
3,2106,6,17,9,2008,17,0,0
4,307,3,16,6,2005,10,25,0
6,8830,4,30,1,2010,22,15,0
4,5221,3,5,5,2005,21,30,0
4,1986,2,13,12,2012,16,33,0
4,13101,6,29,10,2009,23,7,0
5,1352,4,3,4,2009,15,0,0
3,1090,4,23,3,2011,22,0,0
4,693,2,23,8,2012,20,56,0
3,1996,2,11,12,2013,1,0,0
3,11251,4,26,5,2004,18,0,0
3,3329,10,8,7,2009,15,30,0
5,16188,3,25,2,2005,1,0,0
3,6338,6,21,1,2015,12,0,0
1,642,3,19,8,2013,9,16,0
7,1465,7,13,7,2008,17,0,0
2,1172,4,19,4,2011,1,50,0
7,1204,2,11,8,2013,17,34,0
1,468,2,20,9,2010,18,25,0
5,4141,4,30,5,2014,5,48,0
7,8278,4,18,12,2005,11,30,0
1,12886,7,12,5,2014,13,30,0
4,6919,8,11,3,2010,11,15,0
2,7795,1,6,1,2015,19,0,0
6,4528,5,25,3,2006,0,6,0
2,21892,3,12,10,2004,3,48,0
7,1530,1,16,11,2014,10,0,0
6,213,4,3,5,2008,18,11,0
6,7118,8,9,3,2013,19,0,0
4,2335,9,30,10,2008,21,41,0
2,5878,6,4,10,2005,0,1,0
7,1287,2,12,9,2010,16,15,0
5,2897,5,26,8,2005,14,0,0
2,11643,8,21,2,2006,0,1,0
3,277,10,16,4,2014,13,30,0
3,1975,2,16,4,2014,22,15,0
5,7145,2,18,6,2010,9,0,0
7,213,4,15,11,2009,22,45,0
7,12380,9,15,6,2014,13,0,0
3,1047,9,2,4,2014,13,11,0
6,1091,10,3,10,2009,13,0,0
6,421,1,25,9,2010,19,0,0
5,12759,6,5,4,2013,18,37,0
7,3181,10,5,4,2009,19,15,0
6,16511,3,22,2,2003,16,38,0
3,959,10,15,4,2015,10,30,0
4,144,4,2,10,2014,13,57,0
5,4363,6,8,9,2006,15,7,0
5,859,1,9,1,2009,2,0,0
5,3972,4,21,9,2012,17,32,0
3,435,10,29,6,2011,22,31,0
4,3873,1,23,8,2007,22,43,0
5,501,4,26,12,2014,9,17,0
4,468,2,5,4,2012,19,17,0
1,392,4,26,7,2010,17,30,0
5,349,2,12,2,2010,20,15,0
6,14977,9,7,4,2012,20,30,0
6,408,2,22,10,2005,18,19,0
3,3196,9,15,11,2006,8,30,0
3,7636,7,30,10,2013,13,45,0
5,1635,1,10,2,2006,18,30,0
5,13474,8,24,1,2014,9,32,0
6,233,8,20,5,2006,4,34,0
4,2167,2,16,10,2008,21,51,0
6,2406,4,31,12,2011,16,30,0
3,105,5,1,10,2014,14,30,0
7,10740,6,4,5,2008,4,0,0
6,7067,5,17,4,2004,5,0,0
1,16234,7,19,1,2009,11,0,0
6,10504,8,15,7,2006,8,0,0
5,9637,8,29,12,2006,8,30,0
3,281,4,1,10,2003,19,0,0
2,1829,10,19,8,2008,22,15,0
5,4722,1,13,8,2010,21,0,0
3,9652,3,23,12,2009,8,30,0
7,2346,2,18,5,2008,8,0,0
1,5238,1,31,8,2009,21,52,0
1,2156,2,28,10,2013,9,18,0
4,9128,3,20,10,2005,10,0,0
2,318,6,20,1,2015,12,0,0
4,38,10,5,5,2005,17,15,0
7,5389,5,14,6,2009,21,54,0
4,12291,4,26,7,2012,21,30,0
3,501,4,5,9,2007,13,0,0
7,38,10,6,4,2003,22,14,0
6,213,4,10,1,2009,2,39,0
4,77,10,23,1,2003,13,50,0
1,466,6,7,7,2014,12,30,0
5,5425,7,26,6,2009,23,30,0
3,5262,10,24,12,2014,21,30,0
4,323,9,12,6,2014,15,39,0
5,9259,3,26,1,2007,17,5,0
6,653,10,2,7,2005,13,0,0
4,17229,7,6,9,2007,7,0,0
4,9084,9,14,7,2005,20,0,0
2,1220,10,5,2,2008,14,0,0
7,125,2,9,2,2003,16,0,0
3,5370,2,4,4,2012,16,59,0
3,5623,6,7,2,2007,14,0,0
2,2490,3,22,3,2005,15,55,0
2,4140,10,12,10,2004,16,45,0
7,3075,4,31,5,2009,8,18,0
1,507,5,22,12,2003,9,25,0
2,13404,8,1,4,2014,15,30,0
3,4114,5,26,1,2011,21,0,0
2,46,2,6,3,2007,20,45,0
7,4419,6,9,2,2003,20,0,0
2,4287,6,6,8,2013,0,33,0
2,6153,2,24,11,2009,12,30,0
7,619,8,13,6,2004,15,30,0
5,208,1,12,3,2010,0,1,0
6,22490,7,17,4,2004,21,0,0
7,841,2,16,11,2008,17,45,0
4,1588,9,19,5,2011,9,0,0
4,101,4,3,4,2014,10,30,0
6,3589,5,10,1,2009,4,28,0
2,3478,4,27,12,2005,8,30,0
6,189,2,9,9,2006,22,30,0
6,3497,8,23,3,2013,17,30,0
4,8146,7,2,4,2009,22,35,0
4,18273,3,23,1,2003,20,30,0
6,7953,5,1,11,2014,0,5,0
1,5191,8,29,3,2004,20,25,0
5,2393,8,7,2,2003,1,40,0
4,6569,2,17,11,2011,21,23,0
2,2370,1,8,7,2014,17,50,0
6,7839,1,12,7,2014,17,30,0
2,5555,8,15,4,2014,18,30,0
4,392,4,18,5,2006,14,6,0
4,7126,2,14,7,2011,18,36,0
3,102,10,12,11,2014,6,35,0
7,4209,2,14,7,2013,17,10,0
5,9848,6,21,10,2011,10,0,0
2,15421,8,20,8,2013,11,50,0
1,5403,10,22,6,2009,4,10,0
7,376,2,3,6,2007,6,15,0
4,960,9,9,2,2006,17,30,0
4,1517,3,1,5,2003,14,59,0
4,2204,5,7,8,2003,20,17,0
3,8743,3,11,7,2012,19,30,0
4,7340,5,1,12,2011,0,1,0
2,2563,10,17,9,2013,18,0,0
2,2564,5,28,6,2011,3,50,0
6,11239,2,13,1,2007,20,40,0
3,5305,7,3,3,2004,13,5,0
1,2818,4,24,12,2007,19,30,0
3,293,5,18,5,2011,21,30,0
6,1077,4,18,10,2003,0,36,0
1,542,2,8,8,2011,16,0,0
4,12071,7,22,7,2004,22,42,0
5,12072,9,1,6,2012,8,0,0
1,3882,4,3,3,2014,17,15,0
6,4977,1,29,12,2007,14,0,0
1,1692,6,14,4,2003,22,38,0
1,602,2,10,12,2012,13,0,0
3,11266,7,26,5,2004,8,7,0
7,3399,5,1,6,2008,2,0,0
1,7121,8,2,2,2015,8,30,0
6,4161,2,8,3,2003,19,0,0
5,4487,3,27,7,2007,20,35,0
3,872,2,17,11,2010,17,58,0
7,779,2,5,10,2008,13,0,0
2,13837,6,3,2,2009,13,57,0
1,736,4,10,7,2006,10,27,0
5,1541,3,9,1,2009,11,40,0
1,9229,6,22,3,2010,19,34,0
4,250,4,30,10,2014,11,10,0
6,326,2,4,11,2006,5,0,0
7,764,6,3,10,2004,21,26,0
7,8352,3,13,7,2008,12,24,0
4,953,1,23,7,2009,12,28,0
4,7784,2,8,2,2007,17,30,0
3,5787,3,15,10,2008,18,42,0
5,974,8,21,10,2011,20,15,0
6,3404,3,3,6,2006,22,0,0
7,5092,4,19,12,2010,21,38,0
5,1345,1,18,5,2007,8,10,0
1,13312,3,4,8,2003,19,23,0
4,256,2,8,9,2011,15,35,0
3,2142,7,18,10,2006,0,1,0
1,51,2,12,4,2004,13,36,0
3,4831,2,18,3,2015,15,12,0
3,14275,2,8,7,2009,19,17,0
1,3243,1,4,9,2006,20,0,0
3,9819,5,29,10,2014,23,0,0
7,77,10,5,4,2015,18,40,0
4,689,7,24,1,2008,19,55,0
5,6893,9,3,10,2008,20,30,0
5,5004,5,13,1,2006,8,28,0
5,1182,5,16,12,2005,9,0,0
3,5028,7,29,10,2008,10,30,0
3,13375,8,26,11,2003,23,55,0
1,9948,3,24,12,2007,16,20,0
5,158,2,8,3,2013,13,13,0
6,15107,5,21,9,2013,11,0,0
3,13402,2,22,1,2014,21,15,0
3,3388,2,24,12,2014,21,0,0
2,11008,6,18,9,2007,9,5,0
7,779,2,12,2,2006,18,0,0
5,125,2,31,12,2010,11,0,0
1,5013,3,21,3,2011,17,0,0
3,21794,5,13,10,2004,20,0,0
7,9666,8,28,12,2008,19,41,0
1,1160,1,27,10,2003,17,0,0
2,6397,7,17,2,2015,17,40,0
4,2156,2,17,5,2012,9,15,0
1,15907,3,6,9,2010,19,25,0
4,5986,3,24,2,2011,8,59,0
6,5386,2,4,12,2010,21,15,0
2,64,4,18,3,2008,17,20,0
3,17319,9,18,5,2005,14,50,0
4,359,10,11,1,2007,13,0,0
4,2125,5,9,3,2006,14,15,0
2,2814,4,24,1,2012,2,1,0
4,4298,10,30,11,2006,21,22,0
3,15463,3,8,9,2010,19,46,0
5,19490,9,25,6,2004,19,25,0
5,5786,4,9,1,2009,17,30,0
5,2041,10,11,7,2014,16,47,0
4,125,2,7,10,2010,8,0,0
6,3844,5,8,3,2008,16,26,0
4,16691,8,10,1,2013,7,0,0
1,1722,2,9,12,2013,9,55,0
6,4047,3,21,3,2009,22,51,0
6,4627,8,23,2,2008,3,0,0
1,6314,6,27,12,2010,4,37,0
2,96,10,2,3,2004,20,29,0
4,189,2,19,5,2005,16,0,0
6,3738,8,22,8,2009,18,10,0
6,2140,2,1,1,2011,14,40,0
1,5076,7,17,4,2006,11,30,0
6,14094,2,21,2,2004,17,0,0
4,3398,5,8,7,2004,18,50,0
1,125,2,7,1,2013,15,19,0
6,165,9,30,10,2004,17,0,0
1,2161,5,27,4,2009,7,14,0
5,4841,9,1,12,2006,7,0,0
1,11,10,22,3,2010,15,51,0
2,17640,4,19,8,2003,3,46,0
1,3670,7,11,10,2004,15,50,0
5,821,10,2,11,2012,17,30,0
4,872,2,16,10,2003,6,45,0
6,366,10,15,1,2011,7,52,0
4,7519,1,6,2,2003,15,33,0
4,18,10,23,12,2004,16,44,0
3,18213,3,12,11,2003,13,0,0
7,11,10,10,2,2008,18,5,0
5,2321,3,2,4,2004,20,30,0
2,979,4,2,9,2008,12,15,0
5,125,2,12,12,2003,12,55,0
6,2783,4,28,1,2012,18,30,0
7,9810,5,20,10,2013,1,34,0
7,7158,9,11,1,2004,23,0,0
3,8371,1,21,7,2004,19,20,0
1,6341,5,20,2,2012,13,14,0
2,3332,2,1,11,2011,1,15,0
1,21196,9,7,8,2006,18,15,0
3,2607,2,4,9,2013,22,35,0
7,643,4,5,10,2008,21,35,0
2,199,8,27,11,2007,7,55,0
2,125,2,12,11,2013,19,4,0
7,83,2,4,10,2009,2,0,0
3,4071,4,19,3,2008,8,0,0
6,282,6,24,1,2015,12,0,0
4,3919,7,8,1,2004,7,50,0
5,5090,3,23,1,2015,21,30,0
5,70,10,24,1,2014,18,0,0
4,1531,6,14,5,2009,20,30,0
1,125,2,17,3,2008,14,0,0
4,554,10,17,10,2013,11,40,0
3,7903,2,3,11,2010,11,17,0
2,2473,2,7,12,2004,15,30,0
4,1975,2,18,11,2010,14,45,0
4,8119,8,4,10,2007,16,15,0
2,16540,9,26,1,2010,11,39,0
4,4969,6,10,2,2011,15,0,0
4,12441,2,3,4,2008,14,0,0
5,6517,5,6,3,2009,17,0,0
7,9327,8,26,9,2010,3,58,0
4,8051,6,21,8,2003,23,59,0
7,13596,9,9,3,2014,6,36,0
4,2057,9,25,8,2011,14,8,0
4,15844,7,27,12,2012,22,0,0
4,4533,2,5,4,2012,11,0,0
1,1121,10,11,7,2005,8,0,0
2,2093,4,17,2,2004,17,30,0
4,895,2,16,9,2004,17,0,0
7,2848,2,28,12,2008,1,0,0
6,125,2,11,9,2010,12,26,0
7,554,10,3,5,2015,2,30,0
1,741,2,21,2,2005,15,50,0
6,9267,3,7,9,2013,10,30,0
3,182,4,5,9,2007,16,50,0
4,6459,8,10,7,2008,16,30,0
4,20297,9,1,4,2004,23,30,0
3,9799,6,26,12,2007,16,0,0
6,1291,1,18,6,2011,16,5,0
1,872,2,29,3,2004,5,25,0
3,3010,1,8,2,2006,0,15,0
6,5154,3,28,11,2009,14,0,0
5,5317,8,4,5,2007,13,0,0
6,551,5,20,9,2014,17,0,0
5,10337,9,12,12,2008,23,0,0
5,11641,5,26,12,2008,18,0,0
4,1379,1,8,8,2013,10,30,0
6,359,10,29,6,2013,11,30,0
1,10161,8,14,11,2011,15,4,0
1,125,2,21,7,2014,21,0,0
4,102,10,4,3,2004,23,0,0
5,1042,3,10,1,2003,21,30,0
4,682,10,23,8,2007,17,28,0
2,2050,4,1,5,2012,14,0,0
6,11331,3,6,11,2010,0,1,0
1,3651,8,2,2,2015,23,0,0
6,8812,4,3,5,2008,3,35,0
2,9827,4,13,12,2005,18,50,0
7,16910,9,18,11,2012,23,8,0
5,7995,2,23,3,2007,17,30,0
5,870,4,2,4,2004,15,0,0
5,215,4,20,10,2006,18,0,0
3,385,3,24,12,2003,12,20,0
7,2418,2,6,5,2007,2,0,0
5,8276,4,13,6,2014,1,25,0
1,20917,1,11,6,2007,17,0,0
7,17273,9,11,3,2007,18,30,0
5,1550,1,23,8,2013,10,41,0
5,1116,2,24,7,2009,16,0,0
4,3718,3,4,11,2010,10,49,0
6,1567,5,8,5,2010,15,30,0
5,20,8,28,5,2004,11,10,0
1,6311,3,9,7,2007,19,0,0
6,710,8,18,10,2003,22,51,0
1,3396,10,26,5,2014,13,57,0
1,435,10,30,3,2009,8,52,0
1,11335,1,27,5,2013,13,0,0
6,20187,7,29,11,2008,13,42,0
6,626,2,13,8,2011,23,30,0
6,3564,2,5,6,2010,2,20,0
7,5372,1,25,7,2004,23,38,0
7,8723,1,19,5,2013,10,20,0
4,1121,10,14,7,2005,9,47,0
5,3728,4,1,6,2007,13,23,0
2,3222,5,13,12,2011,1,35,0
2,2376,3,20,4,2010,17,0,0
5,401,8,15,10,2004,22,0,0
4,11142,6,23,8,2012,22,0,0
3,3526,5,11,1,2006,18,15,0
4,402,4,9,12,2004,18,0,0
2,17288,8,1,5,2012,18,45,0
7,6740,2,28,8,2005,20,0,0
5,2806,3,18,5,2007,22,0,0
1,498,3,18,9,2006,22,12,0
1,7680,2,26,5,2014,10,20,0
6,9275,2,9,4,2005,20,0,0
2,4772,5,5,3,2013,18,0,0
6,1090,4,1,11,2008,1,55,0
2,1351,8,12,7,2011,15,15,0
7,4305,2,18,5,2008,15,0,0
3,6267,6,12,12,2012,14,30,0
7,1393,10,21,11,2010,21,15,0
3,1839,5,23,7,2008,19,0,0
1,872,2,29,3,2004,14,0,0
5,4136,1,19,5,2006,11,0,0
6,11575,6,12,8,2006,5,46,0
5,6740,2,19,5,2006,13,0,0
5,13020,9,14,5,2004,19,0,0
4,2976,1,19,10,2006,0,1,0
4,3255,5,5,5,2005,15,32,0
2,501,4,17,5,2011,16,45,0
3,21785,2,21,1,2004,18,43,0
1,9977,2,10,1,2011,23,36,0
5,957,2,6,10,2006,18,0,0
2,12016,5,9,8,2005,12,30,0
3,1091,10,2,11,2011,19,10,0
2,5557,3,6,8,2013,8,40,0
4,3750,3,6,10,2011,14,20,0
7,2386,2,11,9,2011,10,50,0
4,489,2,6,10,2011,17,30,0
2,363,2,30,4,2013,13,26,0
6,2616,1,18,10,2008,19,30,0
1,2125,5,26,12,2005,20,0,0
5,10529,5,7,3,2003,23,0,0
3,357,4,16,11,2011,16,30,0
7,9774,8,8,4,2012,21,0,0
6,18885,7,7,3,2009,14,0,0
2,3576,5,8,1,2013,16,0,0
6,5797,4,21,8,2004,17,0,0
5,18247,3,11,3,2011,21,45,0
5,1220,10,26,8,2005,21,30,0
1,1639,4,29,9,2003,16,0,0
6,11290,6,9,8,2003,2,0,0
2,1945,9,12,6,2012,4,30,0
5,559,6,14,12,2007,8,0,0
5,1611,3,24,2,2012,21,40,0
1,595,7,30,5,2005,18,0,0
5,3718,3,20,3,2015,22,45,0
5,359,10,30,11,2007,19,15,0
3,2620,5,4,2,2015,17,46,0
4,16295,5,2,11,2006,13,0,0
5,9259,3,23,7,2004,21,15,0
3,1879,3,15,11,2006,20,15,0
2,17191,8,2,10,2012,19,50,0
7,1685,8,29,6,2014,15,3,0
4,158,2,18,10,2012,20,50,0
1,1224,1,1,9,2003,14,0,0
6,2490,3,18,6,2005,22,27,0
3,7481,3,8,1,2014,9,21,0
1,9501,3,29,9,2014,16,31,0
4,15239,9,6,9,2012,3,26,0
6,1224,1,20,9,2008,2,15,0
5,1220,10,5,10,2012,13,59,0
1,12256,9,10,1,2011,17,46,0
5,10885,4,12,8,2011,17,0,0
5,6406,2,2,11,2012,19,6,0
1,16102,9,13,10,2008,12,29,0
2,9884,7,19,9,2006,15,0,0
4,3722,1,16,12,2010,17,0,0
7,3796,3,24,8,2003,6,54,0
7,538,8,15,1,2012,19,38,0
2,250,4,8,12,2009,18,30,0
6,8904,3,16,6,2012,19,23,0
7,17972,8,30,12,2007,20,5,0
5,8792,5,5,10,2012,22,24,0
4,22095,2,22,7,2004,9,55,0
5,18100,9,3,9,2004,12,45,0
3,1958,3,6,9,2006,18,21,0
6,125,2,10,4,2010,22,0,0
5,3609,5,19,5,2006,22,56,0
4,5101,8,16,6,2011,10,40,0
4,945,6,24,7,2008,14,40,0
4,3364,5,30,6,2005,16,11,0
2,21764,2,8,7,2003,4,15,0
2,2645,5,19,9,2006,11,13,0
3,643,4,17,3,2004,17,50,0
4,349,2,8,3,2007,17,51,0
