"day","address","location","date","month","year","hour","min","SUICIDE"
2,13438,2,14,6,2005,12,55,0
1,3456,8,19,7,2004,22,30,0
5,906,4,23,9,2011,10,30,0
3,37,2,13,5,2009,16,30,0
1,9164,1,22,6,2009,2,30,0
5,6121,1,10,9,2010,4,0,0
6,4298,10,14,6,2003,7,40,0
4,2689,3,2,5,2013,15,0,0
5,83,2,29,1,2010,15,6,0
5,1429,10,3,12,2010,18,4,0
4,8907,5,13,11,2003,20,0,0
1,52,5,8,7,2013,12,30,0
4,14717,6,9,8,2007,12,47,0
2,4365,5,21,2,2006,21,0,0
2,872,2,31,8,2004,16,20,0
5,4528,5,11,7,2014,12,0,0
5,2624,1,21,8,2009,20,2,0
5,2045,6,6,9,2013,19,0,0
1,363,2,27,9,2004,12,0,0
5,12162,5,4,5,2007,6,0,0
2,8223,2,3,9,2013,8,39,0
5,1214,10,2,11,2007,10,48,0
7,5869,9,22,5,2005,1,0,0
5,5316,7,2,5,2014,10,45,0
3,2760,5,1,6,2005,23,30,0
4,1229,6,11,12,2003,14,0,0
5,6136,5,11,2,2005,10,0,0
5,14588,2,24,1,2003,12,30,0
7,12348,8,23,9,2012,16,0,0
3,10265,8,11,6,2014,22,54,0
6,14357,1,26,7,2008,0,33,0
2,233,8,22,3,2011,8,45,0
2,7499,8,18,8,2009,16,0,0
4,1111,1,19,3,2015,0,53,0
4,6953,3,9,2,2006,0,21,0
1,735,4,14,11,2011,1,47,0
5,2822,1,9,3,2007,12,0,0
5,6100,8,29,1,2010,2,44,0
2,12846,3,18,4,2006,14,15,0
1,2511,4,5,3,2012,17,0,0
5,2328,5,3,10,2003,11,55,0
6,9425,1,10,7,2004,19,37,0
6,323,9,16,7,2011,14,40,0
1,1485,5,12,7,2010,13,50,0
7,28,4,9,4,2006,23,25,0
3,2222,1,22,8,2012,14,0,0
1,549,4,26,7,2010,17,0,0
7,8120,3,28,12,2014,22,0,0
3,125,2,16,5,2012,15,54,0
2,1673,5,14,4,2009,15,15,0
3,297,8,2,6,2010,15,30,0
2,1642,1,7,2,2006,19,50,0
4,18254,7,14,7,2011,8,0,0
4,1954,10,12,6,2008,2,28,0
1,3816,2,6,3,2006,15,37,0
4,8037,2,16,9,2004,5,0,0
7,1271,2,19,4,2015,18,32,0
1,880,5,3,9,2007,11,55,0
7,6208,3,15,12,2013,14,50,0
7,11811,4,11,7,2004,20,30,0
4,408,2,30,10,2003,13,0,0
6,434,6,31,10,2009,12,30,0
2,6664,4,27,11,2012,11,10,0
1,1233,4,4,3,2013,12,9,0
6,4669,5,20,10,2007,17,0,0
2,50,5,30,10,2007,14,30,0
2,1438,3,5,4,2005,12,0,0
1,15967,8,4,2,2008,13,50,0
4,1935,5,10,1,2013,7,7,0
4,408,2,11,2,2010,16,20,0
3,357,4,5,3,2003,12,33,0
6,11082,6,22,2,2014,11,20,0
2,5941,4,25,5,2004,22,20,0
3,1089,2,5,9,2012,18,15,0
5,4815,3,18,11,2011,0,1,0
6,12701,4,13,12,2008,21,0,0
4,15465,5,26,1,2006,11,55,0
7,12075,9,28,2,2010,15,36,0
5,2740,2,10,8,2007,1,0,0
2,14834,5,28,4,2009,6,51,0
7,8045,8,3,7,2011,16,19,0
2,3376,10,14,9,2004,15,45,0
6,528,10,6,10,2007,3,50,0
1,4364,1,22,8,2011,12,20,0
7,20335,8,7,9,2008,18,30,0
3,6892,7,22,9,2010,10,30,0
6,4160,2,17,4,2004,23,59,0
3,11629,1,21,9,2011,11,40,0
2,601,9,30,9,2003,12,10,0
3,4013,3,15,12,2010,13,15,0
2,125,2,3,3,2009,21,37,0
4,1298,2,5,9,2013,1,55,0
2,9402,3,12,6,2007,12,0,0
2,323,9,8,7,2014,18,0,0
6,3315,2,10,1,2015,12,55,0
5,616,4,6,4,2012,22,45,0
3,7817,3,11,1,2006,18,55,0
3,7766,4,17,9,2008,13,46,0
7,1593,2,3,12,2006,0,29,0
2,1204,2,24,1,2006,16,10,0
3,1996,2,28,5,2008,17,2,0
1,3724,5,8,2,2010,18,19,0
5,969,2,17,9,2004,17,30,0
7,1080,8,18,12,2005,14,30,0
7,6742,4,1,6,2014,0,1,0
7,9836,5,28,3,2010,22,16,0
6,771,1,30,11,2013,5,0,0
2,1281,2,2,3,2004,17,0,0
3,11,10,24,8,2011,18,36,0
2,8321,1,6,3,2012,13,10,0
6,12290,3,31,7,2010,12,0,0
2,10174,9,28,6,2011,8,0,0
7,5371,1,19,10,2003,18,30,0
1,2100,9,27,4,2015,18,40,0
1,12681,8,8,12,2008,10,54,0
1,39,3,11,7,2005,14,30,0
5,2691,4,12,7,2013,16,53,0
4,181,5,2,11,2006,12,0,0
3,1427,1,14,4,2004,23,37,0
7,1039,5,17,6,2012,9,30,0
6,999,1,7,2,2009,0,35,0
1,9545,6,7,7,2008,22,8,0
2,8826,6,24,6,2008,2,58,0
2,6857,8,3,2,2004,0,16,0
4,4601,1,1,4,2004,9,25,0
4,883,9,17,10,2013,23,0,0
1,213,4,5,2,2007,9,52,0
7,1885,2,10,3,2013,16,0,0
3,44,6,23,7,2014,19,6,0
4,9926,9,20,3,2014,0,17,0
2,1653,3,23,8,2011,16,0,0
1,2971,5,27,12,2010,2,35,0
7,4106,9,25,4,2010,20,0,0
1,3175,7,6,8,2012,12,0,0
2,277,10,12,7,2005,11,30,0
1,3825,1,13,5,2013,18,48,0
6,511,4,30,6,2012,22,30,0
2,255,10,8,1,2013,15,37,0
2,4533,2,6,7,2004,12,50,0
4,13375,8,2,6,2011,17,35,0
6,1224,1,8,5,2010,1,34,0
2,2024,1,19,4,2011,14,0,0
5,6507,6,16,12,2005,4,10,0
1,4570,1,27,10,2008,6,50,0
4,1443,5,5,5,2005,15,25,0
7,13082,5,4,4,2004,12,0,0
5,4521,3,14,5,2004,6,0,0
4,2226,5,23,8,2012,16,0,0
2,21481,8,4,10,2005,9,0,0
3,70,10,13,1,2010,17,40,0
7,3548,3,22,9,2013,17,15,0
2,957,2,16,5,2006,17,45,0
6,340,6,22,9,2012,19,15,0
4,403,7,21,8,2014,14,0,0
2,8493,6,23,1,2007,14,15,0
3,7067,5,8,7,2009,22,0,0
5,2490,3,29,6,2007,7,45,0
7,1192,9,27,7,2014,16,45,0
4,4785,1,10,7,2008,17,0,0
5,9017,5,23,1,2009,13,45,0
3,896,2,18,9,2013,11,0,0
6,4431,5,23,3,2013,23,0,0
3,1203,2,2,5,2012,17,26,0
2,2654,1,20,8,2013,22,30,0
3,10236,6,7,8,2013,4,0,0
5,11038,7,2,6,2006,14,0,0
4,10285,4,28,1,2010,8,5,0
5,5938,5,20,5,2011,12,0,0
2,568,4,18,2,2014,9,40,0
4,6096,2,13,11,2008,15,0,0
7,6972,2,25,3,2012,10,53,0
7,3544,2,27,2,2005,13,28,0
5,8512,8,14,11,2003,18,57,0
7,19811,7,12,3,2006,15,59,0
7,1379,1,11,2,2007,17,42,0
4,7721,7,24,1,2013,7,15,0
3,13970,3,28,5,2008,22,30,0
4,6287,4,24,8,2006,11,0,0
5,1776,5,23,1,2004,21,40,0
5,4373,3,16,12,2005,17,40,0
2,7227,4,14,6,2011,23,50,0
5,496,6,15,12,2006,10,0,0
5,6676,8,23,9,2005,16,10,0
3,2880,3,29,10,2003,21,0,0
5,1790,1,14,12,2012,14,45,0
7,225,6,10,4,2011,11,30,0
2,352,4,2,10,2007,6,50,0
6,10632,3,31,12,2011,11,30,0
6,15877,9,27,8,2011,17,25,0
5,6761,7,6,2,2015,12,0,0
2,832,2,24,7,2007,19,55,0
6,16649,9,21,10,2006,0,5,0
3,2528,6,22,8,2007,19,35,0
5,7422,1,12,8,2005,4,4,0
7,9055,1,22,5,2005,12,0,0
5,15944,3,30,12,2011,19,0,0
6,166,10,5,4,2008,16,30,0
6,772,10,14,11,2009,1,0,0
2,823,2,17,9,2013,3,10,0
6,2592,2,12,7,2008,4,0,0
4,2312,3,6,3,2008,22,34,0
6,77,10,27,11,2004,15,30,0
2,4345,2,25,5,2004,21,0,0
1,11511,4,6,1,2003,11,45,0
1,509,5,21,7,2008,9,40,0
5,2500,6,20,3,2009,22,30,0
5,790,9,27,6,2014,14,40,0
2,5844,5,11,7,2006,13,33,0
6,22250,8,19,4,2003,19,0,0
4,638,4,10,7,2008,18,0,0
3,981,2,16,4,2014,8,0,0
6,838,5,8,5,2010,13,0,0
7,125,2,25,7,2004,11,30,0
3,39,3,18,2,2004,9,0,0
6,1951,2,20,9,2003,9,30,0
5,11599,9,23,8,2013,12,0,0
5,8857,3,24,8,2012,17,0,0
6,166,10,23,4,2011,19,25,0
6,2869,10,26,12,2009,18,53,0
7,10472,9,15,1,2006,15,22,0
2,958,4,27,10,2009,20,5,0
6,18979,3,4,12,2010,19,0,0
5,6212,4,26,12,2014,8,1,0
1,10999,7,16,5,2005,1,55,0
1,12877,9,15,4,2013,16,30,0
4,1130,2,27,12,2007,3,0,0
6,5162,5,4,9,2004,14,45,0
7,9412,6,1,7,2012,19,45,0
4,10561,8,19,5,2011,14,57,0
6,1024,1,17,6,2006,17,30,0
6,2019,1,18,4,2015,15,30,0
2,92,1,3,8,2004,22,2,0
5,2907,4,20,8,2004,2,40,0
7,12244,8,9,2,2003,14,30,0
1,2519,8,4,4,2011,19,30,0
1,6032,5,24,11,2003,19,0,0
6,8500,4,12,6,2004,18,0,0
4,1679,5,6,9,2007,2,0,0
1,203,2,12,5,2014,13,0,0
3,3334,5,23,8,2006,15,35,0
4,442,2,10,3,2011,14,30,0
7,5604,2,8,4,2012,5,50,0
6,1220,10,5,10,2013,9,10,0
2,1091,10,5,4,2005,14,10,0
4,182,4,30,4,2015,18,0,0
2,358,6,1,5,2012,17,0,0
2,1525,4,24,7,2012,8,0,0
4,6858,5,30,10,2008,3,51,0
6,9571,8,14,6,2014,7,59,0
7,1880,2,25,4,2010,0,1,0
5,125,2,3,9,2004,0,1,0
1,4311,9,15,4,2013,12,0,0
3,878,5,20,3,2013,9,9,0
4,366,10,11,7,2013,18,5,0
3,3177,8,24,12,2003,15,0,0
5,138,10,17,11,2006,10,8,0
7,2930,2,5,10,2003,1,5,0
7,81,3,28,2,2010,20,35,0
5,2008,5,3,10,2014,18,30,0
1,653,10,14,9,2009,11,25,0
7,2501,4,29,6,2008,21,0,0
5,5202,8,2,11,2012,0,1,0
3,4996,3,8,1,2014,14,0,0
4,3487,9,16,6,2011,16,50,0
2,6158,6,26,7,2005,5,37,0
5,2868,7,8,4,2011,8,20,0
3,92,1,18,3,2009,6,50,0
5,7132,6,21,8,2009,7,30,0
2,1809,10,15,11,2011,18,10,0
6,1091,10,16,6,2007,12,38,0
2,323,9,14,5,2013,16,30,0
4,981,2,14,11,2013,12,50,0
4,7571,6,18,9,2014,10,10,0
3,17845,9,5,3,2003,14,0,0
4,10243,9,5,5,2005,22,0,0
2,9417,8,1,10,2013,7,15,0
5,1597,8,19,4,2013,13,0,0
5,5401,3,25,7,2014,16,0,0
7,3382,6,5,4,2015,16,55,0
6,2944,2,1,5,2004,13,15,0
1,1306,2,24,7,2006,16,41,0
6,16109,5,4,4,2009,10,0,0
6,125,2,18,10,2008,20,0,0
5,11566,6,28,11,2003,10,13,0
5,5653,5,3,5,2013,13,20,0
5,159,6,13,1,2006,13,5,0
2,11638,3,15,11,2011,0,5,0
1,5476,1,25,7,2005,2,30,0
4,14480,7,11,12,2008,14,0,0
4,3881,4,2,4,2015,9,0,0
1,125,2,5,9,2005,3,0,0
2,3604,4,18,8,2009,23,45,0
5,6683,3,7,2,2003,9,25,0
2,1312,7,25,1,2005,22,45,0
4,125,2,1,12,2011,14,0,0
7,13112,8,16,11,2008,12,0,0
4,3762,1,10,2,2011,16,0,0
2,36,2,10,1,2006,8,0,0
3,4156,4,6,8,2014,22,30,0
1,11038,7,7,7,2003,14,0,0
3,10682,4,30,10,2013,17,11,0
4,196,5,10,7,2008,17,21,0
3,213,4,25,6,2008,16,57,0
5,90,5,6,3,2009,9,39,0
6,4838,8,30,1,2010,12,15,0
5,4071,4,4,6,2010,9,7,0
1,1566,5,15,5,2006,6,0,0
5,13961,3,9,3,2012,7,0,0
7,892,7,18,12,2011,20,20,0
7,4364,1,11,4,2010,1,44,0
5,189,2,23,1,2015,20,17,0
6,3918,4,12,7,2008,18,25,0
3,6592,6,3,9,2008,14,0,0
2,11713,4,12,11,2013,7,45,0
6,2945,3,26,6,2004,22,30,0
4,3339,5,4,11,2010,14,29,0
7,2121,9,5,10,2008,20,58,0
6,2474,1,3,5,2008,16,0,0
5,5397,8,14,12,2012,21,25,0
1,4933,8,14,5,2012,7,45,0
7,4969,6,14,2,2010,22,0,0
5,2450,3,24,7,2009,13,21,0
3,2894,2,27,1,2010,0,1,0
3,17442,9,8,3,2006,10,40,0
6,3131,10,19,11,2011,5,46,0
5,3536,9,3,4,2015,9,30,0
2,6428,8,9,8,2005,15,30,0
4,14037,6,24,8,2006,10,0,0
2,3641,2,11,1,2011,21,0,0
6,9670,8,2,6,2012,12,0,0
4,213,4,30,12,2010,0,23,0
2,90,5,14,4,2015,13,0,0
3,167,5,9,6,2004,11,30,0
5,2682,6,4,9,2009,17,55,0
3,278,8,29,10,2014,1,46,0
1,2915,4,30,3,2015,0,44,0
5,716,5,20,3,2015,15,10,0
2,1791,2,22,12,2009,0,46,0
6,138,10,4,10,2008,9,0,0
5,501,4,31,10,2014,16,20,0
2,1119,2,10,8,2010,9,56,0
7,7604,4,13,2,2005,1,30,0
6,2162,5,11,8,2007,22,0,0
3,3950,2,28,11,2012,10,0,0
6,4848,3,26,8,2006,12,0,0
2,6402,5,25,6,2013,22,30,0
3,22116,5,29,10,2003,2,40,0
4,627,3,22,1,2015,12,15,0
4,12,5,19,4,2012,16,30,0
7,600,3,11,1,2004,6,35,0
5,2821,2,26,7,2013,21,10,0
4,872,2,5,3,2009,11,15,0
4,12422,5,12,7,2007,7,40,0
1,8184,3,30,3,2009,16,0,0
2,6087,8,29,4,2014,12,0,0
5,3186,5,9,1,2009,9,0,0
6,1116,2,7,3,2015,22,45,0
4,4892,4,24,7,2008,7,42,0
3,1170,6,2,5,2012,12,0,0
6,390,5,24,8,2013,11,0,0
2,2255,5,3,2,2015,21,0,0
6,1871,1,17,11,2007,22,0,0
6,9949,8,11,1,2014,23,30,0
6,5994,5,24,3,2007,19,45,0
3,177,10,13,5,2015,9,30,0
2,7478,3,17,2,2004,19,56,0
2,15500,9,18,8,2009,17,30,0
6,15039,9,21,9,2013,21,0,0
2,8755,9,16,4,2013,15,0,0
4,3430,5,5,4,2007,18,0,0
2,3736,3,29,5,2012,20,40,0
2,13192,1,30,10,2007,9,0,0
6,2635,4,15,1,2005,10,15,0
1,392,4,6,8,2012,21,30,0
4,1080,8,20,2,2014,16,15,0
2,3414,10,5,8,2003,21,5,0
6,4089,4,26,7,2008,22,36,0
6,14816,4,31,5,2003,12,0,0
6,1399,10,7,10,2006,8,10,0
2,5444,10,10,11,2009,13,0,0
3,16878,3,1,4,2009,17,10,0
7,158,2,23,4,2006,8,20,0
1,4169,3,12,10,2009,21,47,0
6,57,9,23,3,2013,18,0,0
2,221,8,27,12,2011,13,50,0
1,125,2,9,7,2012,10,15,0
4,4154,5,18,10,2012,22,10,0
5,10633,5,10,8,2007,21,0,0
3,4281,9,21,9,2005,20,30,0
3,3953,6,1,4,2015,18,0,0
7,1368,2,5,6,2011,17,58,0
1,6961,3,27,10,2003,12,35,0
1,668,5,11,5,2015,13,0,0
2,8443,9,23,12,2014,3,31,0
7,2106,6,9,3,2014,16,48,0
3,1090,4,22,1,2014,16,56,0
2,833,9,26,12,2006,23,55,0
7,656,9,28,8,2005,15,30,0
4,6661,3,4,9,2014,5,0,0
2,11213,9,14,9,2004,11,20,0
7,3382,6,7,10,2012,18,24,0
1,13671,7,28,4,2003,15,0,0
5,8665,6,16,6,2006,8,30,0
4,4537,1,21,2,2013,23,50,0
4,6061,5,24,3,2005,11,35,0
1,14897,8,2,4,2012,7,50,0
1,1918,1,26,10,2009,15,56,0
7,132,7,10,8,2014,13,45,0
5,15271,9,19,5,2006,18,17,0
6,13,3,11,1,2014,21,25,0
2,2530,1,14,10,2003,4,30,0
1,1091,10,27,10,2008,17,50,0
1,7607,8,3,2,2003,17,33,0
6,1711,3,19,9,2009,20,56,0
6,451,2,4,4,2015,22,22,0
5,13190,3,6,4,2007,20,54,0
5,4815,3,15,1,2010,7,0,0
4,4120,7,25,6,2009,18,0,0
1,5073,3,5,1,2004,15,15,0
1,28,4,19,8,2013,21,22,0
3,7812,7,19,3,2014,21,20,0
5,7385,4,28,11,2003,20,0,0
6,499,2,16,11,2013,20,0,0
6,269,1,30,5,2009,17,38,0
3,11416,4,18,4,2012,19,20,0
5,2029,9,28,6,2013,13,20,0
6,15058,3,4,10,2008,18,0,0
7,7348,4,12,12,2004,20,30,0
2,216,6,15,11,2011,16,17,0
1,8571,5,29,10,2007,7,0,0
6,779,2,26,7,2008,23,25,0
2,11632,3,5,8,2014,0,43,0
1,6569,2,11,6,2007,20,0,0
2,6284,2,27,12,2011,23,0,0
2,7223,1,20,4,2010,12,15,0
7,125,2,10,10,2010,12,55,0
4,1091,10,13,7,2006,15,23,0
7,5377,4,26,7,2009,22,0,0
5,44,6,18,5,2012,21,0,0
5,4114,5,5,9,2003,23,58,0
1,8039,4,12,11,2012,2,50,0
6,8161,4,11,3,2006,21,50,0
7,242,10,6,10,2013,7,30,0
2,8856,4,3,5,2011,8,30,0
3,255,10,13,5,2015,5,10,0
2,4698,7,6,1,2004,17,0,0
1,4170,7,25,10,2004,15,0,0
2,158,2,10,7,2012,15,5,0
7,6296,3,11,1,2015,18,40,0
6,2609,2,1,5,2004,13,0,0
6,4511,3,19,10,2013,19,49,0
3,11276,2,15,11,2006,18,0,0
5,2539,8,23,8,2013,1,55,0
3,9276,3,13,6,2007,9,58,0
5,5334,5,6,5,2011,14,0,0
7,7209,5,16,11,2003,1,50,0
3,64,4,22,1,2003,13,30,0
5,2945,3,4,4,2008,10,30,0
7,13063,4,2,5,2004,6,35,0
4,125,2,12,6,2003,15,0,0
3,138,2,14,5,2014,12,30,0
3,5379,8,12,1,2005,17,30,0
5,138,10,9,8,2013,17,35,0
1,1103,5,31,10,2005,12,0,0
2,5785,4,15,11,2011,17,49,0
7,21780,3,20,4,2003,0,1,0
1,3925,4,24,11,2003,9,0,0
5,10338,4,28,1,2011,19,21,0
2,11576,1,2,3,2004,13,0,0
4,12251,6,13,12,2007,6,47,0
2,21253,8,13,6,2006,18,0,0
1,1351,8,22,8,2011,9,35,0
1,8745,1,26,5,2008,10,0,0
3,1238,7,6,10,2010,16,0,0
1,1286,1,2,10,2006,10,0,0
5,1055,2,24,7,2009,18,0,0
6,872,2,24,9,2011,21,0,0
4,11116,2,13,12,2012,22,15,0
5,10304,3,17,10,2003,19,0,0
6,867,1,17,11,2012,15,0,0
6,36,2,11,12,2004,14,45,0
4,2613,4,19,10,2006,18,30,0
3,2120,3,25,7,2007,0,35,0
3,779,2,1,5,2013,11,45,0
6,12104,5,18,6,2011,16,0,0
2,324,1,29,9,2009,16,35,0
5,548,10,25,3,2011,12,14,0
6,4593,2,30,1,2010,12,0,0
2,2907,4,24,1,2006,17,45,0
7,1760,10,18,11,2007,11,38,0
7,125,2,25,1,2015,20,40,0
1,10581,9,22,11,2004,2,30,0
1,1040,1,21,12,2009,2,25,0
1,5570,2,4,8,2008,15,0,0
2,1012,4,18,9,2007,12,10,0
2,1150,2,16,10,2012,18,2,0
4,365,1,11,7,2013,17,17,0
4,8154,2,11,2,2010,9,0,0
5,1506,7,14,5,2004,15,5,0
1,392,4,11,6,2007,18,29,0
4,6750,5,24,7,2008,22,0,0
7,1856,4,11,1,2009,19,57,0
4,22755,4,6,3,2003,15,40,0
2,19935,9,15,11,2005,7,30,0
5,10677,9,23,4,2010,23,0,0
2,12504,9,10,6,2014,21,55,0
2,2490,3,10,11,2009,18,45,0
2,10185,1,4,8,2009,5,0,0
1,1804,5,6,9,2010,19,20,0
5,7887,4,18,5,2007,15,30,0
4,5444,10,21,8,2003,3,50,0
2,626,2,14,10,2003,8,30,0
2,1118,4,31,8,2004,15,26,0
2,9148,4,27,11,2007,17,0,0
2,2281,2,13,12,2005,0,25,0
2,2398,2,13,12,2005,13,24,0
3,3654,8,22,12,2004,21,15,0
1,12524,3,15,10,2012,20,0,0
5,8228,9,26,12,2014,21,20,0
6,747,2,31,12,2011,0,34,0
2,5911,8,3,9,2013,8,30,0
4,1367,1,29,5,2003,0,10,0
3,949,5,6,4,2005,9,55,0
2,3429,1,29,5,2012,21,0,0
4,908,10,10,7,2008,16,9,0
3,6820,3,5,5,2010,13,45,0
3,8544,5,25,7,2007,18,0,0
2,408,2,16,9,2008,18,38,0
1,4879,1,8,11,2004,15,15,0
2,6071,4,27,7,2010,10,0,0
7,5812,9,21,5,2006,14,45,0
5,1992,6,19,9,2003,17,20,0
1,8651,4,16,3,2009,3,53,0
2,9859,6,7,2,2012,20,47,0
6,36,2,29,7,2006,10,0,0
7,20766,7,7,10,2007,21,30,0
1,9981,2,21,1,2008,14,3,0
7,22484,6,18,4,2004,13,0,0
3,10633,5,29,10,2003,6,30,0
7,4178,10,3,6,2012,20,15,0
7,468,2,16,11,2008,18,0,0
2,1162,1,21,1,2003,19,10,0
5,893,10,14,6,2013,10,29,0
1,3304,2,13,4,2015,3,21,0
2,3196,9,14,11,2006,8,50,0
4,6395,3,26,6,2008,9,30,0
2,1883,1,28,4,2015,21,30,0
2,2341,5,11,1,2011,8,26,0
2,11832,7,22,7,2014,19,39,0
3,408,2,17,9,2003,14,30,0
4,125,2,23,9,2010,14,45,0
7,13148,3,12,12,2004,18,0,0
7,36,2,19,4,2015,17,52,0
6,358,6,3,5,2008,19,0,0
5,6053,1,22,4,2005,10,45,0
5,531,8,28,1,2011,2,0,0
7,22761,9,30,11,2003,23,0,0
6,1416,2,30,7,2005,17,0,0
1,5261,8,26,6,2006,23,50,0
6,3465,1,2,6,2012,6,10,0
4,428,4,26,12,2013,13,0,0
1,20,8,13,6,2005,12,0,0
7,17390,7,12,8,2012,23,45,0
5,10689,4,22,3,2013,7,0,0
7,1074,3,4,11,2012,21,0,0
7,13552,5,1,6,2008,6,0,0
4,3112,1,15,6,2006,10,45,0
3,9166,4,3,10,2012,15,25,0
6,6092,3,25,1,2014,11,30,0
5,12283,4,16,7,2010,1,50,0
2,4539,1,14,12,2010,20,30,0
3,2848,2,2,6,2010,11,0,0
1,1635,1,31,10,2005,21,30,0
3,1469,3,5,3,2008,12,0,0
7,1017,3,12,2,2006,11,19,0
6,6916,4,17,4,2004,10,3,0
6,12898,5,5,11,2005,9,0,0
4,1347,8,7,9,2006,10,30,0
3,821,10,24,6,2009,14,0,0
7,3182,1,4,7,2010,17,50,0
4,402,4,5,5,2005,18,0,0
1,2494,4,28,6,2010,15,0,0
1,16335,6,18,3,2013,11,30,0
6,125,2,10,8,2013,0,1,0
6,2373,2,7,10,2006,21,20,0
1,3820,5,21,6,2004,19,0,0
2,4471,3,13,11,2007,11,25,0
2,7056,5,18,2,2003,11,19,0
1,1554,2,21,7,2008,1,32,0
5,2856,8,22,8,2008,6,10,0
7,9058,5,26,1,2003,15,0,0
7,2944,2,1,6,2014,15,0,0
5,88,2,27,8,2010,7,0,0
3,908,10,19,2,2014,13,45,0
3,5745,5,29,11,2006,22,45,0
7,125,2,2,11,2003,18,15,0
7,4410,3,14,2,2010,1,45,0
3,125,2,28,11,2012,14,15,0
1,125,2,7,6,2004,11,0,0
2,10659,4,17,5,2005,9,22,0
4,1352,4,26,1,2006,0,1,0
4,10781,8,18,9,2014,2,55,0
1,1117,4,6,1,2003,20,0,0
5,2725,4,25,3,2011,15,0,0
2,1285,5,10,1,2012,13,10,0
4,88,2,3,11,2005,15,0,0
1,4991,4,7,1,2008,1,0,0
6,10766,7,28,6,2003,14,45,0
1,9154,7,7,1,2008,11,0,0
1,3725,10,3,5,2010,23,50,0
7,3180,10,29,1,2012,16,48,0
6,12330,9,17,10,2009,12,0,0
2,1220,10,24,6,2014,12,0,0
2,4995,9,3,3,2015,6,10,0
1,6671,4,13,10,2014,13,5,0
4,1731,5,9,8,2012,14,9,0
1,4617,3,21,1,2013,8,45,0
4,22,10,5,10,2006,17,0,0
1,2263,9,4,2,2013,2,0,0
3,2114,9,21,1,2015,8,45,0
2,2341,5,28,4,2009,21,25,0
7,4880,2,15,1,2012,19,0,0
6,187,7,27,7,2013,22,0,0
6,631,2,18,10,2014,17,30,0
7,4974,3,12,12,2004,13,0,0
3,4984,1,6,2,2013,3,0,0
2,7580,5,15,10,2013,20,30,0
6,2302,1,29,11,2014,18,44,0
7,408,2,11,9,2011,16,0,0
6,823,2,6,10,2007,2,17,0
7,9329,4,29,1,2006,2,25,0
3,363,2,1,10,2008,13,35,0
6,2462,2,12,3,2011,15,30,0
2,7485,5,2,9,2014,20,45,0
4,15523,5,22,9,2005,9,45,0
6,2987,10,26,7,2008,19,0,0
2,1776,5,27,4,2004,8,30,0
7,771,1,31,1,2010,23,0,0
1,5696,2,7,3,2011,21,12,0
2,872,2,2,3,2004,15,0,0
7,8454,3,21,4,2013,11,20,0
2,9796,5,8,2,2011,22,0,0
6,125,2,17,5,2014,20,30,0
2,1297,1,9,8,2005,5,10,0
3,1259,8,13,6,2007,9,30,0
6,3902,5,18,12,2010,1,42,0
1,9398,5,23,12,2013,10,49,0
7,3674,2,5,12,2010,14,35,0
1,907,6,9,11,2009,17,32,0
5,2010,5,17,11,2006,0,30,0
5,14255,9,29,12,2006,9,0,0
2,9058,5,27,12,2011,21,48,0
1,125,2,26,11,2012,19,15,0
7,4141,4,18,5,2014,9,18,0
4,125,2,13,12,2007,6,30,0
5,9022,9,2,11,2007,2,0,0
2,2911,10,19,4,2011,18,3,0
2,789,10,12,10,2004,22,40,0
7,2396,1,1,7,2007,14,0,0
6,77,10,6,4,2013,3,0,0
3,2488,1,2,4,2008,8,37,0
1,6711,5,25,1,2010,1,30,0
2,11176,4,6,1,2009,15,23,0
7,6449,5,25,3,2007,15,0,0
6,15228,6,7,9,2013,18,0,0
4,4279,6,6,3,2003,15,9,0
3,3661,3,18,3,2015,12,52,0
6,125,2,21,3,2015,16,45,0
4,2041,10,13,6,2013,12,50,0
1,328,10,3,10,2011,11,0,0
5,5061,1,8,10,2010,0,57,0
7,1755,10,8,3,2009,7,19,0
1,13401,3,13,6,2005,23,0,0
4,220,4,21,8,2003,16,56,0
7,7309,7,4,10,2009,9,0,0
6,534,4,21,2,2009,11,32,0
5,13535,3,4,11,2005,9,0,0
4,1080,8,13,12,2012,20,34,0
3,3301,2,20,8,2008,8,0,0
2,898,2,28,6,2011,10,0,0
5,14201,7,10,1,2014,4,6,0
1,323,9,9,8,2010,16,50,0
7,1790,1,4,10,2009,17,15,0
4,1470,1,6,10,2011,10,45,0
7,12026,8,18,11,2007,17,0,0
5,155,2,19,9,2008,16,12,0
3,3786,1,18,2,2009,21,30,0
1,14965,3,20,12,2004,16,0,0
4,213,4,19,3,2015,19,45,0
7,13632,9,22,2,2004,23,28,0
5,585,6,13,7,2012,1,30,0
3,1041,5,19,3,2008,21,3,0
4,11292,5,15,6,2006,21,0,0
5,4432,2,27,8,2010,23,0,0
5,9995,9,6,2,2009,2,40,0
6,15747,3,8,8,2009,16,45,0
5,7229,9,1,12,2006,15,0,0
2,6084,3,28,5,2013,14,10,0
5,8573,9,30,4,2004,19,30,0
4,3096,9,20,10,2005,19,0,0
5,2265,4,23,3,2007,20,43,0
4,1345,1,13,11,2014,8,40,0
4,400,3,7,10,2010,21,20,0
7,3299,8,7,11,2010,21,0,0
1,2887,2,13,12,2010,23,40,0
5,10099,3,16,12,2011,0,1,0
3,181,5,24,11,2004,12,0,0
