"day","address","location","date","month","year","hour","min","EMBEZZLEMENT"
6,3185,7,20,9,2003,1,30,0
6,3567,6,25,2,2012,12,24,0
5,3091,5,4,4,2008,23,55,0
2,346,1,22,7,2008,14,0,0
4,2328,5,21,10,2010,9,0,0
2,5656,4,21,1,2003,20,0,0
1,2505,5,4,10,2010,20,30,0
6,6347,8,30,6,2012,21,0,0
7,14025,1,31,10,2004,23,0,0
1,6894,8,4,2,2013,18,2,0
4,490,2,28,6,2012,22,45,0
2,6158,6,6,1,2004,7,30,0
4,255,10,3,10,2013,9,31,0
6,3255,5,24,8,2013,20,30,0
2,11251,4,23,12,2003,19,0,0
1,8570,3,1,10,2012,19,40,0
4,6158,6,1,10,2009,0,53,0
7,2400,10,30,11,2008,15,12,0
6,727,4,1,11,2014,13,46,0
5,630,1,3,6,2005,20,0,0
2,2652,6,5,8,2008,20,0,0
3,2863,2,25,7,2012,20,30,0
6,10081,5,10,8,2013,0,1,0
5,5645,6,13,6,2014,3,26,0
4,9535,7,6,9,2007,19,30,0
7,1843,8,19,9,2004,19,0,0
4,6984,8,11,8,2011,16,40,0
3,6213,3,22,2,2012,13,35,0
3,4257,5,4,9,2013,21,0,0
6,12703,3,18,4,2009,8,25,0
4,548,10,15,7,2010,18,50,0
4,5577,8,21,8,2003,12,50,0
6,125,2,11,9,2010,3,53,0
6,11177,4,16,7,2005,10,41,0
7,9376,2,26,8,2007,22,0,0
5,7520,8,4,5,2007,13,30,0
4,1091,10,27,1,2005,7,10,0
2,3941,4,11,5,2004,20,0,0
2,1460,3,11,6,2013,11,10,0
3,1085,5,20,2,2008,8,30,0
2,2719,4,24,8,2010,0,1,0
2,1722,2,12,6,2007,21,0,0
4,5215,3,8,8,2013,12,30,0
6,784,2,14,7,2012,2,5,0
3,14102,8,18,9,2013,12,30,0
2,213,4,6,2,2007,20,40,0
7,10633,5,21,9,2014,18,23,0
6,9033,5,5,10,2013,7,20,0
7,3695,8,6,4,2003,15,0,0
7,1780,4,22,5,2011,23,30,0
5,125,2,1,12,2006,1,4,0
7,2490,3,18,12,2005,8,37,0
2,3719,5,27,6,2006,18,0,0
5,1473,1,7,3,2003,9,40,0
5,222,5,1,5,2015,21,0,0
1,2948,4,14,4,2014,19,20,0
1,13032,3,4,8,2008,9,6,0
7,442,2,4,10,2009,17,50,0
6,100,2,12,3,2011,20,0,0
5,125,2,11,7,2008,14,0,0
3,2755,2,22,2,2012,23,0,0
6,511,4,12,6,2004,0,13,0
2,1039,5,4,5,2010,18,30,0
5,1634,5,24,2,2006,13,30,0
3,2271,10,14,12,2011,19,2,0
2,11308,6,3,4,2007,16,30,0
1,2869,10,30,8,2004,21,42,0
1,15425,4,16,10,2006,14,40,0
6,2545,4,14,1,2006,16,0,0
2,6459,8,29,4,2014,22,50,0
4,1711,3,3,4,2003,2,30,0
4,2299,8,29,11,2007,22,26,0
1,1991,10,20,12,2004,20,40,0
1,3116,1,22,12,2014,15,30,0
7,3604,4,11,4,2010,2,30,0
7,1390,5,6,6,2010,0,1,0
6,12193,4,28,6,2014,3,6,0
7,2148,9,10,4,2011,7,25,0
1,1808,9,14,11,2011,15,3,0
1,2616,1,31,8,2009,13,50,0
5,1390,5,23,3,2012,14,39,0
6,9799,6,22,2,2003,18,43,0
7,12159,1,18,5,2014,11,50,0
1,125,2,7,3,2011,11,0,0
4,5547,2,16,10,2008,17,45,0
5,9640,2,10,1,2003,1,0,0
1,3906,5,26,7,2010,20,0,0
1,870,4,7,6,2004,17,10,0
4,454,1,19,9,2013,23,45,0
6,999,1,8,10,2011,0,5,0
7,2212,8,3,6,2007,11,15,0
7,2300,3,20,9,2009,22,51,0
6,2993,1,12,7,2014,1,25,0
7,11623,5,23,9,2012,20,55,0
5,4363,6,2,5,2003,19,30,0
2,3816,2,28,6,2011,1,0,0
7,7328,7,1,1,2012,8,0,0
5,11205,3,27,8,2010,14,0,0
5,4378,2,10,1,2014,5,55,0
6,8839,4,13,12,2003,23,0,0
6,10948,2,29,1,2005,21,31,0
1,2003,8,15,11,2010,21,45,0
6,242,10,28,12,2013,20,3,0
2,2106,6,14,5,2013,19,30,0
2,2088,1,4,10,2005,10,45,0
4,125,2,31,5,2012,16,45,0
2,1027,1,9,12,2014,19,0,0
4,5446,8,1,12,2005,22,20,0
5,779,2,11,2,2005,10,0,0
1,58,10,19,9,2005,10,36,0
6,12159,1,9,2,2013,11,15,0
1,186,10,7,7,2008,8,25,0
1,1470,1,19,9,2011,15,0,0
4,1677,2,12,12,2013,21,0,0
6,1245,10,9,8,2008,7,15,0
6,6383,4,5,10,2013,15,45,0
4,1896,9,23,9,2010,10,0,0
2,4870,8,24,1,2012,13,30,0
6,9376,4,15,7,2006,23,0,0
2,1809,10,12,6,2007,21,39,0
3,4593,2,17,9,2008,14,0,0
3,3533,1,11,7,2007,23,0,0
4,3183,2,22,1,2015,16,4,0
4,5895,3,26,7,2007,22,6,0
7,232,4,13,3,2011,12,15,0
4,2609,2,21,8,2008,7,0,0
5,6856,7,22,2,2013,18,0,0
7,125,2,1,8,2010,6,45,0
4,408,2,11,12,2014,18,13,0
4,1862,5,19,4,2007,2,20,0
7,3148,5,16,12,2012,15,30,0
4,2646,5,13,12,2007,15,10,0
3,1058,8,16,11,2005,10,30,0
5,5992,4,22,8,2003,22,0,0
5,9112,5,6,5,2011,21,0,0
3,870,4,20,4,2011,15,0,0
7,7202,4,21,10,2007,0,30,0
7,1722,2,25,9,2005,13,0,0
7,3900,5,26,8,2007,15,0,0
2,248,7,28,6,2005,9,39,0
1,7339,6,26,12,2005,11,0,0
2,7516,1,1,9,2009,12,0,0
1,166,10,3,3,2003,11,0,0
3,1428,3,25,1,2006,21,0,0
7,77,10,14,8,2011,13,30,0
6,2391,2,7,2,2009,22,39,0
5,125,2,3,10,2014,20,20,0
1,7869,4,8,6,2009,13,50,0
5,125,2,5,3,2004,12,10,0
3,1004,1,17,10,2007,9,0,0
3,779,2,27,11,2013,16,0,0
5,3742,8,20,3,2015,17,15,0
1,1086,8,7,1,2008,8,0,0
4,146,10,16,11,2006,21,0,0
5,501,4,2,12,2005,17,48,0
7,2706,10,19,10,2008,17,53,0
4,7172,1,2,10,2014,16,55,0
4,1653,3,18,9,2003,2,30,0
5,504,4,9,9,2011,10,45,0
1,7866,6,11,7,2005,5,30,0
6,5671,8,5,4,2014,9,0,0
2,165,9,30,10,2007,16,30,0
5,1567,5,11,7,2014,0,30,0
1,10264,8,1,5,2006,12,0,0
2,11184,8,12,7,2005,21,0,0
6,3725,10,15,11,2008,14,30,0
3,756,3,23,1,2008,18,50,0
3,7546,5,28,12,2011,21,0,0
6,1427,1,29,5,2004,16,37,0
7,1722,2,2,11,2008,6,59,0
5,2439,2,8,8,2014,9,40,0
6,6741,8,15,1,2005,7,0,0
3,1791,2,9,1,2013,19,0,0
4,2853,6,5,2,2015,9,15,0
1,14849,3,5,8,2013,19,7,0
5,11251,4,20,2,2009,20,57,0
4,18531,7,30,6,2011,8,15,0
1,11825,1,22,6,2009,7,30,0
1,542,2,27,5,2013,23,30,0
2,13890,9,15,5,2007,21,0,0
5,2303,5,7,10,2005,13,0,0
5,5206,5,18,5,2007,16,9,0
2,1129,4,13,7,2010,5,0,0
2,13231,8,28,4,2009,14,5,0
4,977,1,23,8,2007,19,0,0
4,125,2,4,10,2007,10,0,0
5,2620,5,25,7,2008,5,48,0
2,829,1,15,10,2013,10,0,0
6,408,2,22,4,2006,19,0,0
1,517,2,14,9,2009,14,0,0
5,3421,9,18,5,2007,23,0,0
3,8417,6,6,2,2008,17,0,0
7,9480,8,25,9,2011,18,45,0
2,36,2,10,7,2007,21,0,0
6,211,5,21,5,2011,12,6,0
7,6451,3,23,3,2014,5,57,0
1,232,4,11,6,2012,21,30,0
5,2915,4,6,2,2015,18,15,0
1,7550,9,19,1,2015,23,45,0
3,3716,3,2,10,2013,11,30,0
5,15970,8,30,10,2009,9,0,0
3,10121,3,23,2,2005,21,0,0
2,4575,3,3,5,2005,9,56,0
5,1024,10,15,12,2006,23,0,0
2,3103,2,29,10,2013,15,30,0
6,5611,3,30,6,2007,0,40,0
6,2534,4,21,2,2009,22,45,0
3,3177,8,29,9,2004,22,30,0
7,19465,5,27,6,2004,10,0,0
1,514,5,17,8,2009,6,30,0
2,364,2,9,12,2014,17,25,0
6,1182,5,28,7,2012,22,45,0
4,4990,5,13,6,2013,23,54,0
7,5811,4,7,4,2013,20,0,0
3,381,3,23,2,2011,0,1,0
1,1947,9,10,6,2013,13,0,0
7,346,1,23,2,2014,7,56,0
7,14310,4,10,10,2010,13,21,0
3,241,2,28,11,2012,21,0,0
6,18454,7,16,1,2010,20,0,0
4,7710,8,17,11,2005,23,0,0
7,6084,3,5,4,2009,11,30,0
7,177,10,30,12,2007,11,30,0
4,3654,8,19,5,2011,8,0,0
3,323,9,16,4,2008,19,30,0
1,3131,10,8,12,2003,23,34,0
1,10110,1,6,8,2007,18,0,0
5,8832,6,4,4,2008,3,17,0
6,8044,9,9,8,2003,0,1,0
3,9453,5,5,3,2003,15,15,0
2,6015,1,25,5,2004,11,30,0
4,327,7,3,5,2012,8,0,0
3,2576,5,30,9,2009,19,0,0
7,146,10,8,5,2011,22,28,0
7,3906,5,21,10,2007,9,0,0
7,572,4,5,4,2015,12,0,0
1,223,10,8,2,2010,21,29,0
5,6788,8,30,5,2008,0,1,0
1,46,2,31,8,2009,17,1,0
3,5844,5,21,9,2005,18,0,0
4,7879,5,8,1,2015,13,15,0
1,16256,7,19,9,2005,23,30,0
4,5444,10,17,11,2011,4,0,0
4,772,10,6,8,2009,9,31,0
3,2588,1,1,4,2009,20,0,0
2,1653,3,21,8,2012,13,1,0
7,125,2,4,10,2009,13,0,0
4,10409,9,27,12,2012,2,7,0
1,3688,10,8,6,2009,5,45,0
3,995,2,26,12,2012,22,30,0
6,11119,7,8,3,2008,22,45,0
5,501,4,24,1,2014,10,30,0
2,1524,3,21,1,2014,16,19,0
1,959,10,6,8,2012,14,30,0
2,125,2,5,4,2005,11,20,0
2,4645,5,6,3,2007,10,7,0
2,11008,6,21,8,2012,18,30,0
4,6175,5,30,6,2011,22,25,0
2,643,4,18,2,2014,22,30,0
2,2073,1,10,12,2013,5,15,0
5,9771,1,18,11,2005,10,10,0
5,15,10,11,7,2008,8,55,0
5,12347,2,1,10,2004,13,10,0
4,16814,3,13,12,2012,1,0,0
6,6588,1,18,4,2009,16,40,0
4,5610,3,6,5,2010,13,56,0
3,3898,2,4,3,2009,9,30,0
2,927,1,16,9,2014,19,53,0
6,4034,4,29,5,2004,19,0,0
7,7268,7,5,10,2008,18,4,0
7,13036,3,2,6,2013,21,5,0
6,8298,1,21,4,2007,16,5,0
3,292,5,22,1,2014,13,35,0
5,6079,2,25,8,2006,11,0,0
4,125,2,18,3,2004,7,45,0
1,3471,2,13,9,2004,13,10,0
4,6930,5,28,5,2009,22,27,0
5,4767,3,7,2,2003,10,0,0
2,872,2,2,9,2008,9,25,0
6,8692,1,4,11,2006,18,40,0
7,9368,9,8,5,2011,17,20,0
4,7515,1,6,10,2005,11,15,0
4,249,6,10,7,2008,12,30,0
1,1383,7,13,4,2015,8,30,0
1,1375,2,14,6,2010,5,30,0
7,15695,7,5,11,2006,2,0,0
6,125,2,1,1,2011,1,20,0
1,1091,10,24,11,2008,0,27,0
1,8817,9,12,6,2006,8,0,0
3,1954,10,30,11,2011,12,52,0
5,3840,7,7,3,2014,12,0,0
4,1920,5,20,4,2006,9,0,0
3,737,5,21,3,2007,7,45,0
4,1003,9,14,11,2013,13,0,0
6,93,7,26,1,2008,11,30,0
5,21545,9,15,7,2005,18,30,0
4,5439,3,13,7,2006,10,20,0
1,4992,4,26,5,2008,18,0,0
7,6690,4,9,10,2011,23,50,0
4,347,8,31,5,2012,12,25,0
2,803,6,12,11,2013,9,0,0
1,363,2,5,7,2004,20,30,0
5,748,5,26,8,2011,13,0,0
4,3943,4,29,5,2014,22,0,0
5,2890,7,15,1,2010,16,0,0
6,1275,10,8,8,2009,9,44,0
3,9524,3,2,6,2010,16,50,0
4,7008,1,6,10,2005,10,30,0
2,3504,2,2,3,2004,18,50,0
4,70,10,26,7,2007,2,15,0
4,622,6,31,10,2013,18,39,0
4,3429,1,26,6,2003,16,0,0
5,3126,1,13,6,2003,19,0,0
5,1653,3,14,7,2006,14,45,0
7,125,2,27,2,2011,17,0,0
4,7617,7,8,1,2015,8,40,0
5,125,2,31,12,2010,19,0,0
4,14851,9,11,11,2004,20,45,0
7,2911,10,29,1,2006,18,24,0
1,10764,3,16,10,2006,23,45,0
4,4442,3,18,9,2003,10,50,0
5,2303,5,2,11,2007,23,20,0
4,6478,9,28,10,2004,18,50,0
5,5426,8,6,3,2015,12,0,0
1,2489,1,18,9,2006,20,45,0
5,1074,3,26,8,2005,15,28,0
1,19088,10,17,10,2005,15,2,0
6,2360,8,29,12,2007,19,25,0
4,1292,2,5,2,2004,10,45,0
7,499,2,15,1,2006,3,30,0
1,1309,5,23,6,2003,18,13,0
6,511,4,29,1,2005,20,0,0
7,3564,2,11,3,2007,6,40,0
2,1973,9,31,10,2006,14,25,0
2,6474,5,25,6,2013,13,0,0
5,5388,5,30,5,2008,13,0,0
2,125,2,14,6,2005,7,52,0
4,2757,2,17,5,2012,12,45,0
2,213,4,18,10,2005,6,35,0
6,3893,8,13,2,2010,21,20,0
6,5339,4,3,5,2008,1,0,0
3,3396,10,29,9,2004,17,40,0
2,1397,3,14,9,2004,8,0,0
2,3180,10,20,1,2015,17,6,0
3,77,10,4,4,2012,21,0,0
2,125,2,7,1,2003,16,0,0
4,3473,7,9,2,2012,12,15,0
5,5219,8,20,10,2006,8,0,0
5,2970,6,10,1,2014,19,39,0
3,1812,3,23,1,2008,20,50,0
6,10265,8,15,1,2005,15,0,0
6,6663,3,7,2,2015,12,50,0
6,967,4,20,4,2013,22,29,0
4,20902,3,13,7,2006,19,31,0
2,2192,10,5,4,2005,22,0,0
1,1121,10,29,5,2006,20,30,0
7,10693,7,17,7,2011,20,6,0
5,7211,4,27,6,2003,18,53,0
7,1091,10,14,1,2007,19,45,0
2,408,2,12,5,2009,21,0,0
1,4979,7,31,10,2005,7,0,0
4,8954,4,27,11,2003,23,45,0
5,9495,1,18,5,2007,18,15,0
6,926,4,14,12,2013,18,43,0
6,713,4,27,1,2007,21,20,0
6,552,4,23,2,2008,1,15,0
4,6557,6,22,9,2011,0,30,0
3,18315,9,10,8,2011,23,55,0
3,2720,10,22,1,2014,9,42,0
1,12819,4,22,8,2005,18,30,0
7,369,5,13,6,2004,23,55,0
7,1895,3,6,4,2014,21,0,0
3,125,2,29,9,2004,17,30,0
2,8341,5,27,4,2004,8,0,0
7,11796,9,14,3,2010,20,0,0
2,7320,2,10,7,2012,1,15,0
3,88,2,2,10,2013,20,33,0
2,548,10,1,9,2009,1,25,0
5,5932,5,10,2,2012,0,10,0
5,5997,7,8,3,2013,13,0,0
2,501,4,22,7,2014,0,1,0
6,13810,3,12,8,2006,17,5,0
6,1404,7,21,2,2009,23,51,0
3,4864,8,18,3,2015,7,45,0
6,1361,5,12,1,2008,12,0,0
5,2842,10,17,4,2009,14,35,0
3,6451,3,12,11,2003,9,0,0
7,6989,3,2,7,2006,0,1,0
5,1566,5,7,4,2006,6,0,0
2,1010,9,6,4,2010,11,46,0
6,36,2,8,3,2003,15,1,0
6,11696,9,6,4,2013,3,0,0
3,6813,4,29,10,2008,14,17,0
3,6671,4,30,4,2003,0,59,0
6,83,2,24,4,2010,8,21,0
4,3717,6,25,8,2005,22,56,0
1,9293,3,16,4,2007,7,0,0
2,2329,1,7,3,2006,0,1,0
7,125,2,28,11,2004,20,0,0
1,4876,3,24,7,2006,12,30,0
6,13011,9,9,2,2008,11,20,0
2,10715,6,16,10,2012,7,27,0
2,8375,1,2,5,2006,22,0,0
6,7258,6,21,5,2005,20,0,0
2,3532,3,8,8,2006,1,0,0
1,9243,3,28,5,2007,0,1,0
2,10832,5,29,10,2013,19,0,0
1,114,8,8,12,2014,17,55,0
1,7167,4,9,11,2009,14,40,0
6,3180,10,27,8,2005,6,10,0
2,11638,3,23,3,2010,15,13,0
1,322,5,4,10,2010,10,10,0
2,12685,9,30,3,2004,13,0,0
3,9405,4,5,4,2006,19,30,0
5,828,1,23,3,2012,23,40,0
5,1224,1,6,2,2015,2,30,0
4,3172,5,19,2,2015,21,30,0
4,1220,10,4,4,2013,12,30,0
5,31,2,12,12,2014,9,0,0
3,3893,8,17,3,2004,15,15,0
1,57,9,26,5,2008,3,30,0
6,102,10,17,5,2008,14,37,0
5,2050,6,29,10,2004,22,30,0
1,4370,2,7,8,2006,12,45,0
2,3854,4,26,12,2006,15,35,0
4,1653,3,11,11,2004,21,30,0
6,5662,7,5,4,2008,17,0,0
7,6864,4,20,11,2005,5,45,0
2,1738,8,4,8,2009,23,0,0
4,7396,8,19,4,2012,18,0,0
4,392,4,24,2,2005,15,34,0
2,3588,7,25,1,2011,12,15,0
6,631,2,18,6,2011,1,30,0
2,7073,9,22,7,2003,0,30,0
5,2590,8,7,3,2014,17,30,0
5,125,2,28,11,2008,23,13,0
6,6671,4,30,6,2012,17,40,0
2,5397,8,7,12,2004,12,0,0
7,5420,1,19,10,2014,15,0,0
5,1182,5,25,8,2006,2,14,0
3,158,2,14,10,2009,0,30,0
3,2279,3,6,2,2008,14,15,0
1,1154,9,1,4,2013,8,35,0
1,1139,1,25,6,2012,19,30,0
1,7304,9,8,7,2013,16,6,0
3,1370,8,22,1,2014,20,0,0
1,722,8,14,11,2005,8,40,0
1,7485,5,8,12,2003,18,0,0
5,16246,9,22,8,2008,18,0,0
7,343,4,30,11,2014,0,33,0
4,9767,9,28,7,2005,0,1,0
4,1352,4,8,4,2010,18,30,0
4,1266,2,18,10,2012,1,0,0
5,213,4,10,12,2004,13,32,0
7,2696,4,3,6,2007,13,2,0
1,10041,6,3,3,2008,9,15,0
3,83,2,15,10,2008,14,30,0
3,744,10,23,7,2003,0,8,0
5,408,2,10,8,2012,12,20,0
6,18402,9,5,9,2009,0,55,0
1,15451,5,8,1,2007,21,0,0
6,10279,7,3,11,2012,22,30,0
4,3855,5,20,5,2010,19,40,0
2,873,2,22,3,2005,3,0,0
3,2664,3,24,1,2007,14,5,0
6,1804,5,2,7,2005,10,45,0
1,1219,2,17,3,2008,4,0,0
4,8107,1,14,12,2006,0,26,0
5,125,2,13,6,2014,12,6,0
5,6263,3,24,8,2007,14,45,0
4,802,4,29,5,2003,14,50,0
3,6979,7,21,4,2010,17,54,0
6,17017,4,27,8,2005,10,0,0
6,7622,2,30,10,2004,22,0,0
6,3738,8,27,12,2008,10,59,0
2,8505,9,21,8,2007,23,0,0
3,5576,6,16,9,2009,11,13,0
1,323,9,9,8,2010,22,29,0
3,8482,6,23,1,2013,10,30,0
2,2862,10,29,11,2011,9,24,0
6,2952,7,1,12,2012,13,30,0
7,13424,4,20,5,2007,13,30,0
7,255,10,9,5,2010,14,49,0
6,14904,8,15,11,2008,4,15,0
4,6148,4,21,9,2006,8,13,0
2,8570,3,30,9,2014,13,54,0
7,1520,5,5,6,2011,22,42,0
5,3816,2,22,4,2005,19,0,0
3,1220,10,12,12,2007,10,50,0
7,4875,2,16,11,2003,20,30,0
7,2373,2,13,7,2014,2,0,0
3,630,1,21,4,2010,7,30,0
5,1306,2,1,6,2007,0,1,0
3,1154,9,31,10,2007,15,50,0
4,3120,7,30,10,2008,15,30,0
2,511,4,26,7,2011,7,10,0
5,744,10,20,5,2005,13,40,0
5,105,5,27,7,2012,8,0,0
7,248,7,9,10,2005,15,5,0
5,5034,3,17,5,2013,15,30,0
4,657,8,28,10,2004,0,1,0
5,4089,4,22,8,2008,19,36,0
7,1428,3,20,9,2009,15,22,0
4,606,1,8,1,2004,1,30,0
1,5781,1,21,7,2014,3,21,0
6,1416,2,18,6,2005,2,14,0
3,18554,8,27,10,2004,21,15,0
5,6551,7,15,7,2011,16,0,0
6,7784,2,29,1,2005,15,30,0
3,722,8,28,6,2006,11,0,0
1,408,2,25,7,2005,20,19,0
2,403,7,6,1,2015,13,5,0
2,8379,3,17,9,2013,16,0,0
4,5439,3,26,6,2008,1,0,0
3,1004,1,5,8,2009,8,30,0
4,4576,6,21,4,2011,15,45,0
7,4836,6,28,12,2014,16,48,0
6,1300,6,17,10,2009,18,0,0
6,7021,8,20,4,2013,19,50,0
6,2474,1,3,5,2008,16,0,0
4,5561,1,27,6,2013,9,0,0
6,28,4,24,4,2010,2,23,0
1,3803,4,18,9,2006,14,0,0
5,13213,4,16,4,2004,8,0,0
3,6978,7,13,12,2006,23,10,0
1,2080,2,27,4,2015,20,0,0
3,1393,10,21,3,2012,11,50,0
3,800,4,29,5,2013,10,30,0
1,6899,2,28,10,2013,13,0,0
5,3777,9,20,3,2009,18,0,0
3,772,10,4,3,2009,15,35,0
7,232,4,20,9,2009,11,45,0
7,125,2,21,9,2008,6,15,0
6,1670,2,15,11,2014,18,39,0
7,80,1,27,7,2008,15,0,0
5,1895,3,7,5,2010,16,30,0
4,9194,3,10,1,2013,12,0,0
4,13351,7,23,8,2012,15,30,0
6,4832,4,12,7,2008,22,25,0
4,1637,2,29,5,2008,10,55,0
5,361,2,6,5,2005,13,30,0
7,3877,3,28,2,2010,5,5,0
1,363,2,27,10,2008,9,22,0
4,1453,10,7,4,2005,18,45,0
3,4074,1,22,9,2010,12,0,0
5,9768,5,31,10,2014,0,20,0
7,7850,3,10,4,2011,22,43,0
7,16962,9,1,11,2009,2,20,0
3,2119,10,4,3,2009,22,47,0
3,2484,10,8,1,2003,21,57,0
5,192,1,30,5,2008,7,30,0
4,8302,7,5,5,2005,23,55,0
1,2626,1,4,8,2008,18,20,0
1,125,2,28,4,2003,17,30,0
2,3266,5,31,8,2004,16,5,0
2,3026,5,23,1,2007,22,0,0
6,2340,3,15,11,2008,22,44,0
2,1143,1,21,7,2009,10,40,0
3,1465,7,3,9,2008,12,45,0
2,528,10,20,4,2010,20,26,0
5,1546,8,27,6,2014,22,50,0
7,354,10,11,1,2009,13,5,0
1,2646,5,12,7,2010,21,0,0
3,1395,6,16,5,2012,18,40,0
6,363,2,4,10,2008,16,54,0
1,868,5,20,2,2006,9,0,0
1,7394,7,5,3,2012,8,0,0
6,390,5,25,8,2007,18,10,0
5,8835,3,15,6,2007,9,54,0
1,349,2,25,11,2013,10,20,0
3,1091,10,8,2,2006,16,15,0
6,14516,4,29,1,2005,12,50,0
7,2958,5,3,11,2013,9,0,0
7,125,2,24,8,2003,4,10,0
3,1965,5,27,1,2010,18,0,0
5,4047,3,26,12,2008,22,27,0
5,605,6,6,4,2012,19,45,0
6,10479,7,28,1,2012,12,15,0
4,125,2,7,2,2008,13,30,0
2,14615,8,18,3,2008,13,58,0
6,1334,3,29,12,2007,22,57,0
4,2956,5,7,8,2003,20,5,0
7,13223,3,16,12,2012,7,1,0
5,408,2,9,3,2012,15,46,0
6,125,2,1,5,2004,21,0,0
1,4762,5,8,2,2010,1,0,0
6,1220,10,1,12,2012,1,30,0
7,17330,2,22,2,2004,7,10,0
5,4711,8,16,11,2012,22,0,0
2,7774,7,5,8,2008,15,15,0
1,6660,3,14,4,2008,20,19,0
6,125,2,21,4,2012,20,30,0
6,3727,10,8,8,2009,23,4,0
4,7430,9,28,7,2011,12,0,0
7,5656,4,6,9,2009,22,25,0
4,7745,4,18,10,2007,10,50,0
5,14763,3,18,4,2003,15,30,0
6,144,4,27,8,2011,18,30,0
7,8226,9,26,1,2014,0,15,0
7,5396,6,12,1,2014,17,58,0
4,7819,4,11,3,2010,3,23,0
5,3364,5,2,5,2008,13,0,0
2,731,2,14,10,2014,3,55,0
7,96,10,17,5,2009,2,30,0
1,3559,2,24,11,2008,19,0,0
5,961,6,15,6,2007,15,40,0
6,10008,4,18,10,2014,21,45,0
6,144,4,21,2,2009,12,12,0
7,37,2,1,6,2014,17,25,0
1,2436,5,5,9,2005,18,0,0
7,3796,3,25,1,2004,10,40,0
6,356,3,16,5,2009,18,24,0
5,872,2,7,10,2011,0,1,0
6,13728,1,13,11,2004,10,0,0
4,14424,9,18,11,2010,13,6,0
2,4957,4,21,3,2006,0,1,0
7,1291,1,24,8,2008,19,40,0
4,2830,3,18,11,2010,12,0,0
1,83,2,3,10,2011,18,26,0
7,11,10,21,9,2008,16,49,0
7,3772,4,15,7,2012,1,0,0
6,4848,3,11,8,2007,17,30,0
7,1094,2,13,7,2008,16,0,0
7,5491,3,23,2,2003,19,22,0
5,3103,2,9,9,2011,16,20,0
5,12684,3,20,3,2009,19,0,0
7,10474,9,23,3,2014,17,45,0
2,3238,3,6,2,2007,15,57,0
1,4441,5,7,8,2006,0,14,0
6,8206,5,26,8,2006,23,29,0
6,824,1,27,6,2009,22,15,0
3,2539,8,3,5,2006,17,10,0
5,664,8,5,5,2006,14,29,0
4,417,3,25,3,2010,17,59,0
6,105,5,17,10,2009,12,20,0
2,504,4,26,6,2007,3,0,0
1,323,9,5,1,2015,15,46,0
3,6102,1,24,3,2010,14,26,0
2,10473,7,30,3,2004,9,0,0
1,4137,9,6,12,2004,17,0,0
4,5797,4,2,6,2011,8,0,0
7,4561,3,11,3,2012,17,34,0
3,3315,2,25,11,2009,2,37,0
6,5596,5,28,6,2008,23,0,0
1,7450,4,30,5,2005,12,0,0
5,4091,4,28,11,2008,10,0,0
2,1172,4,18,10,2011,20,15,0
4,15261,7,5,9,2013,23,30,0
2,408,2,27,12,2011,12,30,0
1,13320,3,13,12,2010,18,12,0
3,346,1,17,9,2003,15,40,0
6,20400,9,26,7,2003,1,0,0
1,1789,4,3,2,2003,14,9,0
6,2641,4,8,3,2008,19,34,0
6,1091,10,21,4,2012,11,45,0
5,125,2,13,8,2010,12,0,0
7,1287,2,13,2,2005,16,44,0
1,4528,5,12,11,2007,8,5,0
6,3861,8,15,7,2006,17,0,0
6,3140,3,13,2,2010,23,0,0
2,1990,9,28,4,2015,10,0,0
4,13790,1,11,8,2011,16,0,0
2,6779,4,2,11,2010,4,40,0
1,468,2,3,5,2010,0,1,0
1,125,2,28,4,2003,16,0,0
5,1019,5,1,6,2012,22,0,0
3,2868,7,9,3,2005,9,15,0
7,3244,1,8,2,2015,2,30,0
6,1263,2,28,11,2009,22,0,0
5,2101,1,14,12,2007,17,30,0
1,150,10,21,8,2006,18,40,0
1,1041,5,4,8,2008,23,30,0
5,125,2,15,12,2006,17,0,0
1,10637,4,16,10,2006,1,0,0
6,5914,6,25,9,2010,0,45,0
7,3664,4,31,10,2004,21,0,0
2,3015,6,22,7,2014,22,42,0
6,2933,8,18,10,2003,18,30,0
1,501,4,25,10,2004,13,0,0
5,1676,2,7,9,2012,8,0,0
6,4125,4,23,8,2003,22,25,0
5,1406,4,12,1,2007,23,0,0
3,528,10,6,10,2010,4,3,0
5,359,10,2,11,2012,16,0,0
6,3537,4,3,11,2012,3,0,0
6,3588,7,10,1,2004,23,0,0
4,2848,2,16,10,2003,19,45,0
5,1291,1,7,8,2009,17,0,0
6,1899,5,13,8,2011,16,0,0
7,4990,5,17,5,2009,14,30,0
7,981,2,22,5,2011,2,21,0
6,435,10,18,4,2009,23,20,0
5,4335,2,23,9,2005,11,10,0
2,9915,9,28,10,2014,6,0,0
2,4111,10,10,1,2006,19,0,0
6,408,2,26,3,2005,7,40,0
6,11308,6,20,10,2007,16,19,0
2,8749,3,20,1,2009,16,5,0
1,125,2,25,7,2011,23,45,0
2,18514,8,29,6,2010,9,0,0
4,9851,6,20,3,2003,17,30,0
2,3127,1,28,12,2010,9,0,0
5,499,2,4,4,2014,1,0,0
5,2490,3,13,7,2012,7,20,0
1,21764,2,1,3,2004,22,55,0
1,5081,7,16,3,2015,12,20,0
3,15434,4,8,2,2012,19,30,0
