"day","address","location","date","month","year","hour","min","BRIBERY"
1,125,2,4,3,2013,0,1,0
6,11782,2,4,10,2008,2,0,0
6,872,2,7,2,2015,9,50,0
7,2121,9,14,11,2004,21,0,0
3,554,10,25,1,2012,12,38,0
6,4673,4,29,12,2012,6,11,0
3,3611,3,15,5,2013,7,30,0
2,2919,9,9,8,2011,9,20,0
2,125,2,3,10,2006,22,0,0
3,4252,5,2,11,2005,14,9,0
5,3488,4,6,3,2015,0,19,0
2,12291,4,22,8,2006,20,45,0
3,2911,10,15,10,2003,9,55,0
3,2318,4,9,7,2003,18,0,0
4,7854,1,8,2,2007,18,0,0
3,9854,8,12,1,2005,23,45,0
5,1808,9,3,4,2009,12,15,0
7,6653,3,7,4,2013,12,35,0
4,5862,6,24,1,2013,11,25,0
2,764,6,5,2,2013,14,9,0
6,1950,2,30,12,2006,21,41,0
5,6494,8,24,9,2010,16,30,0
6,13621,8,8,3,2014,16,0,0
2,125,2,24,8,2010,17,0,0
5,5444,10,7,10,2011,23,30,0
4,1829,10,11,6,2009,2,12,0
4,9039,5,6,3,2003,1,20,0
7,44,6,1,6,2008,13,50,0
1,552,4,31,3,2014,6,4,0
4,7126,2,7,8,2014,22,32,0
4,309,2,10,7,2014,11,15,0
4,1172,4,24,2,2005,22,17,0
3,10612,5,31,5,2006,16,30,0
7,1080,8,20,11,2005,16,23,0
6,2332,2,9,4,2011,17,25,0
4,120,2,29,6,2006,20,50,0
7,125,2,24,2,2013,10,0,0
7,6672,3,25,1,2009,18,0,0
1,6705,2,8,6,2009,21,10,0
1,11805,4,10,11,2003,3,28,0
5,819,5,28,6,2013,22,30,0
2,8951,8,28,10,2008,7,0,0
1,13842,7,22,12,2008,16,0,0
6,1257,5,23,8,2003,18,0,0
4,11869,7,3,4,2014,11,57,0
3,1150,2,24,12,2014,13,44,0
4,16146,8,13,5,2004,11,0,0
3,288,2,16,10,2013,13,30,0
5,554,10,21,8,2009,20,15,0
3,1288,3,24,2,2010,11,7,0
4,5561,1,12,7,2012,21,15,0
6,1470,1,5,4,2003,16,50,0
6,361,2,5,4,2003,1,1,0
3,6755,1,27,6,2007,8,55,0
7,698,2,14,11,2004,11,40,0
2,4631,9,5,2,2013,15,30,0
2,21569,5,14,6,2005,12,45,0
2,7447,9,20,9,2011,18,0,0
5,1254,2,29,10,2004,13,0,0
3,20707,8,8,1,2003,3,30,0
6,11593,9,24,9,2011,16,5,0
3,125,2,22,8,2007,19,0,0
4,20235,9,20,3,2008,9,0,0
4,608,2,1,10,2009,16,34,0
1,1790,1,11,6,2012,19,45,0
4,3629,4,20,3,2008,15,50,0
5,4312,7,28,12,2007,22,19,0
2,1103,5,14,11,2006,9,45,0
2,18242,8,22,3,2011,0,1,0
6,2382,1,31,12,2011,23,30,0
3,646,6,25,8,2010,10,0,0
4,1587,2,31,5,2007,1,30,0
6,1553,4,1,1,2011,18,0,0
4,125,2,25,7,2013,8,0,0
5,2441,1,10,2,2012,15,5,0
4,6224,8,12,12,2013,12,14,0
4,10801,2,17,9,2009,20,26,0
6,736,4,4,6,2005,10,30,0
4,359,10,14,1,2010,14,10,0
2,4606,7,7,7,2009,0,1,0
6,435,10,9,8,2014,16,12,0
3,534,4,13,6,2012,16,0,0
7,3892,2,4,5,2003,19,15,0
4,1119,2,22,1,2004,17,30,0
2,1741,6,3,3,2009,19,9,0
4,10084,3,4,9,2014,12,5,0
1,4709,5,3,10,2011,0,30,0
7,93,7,29,8,2010,11,0,0
3,2904,2,15,4,2015,15,25,0
7,959,10,13,1,2008,5,35,0
5,1121,10,17,10,2014,14,24,0
5,3137,7,12,12,2014,12,49,0
1,8242,5,17,9,2007,11,40,0
4,8687,4,30,10,2014,20,0,0
4,2391,2,21,8,2003,20,5,0
2,392,4,31,3,2015,9,15,0
6,100,2,22,10,2005,2,0,0
3,3103,2,26,1,2011,21,0,0
4,3414,10,29,10,2009,22,40,0
4,10082,1,22,1,2009,0,1,0
3,17477,8,1,9,2004,16,0,0
2,637,1,16,3,2004,17,0,0
7,1042,3,27,6,2004,15,0,0
3,83,2,1,4,2009,8,57,0
5,9190,3,9,7,2004,14,21,0
3,7491,5,20,9,2006,19,11,0
6,504,4,26,7,2014,9,15,0
3,125,2,24,8,2005,21,50,0
4,451,2,27,6,2013,19,45,0
6,10938,5,8,2,2014,20,48,0
1,138,2,22,8,2005,19,45,0
7,3316,9,10,2,2013,13,50,0
5,2910,1,12,12,2014,18,50,0
4,6825,5,12,6,2003,1,30,0
3,13366,1,27,11,2013,15,8,0
2,358,6,22,1,2013,10,0,0
4,138,2,20,9,2012,15,27,0
3,4875,2,23,1,2013,9,17,0
7,5390,5,29,6,2014,18,0,0
6,18587,7,3,5,2008,0,30,0
7,4419,6,18,12,2011,9,3,0
6,2842,10,24,9,2011,17,35,0
2,1965,5,10,7,2012,13,45,0
6,784,2,13,3,2010,13,30,0
5,1533,5,2,10,2009,15,41,0
5,1925,1,5,10,2007,23,31,0
1,21981,5,27,9,2004,9,30,0
6,6496,6,15,12,2012,17,0,0
2,626,2,14,10,2003,8,30,0
6,7095,9,12,7,2003,13,29,0
6,100,2,30,6,2012,22,15,0
6,182,4,8,2,2003,9,0,0
3,1398,1,17,4,2013,16,0,0
4,14171,3,14,11,2013,17,30,0
6,4920,8,23,8,2008,17,25,0
4,15975,6,9,1,2003,14,0,0
6,3459,2,14,11,2009,18,30,0
5,771,1,30,11,2012,8,15,0
7,4628,9,26,1,2003,16,0,0
1,2433,3,19,3,2007,11,0,0
3,3171,4,21,1,2015,7,50,0
7,11888,7,19,4,2009,9,47,0
5,3738,8,13,12,2013,20,31,0
4,2795,1,13,1,2005,9,30,0
5,2418,2,2,11,2007,18,30,0
5,17935,8,16,10,2009,8,0,0
7,199,8,18,5,2014,20,0,0
2,3788,4,22,7,2008,8,22,0
7,1671,2,20,4,2003,16,40,0
4,166,10,29,10,2009,14,26,0
6,2472,8,19,11,2005,12,0,0
2,223,10,8,2,2005,13,27,0
3,8223,2,19,3,2003,16,25,0
2,1459,5,2,9,2008,18,30,0
5,2601,3,5,11,2010,18,30,0
6,1009,2,5,9,2009,23,0,0
6,12220,9,6,5,2006,23,30,0
5,511,4,24,9,2010,14,15,0
3,2186,8,14,12,2011,15,0,0
7,551,5,30,12,2007,2,40,0
4,4310,2,8,1,2009,23,30,0
1,13521,8,21,6,2004,15,4,0
4,11193,3,22,3,2012,9,0,0
6,4808,9,7,2,2015,8,8,0
5,5785,4,3,9,2004,13,30,0
7,12912,3,17,6,2007,1,30,0
4,7766,4,23,8,2012,16,30,0
6,8491,3,21,10,2006,18,20,0
1,166,10,16,3,2009,15,20,0
6,7668,4,7,3,2009,12,40,0
5,4656,8,9,8,2013,10,0,0
5,11317,8,21,3,2008,2,59,0
5,125,2,8,8,2008,16,0,0
7,6327,7,23,2,2014,18,0,0
1,9784,8,13,10,2003,17,35,0
5,1269,8,1,5,2015,21,30,0
5,1420,1,14,6,2013,12,15,0
3,2626,1,22,3,2006,11,32,0
3,925,2,16,4,2003,23,37,0
6,1297,1,21,5,2011,0,30,0
7,11609,9,9,2,2014,2,0,0
5,2582,4,2,6,2006,12,56,0
4,1042,3,19,10,2006,20,34,0
1,232,4,29,4,2013,23,45,0
7,10424,3,18,7,2010,20,35,0
7,653,10,26,9,2010,14,0,0
3,77,10,2,5,2007,19,35,0
1,772,10,30,9,2013,12,0,0
2,1379,1,26,12,2006,15,17,0
