"day","address","location","date","month","year","hour","min","DISORDERLYCONDUCT"
6,9404,8,7,5,2011,9,0,0
6,83,2,18,6,2005,22,30,0
2,4022,5,5,8,2014,6,55,0
1,10038,3,13,9,2004,10,0,0
6,2236,4,24,3,2007,0,21,0
5,125,2,21,2,2014,12,38,0
5,1560,4,26,12,2014,5,0,0
1,3937,4,26,7,2010,2,9,0
6,779,2,12,7,2008,13,30,0
6,1156,8,4,9,2004,3,32,0
3,3991,8,31,3,2004,22,30,0
7,1518,4,22,3,2015,2,0,0
2,125,2,29,5,2007,23,40,0
5,2332,2,25,7,2003,16,30,0
5,5372,1,22,4,2005,18,33,0
7,2079,9,15,7,2012,10,0,0
6,8302,7,3,5,2003,0,15,0
5,959,10,26,6,2009,13,0,0
1,5416,5,13,6,2011,8,0,0
5,870,4,22,8,2014,23,53,0
2,11086,8,2,9,2014,17,45,0
4,2911,10,10,7,2003,15,30,0
5,359,10,21,2,2003,18,0,0
1,10417,7,6,9,2010,16,40,0
4,4136,1,18,10,2007,23,0,0
6,7836,8,7,5,2011,4,1,0
4,11956,3,15,6,2006,14,14,0
3,5245,5,29,10,2014,16,0,0
2,363,2,11,12,2012,16,30,0
5,23154,8,7,3,2003,10,30,0
6,13419,9,2,6,2012,0,30,0
2,7869,4,7,1,2014,22,30,0
5,2579,2,9,1,2009,10,49,0
7,8954,4,13,12,2009,12,0,0
7,3340,4,9,3,2014,1,0,0
5,1448,8,29,7,2005,22,0,0
1,1091,10,3,10,2005,22,20,0
4,2618,3,23,3,2006,16,15,0
2,4067,1,31,3,2015,18,55,0
3,13794,4,23,3,2005,18,0,0
4,2706,10,10,2,2005,14,39,0
1,14121,9,13,4,2009,9,11,0
6,13619,7,7,8,2004,6,15,0
5,1136,4,11,3,2005,8,45,0
2,1191,10,28,11,2006,22,50,0
2,5920,9,17,9,2013,13,20,0
7,277,10,25,2,2007,22,43,0
7,9889,5,10,8,2003,0,1,0
2,1943,2,8,2,2005,12,44,0
6,2783,4,9,4,2005,7,36,0
6,11473,3,14,8,2010,18,30,0
1,14546,8,3,8,2009,23,30,0
5,1827,2,18,10,2013,13,0,0
7,1130,2,11,9,2005,14,45,0
6,2535,4,11,7,2009,21,22,0
6,3647,1,22,8,2009,11,30,0
1,13153,6,14,10,2013,0,1,0
4,1643,5,26,1,2006,15,0,0
2,8223,2,20,7,2004,14,50,0
7,1431,10,10,10,2010,22,40,0
2,2675,4,15,11,2011,2,0,0
4,16098,8,14,7,2011,12,0,0
1,1163,4,18,8,2014,2,0,0
4,277,10,4,9,2014,19,12,0
4,2706,10,5,2,2009,13,20,0
2,6811,3,5,8,2008,23,0,0
6,5975,7,3,12,2011,0,30,0
7,259,5,19,6,2005,8,0,0
5,23062,6,10,1,2003,22,30,0
5,1722,2,25,7,2014,13,30,0
2,435,10,7,1,2014,4,30,0
7,16673,3,14,8,2005,17,30,0
4,12912,3,1,6,2006,22,0,0
4,5389,5,11,8,2005,11,58,0
4,5069,3,10,6,2004,14,22,0
7,4741,5,28,6,2009,15,0,0
5,1214,10,29,11,2013,18,0,0
4,957,2,30,6,2011,9,9,0
7,3114,9,9,2,2003,8,30,0
2,744,10,17,9,2013,15,55,0
7,2383,5,26,9,2010,2,0,0
5,17658,9,1,7,2011,6,30,0
6,1809,10,8,4,2006,22,30,0
6,269,1,6,9,2014,23,50,0
7,2910,1,22,4,2007,17,0,0
1,923,1,19,8,2013,12,0,0
3,408,2,2,10,2013,13,22,0
4,4284,1,23,9,2010,9,0,0
2,949,5,6,9,2005,10,20,0
1,9629,5,23,11,2009,13,7,0
5,2646,5,5,4,2013,16,20,0
6,648,2,25,3,2006,18,45,0
1,310,8,9,8,2010,0,1,0
3,3358,9,26,11,2014,19,30,0
7,4321,3,20,4,2008,19,0,0
6,77,10,15,6,2013,8,30,0
4,1772,2,25,7,2013,16,55,0
3,9678,6,11,7,2007,18,30,0
1,4502,1,7,8,2006,22,0,0
4,21810,4,28,10,2004,11,45,0
5,21233,9,18,4,2003,11,0,0
3,1695,3,20,4,2005,8,0,0
7,1954,10,7,10,2007,2,34,0
5,9631,4,5,5,2006,12,0,0
3,1676,2,30,11,2011,12,30,0
7,215,4,6,10,2013,20,24,0
5,4502,1,12,7,2013,15,30,0
7,5314,1,30,5,2004,22,0,0
4,6284,2,16,12,2010,18,0,0
1,3781,8,24,12,2012,21,40,0
3,2120,3,1,11,2006,5,30,0
2,534,4,27,5,2008,10,0,0
6,6166,2,4,10,2008,16,20,0
4,1334,3,30,12,2010,10,0,0
2,10338,4,27,5,2003,20,10,0
5,571,2,30,5,2003,0,15,0
5,8985,4,4,11,2011,8,0,0
6,6453,7,17,12,2005,14,0,0
5,5054,2,5,3,2004,20,4,0
5,12237,7,13,6,2008,10,0,0
2,1956,7,28,4,2015,14,30,0
5,17834,2,8,2,2008,13,20,0
5,10525,9,21,3,2008,16,33,0
2,5733,9,25,5,2004,23,0,0
7,5464,5,12,8,2007,1,35,0
6,3861,8,21,10,2006,21,0,0
2,1635,1,21,1,2003,21,48,0
1,11970,9,19,9,2005,6,45,0
6,1954,10,21,2,2009,12,18,0
5,1214,10,3,10,2008,8,0,0
2,408,2,31,5,2005,15,30,0
2,13832,8,2,10,2007,14,45,0
4,1415,4,7,4,2005,12,0,0
5,8613,6,15,7,2005,5,15,0
3,2490,3,6,4,2011,12,50,0
2,14214,4,12,12,2006,21,0,0
2,9033,5,21,7,2009,13,0,0
5,2498,5,3,5,2013,12,0,0
1,511,4,22,12,2003,20,40,0
3,2247,1,19,2,2014,10,0,0
7,102,10,26,1,2014,19,5,0
5,6729,9,17,11,2006,13,30,0
7,8183,3,9,2,2003,16,0,0
5,6818,5,1,10,2004,5,0,0
2,4387,9,6,2,2007,17,45,0
5,1339,2,29,10,2004,20,15,0
5,6115,3,9,3,2007,15,0,0
4,1212,1,16,4,2015,19,0,0
5,268,1,17,4,2015,18,0,0
4,1722,2,26,1,2012,13,0,0
3,5425,7,25,7,2007,4,48,0
5,2422,6,10,1,2003,9,30,0
2,439,7,17,10,2006,18,0,0
3,7802,5,14,12,2011,13,55,0
5,2686,4,28,11,2014,13,38,0
5,2835,10,20,8,2004,8,15,0
5,9291,9,9,4,2010,14,0,0
7,6452,4,18,11,2007,3,45,0
3,105,5,10,12,2014,11,0,0
1,13787,3,21,2,2011,15,0,0
3,3211,3,27,1,2010,18,30,0
6,13461,1,22,3,2014,14,45,0
5,408,2,25,7,2008,16,30,0
1,853,2,23,7,2012,1,0,0
4,772,10,27,5,2004,7,57,0
7,6303,5,15,6,2003,22,0,0
1,1595,9,4,10,2010,7,30,0
4,978,1,1,10,2009,1,30,0
3,9147,8,26,11,2014,2,0,0
6,2810,2,6,10,2007,3,0,0
4,146,10,1,5,2008,12,51,0
1,2811,1,16,3,2009,2,40,0
3,5318,5,16,5,2007,3,49,0
3,10733,6,27,12,2006,8,26,0
3,157,10,20,10,2010,6,43,0
6,11086,8,6,3,2004,21,30,0
6,102,10,3,11,2012,18,11,0
6,8980,3,16,11,2013,18,15,0
2,3395,8,17,9,2013,1,18,0
4,1203,2,6,9,2012,19,45,0
5,905,5,5,3,2004,12,30,0
4,20714,2,29,11,2007,17,23,0
2,8640,3,19,2,2013,7,0,0
2,408,2,4,9,2012,12,10,0
2,4628,9,8,1,2013,16,30,0
7,2963,3,13,12,2009,16,0,0
7,1435,2,12,8,2012,2,0,0
2,6855,8,20,3,2007,11,9,0
5,4824,4,23,9,2005,3,0,0
2,203,2,13,5,2014,8,0,0
1,6148,4,24,12,2007,9,30,0
7,1273,10,3,7,2005,20,55,0
6,220,4,21,4,2012,1,40,0
3,5403,10,9,1,2008,10,35,0
5,3257,9,10,2,2012,21,0,0
1,427,2,9,11,2009,16,32,0
2,2824,4,2,10,2012,22,15,0
5,8732,4,16,4,2004,11,25,0
2,2493,1,10,11,2009,12,0,0
2,1119,2,7,8,2012,15,20,0
1,7499,8,6,1,2003,9,0,0
3,400,3,5,4,2006,21,30,0
5,7292,5,22,4,2005,13,0,0
5,507,5,9,3,2012,19,36,0
3,8210,3,15,4,2009,9,30,0
5,407,5,23,2,2007,12,14,0
1,1597,8,30,5,2011,14,15,0
6,4709,5,2,6,2012,21,0,0
3,5824,9,20,9,2006,8,30,0
6,16082,2,16,7,2005,5,14,0
2,15091,9,13,7,2010,13,0,0
4,12240,8,1,10,2009,9,0,0
4,125,2,4,3,2004,15,49,0
7,125,2,17,5,2009,20,0,0
2,114,8,27,11,2007,19,30,0
6,132,7,10,1,2015,19,43,0
6,1245,10,13,1,2007,17,50,0
3,9218,2,1,4,2009,14,54,0
6,2995,5,9,8,2003,1,0,0
2,1462,4,27,4,2004,23,54,0
2,7598,3,18,3,2008,16,0,0
4,1775,4,11,2,2010,22,41,0
6,3952,1,11,9,2010,19,15,0
5,392,4,31,10,2008,9,40,0
7,12,5,3,7,2005,14,0,0
4,310,8,8,3,2007,1,0,0
4,239,6,7,4,2011,15,0,0
4,907,6,12,7,2012,8,31,0
3,2857,5,7,7,2004,13,5,0
5,4832,4,11,12,2009,11,24,0
7,21770,1,15,6,2003,13,15,0
2,896,2,22,1,2008,15,50,0
7,9980,8,19,10,2014,17,0,0
1,5008,1,16,3,2015,22,30,0
6,13584,3,21,5,2005,2,0,0
5,2097,3,3,10,2003,1,8,0
5,1243,5,4,9,2009,9,30,0
6,15710,9,12,7,2008,22,0,0
2,6402,5,11,11,2008,9,15,0
4,3396,10,17,6,2010,17,41,0
1,779,2,15,9,2008,0,47,0
5,17133,9,15,6,2007,20,30,0
6,10615,8,27,1,2007,15,0,0
6,1812,3,24,3,2012,12,0,0
1,4576,6,7,7,2014,20,30,0
7,7722,1,28,8,2011,12,0,0
1,3318,9,13,4,2015,0,8,0
7,5531,9,29,8,2010,18,55,0
1,2737,3,11,6,2012,16,17,0
4,5340,6,8,7,2004,8,50,0
2,1620,10,8,1,2008,21,30,0
1,9676,3,3,3,2008,3,13,0
6,4935,7,25,8,2012,17,0,0
6,4405,5,31,7,2010,18,5,0
4,3537,4,24,7,2008,20,40,0
2,21912,8,8,7,2003,12,0,0
1,408,2,6,1,2014,20,26,0
4,196,5,1,6,2006,1,30,0
6,6594,3,4,10,2008,8,37,0
6,1996,2,22,10,2011,0,1,0
1,7596,4,24,12,2012,21,30,0
5,3717,6,5,10,2007,0,59,0
6,747,2,2,7,2011,1,53,0
1,13520,8,3,2,2003,6,0,0
7,1121,10,20,4,2003,10,0,0
4,1625,2,22,1,2004,14,30,0
7,1007,5,31,7,2011,0,30,0
3,2554,4,13,7,2005,18,44,0
7,2343,9,29,6,2003,2,0,0
4,7792,1,2,9,2004,17,0,0
6,10659,4,29,12,2012,23,44,0
3,2739,2,24,7,2013,20,0,0
7,363,2,31,12,2006,16,20,0
1,8467,3,22,12,2014,19,29,0
3,4280,4,23,12,2009,21,47,0
6,5583,9,5,5,2007,20,3,0
5,93,7,6,3,2009,14,51,0
2,6634,1,2,9,2003,16,30,0
4,125,2,20,10,2005,14,0,0
1,8644,6,15,9,2008,12,0,0
4,927,1,9,7,2009,11,0,0
3,323,9,22,2,2012,19,30,0
5,2118,5,22,9,2006,23,28,0
1,3414,10,31,10,2011,7,0,0
6,1563,7,1,5,2004,0,30,0
5,1473,1,8,4,2005,17,0,0
1,1692,6,30,4,2012,14,31,0
5,14251,8,27,1,2006,8,0,0
4,6648,9,25,12,2008,13,18,0
7,4883,7,14,6,2009,0,1,0
5,4876,3,7,9,2007,21,40,0
7,4222,6,11,9,2011,14,30,0
5,11237,6,14,5,2004,23,0,0
7,9486,1,12,2,2006,4,2,0
1,1507,10,29,4,2013,22,53,0
3,4867,1,18,3,2015,7,5,0
1,909,4,6,8,2012,7,4,0
3,2554,4,8,8,2012,23,0,0
1,6754,1,5,3,2007,17,0,0
3,4502,1,7,4,2010,11,0,0
3,10687,4,5,3,2008,19,45,0
5,772,10,16,11,2007,9,29,0
4,2046,2,26,6,2014,21,23,0
7,1007,5,17,1,2010,1,45,0
3,4682,1,23,3,2011,14,45,0
5,8610,5,17,10,2014,23,30,0
5,2657,6,17,12,2010,19,0,0
1,8343,8,3,3,2014,2,0,0
6,2559,5,18,4,2009,23,0,0
2,821,10,17,9,2013,6,41,0
7,999,1,15,1,2012,2,30,0
4,13933,8,29,11,2012,1,45,0
7,419,5,23,4,2006,7,40,0
1,3765,5,14,6,2010,4,20,0
1,17000,1,19,9,2011,23,25,0
1,1133,7,27,9,2004,15,0,0
5,2739,2,25,1,2008,18,0,0
5,98,4,4,10,2013,18,0,0
7,189,2,26,7,2009,16,0,0
6,534,4,1,1,2011,14,37,0
7,166,10,20,5,2007,18,50,0
2,3237,5,29,10,2013,0,9,0
5,242,10,18,9,2009,13,30,0
4,2848,2,28,11,2013,1,29,0
4,13138,6,23,2,2006,8,10,0
4,21795,5,10,6,2004,15,40,0
6,19708,7,3,10,2009,14,0,0
7,408,2,13,7,2008,15,5,0
1,435,10,8,11,2004,14,20,0
5,2114,9,26,7,2013,17,25,0
7,125,2,8,9,2013,15,55,0
3,213,4,24,2,2010,7,30,0
3,125,2,17,9,2003,17,30,0
3,7423,1,17,4,2013,14,35,0
5,6184,3,13,11,2009,18,30,0
5,5140,6,21,8,2009,1,10,0
4,2092,7,3,11,2011,17,35,0
4,1091,10,7,2,2013,9,43,0
1,6465,4,16,2,2015,22,18,0
5,8181,4,16,6,2006,19,43,0
1,6077,2,12,11,2012,13,40,0
1,18891,3,24,1,2011,22,49,0
1,2143,8,6,2,2012,6,39,0
7,11199,5,3,7,2011,14,0,0
7,2303,5,19,4,2015,16,0,0
5,82,4,30,4,2004,7,45,0
5,2386,2,1,7,2011,12,10,0
3,830,10,11,1,2006,18,50,0
6,4035,6,7,8,2004,2,0,0
6,76,5,4,6,2011,4,30,0
3,648,2,21,8,2013,12,10,0
4,15520,3,26,6,2008,12,30,0
1,6986,7,20,1,2003,15,30,0
3,872,2,18,3,2009,18,15,0
4,6113,5,26,1,2006,17,0,0
5,22263,6,30,5,2003,18,30,0
2,10687,4,14,5,2013,16,0,0
6,1967,3,20,5,2006,11,0,0
6,233,8,23,8,2014,20,0,0
3,4875,2,26,5,2004,19,10,0
6,643,4,27,3,2010,5,1,0
4,504,4,27,1,2005,18,27,0
1,715,5,15,5,2006,16,30,0
2,1791,2,17,10,2006,12,27,0
4,93,7,9,8,2007,16,45,0
5,125,2,8,2,2013,23,0,0
7,7039,5,6,5,2007,21,15,0
6,2483,1,15,1,2005,15,55,0
1,11322,3,30,5,2005,1,5,0
3,5083,3,7,8,2013,8,55,0
2,7886,4,10,1,2012,21,50,0
1,12783,8,7,2,2005,7,54,0
1,15456,3,21,3,2005,23,0,0
4,761,6,19,8,2004,18,0,0
6,9678,6,3,10,2009,2,38,0
6,1041,5,23,2,2013,13,35,0
3,18566,9,17,5,2006,7,48,0
1,6313,3,8,1,2007,15,46,0
3,3524,3,21,7,2004,22,19,0
4,1287,2,30,9,2004,10,30,0
7,4485,1,17,7,2011,23,30,0
4,3388,2,11,2,2010,15,0,0
5,10236,6,7,8,2009,16,0,0
4,1692,6,4,9,2003,0,54,0
1,3671,2,24,11,2014,11,32,0
5,1353,4,9,3,2007,16,0,0
6,4386,8,3,5,2003,21,30,0
2,10752,8,29,4,2003,2,30,0
5,797,4,1,6,2007,18,0,0
3,11171,1,9,1,2013,18,0,0
2,1071,5,17,3,2015,14,15,0
2,1361,10,29,9,2009,9,45,0
1,3364,5,24,5,2004,15,30,0
5,828,1,27,12,2013,18,0,0
1,198,1,16,2,2015,6,0,0
4,1216,4,3,11,2005,11,45,0
1,5011,10,22,12,2003,7,5,0
3,14303,7,22,8,2012,19,0,0
3,2016,6,22,3,2006,1,55,0
7,3345,3,26,7,2009,12,15,0
2,2433,3,6,2,2007,18,0,0
5,458,6,3,4,2009,11,42,0
3,6810,6,12,11,2014,20,0,0
7,8533,2,7,9,2008,10,15,0
5,14350,9,14,1,2005,18,0,0
3,2931,2,12,11,2014,22,15,0
5,465,4,2,11,2007,17,40,0
1,27,5,7,1,2013,18,15,0
4,12125,6,7,2,2013,13,0,0
5,232,4,15,7,2005,16,40,0
1,125,2,27,9,2004,16,10,0
5,501,4,10,1,2003,16,0,0
5,7309,7,25,3,2011,12,50,0
2,559,6,5,8,2014,6,40,0
4,155,2,26,12,2013,14,25,0
2,4095,7,24,1,2006,8,0,0
6,5548,4,20,4,2013,11,53,0
3,323,9,7,1,2015,19,40,0
2,7486,1,12,6,2012,2,56,0
1,13566,9,1,9,2003,19,37,0
3,6478,9,23,1,2008,13,0,0
3,4587,1,14,7,2010,16,40,0
2,7473,9,8,7,2003,23,50,0
6,1091,10,14,6,2008,17,0,0
1,14219,9,29,9,2003,0,1,0
6,2955,3,7,9,2013,9,0,0
5,19656,8,30,10,2009,19,0,0
5,7033,8,13,7,2007,16,52,0
5,7724,5,18,4,2014,0,30,0
6,361,2,7,5,2011,2,0,0
2,5591,5,30,9,2014,20,0,0
5,2868,7,3,6,2005,12,0,0
7,13583,4,26,3,2006,21,15,0
1,830,10,11,6,2012,11,50,0
6,5464,5,19,4,2003,22,27,0
1,9956,5,28,5,2007,3,0,0
1,13339,8,11,6,2012,22,18,0
5,6610,1,4,11,2005,22,10,0
5,2040,9,20,8,2004,18,15,0
6,5508,1,20,9,2014,13,30,0
7,2383,5,9,8,2009,23,50,0
5,504,4,3,10,2014,14,5,0
1,150,10,22,2,2010,9,30,0
5,3498,3,6,2,2004,2,0,0
4,872,2,23,8,2007,11,0,0
7,9719,4,12,8,2007,12,15,0
6,2803,10,25,1,2014,17,16,0
6,2413,8,8,10,2005,23,0,0
3,5617,9,15,4,2009,18,0,0
5,4118,7,8,3,2013,0,50,0
3,12165,8,25,7,2012,10,39,0
5,1535,7,16,12,2011,2,30,0
5,11477,6,27,6,2014,11,0,0
4,4140,10,17,5,2007,3,0,0
2,2736,5,30,4,2013,12,0,0
4,992,1,16,6,2011,19,30,0
2,8756,5,7,1,2003,7,0,0
3,2050,6,5,2,2003,1,0,0
7,20174,8,14,12,2008,1,57,0
4,3056,8,9,7,2009,18,45,0
2,2802,5,10,12,2013,0,1,0
5,9807,9,27,1,2006,18,0,0
7,5502,7,14,7,2013,12,30,0
7,6639,4,21,11,2010,2,0,0
6,568,4,21,5,2011,15,30,0
6,20419,2,13,12,2003,23,0,0
6,5156,4,6,4,2013,2,25,0
4,1080,8,15,11,2007,15,0,0
6,10367,8,30,11,2013,15,10,0
3,1090,4,15,4,2015,21,14,0
6,17461,8,8,10,2005,5,30,0
7,125,2,22,5,2005,6,30,0
1,14880,2,18,2,2008,23,40,0
2,1606,2,14,10,2003,15,0,0
7,125,2,9,9,2007,22,43,0
6,3772,4,24,1,2004,19,52,0
2,1214,10,2,9,2008,12,49,0
5,12442,1,13,6,2014,8,25,0
6,3334,5,28,11,2009,9,40,0
6,16208,3,5,5,2012,9,30,0
4,1518,4,20,3,2014,13,2,0
1,359,10,14,4,2003,11,50,0
6,20852,5,28,7,2007,9,5,0
7,1133,7,17,7,2005,1,50,0
7,2428,5,7,10,2007,3,36,0
6,644,1,22,8,2009,3,0,0
7,2829,8,21,10,2012,7,33,0
3,689,7,6,4,2005,20,34,0
1,2904,2,28,4,2003,23,15,0
5,3308,4,13,12,2013,3,40,0
7,8087,9,26,2,2006,14,40,0
5,2681,1,26,12,2014,11,25,0
4,10155,8,16,10,2014,0,1,0
3,978,1,13,6,2012,13,21,0
3,566,4,11,7,2012,13,10,0
5,1967,3,15,12,2006,13,16,0
7,3604,4,10,3,2013,16,59,0
5,4023,10,23,8,2013,3,0,0
2,1991,10,26,6,2012,12,23,0
2,213,4,5,8,2003,16,20,0
4,2950,3,22,1,2009,17,17,0
2,3050,1,19,8,2008,19,20,0
2,3581,7,26,6,2007,21,6,0
4,4922,3,20,9,2007,17,0,0
2,14266,9,8,1,2008,12,0,0
4,70,10,12,12,2013,11,0,0
2,8042,9,26,1,2010,16,23,0
7,186,10,17,11,2013,15,40,0
7,13295,6,16,1,2011,23,0,0
7,13030,4,12,2,2006,9,45,0
1,7517,2,17,5,2010,22,43,0
4,3281,2,17,4,2014,12,55,0
6,16658,3,4,10,2003,21,0,0
2,504,4,26,6,2007,3,0,0
7,21775,2,21,9,2003,23,22,0
6,5259,5,28,11,2009,15,0,0
6,1662,4,20,11,2010,0,20,0
4,325,8,12,6,2003,15,0,0
4,9083,9,27,11,2014,1,23,0
7,538,8,31,7,2011,19,25,0
1,5121,5,20,1,2003,19,32,0
1,2855,1,2,2,2004,11,6,0
5,3627,5,27,6,2003,17,35,0
7,2790,3,8,3,2015,17,15,0
6,189,2,14,12,2013,17,0,0
4,3179,5,23,9,2010,7,25,0
6,9904,3,5,9,2009,10,45,0
1,2958,5,5,3,2012,15,40,0
2,11844,8,3,10,2006,11,45,0
4,2294,9,22,3,2012,15,10,0
4,10121,3,28,5,2009,7,0,0
5,2904,2,5,10,2012,8,30,0
5,12438,6,27,7,2007,15,45,0
2,1954,10,14,10,2008,21,20,0
3,1235,5,8,2,2012,23,0,0
2,7569,9,22,6,2004,10,0,0
7,12862,6,13,7,2008,16,0,0
4,1991,10,29,10,2009,12,0,0
1,468,2,22,7,2013,21,50,0
1,1346,4,26,5,2003,19,0,0
5,9799,6,21,9,2012,20,30,0
5,12439,7,13,6,2014,10,0,0
1,2790,3,23,6,2003,9,35,0
7,18941,3,23,3,2008,22,40,0
4,17033,7,1,11,2012,9,45,0
7,1297,1,22,4,2012,1,18,0
2,1431,10,3,3,2009,7,50,0
3,11216,2,14,7,2010,2,30,0
4,14493,3,7,4,2005,20,48,0
2,354,10,11,5,2004,22,50,0
1,9082,6,18,8,2008,16,0,0
4,1202,6,13,1,2005,3,36,0
7,700,5,25,3,2012,1,30,0
5,10222,3,20,3,2009,0,1,0
6,12919,8,24,8,2013,14,13,0
3,554,10,17,10,2007,17,0,0
3,403,7,12,11,2008,11,20,0
4,8352,3,13,11,2003,17,15,0
7,4062,4,2,12,2012,20,17,0
1,342,2,5,7,2004,13,30,0
2,744,10,2,5,2006,8,45,0
1,12368,3,23,6,2014,0,30,0
7,230,1,29,12,2013,19,30,0
3,15764,8,31,10,2007,16,36,0
4,354,10,17,9,2009,6,27,0
6,213,4,8,3,2003,9,2,0
1,6815,6,26,12,2005,14,0,0
2,2856,8,14,11,2006,14,0,0
2,1040,1,17,2,2009,12,0,0
5,3263,6,27,1,2012,12,0,0
4,8439,6,20,2,2014,8,10,0
2,2879,5,9,7,2013,10,54,0
4,6891,4,3,4,2014,8,55,0
3,5586,4,5,5,2010,10,44,0
5,125,2,28,1,2005,8,50,0
3,3906,5,15,6,2011,0,1,0
2,11065,8,27,4,2004,15,11,0
1,713,4,1,4,2013,15,30,0
5,5293,3,4,11,2011,7,15,0
7,1240,1,11,1,2009,2,0,0
4,2162,5,13,7,2006,19,30,0
2,4323,1,22,3,2005,0,1,0
2,4841,9,3,2,2004,7,45,0
1,107,8,2,2,2015,12,0,0
1,53,1,15,9,2003,17,0,0
5,534,4,16,5,2003,23,25,0
4,1538,8,15,10,2009,8,45,0
6,9469,3,3,7,2010,21,2,0
5,1501,5,19,9,2003,16,51,0
2,899,4,6,2,2007,11,20,0
3,21233,9,28,6,2006,23,30,0
3,4300,2,18,8,2004,0,25,0
1,17745,8,2,8,2004,13,13,0
6,125,2,23,8,2003,14,0,0
3,5220,5,13,12,2006,14,0,0
4,18825,3,4,11,2010,12,23,0
3,83,2,21,1,2004,14,22,0
1,14123,5,4,10,2010,23,40,0
1,146,10,11,12,2006,14,30,0
2,7977,8,10,6,2014,1,41,0
4,4174,3,28,10,2004,23,0,0
7,4535,1,20,10,2013,20,0,0
2,125,2,23,6,2009,13,0,0
7,4300,2,22,3,2015,22,5,0
4,8044,9,30,6,2005,0,44,0
5,10531,4,7,9,2007,18,15,0
6,430,1,19,4,2003,4,4,0
3,6759,4,10,3,2010,15,50,0
3,748,5,28,6,2006,14,25,0
5,5408,5,20,4,2012,22,44,0
5,1954,10,23,1,2009,14,20,0
2,12108,8,23,6,2009,1,25,0
5,8261,9,11,1,2008,0,1,0
7,10053,7,31,5,2009,18,45,0
3,7212,8,16,4,2003,20,0,0
3,21591,4,18,5,2005,17,30,0
2,17294,9,27,6,2006,17,30,0
2,4543,3,28,5,2013,15,17,0
7,10514,9,27,1,2013,22,53,0
1,2847,9,22,12,2008,10,34,0
6,14723,9,2,11,2013,12,0,0
4,3396,10,22,1,2009,22,53,0
3,7784,2,20,9,2006,19,0,0
2,2862,10,9,6,2009,14,25,0
2,3,5,6,8,2013,21,30,0
4,189,2,13,11,2014,22,0,0
2,1760,10,28,4,2009,11,6,0
7,2222,1,7,3,2004,9,45,0
4,7519,1,22,1,2004,19,0,0
2,2544,4,15,4,2008,8,30,0
3,478,1,1,11,2006,0,1,0
4,21142,8,13,1,2005,19,0,0
2,10999,7,8,3,2011,8,40,0
4,12712,5,16,6,2011,14,30,0
1,779,2,11,1,2010,11,22,0
3,765,3,9,3,2005,21,0,0
2,3854,4,7,1,2014,19,0,0
2,1620,10,22,2,2005,16,25,0
6,13063,4,7,8,2004,12,57,0
1,10469,9,22,7,2013,19,51,0
3,1220,10,22,1,2014,16,49,0
6,2052,4,27,12,2008,19,30,0
3,4230,6,12,6,2013,0,1,0
5,610,2,11,2,2005,11,0,0
4,2911,10,20,9,2007,13,45,0
7,182,4,8,2,2009,12,21,0
7,2241,4,19,4,2015,20,35,0
3,2909,2,27,6,2012,12,27,0
6,528,10,9,4,2011,16,22,0
7,8454,3,9,4,2006,12,0,0
6,6722,1,22,3,2003,22,0,0
6,485,2,14,6,2003,0,45,0
2,1975,2,1,6,2010,12,0,0
2,601,9,18,5,2010,11,43,0
1,1878,1,7,6,2004,21,15,0
1,5615,3,12,6,2006,16,41,0
1,1615,2,11,7,2011,1,0,0
7,83,2,8,2,2015,17,20,0
1,16252,4,1,4,2013,19,57,0
3,4155,8,23,1,2013,7,58,0
7,9475,4,27,2,2011,2,0,0
7,511,4,16,11,2014,12,0,0
7,92,1,23,9,2012,10,30,0
4,19568,3,11,11,2004,12,40,0
5,21814,5,15,10,2004,5,30,0
5,5211,3,1,6,2007,12,29,0
3,2159,10,14,11,2007,21,0,0
4,10082,1,22,1,2009,0,1,0
5,67,4,23,1,2004,14,30,0
1,5744,8,6,12,2004,16,0,0
2,1362,5,9,12,2014,23,8,0
2,2844,9,27,4,2004,1,52,0
4,13922,8,28,6,2012,0,1,0
1,22415,5,2,2,2004,10,30,0
6,16502,7,3,4,2004,2,0,0
7,2162,5,5,11,2006,23,29,0
5,36,2,26,11,2004,13,15,0
4,644,1,6,3,2014,23,41,0
1,6184,3,11,7,2011,17,45,0
4,9543,4,11,8,2005,21,12,0
7,3611,3,31,12,2006,0,30,0
4,102,10,1,6,2006,0,1,0
1,468,2,16,2,2009,15,32,0
5,7696,1,25,2,2011,23,25,0
4,4415,5,2,6,2005,18,59,0
6,7647,8,1,12,2007,20,5,0
6,3285,1,19,4,2003,0,30,0
2,5696,2,18,10,2005,22,50,0
4,1786,8,7,9,2006,10,0,0
1,1781,3,26,4,2004,10,54,0
4,22308,9,24,6,2004,22,29,0
3,1305,1,6,3,2013,18,0,0
3,408,2,14,5,2014,12,0,0
2,8386,1,8,1,2013,12,8,0
3,5514,2,24,6,2009,18,50,0
6,304,4,31,5,2003,10,25,0
4,125,2,5,9,2013,10,0,0
3,3011,1,30,11,2011,12,50,0
6,11058,8,20,9,2003,18,0,0
6,18297,3,23,4,2011,16,30,0
7,27,5,25,1,2015,1,0,0
1,6733,9,20,8,2007,19,55,0
4,7126,2,26,12,2013,11,0,0
1,15453,3,24,6,2013,20,29,0
5,5509,2,18,5,2007,20,35,0
7,5122,4,18,10,2009,1,0,0
