"day","address","location","date","month","year","hour","min","FAMILYOFFENSES"
5,2564,5,25,7,2003,5,18,0
6,1404,7,11,7,2009,16,0,0
7,102,10,20,4,2008,0,55,0
5,4769,4,22,4,2011,21,53,0
3,870,4,18,4,2007,9,50,0
4,2536,3,20,10,2005,11,45,0
6,20244,5,1,11,2008,17,35,0
3,3517,5,6,2,2013,8,0,0
3,13,3,16,5,2007,1,15,0
6,1364,8,28,1,2012,18,50,0
6,37,2,23,9,2006,23,45,0
3,3598,8,22,1,2003,13,0,0
5,125,2,17,4,2015,15,0,0
6,157,10,8,10,2011,0,1,0
6,2855,1,5,5,2007,16,0,0
1,323,9,23,1,2006,17,25,0
4,1984,9,20,4,2006,12,0,0
1,3611,3,7,2,2011,13,3,0
4,7607,8,7,2,2013,17,0,0
7,6100,8,1,1,2006,0,1,0
3,93,7,19,9,2012,10,52,0
6,6006,7,10,8,2013,14,55,0
6,9316,9,1,5,2004,0,1,0
5,10903,3,25,3,2011,8,45,0
6,3716,3,5,9,2009,11,14,0
3,2077,4,19,3,2014,12,0,0
7,1091,10,28,1,2007,17,8,0
6,4412,9,2,12,2006,19,0,0
4,83,2,8,9,2005,15,30,0
2,5039,1,8,1,2008,19,15,0
2,392,4,13,10,2009,17,0,0
2,8449,7,22,2,2011,11,59,0
4,1506,7,25,2,2010,13,15,0
5,17961,8,24,2,2012,18,25,0
5,2053,7,28,7,2006,12,0,0
6,2462,2,31,10,2009,10,30,0
3,14717,6,9,2,2005,13,50,0
1,5744,8,28,5,2007,12,24,0
5,10602,1,4,5,2012,8,50,0
7,356,3,17,5,2009,17,26,0
4,692,4,8,1,2004,10,45,0
1,1363,3,16,3,2015,5,11,0
3,1203,2,23,3,2005,9,0,0
5,8533,2,4,5,2012,17,30,0
6,5508,1,8,2,2014,18,0,0
5,1350,3,15,6,2007,17,30,0
3,3487,9,3,9,2003,20,0,0
2,13419,9,25,1,2005,12,0,0
6,5696,2,3,5,2003,21,30,0
1,5626,4,20,2,2012,8,0,0
7,12580,8,28,2,2010,0,1,0
3,4085,8,12,12,2012,16,4,0
3,3994,8,7,4,2010,21,0,0
7,14311,9,17,6,2007,18,22,0
2,2271,10,4,8,2009,19,50,0
1,2696,4,24,5,2004,3,35,0
2,125,2,14,12,2010,10,0,0
1,8849,4,30,9,2013,20,30,0
3,2490,3,13,12,2006,17,0,0
7,1016,4,23,8,2009,2,46,0
1,511,4,26,5,2014,12,16,0
4,2680,4,22,9,2011,7,30,0
2,6585,1,8,12,2009,17,0,0
6,309,2,4,10,2014,20,30,0
4,138,2,17,11,2011,2,45,0
4,3702,5,3,6,2010,9,45,0
2,10740,6,10,6,2008,18,30,0
3,2878,1,23,2,2011,13,0,0
5,3738,8,11,8,2006,19,52,0
1,11040,7,2,5,2011,2,30,0
7,2455,10,4,5,2003,21,20,0
3,2826,2,16,4,2014,17,30,0
2,4196,3,29,4,2014,15,0,0
4,3610,4,1,4,2004,13,45,0
1,4553,3,4,8,2003,12,15,0
5,83,2,3,9,2004,20,15,0
5,20,8,17,12,2010,19,0,0
5,538,8,9,3,2007,17,10,0
7,5760,1,13,7,2008,16,30,0
1,259,5,14,4,2014,12,0,0
2,2887,2,5,10,2010,10,30,0
6,2289,1,15,12,2007,9,30,0
4,7395,4,22,1,2015,12,55,0
6,9271,2,12,1,2013,23,45,0
1,11889,9,3,2,2003,0,25,0
5,3918,4,2,11,2012,17,35,0
1,408,2,7,8,2006,19,18,0
5,1260,5,6,2,2004,9,45,0
1,9825,2,6,8,2007,15,39,0
4,803,6,23,3,2006,20,0,0
1,14971,5,5,1,2009,18,56,0
5,548,10,2,5,2014,17,52,0
5,4891,4,16,7,2010,21,43,0
7,13060,1,4,12,2005,15,0,0
5,6577,5,3,10,2014,0,57,0
7,511,4,13,2,2005,13,37,0
3,435,10,29,4,2015,23,17,0
2,12148,6,21,1,2003,15,30,0
4,643,4,3,4,2008,16,0,0
6,440,3,26,3,2011,20,40,0
5,13739,1,15,6,2012,20,30,0
6,4902,4,2,11,2013,23,55,0
6,2286,8,30,6,2007,10,50,0
3,1291,1,11,6,2003,12,20,0
4,4381,8,19,5,2011,0,46,0
5,125,2,6,4,2012,15,0,0
7,14135,7,10,8,2003,0,1,0
1,2275,2,26,10,2009,0,1,0
7,628,8,17,6,2007,4,30,0
2,9606,8,25,5,2004,18,0,0
2,3747,1,27,6,2006,0,30,0
7,408,2,8,2,2015,14,52,0
2,4381,8,23,6,2009,0,16,0
3,22017,5,15,9,2004,23,0,0
2,4703,1,9,3,2010,12,26,0
2,1820,7,28,10,2014,18,0,0
5,1093,6,4,11,2011,17,5,0
5,11239,2,7,3,2014,12,0,0
7,9799,6,18,5,2008,19,30,0
3,9825,2,8,12,2004,22,0,0
6,1191,10,7,3,2009,1,15,0
7,4590,5,8,5,2005,3,48,0
6,19169,4,28,8,2010,22,0,0
5,702,10,9,8,2013,16,20,0
7,449,8,8,4,2012,11,0,0
5,3120,7,23,1,2009,15,30,0
7,7030,6,17,5,2009,18,30,0
1,4965,7,25,7,2005,15,45,0
6,6642,6,7,2,2015,18,0,0
3,7096,1,24,12,2008,15,0,0
5,125,2,12,2,2010,11,30,0
1,5054,2,15,4,2013,9,8,0
7,7174,6,25,1,2015,13,0,0
3,1791,2,23,7,2003,15,30,0
3,6053,1,28,5,2014,12,44,0
3,6114,3,30,5,2007,18,2,0
2,5653,5,30,9,2008,0,32,0
4,4543,3,13,12,2007,0,10,0
4,5905,5,21,3,2013,14,0,0
6,10819,6,2,7,2005,17,0,0
3,93,7,13,5,2009,11,31,0
6,1194,5,6,3,2004,2,17,0
7,755,4,2,11,2014,16,30,0
3,12799,6,9,12,2009,7,45,0
1,15125,7,17,9,2007,8,0,0
4,7779,2,7,8,2008,20,35,0
6,101,4,18,10,2008,17,39,0
7,1039,5,8,9,2013,2,0,0
4,1142,7,18,9,2014,15,20,0
4,3550,4,5,9,2013,6,57,0
3,8068,8,9,7,2014,12,0,0
1,11354,8,19,1,2004,17,0,0
3,594,8,8,2,2012,2,30,0
6,11533,1,23,2,2013,19,30,0
2,4587,1,27,12,2011,15,25,0
5,8714,8,7,3,2014,15,30,0
4,10439,3,3,4,2003,13,5,0
5,14233,8,30,4,2004,13,10,0
7,4478,4,10,4,2005,18,11,0
3,366,10,16,9,2009,19,5,0
7,7191,8,8,8,2004,18,15,0
3,17615,3,21,9,2005,13,57,0
3,1041,5,8,7,2009,10,30,0
7,1267,5,7,10,2007,16,58,0
2,2609,2,4,9,2012,22,45,0
5,22360,6,16,5,2003,17,0,0
7,1291,1,21,9,2014,13,50,0
6,8680,4,26,7,2008,17,30,0
5,5324,1,25,6,2004,22,20,0
6,1255,6,17,5,2014,10,39,0
2,22142,1,22,7,2003,15,30,0
1,323,9,22,8,2011,12,15,0
2,21764,2,1,4,2003,8,0,0
5,17668,3,25,1,2008,6,0,0
4,2944,2,17,11,2011,12,20,0
5,1166,8,30,4,2004,20,45,0
3,9804,8,13,7,2005,13,34,0
5,1345,1,7,4,2006,17,0,0
2,215,4,29,5,2007,18,0,0
3,11432,3,27,10,2004,14,0,0
1,504,4,12,11,2012,20,18,0
1,202,5,27,11,2006,10,10,0
5,10067,8,17,10,2014,21,29,0
7,105,5,24,4,2005,22,55,0
6,3611,3,18,10,2014,14,20,0
3,912,10,19,3,2003,17,0,0
4,1807,6,22,3,2012,14,0,0
4,1130,2,27,12,2007,3,0,0
2,940,6,30,9,2014,0,45,0
7,4668,1,20,6,2010,0,1,0
2,8033,5,25,12,2007,8,0,0
7,1019,5,22,3,2015,0,15,0
4,548,10,29,5,2008,21,0,0
7,1162,1,10,2,2013,20,3,0
5,1099,2,16,12,2011,0,27,0
6,3714,7,26,7,2008,23,0,0
2,7692,3,26,11,2013,0,1,0
3,11804,1,23,7,2014,11,50,0
7,8275,9,18,5,2003,16,46,0
6,125,2,25,2,2012,20,9,0
4,8684,8,15,11,2007,18,45,0
2,683,5,1,4,2014,15,0,0
5,8923,2,1,11,2013,6,11,0
1,1370,8,22,11,2004,22,0,0
4,5190,1,1,5,2008,12,45,0
5,2795,1,14,11,2014,16,30,0
5,14152,9,29,6,2012,21,0,0
3,7757,4,26,11,2014,20,0,0
1,1760,10,13,11,2006,19,58,0
7,213,4,10,8,2003,21,25,0
2,2341,5,17,9,2013,20,30,0
6,8499,5,19,5,2007,18,41,0
6,88,2,8,4,2006,11,45,0
6,19708,7,17,5,2008,1,39,0
2,2610,8,8,3,2011,16,45,0
1,12146,3,6,1,2003,18,45,0
4,5956,8,15,4,2004,17,20,0
3,9229,6,6,8,2014,18,0,0
5,9560,4,21,10,2005,23,0,0
4,8801,3,22,3,2007,8,30,0
2,17072,4,30,9,2008,18,0,0
3,3121,4,21,4,2010,18,56,0
4,969,2,12,1,2012,21,25,0
5,11868,8,30,12,2005,13,50,0
4,554,10,3,10,2013,10,0,0
7,6243,5,22,3,2009,0,53,0
2,548,10,18,10,2011,19,32,0
6,12591,9,4,12,2010,22,40,0
2,2847,9,18,3,2003,8,0,0
7,2181,3,26,7,2009,16,0,0
2,9717,3,2,9,2003,18,0,0
5,5164,4,15,6,2012,21,0,0
3,359,10,18,5,2005,17,35,0
7,2153,2,19,4,2009,12,0,0
5,609,8,22,8,2003,17,5,0
3,11379,8,23,1,2008,12,0,0
2,22357,6,8,6,2004,20,30,0
6,4701,5,3,5,2008,13,30,0
3,9820,7,29,10,2014,22,30,0
7,5794,9,28,12,2008,3,20,0
2,12469,3,9,7,2013,17,30,0
2,14892,8,27,12,2005,19,30,0
5,7047,1,23,1,2015,18,11,0
6,4742,5,10,3,2012,14,13,0
2,3396,10,25,12,2007,9,36,0
6,2314,1,26,7,2003,14,30,0
2,7599,6,28,9,2004,10,45,0
6,9088,8,28,7,2012,12,30,0
6,22151,5,1,11,2003,12,0,0
7,767,3,26,7,2009,8,0,0
2,1562,9,8,6,2004,15,0,0
6,10236,6,7,9,2013,5,10,0
1,5211,3,26,5,2008,13,11,0
6,2341,5,28,1,2006,12,0,0
7,1898,6,24,3,2013,23,45,0
1,451,2,26,6,2006,13,56,0
2,3676,2,28,10,2014,19,0,0
6,800,4,28,11,2009,2,0,0
5,125,2,20,4,2012,14,0,0
4,3777,9,16,4,2009,19,30,0
4,2331,8,12,6,2003,14,43,0
1,10485,3,4,4,2005,18,0,0
5,1986,2,8,10,2010,18,30,0
4,7307,1,13,12,2012,23,0,0
6,11007,7,7,2,2009,0,1,0
5,125,2,21,3,2003,12,0,0
4,1975,2,18,9,2003,11,0,0
1,9583,3,8,7,2013,17,45,0
5,3168,7,25,3,2005,3,40,0
5,538,8,11,1,2013,19,0,0
5,831,4,14,1,2011,19,50,0
6,6434,2,18,11,2006,22,30,0
6,357,4,4,6,2011,1,35,0
4,8512,8,6,4,2006,20,19,0
3,8984,3,29,9,2004,0,1,0
2,15119,8,21,7,2009,17,35,0
7,22,10,28,12,2008,14,35,0
4,2798,6,16,4,2015,18,28,0
7,2330,4,30,1,2011,2,0,0
2,1271,2,8,6,2004,8,30,0
6,504,4,7,4,2012,7,45,0
7,268,1,9,3,2008,11,6,0
2,6382,6,19,9,2006,18,32,0
6,158,2,19,4,2003,18,40,0
5,125,2,2,12,2011,10,55,0
4,7270,5,19,8,2004,18,30,0
1,10166,3,21,3,2011,23,30,0
4,2616,1,6,4,2006,13,20,0
2,4892,4,29,10,2013,13,30,0
6,3240,7,7,2,2009,15,30,0
6,3884,2,8,9,2007,15,34,0
5,1943,2,17,6,2005,19,30,0
7,2262,2,28,8,2005,14,30,0
1,359,10,8,1,2007,15,30,0
6,7259,5,20,5,2006,3,48,0
2,125,2,27,12,2011,17,20,0
5,1843,8,15,1,2010,17,45,0
5,951,5,1,12,2006,19,30,0
3,16096,8,1,5,2013,16,5,0
7,5821,4,17,6,2007,5,0,0
4,1276,4,16,10,2003,12,30,0
3,1567,5,1,10,2014,17,4,0
7,7836,8,17,12,2006,2,30,0
2,358,6,21,3,2006,15,45,0
7,408,2,29,1,2006,17,0,0
6,1479,6,22,9,2007,23,45,0
6,16208,3,5,5,2012,9,30,0
6,3526,5,8,2,2003,0,30,0
5,4071,4,22,8,2008,11,36,0
4,3537,4,14,11,2013,19,0,0
5,10468,3,13,1,2006,8,30,0
7,1574,2,19,10,2014,12,45,0
2,5077,9,3,9,2013,12,0,0
7,15947,8,18,12,2005,21,30,0
7,951,5,25,3,2012,10,56,0
3,16584,9,3,3,2004,9,50,0
4,1722,2,23,1,2014,21,50,0
3,677,2,20,2,2008,12,48,0
5,1593,2,30,11,2007,22,15,0
6,14454,3,26,7,2003,20,45,0
7,677,2,19,10,2008,16,30,0
6,1204,2,24,7,2004,16,15,0
3,4867,1,18,3,2015,7,5,0
3,501,4,28,5,2003,16,7,0
6,16141,8,24,2,2007,12,0,0
7,2270,1,19,10,2008,4,49,0
5,2271,10,7,9,2007,22,0,0
7,14588,2,24,9,2006,16,0,0
6,8318,1,3,5,2014,2,0,0
6,3604,4,26,6,2004,22,20,0
5,2574,5,8,4,2011,3,15,0
5,2927,2,20,2,2009,16,27,0
3,4037,4,4,2,2009,19,10,0
4,2578,6,16,6,2005,17,35,0
5,907,6,17,4,2009,10,33,0
5,11935,8,20,10,2006,11,30,0
5,2266,1,20,3,2015,21,15,0
4,6811,3,1,6,2006,19,1,0
5,10812,8,29,6,2012,15,30,0
3,8943,1,19,2,2003,19,40,0
6,6315,3,12,1,2013,14,45,0
3,10435,6,1,4,2009,9,20,0
3,2838,2,14,12,2011,11,0,0
6,125,2,25,8,2012,18,0,0
3,682,10,16,6,2010,12,45,0
7,15987,5,21,10,2007,19,40,0
3,3969,5,1,4,2015,16,30,0
2,2076,6,15,9,2009,9,30,0
4,155,2,2,4,2009,21,0,0
6,5942,5,29,1,2005,15,0,0
2,5220,5,21,8,2007,6,58,0
1,4541,5,18,3,2013,16,10,0
4,11629,1,6,4,2006,0,1,0
4,2393,8,21,2,2013,15,0,0
2,1298,2,23,7,2013,21,18,0
5,14485,4,18,11,2011,0,55,0
6,4140,10,31,10,2009,6,12,0
5,8713,4,10,2,2006,3,45,0
7,1403,4,5,10,2008,20,18,0
4,3883,2,2,4,2015,8,35,0
4,213,4,24,1,2013,16,41,0
7,13897,8,6,4,2008,0,1,0
5,1829,10,7,8,2009,0,13,0
1,18206,3,27,9,2004,14,15,0
4,9877,1,16,10,2014,11,0,0
5,12952,6,19,3,2004,23,30,0
2,8511,1,22,1,2008,17,50,0
5,125,2,16,5,2003,18,0,0
6,5054,2,6,11,2010,19,0,0
6,21977,6,5,4,2003,8,45,0
2,11200,7,26,7,2005,16,25,0
7,1573,2,20,9,2009,0,1,0
1,11899,1,26,5,2003,8,45,0
3,1791,2,6,10,2010,3,38,0
3,10062,4,8,2,2006,16,36,0
4,5782,5,22,9,2011,8,30,0
4,2162,5,30,9,2004,19,15,0
3,13170,3,25,6,2008,2,0,0
4,1307,9,15,12,2011,22,50,0
2,16566,7,25,5,2004,16,56,0
3,8460,1,26,11,2014,8,0,0
1,5389,5,5,4,2010,11,11,0
2,538,8,16,9,2014,4,15,0
4,2332,2,23,7,2009,9,55,0
7,763,7,6,10,2013,18,20,0
6,435,10,19,10,2013,23,48,0
4,1090,4,7,8,2014,21,30,0
7,13556,8,28,11,2004,20,0,0
3,323,9,1,6,2011,17,15,0
2,823,2,17,2,2015,12,0,0
6,125,2,1,1,2011,17,16,0
4,7440,1,16,10,2014,21,30,0
7,2265,4,13,7,2003,23,25,0
1,2855,1,29,9,2008,19,35,0
6,1790,1,8,10,2005,13,30,0
6,125,2,28,1,2012,15,0,0
5,2543,5,3,6,2011,23,37,0
1,391,3,8,8,2011,22,0,0
6,8432,6,9,3,2013,10,0,0
4,584,4,10,6,2004,19,35,0
7,268,1,25,4,2010,0,1,0
4,125,2,15,7,2010,16,14,0
2,277,10,31,3,2009,9,0,0
4,323,9,11,11,2004,17,40,0
7,3611,3,23,3,2014,0,50,0
5,242,10,4,11,2011,23,0,0
4,5517,7,5,3,2015,12,15,0
1,1518,4,22,6,2009,1,0,0
2,374,8,31,5,2005,21,23,0
4,213,4,8,8,2013,23,0,0
6,1160,1,21,5,2011,18,59,0
7,125,2,14,12,2014,13,30,0
4,1560,4,15,11,2012,7,30,0
3,6288,4,5,2,2003,15,55,0
6,174,8,17,10,2009,9,0,0
3,1090,4,10,8,2005,9,0,0
1,2505,5,4,10,2010,20,30,0
6,2971,5,15,11,2008,18,5,0
5,7039,5,14,12,2012,20,45,0
2,676,8,20,7,2004,22,30,0
7,13325,6,18,6,2006,0,1,0
4,4547,5,27,1,2005,23,30,0
3,285,9,6,10,2010,1,10,0
7,150,10,7,10,2007,23,3,0
1,2390,9,19,3,2007,8,30,0
6,2911,10,17,5,2008,17,33,0
6,501,4,5,4,2003,6,0,0
5,8930,5,17,6,2005,15,30,0
4,10252,6,25,8,2005,18,45,0
7,1129,4,14,11,2004,12,18,0
1,619,8,5,2,2007,10,0,0
5,445,2,15,7,2011,7,15,0
6,2682,6,10,3,2007,14,0,0
1,5444,10,3,3,2003,17,45,0
5,5974,7,2,6,2006,23,45,0
1,408,2,25,6,2007,22,24,0
3,3714,7,18,2,2009,14,0,0
1,1791,2,18,2,2008,18,15,0
1,7552,2,21,12,2009,23,0,0
7,1409,6,22,4,2012,2,0,0
4,4446,2,10,2,2005,16,16,0
6,6827,6,2,10,2004,22,45,0
2,220,4,30,9,2003,10,43,0
2,15058,3,14,6,2005,21,30,0
6,3496,5,16,12,2006,8,30,0
5,1895,3,28,1,2005,11,0,0
7,4703,1,14,12,2003,18,0,0
2,435,10,19,4,2005,14,9,0
3,1341,7,18,2,2009,12,30,0
1,4777,4,2,3,2015,0,55,0
5,12220,9,16,11,2012,1,30,0
3,6977,3,8,3,2006,14,0,0
2,28,4,28,10,2014,23,20,0
2,2925,3,14,10,2014,18,31,0
1,11675,4,25,1,2010,13,15,0
1,3618,2,10,1,2005,20,45,0
3,9981,2,20,4,2011,12,0,0
5,504,4,23,1,2015,16,25,0
5,3010,1,27,6,2008,9,0,0
4,6062,7,22,1,2009,17,50,0
1,13937,9,19,9,2011,8,0,0
2,22690,7,7,1,2003,8,50,0
1,771,1,29,5,2006,23,13,0
3,10324,7,2,4,2008,17,15,0
6,12006,8,23,9,2006,10,36,0
7,1536,6,17,5,2009,12,1,0
3,2848,2,6,2,2013,0,1,0
6,1722,2,20,9,2014,18,35,0
5,125,2,27,6,2008,8,50,0
6,5163,5,30,5,2009,13,6,0
6,906,4,14,6,2003,18,34,0
4,1070,2,24,7,2003,6,4,0
2,14409,8,30,9,2003,14,8,0
5,2706,10,3,10,2003,14,40,0
7,11205,3,1,1,2006,0,1,0
1,1593,2,11,12,2006,21,0,0
7,7884,4,28,1,2007,1,30,0
2,9023,8,4,3,2014,22,25,0
2,8690,3,28,10,2003,18,9,0
6,601,9,1,6,2013,15,30,0
1,125,2,7,2,2011,17,48,0
7,1419,2,20,10,2013,1,30,0
4,259,5,30,5,2013,17,40,0
6,2755,2,18,6,2011,12,0,0
3,9921,9,28,5,2014,17,35,0
3,7354,6,6,3,2013,6,10,0
4,734,9,8,4,2010,15,0,0
3,369,5,7,2,2007,15,5,0
4,355,2,16,12,2010,3,50,0
3,5589,8,29,5,2013,18,6,0
6,745,1,29,1,2011,13,10,0
3,8097,3,10,7,2013,21,0,0
3,2143,8,27,7,2011,9,50,0
7,13368,3,12,2,2012,18,14,0
2,4652,5,25,11,2003,16,10,0
2,3167,9,14,4,2015,8,0,0
7,13448,8,23,3,2014,17,0,0
1,435,10,21,1,2008,13,30,0
4,1026,5,30,10,2014,19,15,0
2,1406,4,5,9,2006,12,0,0
4,14336,1,7,2,2013,18,47,0
3,7322,5,4,4,2012,17,40,0
5,8554,2,7,9,2007,22,0,0
2,2382,1,27,12,2011,15,30,0
7,6833,7,18,10,2009,9,14,0
2,515,2,3,2,2004,17,45,0
7,268,1,30,12,2012,8,3,0
5,138,10,20,3,2009,9,50,0
2,18135,4,6,1,2004,17,40,0
4,1469,3,19,5,2011,13,0,0
3,2612,2,23,8,2006,11,0,0
1,3131,10,22,8,2011,5,38,0
6,102,10,28,11,2009,18,30,0
6,5483,10,25,2,2012,15,20,0
3,7138,9,24,1,2007,11,12,0
3,2470,2,8,9,2010,0,26,0
4,125,2,6,10,2011,4,30,0
6,779,2,9,3,2013,19,0,0
1,5040,4,21,3,2005,20,5,0
1,5746,3,13,4,2009,16,50,0
2,11632,3,10,6,2008,6,30,0
2,384,9,2,9,2008,14,0,0
7,643,4,25,8,2013,22,45,0
2,138,2,19,2,2008,23,20,0
4,4384,3,24,7,2014,17,13,0
7,9275,4,27,12,2009,0,30,0
2,8137,4,9,7,2013,16,55,0
6,2838,2,7,3,2015,13,45,0
4,2383,5,27,1,2005,0,1,0
4,1351,8,1,10,2009,14,5,0
1,9012,8,7,7,2008,13,45,0
3,2677,5,19,2,2014,16,5,0
1,3342,7,26,5,2014,3,30,0
5,4140,10,27,7,2007,19,1,0
1,1991,10,23,11,2009,22,35,0
2,7483,8,14,4,2009,21,30,0
4,77,10,24,7,2008,4,23,0
4,3724,5,1,12,2011,0,1,0
2,803,6,11,1,2005,12,0,0
4,1466,3,27,1,2005,13,50,0
3,1446,6,18,2,2015,15,38,0
5,4715,8,1,11,2013,0,25,0
2,744,10,21,1,2003,17,55,0
6,552,4,28,6,2014,19,45,0
3,2911,10,5,4,2006,16,15,0
4,259,5,26,7,2007,0,16,0
5,830,10,22,8,2003,3,48,0
1,12525,3,16,9,2013,18,20,0
2,8499,5,2,9,2003,0,30,0
5,5946,9,18,4,2008,17,8,0
3,4774,8,26,7,2006,22,0,0
5,1157,2,18,9,2009,17,45,0
4,5476,5,1,10,2009,21,0,0
3,392,4,18,2,2004,22,15,0
5,14292,4,5,9,2008,22,30,0
2,3488,4,20,1,2004,15,42,0
2,105,5,14,5,2013,16,34,0
7,1091,10,22,9,2013,19,0,0
5,7401,5,3,6,2011,2,48,0
5,6511,3,2,4,2004,0,1,0
6,12227,3,17,4,2004,16,31,0
3,8200,6,29,10,2008,15,24,0
5,3182,1,2,7,2010,1,50,0
1,67,4,5,4,2010,13,40,0
2,12721,2,16,9,2003,18,30,0
7,18990,3,11,1,2004,14,30,0
3,2545,4,12,12,2007,16,30,0
5,1091,10,4,4,2003,18,45,0
7,4621,8,11,1,2015,2,46,0
4,9397,4,20,2,2014,10,15,0
1,12062,8,14,11,2005,21,0,0
1,125,2,4,2,2008,3,4,0
5,1791,2,6,9,2013,11,14,0
2,7524,5,26,7,2011,23,34,0
6,1224,1,4,10,2003,0,30,0
1,7487,9,15,10,2007,14,30,0
1,15058,3,3,3,2003,20,50,0
4,12276,6,19,2,2009,0,15,0
2,277,10,21,12,2004,14,5,0
3,1233,4,10,3,2010,17,0,0
6,6487,8,29,1,2011,8,45,0
2,1568,9,17,2,2004,8,40,0
6,88,2,5,9,2009,23,0,0
3,8544,5,7,2,2007,16,40,0
7,6536,3,1,1,2012,0,1,0
1,15907,3,13,4,2009,22,0,0
6,230,1,18,4,2015,1,0,0
2,5696,2,29,5,2012,12,55,0
2,3216,1,14,6,2011,9,0,0
7,6504,3,11,4,2010,19,30,0
4,232,4,1,12,2011,21,30,0
1,10974,9,20,3,2006,0,1,0
4,223,10,8,7,2004,13,6,0
3,2818,4,4,10,2006,21,30,0
1,923,1,29,3,2004,14,0,0
4,17742,8,5,5,2005,23,30,0
5,2075,7,15,11,2013,7,30,0
7,1620,10,13,1,2013,16,26,0
2,2565,4,28,11,2006,19,15,0
3,1983,1,11,1,2006,14,30,0
7,125,2,28,12,2008,11,30,0
6,2099,5,14,8,2010,18,8,0
4,4241,5,27,11,2008,22,7,0
2,840,5,5,8,2003,10,30,0
1,1090,4,22,12,2003,1,44,0
4,5491,3,9,12,2004,7,45,0
6,4031,3,11,9,2010,6,52,0
4,125,2,25,8,2005,20,0,0
4,1943,2,25,3,2010,16,0,0
2,14828,9,31,3,2009,0,20,0
5,19941,9,29,5,2009,15,0,0
4,7473,9,1,5,2014,7,30,0
7,2929,2,4,5,2008,1,37,0
2,9223,5,3,4,2012,2,2,0
7,8143,5,2,11,2003,20,0,0
6,501,4,10,8,2013,4,50,0
7,9233,8,10,2,2008,23,46,0
5,1975,2,9,9,2011,18,30,0
5,910,5,11,7,2003,13,44,0
5,13662,4,2,6,2006,10,3,0
4,12833,4,24,3,2005,10,0,0
5,125,2,8,8,2014,17,0,0
5,6478,9,11,7,2008,14,35,0
4,802,4,15,5,2008,23,30,0
4,13733,5,7,4,2005,12,44,0
4,18699,5,7,4,2011,20,30,0
5,2571,1,2,4,2004,12,0,0
4,346,1,16,5,2013,18,37,0
6,3506,8,4,4,2015,18,13,0
5,9317,3,7,3,2008,17,20,0
6,6302,4,4,12,2010,19,0,0
1,1117,4,25,6,2012,13,42,0
6,1090,4,26,8,2006,13,44,0
7,1220,10,1,8,2010,0,1,0
1,64,4,14,11,2005,1,33,0
3,7397,4,4,2,2004,0,50,0
4,6173,8,8,1,2004,8,10,0
1,88,2,17,4,2006,14,25,0
1,1369,7,16,3,2015,7,33,0
3,9069,5,9,8,2006,13,0,0
2,7075,7,27,5,2008,0,55,0
4,359,10,17,6,2010,6,50,0
2,2848,2,4,4,2006,12,30,0
5,6813,4,17,6,2011,2,50,0
1,7524,5,10,11,2014,21,0,0
6,18,10,10,2,2007,18,0,0
5,1524,3,14,7,2006,15,22,0
7,1019,5,23,3,2003,7,0,0
5,2894,2,30,6,2006,8,30,0
6,4486,3,30,6,2012,12,30,0
3,6420,2,4,5,2011,7,53,0
2,979,4,23,12,2003,18,45,0
7,7422,1,11,9,2011,8,20,0
4,14910,6,5,9,2013,22,40,0
2,2270,1,7,3,2006,12,0,0
4,2707,9,6,3,2003,16,24,0
3,870,4,31,10,2007,20,19,0
2,12796,4,26,6,2012,15,0,0
7,2575,9,9,2,2014,1,30,0
5,741,2,11,12,2009,21,19,0
6,1119,2,7,3,2015,15,0,0
1,125,2,26,11,2007,8,45,0
6,10415,8,29,1,2005,20,0,0
5,1233,4,28,11,2003,13,25,0
2,7860,1,3,4,2012,1,51,0
4,63,1,11,11,2004,12,30,0
5,3517,5,5,9,2003,8,0,0
4,18013,9,12,7,2007,21,30,0
7,22704,8,11,1,2004,13,0,0
5,2179,3,31,5,2013,16,55,0
5,5784,9,10,3,2006,21,0,0
4,8090,1,8,1,2009,12,15,0
3,3604,4,30,10,2013,21,30,0
6,800,4,27,6,2009,2,0,0
7,2267,2,24,3,2013,0,4,0
6,491,3,10,1,2009,15,35,0
7,3492,4,1,12,2013,10,30,0
4,7596,4,29,12,2005,2,2,0
6,4329,5,11,2,2006,20,0,0
5,1224,1,23,7,2004,2,24,0
7,16781,9,2,11,2008,9,8,0
4,18187,5,19,3,2009,7,5,0
1,7702,5,16,9,2013,6,57,0
4,6114,3,13,12,2012,18,13,0
5,3061,8,17,11,2006,11,57,0
1,2357,4,29,10,2012,0,20,0
5,2719,4,23,1,2009,0,1,0
5,11750,8,25,7,2014,7,0,0
7,2450,3,23,10,2011,20,50,0
6,2365,5,24,9,2005,16,0,0
1,5429,4,4,3,2013,23,0,0
7,1677,2,29,7,2007,0,1,0
5,11128,8,6,2,2004,20,0,0
6,5873,1,23,8,2014,13,20,0
2,1383,7,8,2,2011,13,0,0
3,2255,5,8,12,2004,18,30,0
1,4105,4,22,8,2011,8,30,0
2,109,1,15,10,2013,7,0,0
2,534,4,23,12,2014,19,5,0
7,10960,3,29,6,2008,21,15,0
3,18157,7,23,3,2005,21,0,0
7,1220,10,15,7,2012,22,6,0
1,5467,2,20,8,2007,20,0,0
2,125,2,22,2,2005,23,35,0
7,11436,6,11,9,2011,2,35,0
1,909,4,1,5,2006,12,30,0
1,482,9,18,3,2013,22,30,0
