"day","address","location","date","month","year","hour","min","BADCHECKS"
1,2781,5,2,5,2011,16,32,0
2,3552,6,21,1,2014,21,0,0
2,407,5,4,10,2011,13,24,0
4,8229,3,23,1,2014,17,0,0
6,2911,10,25,8,2007,2,44,0
6,102,10,13,7,2013,3,48,0
7,3516,10,27,3,2005,12,20,0
3,3951,6,25,6,2014,23,30,0
2,3131,10,15,11,2011,5,42,0
6,15211,8,21,3,2009,19,0,0
7,8067,5,21,10,2007,4,9,0
7,125,2,3,12,2006,16,0,0
5,3735,2,13,7,2007,0,16,0
6,1351,8,5,10,2013,13,0,0
4,125,2,28,7,2011,12,50,0
2,4907,8,15,5,2007,23,30,0
3,5082,4,27,5,2009,10,45,0
6,1405,10,27,8,2005,10,0,0
4,4954,1,16,10,2008,11,45,0
5,2307,6,9,1,2015,17,0,0
5,3191,4,29,10,2004,23,0,0
7,1042,3,10,9,2006,2,20,0
4,1439,6,6,4,2006,11,30,0
4,8503,8,13,5,2004,7,45,0
6,1136,4,2,5,2015,15,43,0
6,2439,2,7,4,2007,21,15,0
1,1656,4,15,11,2010,2,30,0
5,3875,2,1,12,2006,18,56,0
6,2265,4,20,4,2013,17,30,0
2,893,10,19,9,2006,9,5,0
4,13704,7,15,4,2004,14,25,0
1,3626,5,10,7,2006,6,51,0
3,230,1,30,11,2011,17,45,0
1,1593,2,31,5,2010,7,15,0
4,468,2,6,3,2014,11,25,0
2,9416,6,15,9,2009,17,15,0
2,907,6,15,4,2008,18,30,0
7,28,4,21,10,2012,7,37,0
4,11016,8,4,9,2014,22,10,0
6,10929,9,6,9,2014,21,32,0
6,7503,5,24,1,2004,7,22,0
7,9300,2,4,5,2008,15,20,0
2,10435,6,19,4,2011,12,0,0
5,501,4,4,9,2009,19,0,0
6,784,2,17,5,2014,21,0,0
2,5,8,1,10,2013,19,30,0
3,138,10,15,5,2013,14,45,0
1,10959,1,31,3,2014,16,0,0
4,19050,8,26,11,2009,22,0,0
7,223,10,28,6,2009,12,25,0
6,3238,3,25,1,2003,20,19,0
2,125,2,16,4,2013,17,9,0
7,2156,2,12,1,2003,11,2,0
6,4880,2,28,7,2007,20,45,0
3,16607,9,4,8,2004,20,35,0
3,1191,10,28,12,2011,20,25,0
4,1224,1,9,12,2004,8,30,0
6,4614,3,17,10,2009,15,23,0
2,2909,2,16,3,2004,14,0,0
6,4358,9,11,8,2012,11,0,0
1,5986,3,9,11,2009,18,5,0
2,3068,5,10,1,2006,18,0,0
7,1121,10,16,11,2008,4,48,0
5,358,6,23,4,2010,19,40,0
2,2387,2,17,10,2006,23,30,0
3,408,2,30,11,2005,9,0,0
3,7621,5,4,2,2009,8,0,0
2,2140,2,17,5,2011,18,40,0
4,4468,8,7,2,2008,19,39,0
5,1245,10,21,3,2008,15,50,0
3,1297,1,11,12,2013,23,22,0
3,4535,1,4,2,2009,21,42,0
3,2067,4,23,3,2011,21,30,0
7,3567,6,20,11,2005,2,22,0
3,3191,4,13,7,2011,7,30,0
3,1771,5,1,4,2009,16,0,0
5,9902,8,11,12,2009,12,8,0
2,125,2,1,6,2010,9,45,0
7,125,2,22,3,2015,6,21,0
4,1375,2,23,1,2003,19,1,0
2,2144,10,16,5,2006,9,25,0
2,3395,8,31,3,2015,8,45,0
6,4559,4,26,7,2003,0,45,0
2,15971,8,20,1,2009,16,10,0
5,8544,5,20,5,2005,21,0,0
5,8999,4,28,11,2014,21,34,0
1,7670,4,6,2,2012,18,0,0
5,213,4,9,1,2004,21,44,0
3,831,4,16,6,2010,13,25,0
2,5653,5,29,9,2009,23,25,0
6,720,5,21,2,2004,17,0,0
5,501,4,2,12,2011,13,30,0
7,268,1,24,8,2014,13,30,0
7,16300,10,6,6,2010,12,0,0
4,125,2,21,2,2013,19,55,0
2,412,9,2,10,2007,20,0,0
6,737,5,6,9,2003,3,25,0
6,3965,3,6,3,2004,17,34,0
7,12367,8,8,5,2011,19,0,0
7,10213,4,25,9,2005,13,0,0
2,1174,1,14,9,2004,22,0,0
3,644,1,22,1,2003,7,57,0
6,7494,9,1,12,2012,19,10,0
7,3128,3,26,1,2003,18,4,0
5,3668,2,24,8,2007,1,45,0
4,7450,4,5,5,2011,15,38,0
6,2656,3,31,5,2008,23,40,0
6,5353,2,3,11,2012,0,1,0
7,11471,7,20,10,2013,10,0,0
4,714,2,1,5,2014,16,15,0
5,872,2,17,6,2005,16,44,0
6,8184,3,8,2,2014,4,38,0
6,408,2,10,1,2004,13,15,0
5,1030,2,20,2,2015,23,10,0
5,125,2,28,6,2013,16,30,0
3,1662,4,21,3,2012,23,37,0
6,956,10,21,10,2006,1,54,0
1,8943,1,17,3,2008,20,30,0
6,4969,6,24,1,2015,16,30,0
3,1786,8,5,10,2011,12,35,0
1,946,1,29,9,2014,20,0,0
6,607,4,15,11,2003,15,0,0
4,7769,8,5,8,2004,16,5,0
6,17809,6,1,1,2011,14,20,0
6,16441,7,23,2,2013,15,30,0
6,981,2,25,2,2012,1,0,0
7,100,2,7,10,2012,1,29,0
4,252,5,13,1,2005,10,0,0
4,357,4,10,1,2008,19,39,0
5,3180,10,7,3,2008,15,45,0
6,528,10,1,11,2008,9,0,0
7,13856,3,23,9,2007,12,0,0
5,194,3,20,4,2012,18,0,0
3,3545,5,25,7,2007,23,0,0
1,2244,7,16,10,2006,6,0,0
3,1075,4,9,7,2008,19,41,0
1,1894,6,6,12,2004,22,30,0
2,3275,2,13,7,2010,16,55,0
2,125,2,18,4,2006,22,17,0
6,13291,8,7,9,2013,14,30,0
5,12115,2,23,1,2009,7,41,0
2,125,2,15,9,2009,20,55,0
5,11025,6,3,10,2003,4,0,0
3,1379,1,30,9,2009,17,25,0
7,908,10,3,12,2006,18,12,0
7,6478,9,27,1,2008,13,56,0
1,220,4,11,6,2007,21,45,0
2,2297,5,24,7,2012,18,45,0
5,1291,1,22,4,2005,11,25,0
2,125,2,25,1,2011,0,5,0
1,1228,4,7,7,2008,18,18,0
3,1951,2,7,1,2009,18,9,0
2,280,3,13,11,2012,15,34,0
1,125,2,25,6,2007,19,30,0
4,736,4,11,2,2010,19,20,0
1,11022,5,4,9,2006,14,0,0
6,7274,2,26,7,2008,21,0,0
6,3034,5,15,6,2013,12,0,0
1,1225,1,8,8,2005,21,45,0
1,542,2,5,9,2005,21,43,0
7,8824,4,9,9,2012,13,56,0
2,4101,9,28,11,2006,13,0,0
3,6420,2,5,2,2003,8,47,0
3,323,9,10,2,2010,17,0,0
3,4152,5,8,2,2012,16,39,0
6,727,4,25,7,2009,15,3,0
4,12,5,16,11,2006,23,10,0
1,8516,7,2,2,2004,8,50,0
2,3226,6,24,6,2014,8,0,0
7,7310,5,2,12,2012,22,45,0
1,8050,3,18,9,2006,3,27,0
7,1656,4,16,1,2011,19,45,0
5,3197,1,30,6,2006,21,0,0
2,511,4,20,1,2015,14,45,0
3,1157,2,16,4,2003,20,15,0
3,13085,8,2,4,2014,2,0,0
2,1091,10,14,10,2008,11,45,0
7,2573,5,26,8,2012,21,30,0
4,5414,2,22,7,2004,23,48,0
3,9478,9,6,10,2010,20,45,0
1,1654,8,29,4,2013,3,20,0
4,5581,9,11,7,2013,12,20,0
3,4210,5,8,3,2006,8,30,0
7,204,1,15,11,2009,21,15,0
4,8632,1,15,5,2014,18,0,0
5,823,2,7,2,2003,4,0,0
6,5479,5,14,7,2007,20,0,0
2,125,2,20,4,2010,14,30,0
4,13850,3,11,12,2003,6,30,0
7,63,1,27,12,2009,15,0,0
5,8768,3,30,5,2014,15,36,0
7,1161,4,25,8,2013,13,0,0
4,22,10,27,12,2007,12,0,0
1,293,5,9,6,2003,0,21,0
7,1907,5,31,10,2004,9,19,0
6,8947,2,10,2,2007,17,15,0
6,9347,3,15,11,2014,3,20,0
7,842,1,27,12,2009,12,0,0
1,1153,4,24,11,2003,15,35,0
7,779,2,9,10,2011,19,30,0
4,3870,1,3,5,2007,20,39,0
1,17064,3,29,10,2012,12,27,0
2,166,10,15,6,2010,14,30,0
3,711,6,24,1,2007,0,37,0
5,2439,2,23,3,2012,19,0,0
3,7630,5,27,6,2012,11,14,0
5,4735,8,18,4,2008,15,15,0
5,6629,5,28,12,2007,19,27,0
3,7112,9,1,6,2005,12,0,0
2,772,10,10,6,2003,16,47,0
1,9995,9,26,10,2009,2,42,0
5,10182,6,2,5,2003,12,0,0
2,166,10,23,1,2007,12,55,0
7,2317,1,14,6,2009,14,30,0
2,126,8,16,9,2014,20,12,0
5,5169,2,29,12,2006,20,0,0
3,125,2,11,7,2012,14,40,0
7,518,10,11,1,2015,15,15,0
1,13419,9,12,4,2004,20,44,0
3,3577,6,18,2,2015,12,0,0
3,76,5,13,12,2006,8,0,0
5,2343,9,16,6,2006,13,16,0
2,3034,5,13,4,2004,2,30,0
1,9876,4,15,3,2004,1,30,0
3,125,2,21,8,2013,23,12,0
2,8421,8,10,7,2012,20,0,0
7,445,2,22,2,2004,19,34,0
6,10939,9,14,6,2008,17,20,0
4,2963,3,7,8,2003,0,4,0
4,504,4,27,1,2005,18,27,0
2,1567,5,6,3,2012,13,0,0
3,3728,4,15,10,2014,22,10,0
1,1012,4,8,3,2010,0,45,0
5,1117,4,20,2,2015,18,45,0
1,15432,9,19,8,2013,17,35,0
3,15021,3,11,6,2003,20,0,0
7,39,3,27,6,2004,19,30,0
7,15166,7,30,5,2004,18,30,0
1,8504,7,22,12,2014,3,0,0
2,9344,5,29,11,2011,18,0,0
5,501,4,14,11,2014,15,0,0
6,16288,9,13,8,2011,17,0,0
4,342,2,10,1,2008,23,59,0
1,2392,3,17,9,2012,1,20,0
5,363,2,18,5,2007,16,52,0
3,4833,1,14,6,2006,12,0,0
2,7438,3,20,7,2004,13,0,0
2,4623,2,4,3,2014,17,0,0
4,7953,5,20,2,2003,14,0,0
3,20400,9,30,11,2005,2,0,0
4,7258,6,24,1,2013,22,16,0
7,8824,4,28,3,2010,1,0,0
6,7766,4,11,2,2012,13,15,0
1,5275,4,24,11,2003,11,0,0
2,283,10,23,8,2005,10,30,0
6,2400,10,6,9,2008,20,30,0
1,4253,3,30,3,2015,14,24,0
3,287,9,18,4,2012,17,14,0
2,5864,8,5,8,2014,6,0,0
4,2046,2,16,4,2015,23,0,0
6,1662,4,22,3,2008,17,42,0
1,7079,4,24,6,2013,23,0,0
5,741,2,19,9,2003,17,0,0
7,6707,6,13,12,2009,9,45,0
6,5637,5,19,11,2011,21,0,0
1,27,5,13,10,2003,17,0,0
3,8982,3,8,3,2006,15,0,0
2,1399,10,11,1,2005,11,55,0
3,3010,1,19,9,2012,21,20,0
4,4927,2,22,9,2005,15,25,0
3,3931,6,28,5,2003,17,35,0
6,125,2,19,10,2013,20,47,0
5,21564,2,24,1,2003,22,0,0
1,125,2,11,5,2009,18,0,0
5,5773,4,20,3,2009,22,22,0
5,4187,3,6,4,2007,15,0,0
3,1347,8,30,6,2010,12,22,0
5,1666,6,23,7,2004,9,30,0
6,20618,7,23,4,2005,22,0,0
2,17035,3,7,1,2003,15,15,0
5,8533,2,18,11,2005,2,29,0
4,11756,3,3,4,2008,16,55,0
5,408,2,6,3,2015,14,50,0
3,447,3,4,3,2009,11,0,0
4,13061,7,18,3,2004,20,30,0
6,1091,10,4,10,2008,21,0,0
2,7191,8,19,4,2005,22,0,0
6,5226,5,9,8,2014,13,17,0
7,4093,2,2,12,2012,20,30,0
1,1351,8,15,11,2010,12,50,0
7,211,5,24,2,2013,17,20,0
6,2652,6,27,8,2011,4,0,0
3,7317,3,2,11,2005,12,54,0
5,125,2,7,9,2012,4,21,0
6,9928,7,17,11,2012,18,34,0
6,2598,2,25,3,2006,11,23,0
2,125,2,17,3,2009,23,0,0
1,12410,9,11,11,2013,20,0,0
4,8808,7,16,6,2005,17,52,0
2,10693,7,16,9,2003,0,30,0
4,6539,6,30,10,2008,0,24,0
2,2904,2,22,2,2011,19,47,0
3,8588,6,19,9,2012,9,24,0
3,15176,5,18,9,2013,12,0,0
7,20571,9,4,12,2005,19,0,0
6,542,2,10,3,2012,14,0,0
5,803,6,22,2,2013,11,36,0
3,5454,8,19,9,2007,12,0,0
2,8640,3,11,5,2004,9,30,0
7,914,1,24,2,2008,13,0,0
1,1091,10,25,6,2012,17,25,0
7,8109,5,17,6,2007,1,0,0
5,12140,1,25,6,2004,20,20,0
2,5623,6,6,1,2009,6,45,0
2,1172,4,12,10,2004,18,0,0
4,5139,2,1,5,2003,11,0,0
1,400,3,2,4,2012,10,0,0
6,2571,1,16,5,2009,2,30,0
3,11426,6,4,5,2005,21,49,0
3,52,5,22,12,2004,15,30,0
5,363,2,5,4,2013,2,56,0
1,1220,10,31,3,2014,19,52,0
7,5647,8,18,5,2008,16,10,0
5,21833,5,21,3,2003,1,0,0
2,2387,2,26,11,2013,17,10,0
2,1400,7,17,3,2015,10,33,0
4,14171,3,3,11,2005,23,0,0
3,983,2,19,5,2010,11,18,0
2,8914,2,8,8,2006,18,0,0
7,772,10,18,11,2007,13,42,0
3,2156,2,28,7,2010,11,35,0
6,559,6,6,5,2006,13,45,0
5,12806,9,30,11,2012,18,2,0
1,11257,9,16,3,2009,11,0,0
3,1950,2,7,2,2007,13,15,0
4,36,2,7,4,2011,14,0,0
5,19012,5,22,8,2003,15,30,0
6,1996,2,19,5,2007,15,15,0
1,8104,5,9,8,2010,1,0,0
5,4969,4,12,3,2010,0,7,0
4,9383,2,23,8,2007,11,30,0
6,4280,4,9,4,2011,18,0,0
1,11645,8,6,1,2003,12,50,0
3,6691,6,21,1,2009,9,51,0
6,6313,3,9,4,2011,17,24,0
7,10346,3,21,4,2013,17,55,0
4,2396,1,7,2,2008,1,3,0
2,8417,6,7,2,2006,11,45,0
7,12769,5,30,6,2013,1,14,0
4,3244,1,26,12,2013,15,0,0
2,83,2,5,2,2008,10,30,0
1,1428,3,20,9,2010,20,0,0
1,4208,6,21,1,2008,9,0,0
6,5515,3,13,8,2011,0,29,0
7,3747,1,22,2,2004,16,33,0
5,3114,9,30,12,2005,16,15,0
2,14166,8,1,11,2005,8,0,0
3,6507,6,11,6,2014,18,0,0
3,1091,10,28,11,2012,5,53,0
3,9163,9,23,1,2008,18,0,0
4,14333,9,7,8,2008,2,40,0
4,10994,8,22,8,2013,22,0,0
4,13153,6,22,3,2007,21,30,0
3,2855,1,23,12,2009,16,30,0
7,8090,1,12,2,2006,11,0,0
1,480,9,5,9,2011,16,0,0
4,11170,1,5,4,2007,11,20,0
3,9460,8,18,9,2013,2,58,0
4,277,10,16,5,2013,9,17,0
6,22,10,27,7,2013,17,1,0
3,5389,5,4,4,2012,19,0,0
7,15549,6,9,3,2008,11,30,0
2,11308,6,25,1,2005,15,0,0
3,5138,4,6,2,2008,1,8,0
1,2064,2,22,8,2005,8,0,0
5,7223,1,14,1,2011,18,30,0
1,14885,5,10,11,2008,8,45,0
5,109,1,16,10,2009,23,30,0
6,4090,1,17,4,2004,11,0,0
6,15749,8,13,1,2007,3,10,0
5,13359,3,7,10,2011,11,51,0
5,2323,8,13,6,2003,22,0,0
6,4144,5,15,12,2012,14,15,0
5,554,10,28,6,2013,19,30,0
7,77,10,6,9,2009,21,30,0
4,6288,4,19,9,2013,18,0,0
2,1369,7,10,1,2012,19,27,0
1,8503,8,30,4,2007,13,13,0
4,1369,7,9,7,2009,21,54,0
5,2144,5,15,5,2009,7,1,0
5,7753,3,8,9,2006,22,50,0
6,1869,8,28,1,2012,0,1,0
5,2835,10,2,10,2009,18,55,0
6,1331,4,4,10,2014,15,45,0
7,388,6,24,4,2005,1,0,0
5,4859,3,18,4,2014,18,15,0
2,3890,6,10,6,2003,12,0,0
4,7657,3,4,3,2004,23,31,0
5,105,5,21,9,2012,20,23,0
6,1730,10,30,7,2011,10,31,0
7,141,6,6,10,2013,17,0,0
3,468,2,23,7,2014,11,44,0
2,14938,9,7,3,2006,20,50,0
1,6811,3,29,11,2010,20,0,0
1,13621,8,6,1,2003,8,0,0
2,3875,2,4,10,2011,16,49,0
2,125,2,21,2,2012,11,0,0
2,867,1,17,4,2012,17,0,0
2,435,10,21,8,2007,19,45,0
4,228,5,4,11,2010,19,9,0
6,451,2,24,3,2012,12,0,0
6,2826,2,26,6,2004,16,50,0
1,1650,3,3,10,2005,12,30,0
1,2511,4,5,1,2004,11,0,0
3,14217,2,8,1,2014,18,0,0
5,125,2,6,3,2009,15,14,0
4,15635,6,19,3,2009,2,49,0
6,12385,1,5,4,2003,16,0,0
1,1091,10,2,3,2009,8,40,0
2,1071,5,29,11,2005,7,20,0
2,153,1,9,12,2014,16,0,0
5,924,5,22,4,2005,7,0,0
4,1094,2,1,5,2014,21,0,0
7,5986,3,3,6,2012,16,56,0
6,2693,1,17,5,2003,10,0,0
4,4446,2,14,1,2010,19,0,0
4,14717,6,13,12,2007,13,38,0
5,5911,8,11,3,2011,16,43,0
7,157,10,3,5,2009,7,5,0
1,3903,8,8,7,2013,21,20,0
3,511,4,4,4,2012,16,21,0
4,2125,5,12,8,2010,2,30,0
6,1224,1,17,5,2008,18,0,0
4,12238,3,26,6,2014,22,52,0
1,5883,6,24,11,2014,0,30,0
4,22915,3,4,9,2003,2,0,0
5,9763,3,19,11,2010,10,30,0
3,2341,5,6,2,2008,15,0,0
7,213,4,9,3,2008,14,0,0
4,102,10,21,3,2013,22,30,0
1,3516,10,22,8,2005,9,15,0
6,3708,4,16,7,2011,1,0,0
4,6285,3,3,11,2005,21,54,0
4,7331,2,27,5,2004,2,5,0
1,10275,5,12,5,2014,16,39,0
7,2156,2,9,4,2006,9,35,0
6,831,4,12,3,2011,23,5,0
5,16245,9,12,11,2004,16,0,0
4,232,4,10,2,2005,18,0,0
3,5942,5,13,7,2011,18,12,0
2,9494,2,12,5,2009,19,0,0
4,12123,9,24,6,2004,7,30,0
7,7297,3,19,6,2005,23,0,0
2,3126,1,17,8,2004,15,0,0
4,1573,2,26,8,2010,13,0,0
6,1074,3,25,3,2006,14,0,0
2,8688,3,10,1,2006,20,0,0
2,2564,5,23,8,2005,5,30,0
4,744,10,25,8,2011,23,54,0
6,18,10,23,10,2010,0,31,0
5,1954,10,19,9,2003,1,54,0
5,11991,6,11,7,2014,0,15,0
5,1435,2,1,5,2015,0,1,0
3,1729,5,11,12,2013,12,0,0
2,2490,3,15,11,2005,8,35,0
2,3792,3,1,4,2003,12,15,0
4,1487,4,27,12,2007,6,40,0
6,926,4,26,2,2011,14,38,0
2,779,2,22,8,2006,17,0,0
7,8204,3,30,7,2006,15,35,0
2,14202,8,30,10,2012,23,0,0
3,5945,4,7,9,2005,7,0,0
7,157,10,2,6,2013,16,30,0
5,460,5,19,11,2010,9,0,0
1,13540,9,8,12,2008,19,0,0
4,2881,5,12,7,2007,16,46,0
5,7630,5,3,6,2005,19,0,0
1,656,9,2,10,2006,2,35,0
5,22911,8,5,9,2003,18,0,0
2,1757,3,21,9,2010,0,52,0
6,2924,5,27,2,2010,22,0,0
3,504,4,20,2,2008,20,10,0
5,2905,5,13,1,2012,0,1,0
1,125,2,31,5,2010,11,46,0
7,1606,2,6,5,2007,17,45,0
3,1556,5,5,3,2014,16,30,0
4,6534,5,11,1,2007,19,24,0
3,1339,2,30,6,2010,18,30,0
2,14578,9,26,11,2013,18,0,0
7,120,2,28,8,2005,15,0,0
4,358,6,30,4,2009,16,45,0
5,10434,7,21,3,2008,1,0,0
3,166,10,19,4,2006,18,30,0
1,934,1,7,7,2003,19,30,0
6,5490,9,12,7,2003,3,33,0
6,6050,8,24,1,2015,16,0,0
4,2170,5,15,10,2009,16,11,0
1,4169,3,12,10,2009,21,47,0
2,14556,9,10,11,2009,0,1,0
7,601,9,29,1,2012,16,12,0
4,5211,3,5,10,2006,19,5,0
2,2396,1,27,7,2010,20,45,0
2,4718,7,26,11,2013,10,0,0
3,990,1,17,10,2007,21,28,0
4,9161,2,20,9,2012,0,23,0
1,4741,5,23,8,2010,13,31,0
2,8036,2,8,2,2011,8,30,0
7,3446,9,25,3,2007,13,28,0
3,980,10,6,10,2010,20,51,0
6,2863,2,8,3,2003,16,42,0
6,12123,9,25,2,2006,17,29,0
2,548,10,28,6,2011,22,0,0
1,646,6,13,10,2008,9,45,0
5,4969,4,19,10,2007,15,10,0
5,16050,2,3,6,2005,12,56,0
3,12959,9,7,8,2013,14,50,0
3,374,8,19,9,2012,14,54,0
6,13979,6,26,1,2013,18,0,0
5,36,2,12,3,2010,15,0,0
7,1803,8,1,8,2010,16,44,0
4,3425,9,17,10,2013,11,25,0
4,5525,1,5,2,2015,14,0,0
3,167,5,9,6,2004,11,30,0
4,8294,9,3,11,2005,19,5,0
5,3555,4,23,2,2007,17,0,0
3,11472,4,16,4,2014,22,40,0
4,504,4,1,5,2014,18,15,0
2,7903,2,6,8,2013,16,15,0
6,2790,3,24,1,2009,12,0,0
3,1361,5,25,6,2008,15,16,0
4,1351,8,7,10,2010,11,0,0
3,5358,9,30,10,2013,0,45,0
3,641,2,12,11,2008,8,17,0
7,14588,2,24,9,2006,16,0,0
3,37,2,12,11,2014,10,36,0
4,15213,7,16,12,2010,18,0,0
5,6786,7,23,2,2007,12,0,0
5,1509,5,5,4,2013,12,38,0
6,3986,4,28,6,2003,12,0,0
3,819,10,26,11,2008,13,45,0
6,2671,5,14,1,2006,14,30,0
3,2811,1,2,11,2005,11,30,0
2,427,2,23,11,2004,22,0,0
4,21859,3,12,6,2003,8,51,0
5,4804,5,29,10,2004,18,4,0
6,12610,9,13,1,2007,0,1,0
7,467,1,22,5,2011,19,18,0
2,363,2,1,9,2009,8,0,0
3,2490,3,29,6,2011,23,0,0
6,720,5,13,12,2008,19,0,0
5,495,7,24,1,2003,18,45,0
2,9834,5,31,8,2004,17,30,0
3,2963,3,3,9,2014,7,30,0
7,3803,4,5,6,2011,18,45,0
1,4398,8,2,4,2007,12,11,0
2,5914,6,16,11,2010,13,48,0
3,7932,9,21,7,2004,7,10,0
6,1157,2,24,9,2005,11,0,0
7,9652,3,20,11,2005,7,0,0
6,4609,9,15,6,2013,17,40,0
3,14675,9,24,11,2004,17,15,0
2,6761,7,24,7,2012,19,11,0
6,15213,7,4,4,2009,18,0,0
1,793,6,11,1,2010,12,0,0
6,1427,1,19,5,2012,23,36,0
3,270,2,15,5,2013,11,5,0
1,907,6,17,9,2012,21,46,0
3,4593,2,14,11,2012,8,29,0
2,7218,8,21,12,2004,10,0,0
4,4345,2,22,4,2010,3,0,0
3,7524,5,1,4,2009,4,38,0
6,1428,3,12,1,2013,18,15,0
4,1275,10,1,5,2008,7,2,0
1,2605,8,15,9,2008,12,0,0
1,737,5,21,7,2003,0,53,0
6,1052,4,21,3,2015,19,45,0
2,125,2,22,3,2011,10,30,0
3,5828,6,27,6,2007,15,30,0
3,3844,5,19,3,2014,16,0,0
6,6001,4,7,3,2009,19,34,0
5,818,1,26,11,2004,16,0,0
6,6062,7,17,6,2006,23,55,0
5,36,2,12,1,2007,18,0,0
4,2420,8,8,1,2009,15,51,0
4,1284,4,9,2,2006,0,20,0
4,5257,2,10,12,2009,13,58,0
3,1406,4,13,1,2010,20,30,0
2,14693,3,21,2,2012,8,0,0
7,9337,3,23,8,2009,10,30,0
1,2904,2,27,9,2004,17,0,0
1,3385,9,28,11,2005,13,5,0
2,7416,3,14,9,2004,13,8,0
5,125,2,18,11,2005,12,40,0
7,3177,8,30,11,2008,10,31,0
7,114,8,14,12,2014,2,23,0
5,2140,2,17,4,2009,20,6,0
6,468,2,21,3,2009,22,55,0
4,957,2,19,3,2009,21,48,0
2,6533,2,18,2,2014,6,43,0
3,1407,1,2,9,2009,22,12,0
5,8551,5,10,12,2004,8,0,0
3,1351,8,30,5,2012,0,1,0
2,4561,3,13,5,2014,12,35,0
6,575,5,31,7,2010,13,20,0
4,518,10,9,8,2012,13,47,0
3,926,4,17,9,2014,16,8,0
5,4906,5,22,4,2005,2,0,0
7,8666,9,8,2,2009,17,30,0
4,271,9,2,4,2009,0,8,0
3,1042,3,4,2,2004,21,40,0
6,16980,8,27,11,2004,14,15,0
1,1012,4,18,3,2013,0,38,0
2,2670,2,6,4,2010,10,0,0
3,10096,3,17,5,2006,17,53,0
2,21764,2,20,7,2004,12,10,0
5,1163,4,30,11,2012,8,0,0
3,601,9,8,9,2010,11,0,0
7,1017,3,24,8,2008,13,45,0
3,10677,9,8,1,2003,17,0,0
7,1240,1,31,7,2011,7,0,0
6,198,1,24,3,2012,16,30,0
4,323,9,16,10,2008,0,1,0
2,9247,8,2,10,2007,20,45,0
6,16918,9,7,3,2009,13,0,0
1,6519,3,2,3,2009,6,30,0
7,9277,2,30,11,2003,15,0,0
1,9527,8,26,7,2010,19,29,0
2,8493,6,5,2,2008,15,25,0
5,784,2,28,6,2013,13,54,0
6,4888,3,20,4,2013,11,30,0
5,4823,1,21,2,2014,8,11,0
1,4575,3,20,2,2012,16,57,0
4,3910,3,22,1,2004,11,0,0
3,272,8,21,4,2010,12,0,0
3,3375,5,8,3,2006,15,30,0
7,5526,3,20,4,2003,20,4,0
1,8954,4,20,3,2006,23,17,0
5,1273,10,5,9,2003,10,43,0
3,203,2,7,2,2007,22,15,0
6,7320,2,18,6,2011,23,0,0
7,17315,3,30,1,2005,21,0,0
4,1760,10,19,5,2005,9,0,0
5,3782,9,26,1,2007,12,0,0
6,2521,9,17,7,2010,3,20,0
7,501,4,19,10,2014,5,56,0
4,965,1,1,12,2005,23,45,0
4,4905,1,8,3,2007,10,0,0
4,223,10,11,6,2009,2,46,0
2,22359,7,8,6,2004,17,0,0
3,548,10,22,1,2003,7,12,0
6,4252,5,3,12,2005,13,50,0
6,359,10,5,5,2007,11,0,0
7,1752,3,25,9,2011,15,46,0
4,8341,5,28,7,2005,10,0,0
7,7533,8,1,1,2006,0,1,0
7,979,4,4,10,2009,0,14,0
2,138,10,30,11,2010,17,59,0
7,5607,2,22,2,2015,9,54,0
4,2462,2,28,6,2007,15,43,0
6,354,10,1,11,2008,12,59,0
4,5483,10,19,8,2004,13,59,0
6,3796,3,13,7,2013,19,30,0
5,10370,7,19,5,2006,12,0,0
6,3722,1,9,3,2013,14,30,0
3,7694,5,26,5,2004,14,15,0
3,2747,5,8,2,2006,16,2,0
5,3893,8,25,3,2011,14,31,0
3,925,2,16,4,2003,23,37,0
1,8810,4,22,12,2003,7,53,0
5,15473,9,4,5,2012,0,40,0
3,191,3,28,10,2009,20,30,0
4,1405,10,6,8,2009,17,3,0
3,211,5,15,12,2010,20,12,0
1,5873,1,23,12,2013,16,36,0
1,223,10,2,10,2006,8,31,0
3,1591,5,5,2,2003,13,0,0
5,1537,4,21,3,2003,14,30,0
5,14200,3,25,2,2011,22,0,0
7,14077,9,20,11,2005,19,40,0
1,1918,1,12,11,2007,21,12,0
3,1042,3,15,6,2005,12,0,0
1,926,4,24,11,2014,12,11,0
7,7491,5,17,5,2009,9,50,0
7,6184,3,25,3,2012,23,0,0
6,4862,1,8,3,2014,20,30,0
2,189,2,11,12,2012,8,0,0
4,1760,10,20,9,2012,1,30,0
5,12967,9,2,5,2014,11,0,0
3,17420,8,21,3,2007,12,10,0
4,125,2,15,5,2008,0,1,0
6,11935,8,12,7,2014,22,45,0
1,528,10,28,5,2007,0,1,0
7,4722,1,25,3,2012,17,0,0
2,1192,9,17,5,2005,18,0,0
5,1214,10,23,3,2012,22,30,0
6,11065,8,5,10,2013,15,55,0
7,8838,1,9,4,2006,13,0,0
6,7886,4,12,7,2008,11,0,0
7,125,2,26,9,2010,13,0,0
6,517,2,31,5,2003,15,28,0
5,11778,3,11,7,2014,20,28,0
6,1004,1,5,6,2010,8,0,0
6,1235,5,22,3,2008,8,7,0
1,10587,1,25,7,2011,12,41,0
3,4941,1,5,2,2003,15,0,0
4,11788,4,28,7,2005,12,0,0
1,8835,3,25,12,2006,8,0,0
5,19091,9,22,8,2003,0,52,0
