"day","address","location","date","month","year","hour","min","KIDNAPPING"
7,2803,10,22,2,2015,12,53,0
1,772,10,1,10,2007,16,32,0
3,10852,1,4,10,2006,16,45,0
7,7819,4,6,4,2008,15,30,0
4,4367,8,15,12,2011,8,24,0
1,3094,1,31,3,2003,13,40,0
7,7388,1,3,7,2011,23,0,0
1,8097,3,13,6,2011,13,0,0
2,4648,5,26,6,2012,5,50,0
6,8931,9,29,11,2014,17,0,0
6,13291,8,14,6,2008,12,0,0
3,4298,10,19,8,2009,0,30,0
2,351,7,14,12,2010,20,50,0
1,173,8,21,12,2009,12,11,0
4,7828,1,8,2,2007,16,0,0
5,2405,5,21,4,2006,22,20,0
5,4656,8,14,1,2011,20,0,0
4,3492,4,11,3,2010,23,30,0
6,1977,9,17,11,2012,12,0,0
5,2982,2,5,9,2003,6,0,0
2,3716,3,20,3,2012,10,32,0
3,1077,4,11,7,2007,10,0,0
5,148,5,1,6,2012,8,0,0
1,11364,1,13,9,2004,14,0,0
4,3667,2,21,8,2008,21,15,0
5,22420,9,14,5,2004,16,53,0
1,1352,4,18,4,2011,8,0,0
4,8932,7,21,2,2008,14,7,0
7,2426,4,3,10,2004,17,0,0
3,2483,1,9,6,2004,12,10,0
7,583,4,25,1,2004,18,50,0
4,2236,4,8,8,2013,10,12,0
3,1760,10,27,7,2011,0,25,0
5,1314,2,21,10,2005,17,49,0
1,5491,3,14,9,2009,19,0,0
6,10371,8,4,10,2014,17,0,0
4,8897,1,29,4,2004,15,0,0
7,158,2,25,7,2004,13,0,0
3,213,4,11,6,2008,17,24,0
7,6625,2,4,4,2004,0,50,0
3,2688,10,29,10,2003,2,40,0
1,3816,2,29,9,2003,9,20,0
2,10787,9,30,9,2008,12,0,0
4,156,2,2,6,2005,17,0,0
3,102,10,21,1,2015,23,45,0
5,18237,7,20,3,2009,20,21,0
7,21839,6,3,10,2004,9,30,0
7,9825,2,29,6,2014,9,26,0
3,12035,8,30,11,2011,23,0,0
6,411,3,31,12,2011,1,7,0
6,220,4,17,12,2011,3,0,0
4,511,4,2,4,2009,19,57,0
2,7743,9,30,10,2007,21,0,0
4,9376,4,26,12,2013,18,50,0
5,644,1,22,9,2006,22,25,0
5,1496,5,11,3,2005,14,0,0
1,115,8,13,11,2006,19,55,0
2,4298,10,8,3,2011,7,43,0
4,872,2,25,8,2005,18,0,0
2,2008,5,3,5,2011,11,15,0
3,12128,9,21,9,2005,11,55,0
5,1041,5,28,11,2014,19,41,0
1,13213,4,11,1,2010,9,30,0
7,2271,10,8,4,2007,9,20,0
7,125,2,25,8,2013,9,23,0
6,2383,5,31,12,2011,1,30,0
3,2849,8,26,11,2003,5,18,0
5,1907,5,5,9,2008,19,30,0
3,3995,1,1,4,2015,12,0,0
2,2862,10,3,5,2011,1,20,0
1,6562,4,8,7,2013,20,30,0
1,7864,9,19,8,2013,15,0,0
2,1154,9,4,3,2003,19,22,0
1,4140,10,1,11,2010,0,1,0
5,8571,5,20,4,2007,22,0,0
6,10326,7,8,9,2012,20,0,0
6,1882,4,9,9,2006,23,24,0
6,7352,8,15,7,2006,0,29,0
1,554,10,26,12,2011,1,33,0
6,11187,4,28,6,2014,23,0,0
2,2868,7,19,3,2013,7,30,0
5,18406,3,30,5,2003,18,0,0
1,213,4,24,5,2004,10,25,0
3,14696,8,9,1,2013,11,0,0
4,1409,6,4,9,2014,16,30,0
1,8223,2,14,4,2008,3,12,0
7,5443,7,22,5,2011,17,0,0
3,2138,1,9,7,2003,0,10,0
4,3588,7,1,5,2008,12,0,0
5,756,3,17,9,2004,12,10,0
1,6486,1,10,1,2011,1,45,0
1,1447,9,19,2,2007,0,1,0
2,1473,1,13,11,2012,20,0,0
2,2178,6,23,12,2014,7,0,0
2,853,2,17,4,2012,10,38,0
7,594,8,16,11,2014,13,25,0
7,957,2,14,6,2009,17,30,0
5,15234,2,21,3,2008,11,15,0
2,13650,9,2,10,2007,0,1,0
5,1054,3,4,4,2014,0,1,0
2,5444,10,16,5,2006,0,30,0
7,259,5,23,3,2014,15,40,0
7,2341,5,24,2,2008,0,20,0
2,7400,5,29,9,2009,8,30,0
4,408,2,22,8,2013,19,30,0
4,468,2,18,11,2010,13,15,0
1,7849,4,18,4,2011,12,17,0
5,1079,5,19,9,2008,2,0,0
7,5469,1,4,12,2005,23,45,0
1,277,10,24,11,2003,17,0,0
4,1314,2,9,9,2010,18,54,0
5,4620,4,19,10,2012,15,15,0
6,12244,8,1,5,2004,10,38,0
5,6122,2,24,1,2014,23,9,0
6,979,4,20,11,2010,12,0,0
2,3399,5,1,5,2012,0,1,0
2,867,1,23,12,2008,11,0,0
1,125,2,27,4,2015,15,0,0
4,125,2,3,10,2013,20,21,0
2,12768,3,12,5,2009,15,0,0
3,3180,10,13,10,2004,23,13,0
5,1449,1,1,12,2006,8,45,0
1,93,7,17,10,2011,9,30,0
2,1912,1,27,5,2003,18,0,0
3,5069,3,30,4,2003,16,47,0
7,4401,6,30,12,2007,15,55,0
5,978,1,12,7,2013,0,50,0
1,1091,10,21,2,2005,23,25,0
7,16722,3,22,2,2009,9,0,0
6,2045,6,17,11,2007,12,0,0
4,1653,3,16,10,2014,18,8,0
5,5546,1,27,1,2006,15,30,0
3,2636,4,22,1,2003,22,0,0
1,4317,4,4,3,2013,9,30,0
5,7778,9,29,6,2012,8,25,0
6,1996,2,22,9,2012,6,15,0
2,9331,2,10,6,2003,17,10,0
2,8596,9,23,6,2009,20,30,0
5,4564,1,20,2,2009,14,30,0
1,138,2,10,11,2014,10,58,0
1,2693,1,1,4,2013,17,30,0
4,5275,4,20,2,2014,18,30,0
2,779,2,22,7,2008,16,0,0
4,392,4,8,3,2007,14,50,0
3,893,10,3,9,2014,8,10,0
4,5235,1,14,6,2007,20,0,0
5,5932,5,30,11,2012,20,20,0
2,945,6,28,5,2013,12,19,0
2,125,2,8,6,2004,19,0,0
1,1509,5,25,7,2005,14,30,0
2,1520,5,23,8,2005,6,30,0
1,3861,8,1,9,2003,17,0,0
2,2370,1,16,10,2012,16,0,0
2,11085,5,14,6,2005,13,47,0
1,5807,7,2,3,2015,15,0,0
4,5233,1,19,5,2011,8,30,0
7,6690,4,13,3,2011,0,39,0
1,204,1,27,10,2003,20,30,0
1,223,10,1,10,2007,22,9,0
6,3066,4,14,12,2013,19,2,0
2,337,3,21,9,2010,19,30,0
5,14851,9,13,6,2003,7,5,0
3,408,2,17,10,2012,16,6,0
6,4837,9,12,2,2005,22,0,0
1,550,3,25,12,2006,8,0,0
2,939,5,5,4,2005,10,0,0
7,2252,2,31,12,2006,11,30,0
6,821,10,11,9,2010,12,44,0
1,499,2,9,1,2012,17,58,0
4,727,4,26,6,2003,20,26,0
5,125,2,23,2,2007,18,30,0
4,1760,10,22,2,2007,12,23,0
7,408,2,15,7,2007,15,37,0
3,3362,5,14,7,2010,17,0,0
2,8535,5,7,8,2012,18,36,0
1,5930,5,16,4,2012,21,30,0
6,7870,1,29,5,2004,5,0,0
3,2998,9,15,4,2015,12,0,0
5,213,4,23,1,2004,12,0,0
4,5378,5,21,3,2013,23,0,0
5,7259,5,24,1,2014,21,33,0
1,3131,10,30,10,2006,15,30,0
5,8089,1,6,5,2011,9,0,0
1,2614,8,7,7,2014,0,15,0
2,9609,7,1,4,2003,10,0,0
3,111,10,30,10,2013,17,44,0
6,2409,2,26,7,2014,22,45,0
5,1406,4,10,3,2006,17,42,0
3,105,5,24,12,2014,11,45,0
5,4186,1,11,7,2014,20,10,0
4,2274,7,23,2,2012,0,1,0
4,12086,5,21,4,2005,22,0,0
7,1091,10,19,12,2010,16,58,0
5,5289,7,31,5,2013,8,0,0
6,7023,7,15,1,2005,15,0,0
3,9849,6,19,3,2014,13,30,0
7,8352,3,31,1,2010,17,0,0
2,478,1,4,3,2003,12,0,0
6,328,10,2,7,2005,2,20,0
1,4178,10,31,10,2011,4,34,0
7,953,1,8,9,2013,21,50,0
5,403,7,1,5,2015,15,30,0
7,10881,1,12,8,2012,8,45,0
1,77,10,3,3,2014,15,20,0
4,8748,5,11,12,2003,12,0,0
2,1717,2,28,10,2014,16,15,0
1,1245,10,5,4,2010,10,50,0
7,15178,5,1,1,2012,9,4,0
6,2398,2,11,12,2004,21,37,0
1,1537,4,11,5,2009,14,15,0
3,5131,7,1,10,2003,15,15,0
7,2763,5,26,8,2012,19,45,0
6,698,2,12,7,2003,0,1,0
6,1351,8,26,8,2006,9,8,0
5,17770,9,15,10,2004,22,25,0
5,3329,10,7,5,2010,6,30,0
4,673,10,22,9,2005,12,57,0
5,435,10,13,6,2008,14,15,0
3,8274,4,9,6,2004,20,30,0
4,3126,1,26,12,2013,0,1,0
2,4326,3,2,4,2013,7,30,0
4,1091,10,7,8,2014,8,30,0
5,5221,3,6,3,2009,13,20,0
3,4908,2,24,12,2008,7,30,0
5,2545,4,9,8,2013,11,0,0
3,10567,8,24,12,2003,22,0,0
7,14523,5,9,4,2006,17,0,0
4,2236,4,30,5,2013,2,15,0
4,2106,6,17,10,2013,18,0,0
6,1722,2,31,7,2010,6,37,0
3,2030,6,20,8,2008,16,30,0
1,357,4,8,12,2008,13,0,0
5,4879,1,15,10,2004,18,30,0
3,1395,6,1,6,2005,16,0,0
6,8697,3,19,5,2012,17,0,0
4,8690,3,11,12,2014,19,30,0
4,1351,8,19,2,2009,12,30,0
2,5479,5,25,11,2003,10,0,0
7,904,5,1,1,2006,5,51,0
2,4325,4,28,11,2006,22,0,0
6,15039,9,12,6,2004,12,30,0
1,9006,5,7,1,2008,18,0,0
5,863,1,8,8,2014,18,0,0
3,19530,9,13,1,2010,9,52,0
7,7039,1,19,4,2009,23,30,0
3,12622,5,5,2,2014,21,20,0
1,1245,10,18,2,2013,0,24,0
2,6840,5,15,6,2010,19,0,0
1,6338,6,5,1,2009,18,10,0
7,2398,2,10,2,2008,23,0,0
5,36,2,2,5,2003,18,0,0
7,8690,3,24,8,2014,22,18,0
7,366,10,11,8,2013,6,30,0
1,12589,4,12,5,2014,21,30,0
3,881,1,31,3,2004,17,30,0
3,7343,10,23,1,2008,19,10,0
3,408,2,28,5,2014,13,51,0
2,38,10,17,2,2015,11,37,0
3,118,2,30,10,2013,18,35,0
5,2024,1,26,8,2011,8,30,0
2,102,10,12,5,2009,11,18,0
5,3076,5,25,1,2013,8,0,0
7,125,2,22,4,2012,0,42,0
4,1810,1,8,2,2007,6,30,0
5,1339,2,29,7,2005,12,30,0
5,5491,3,20,4,2007,18,32,0
1,16500,4,18,2,2013,0,57,0
6,4434,8,21,3,2015,22,0,0
6,5359,9,6,4,2013,11,0,0
3,16931,4,10,1,2007,10,9,0
1,571,2,4,8,2014,22,0,0
5,924,5,7,10,2011,17,1,0
4,125,2,6,5,2010,17,58,0
2,18017,3,21,1,2003,11,0,0
7,3974,5,14,6,2009,1,10,0
7,407,5,23,10,2011,14,59,0
6,2265,4,9,4,2011,16,30,0
5,11494,8,8,8,2014,14,0,0
2,2831,4,28,9,2004,17,34,0
6,1790,1,12,8,2006,17,30,0
2,1536,6,28,10,2008,4,40,0
4,125,2,23,1,2014,9,12,0
7,9778,5,9,3,2008,20,0,0
4,451,2,25,6,2009,20,0,0
1,6741,8,5,1,2009,20,40,0
2,13926,7,21,3,2006,21,15,0
5,21770,1,28,11,2003,0,1,0
5,1670,2,9,1,2015,19,30,0
5,10578,3,22,10,2010,16,30,0
6,5240,3,14,7,2007,20,5,0
7,5491,3,16,12,2012,12,46,0
5,7452,9,11,2,2005,16,14,0
4,10546,2,28,6,2012,1,30,0
6,9585,4,17,11,2012,18,0,0
7,8131,5,3,12,2006,23,0,0
2,7488,3,9,12,2008,10,0,0
2,451,2,11,5,2004,16,17,0
1,9110,9,31,10,2011,20,0,0
1,2442,8,28,10,2013,13,0,0
5,105,5,6,2,2004,10,0,0
2,501,4,21,1,2003,16,29,0
6,9867,4,26,8,2006,9,30,0
1,2972,5,3,3,2008,19,20,0
6,742,3,6,4,2013,15,30,0
7,10609,9,22,4,2012,15,0,0
5,1350,3,9,3,2007,22,5,0
6,6191,8,5,11,2005,9,0,0
2,354,10,23,6,2009,17,1,0
5,408,2,19,4,2013,14,30,0
1,6706,9,30,9,2013,10,0,0
4,27,5,20,3,2014,0,1,0
2,2602,1,10,7,2012,22,0,0
4,12650,2,6,3,2003,20,33,0
4,772,10,25,1,2007,10,43,0
5,11987,1,4,11,2011,17,50,0
6,10763,1,3,11,2007,8,0,0
7,1259,8,28,12,2014,13,35,0
5,4840,1,10,2,2006,12,0,0
1,125,2,22,1,2007,7,40,0
1,4981,9,31,8,2009,8,0,0
4,853,2,24,1,2013,2,55,0
6,3738,8,1,6,2013,7,45,0
3,402,4,9,1,2013,20,0,0
7,1458,8,12,7,2009,12,0,0
7,2353,5,19,4,2015,9,50,0
1,10147,5,9,6,2003,20,15,0
3,672,1,15,10,2008,0,1,0
5,8250,9,26,12,2014,15,25,0
6,1969,4,26,8,2006,21,0,0
6,1920,5,2,12,2006,18,29,0
7,14815,7,8,5,2005,2,0,0
4,1284,4,12,8,2010,6,40,0
7,744,10,8,5,2005,0,9,0
5,323,9,31,10,2014,10,0,0
5,830,10,29,12,2006,18,0,0
3,14710,6,6,9,2006,6,28,0
1,4140,10,22,6,2009,8,30,0
4,6159,4,27,11,2003,20,15,0
1,2539,8,10,5,2004,17,0,0
3,411,3,17,4,2013,17,43,0
6,2084,5,1,12,2012,2,20,0
6,1091,10,19,6,2010,12,0,0
4,841,2,30,10,2003,17,30,0
2,21822,9,30,3,2004,1,33,0
4,10766,7,24,1,2013,16,0,0
1,9784,8,10,11,2003,12,0,0
6,981,2,12,1,2008,0,45,0
5,5105,4,23,1,2015,21,0,0
5,7586,4,16,11,2007,11,50,0
5,13175,6,16,10,2009,23,0,0
2,8037,2,14,11,2006,9,20,0
5,105,5,8,8,2014,17,0,0
6,736,4,11,2,2006,7,38,0
1,823,2,17,3,2003,20,1,0
1,5164,4,10,1,2011,20,26,0
5,2153,2,6,3,2009,9,16,0
2,2118,5,2,3,2004,21,15,0
3,10608,4,10,12,2008,23,51,0
7,5267,3,29,6,2014,22,20,0
7,7076,8,4,6,2006,18,0,0
4,6226,6,3,9,2009,12,40,0
6,102,10,19,4,2014,18,30,0
3,5702,8,18,2,2015,19,31,0
2,877,2,21,8,2007,18,0,0
4,4286,6,25,8,2005,17,30,0
6,4990,5,26,12,2009,7,0,0
3,205,8,20,4,2011,20,15,0
7,1571,7,7,9,2003,2,0,0
1,2828,8,18,8,2003,21,0,0
3,772,10,15,12,2010,18,0,0
5,16162,6,12,2,2010,9,30,0
7,5241,5,25,8,2013,16,14,0
5,3239,8,27,6,2008,14,59,0
4,102,10,11,11,2004,22,40,0
7,8377,8,5,10,2014,17,30,0
2,144,4,24,6,2003,7,0,0
4,4456,1,22,7,2004,22,25,0
3,952,2,22,1,2003,11,58,0
5,125,2,3,12,2010,18,15,0
4,139,2,23,9,2010,0,1,0
1,1149,5,18,8,2014,13,55,0
3,125,2,14,12,2011,13,0,0
1,8379,3,18,4,2005,12,26,0
2,4543,3,25,11,2014,20,0,0
6,125,2,22,10,2011,4,30,0
5,13,3,25,7,2014,14,38,0
1,657,8,16,4,2007,0,1,0
2,36,2,10,1,2012,12,40,0
1,4841,9,17,10,2011,15,31,0
4,2490,3,19,5,2005,18,27,0
4,998,5,1,11,2012,15,35,0
3,6069,8,6,4,2005,14,6,0
2,2909,2,30,9,2008,6,45,0
6,1780,4,13,3,2010,16,0,0
7,83,2,28,1,2007,17,50,0
3,125,2,22,3,2006,9,45,0
2,14667,9,28,10,2003,9,0,0
5,7630,5,24,2,2006,11,30,0
6,6789,5,20,3,2004,16,0,0
6,3619,2,11,8,2007,13,5,0
1,21785,10,27,9,2004,15,7,0
6,8828,7,8,8,2009,2,30,0
4,778,5,1,11,2012,11,5,0
2,408,2,19,4,2005,14,30,0
7,182,4,26,12,2004,1,27,0
2,1459,5,25,12,2012,8,20,0
1,7608,1,12,6,2006,7,0,0
5,9024,3,14,11,2008,22,31,0
1,11129,7,16,5,2005,22,40,0
6,4625,3,9,4,2005,20,0,0
4,3395,8,24,1,2013,18,55,0
5,2752,9,28,11,2014,10,45,0
1,1465,7,2,8,2004,14,0,0
2,277,10,17,8,2004,18,59,0
5,1273,10,17,6,2011,13,12,0
2,213,4,28,11,2006,16,30,0
2,1255,6,3,9,2013,17,19,0
3,517,2,14,12,2005,17,15,0
3,1470,1,14,6,2006,16,0,0
5,9810,5,24,2,2012,19,0,0
2,2296,7,25,1,2005,21,45,0
7,1210,1,21,10,2012,0,10,0
1,1179,5,8,11,2004,22,0,0
1,60,5,19,1,2015,8,0,0
1,10210,6,3,3,2008,9,30,0
5,2058,1,18,6,2010,0,20,0
4,7104,6,16,10,2003,8,25,0
6,22102,2,21,8,2004,1,16,0
2,2848,2,24,7,2012,9,30,0
7,631,2,16,11,2014,21,36,0
1,11027,7,30,8,2004,20,30,0
5,1039,5,19,10,2012,19,50,0
6,2691,4,31,12,2005,9,0,0
4,1515,5,30,4,2015,19,0,0
4,945,6,25,1,2007,15,55,0
1,10496,9,9,8,2010,0,1,0
5,232,4,8,9,2006,0,1,0
3,8954,4,4,4,2012,12,59,0
2,6159,4,30,11,2010,20,30,0
5,4225,1,14,11,2008,20,0,0
7,2892,8,30,6,2013,21,30,0
4,3469,9,25,12,2014,23,22,0
7,9718,5,4,11,2012,18,30,0
2,3630,10,14,10,2008,14,49,0
3,16713,9,12,11,2003,17,40,0
4,8082,5,16,9,2004,17,30,0
6,3854,4,10,1,2015,17,0,0
2,3597,7,3,8,2004,19,0,0
7,125,2,19,4,2009,12,0,0
4,7088,6,1,12,2011,5,20,0
4,6662,8,14,10,2004,16,0,0
2,8575,5,9,12,2014,17,0,0
4,14885,5,17,10,2013,21,0,0
2,125,2,9,2,2010,17,0,0
3,3937,4,27,6,2012,19,0,0
6,2706,10,14,1,2006,17,5,0
1,125,2,27,10,2014,13,0,0
4,7243,1,21,2,2008,15,30,0
4,577,2,25,3,2010,14,20,0
4,4531,4,1,5,2003,16,0,0
3,1042,3,26,11,2008,7,30,0
7,16141,8,3,7,2005,10,0,0
4,10891,5,29,5,2014,2,0,0
6,10214,1,12,7,2008,18,14,0
4,323,9,9,9,2010,22,30,0
5,8482,6,20,4,2012,18,30,0
2,2737,3,9,12,2008,15,21,0
2,1919,8,28,6,2011,23,0,0
6,6922,1,18,9,2004,13,40,0
5,11835,9,12,8,2011,23,30,0
5,1223,5,17,9,2004,18,12,0
4,1091,10,31,5,2007,19,28,0
7,125,2,7,10,2007,0,1,0
3,203,2,29,9,2004,18,30,0
7,468,2,17,1,2010,18,10,0
3,19722,7,18,10,2006,21,0,0
6,9854,8,29,6,2013,20,26,0
1,5190,1,13,5,2013,14,0,0
2,656,9,10,6,2014,12,0,0
2,2693,1,7,8,2007,12,10,0
5,1351,8,12,8,2005,14,12,0
4,13542,9,13,6,2013,19,0,0
6,323,9,11,8,2012,13,0,0
6,775,5,22,10,2011,22,35,0
3,21756,5,10,11,2004,10,39,0
4,8318,1,5,8,2004,15,25,0
1,8680,4,16,3,2009,14,22,0
4,579,1,1,12,2005,3,0,0
6,2026,3,5,4,2008,1,34,0
2,10904,6,21,7,2009,23,0,0
5,1263,2,20,8,2004,11,45,0
3,9607,2,25,8,2010,19,18,0
4,125,2,4,11,2010,20,52,0
4,1005,5,8,3,2007,16,0,0
7,670,3,19,10,2008,17,49,0
7,8036,2,20,11,2011,19,41,0
6,1760,10,21,3,2009,9,30,0
6,2414,3,24,9,2011,14,30,0
1,323,9,27,6,2011,10,50,0
1,1809,10,5,1,2015,20,49,0
4,6809,4,24,1,2013,21,51,0
6,125,2,1,11,2003,12,0,0
3,22437,4,23,7,2003,7,30,0
6,1489,8,25,8,2007,12,15,0
3,2536,3,30,11,2005,16,15,0
1,98,4,13,10,2003,0,20,0
4,263,1,31,5,2012,20,0,0
5,2448,1,21,3,2014,19,30,0
4,1775,4,20,5,2010,20,52,0
6,9200,8,12,12,2009,23,0,0
3,15568,3,8,2,2012,17,37,0
4,3530,5,10,7,2003,2,0,0
1,3329,10,27,4,2009,7,12,0
5,863,1,15,6,2007,13,15,0
1,17862,9,28,5,2007,1,30,0
4,13335,4,23,7,2009,8,55,0
7,5782,5,30,6,2013,4,38,0
5,511,4,24,9,2010,14,15,0
7,546,5,28,12,2008,11,46,0
4,1245,10,6,3,2008,14,45,0
7,7848,3,23,3,2014,21,45,0
6,2571,1,13,12,2008,16,10,0
6,1091,10,30,7,2005,16,55,0
5,1642,1,25,6,2004,15,13,0
6,772,10,21,3,2015,10,30,0
1,20555,3,7,8,2006,2,0,0
4,21951,5,2,9,2004,14,3,0
5,5390,5,23,9,2011,17,50,0
4,769,5,11,8,2005,23,0,0
3,83,2,24,1,2007,16,0,0
3,872,2,10,8,2005,16,46,0
1,710,8,25,1,2010,17,50,0
4,2748,1,8,1,2009,16,30,0
5,363,2,27,11,2009,16,0,0
7,21840,2,30,5,2004,12,20,0
4,957,2,9,8,2012,18,20,0
3,94,1,15,10,2003,22,0,0
1,9807,9,26,7,2010,14,30,0
3,8166,4,7,3,2007,20,0,0
7,501,4,28,12,2014,22,40,0
4,9416,6,6,5,2010,13,30,0
3,1191,10,7,1,2009,10,0,0
2,548,10,14,10,2008,13,45,0
6,9591,2,17,5,2014,17,0,0
3,1760,10,8,2,2012,11,16,0
1,5102,8,10,11,2008,12,15,0
3,1553,4,28,12,2005,16,0,0
1,1100,5,7,1,2013,13,0,0
5,13468,3,25,3,2005,20,0,0
6,8304,8,2,7,2011,22,0,0
4,83,2,19,3,2009,22,44,0
1,1571,7,3,10,2011,23,5,0
7,1224,1,30,1,2011,0,30,0
7,4832,4,15,11,2009,16,35,0
2,307,3,15,11,2011,11,1,0
2,6253,1,13,7,2010,7,0,0
3,15192,2,22,9,2010,19,45,0
3,13129,3,24,11,2004,15,30,0
4,598,6,8,1,2009,17,30,0
7,10751,4,27,1,2008,22,30,0
2,2078,9,19,2,2008,11,0,0
5,3846,5,4,10,2013,20,10,0
5,4648,5,6,3,2009,5,25,0
1,1399,10,5,3,2007,23,6,0
6,1233,4,16,11,2013,15,9,0
2,408,2,27,4,2004,11,15,0
7,363,2,5,4,2015,19,40,0
2,2140,2,5,2,2008,0,8,0
5,2909,2,3,4,2015,0,2,0
2,17132,7,10,1,2012,7,0,0
1,3828,2,20,2,2012,9,36,0
5,2842,10,16,11,2007,13,30,0
3,5095,8,7,8,2013,7,0,0
7,192,1,1,6,2008,7,0,0
2,5746,3,3,3,2015,6,0,0
1,772,10,13,4,2009,22,31,0
6,716,5,8,10,2005,2,42,0
4,3782,9,23,7,2009,6,16,0
2,9452,8,1,11,2011,17,0,0
6,55,2,27,2,2010,10,37,0
4,2902,5,30,6,2011,20,45,0
1,20007,1,9,1,2006,18,30,0
2,1550,1,29,6,2010,21,0,0
5,534,4,12,8,2005,7,12,0
3,504,4,9,1,2008,22,48,0
4,13302,9,23,8,2007,20,30,0
5,1141,10,24,2,2006,11,30,0
3,11217,3,1,11,2006,18,40,0
5,403,7,19,4,2013,16,0,0
5,1954,10,6,4,2012,20,0,0
4,203,2,11,2,2010,15,0,0
4,2089,3,6,5,2010,11,0,0
4,1709,9,10,12,2009,13,0,0
2,16140,5,6,9,2005,11,55,0
4,512,8,10,1,2013,7,55,0
1,1791,2,14,4,2003,8,48,0
2,2821,2,29,4,2008,14,45,0
1,547,2,20,7,2009,8,15,0
2,146,10,11,7,2006,21,35,0
1,277,10,5,2,2007,19,51,0
3,1157,2,2,6,2010,10,50,0
5,21839,6,19,3,2004,8,0,0
6,682,10,8,3,2008,10,36,0
5,1398,1,23,1,2015,17,0,0
2,125,2,15,11,2005,21,0,0
6,11017,4,12,7,2014,12,0,0
6,1220,10,26,1,2008,0,9,0
5,1091,10,3,5,2013,22,0,0
5,6780,5,6,2,2015,1,0,0
1,14052,4,28,9,2009,1,0,0
3,16583,1,15,10,2003,16,0,0
4,511,4,7,2,2008,2,3,0
5,142,1,23,1,2015,19,45,0
3,4535,1,19,4,2006,15,30,0
6,1371,9,11,1,2014,16,15,0
7,3555,4,11,8,2013,17,0,0
4,6695,5,14,10,2004,0,33,0
3,12655,5,13,10,2004,17,0,0
4,3394,5,4,4,2013,16,45,0
4,20753,3,27,11,2003,17,42,0
3,3792,3,15,6,2011,3,16,0
4,3120,7,30,10,2008,15,30,0
5,4038,9,17,12,2010,10,30,0
5,1676,2,14,1,2011,15,48,0
4,5119,1,10,1,2008,9,0,0
5,408,2,29,11,2013,12,18,0
2,6329,4,11,11,2003,20,0,0
2,2346,2,17,2,2009,10,50,0
6,7461,3,23,4,2005,19,25,0
6,10236,6,7,9,2013,5,10,0
2,11935,8,18,10,2011,19,38,0
2,6625,2,21,8,2007,10,30,0
5,11108,8,11,7,2003,12,0,0
5,501,4,26,6,2009,9,30,0
4,10862,5,3,11,2011,10,50,0
5,14300,1,4,5,2007,23,39,0
3,323,9,2,5,2012,15,0,0
5,323,9,8,4,2005,19,0,0
1,9896,2,8,11,2004,0,11,0
4,166,10,21,3,2013,17,20,0
1,1654,8,31,5,2010,16,0,0
2,11116,2,30,3,2004,9,8,0
7,125,2,20,10,2013,2,13,0
3,1764,1,4,10,2006,10,45,0
2,14585,9,15,9,2009,13,30,0
7,2254,4,2,12,2012,3,15,0
5,126,8,9,1,2015,15,0,0
3,11580,7,26,11,2003,20,0,0
3,10290,2,11,1,2006,0,10,0
1,1704,2,18,8,2014,16,30,0
1,7355,8,15,11,2010,5,32,0
7,1254,2,5,11,2006,11,1,0
5,211,5,1,7,2011,12,30,0
4,5773,4,26,7,2012,18,50,0
4,7158,9,13,11,2008,12,0,0
2,2811,1,2,5,2006,14,0,0
3,3834,2,24,8,2011,1,45,0
1,3044,4,9,12,2013,14,50,0
1,1565,5,2,4,2007,18,0,0
3,19480,5,10,2,2010,19,0,0
6,11128,8,27,8,2011,12,0,0
1,13002,3,22,2,2010,0,1,0
1,779,2,17,4,2006,15,42,0
2,4815,3,8,2,2011,19,0,0
6,1489,8,20,5,2006,11,0,0
7,8496,6,22,2,2004,0,23,0
2,2919,9,9,8,2011,9,20,0
2,5015,1,12,10,2004,8,5,0
1,5034,3,1,5,2006,21,0,0
5,2889,10,12,8,2005,3,20,0
2,2033,3,20,3,2007,16,25,0
5,9205,8,1,11,2013,15,30,0
5,3567,6,4,4,2003,16,25,0
3,125,2,2,6,2010,17,55,0
2,213,4,2,3,2004,9,17,0
5,4241,5,9,7,2004,23,30,0
5,2393,8,11,7,2003,7,15,0
7,2750,2,30,6,2013,21,35,0
3,4478,4,16,5,2012,20,48,0
1,2911,10,15,10,2012,11,0,0
2,6474,5,18,3,2008,16,7,0
4,2083,2,29,4,2004,23,30,0
3,21770,1,13,10,2004,7,0,0
3,5253,6,10,11,2004,1,14,0
7,7787,3,9,5,2010,16,40,0
3,17300,3,20,4,2011,8,29,0
6,102,10,17,5,2008,3,18,0
5,234,6,23,4,2010,10,10,0
6,17524,8,21,5,2005,23,7,0
2,4726,10,27,6,2006,22,20,0
2,925,2,13,4,2004,21,10,0
5,8188,5,20,8,2004,21,0,0
2,4317,4,12,7,2005,17,0,0
3,8186,4,5,4,2006,0,1,0
2,3364,5,22,2,2005,9,53,0
2,10897,9,13,11,2007,17,30,0
6,7649,8,20,10,2012,23,0,0
6,2519,8,20,9,2003,16,0,0
3,12610,9,22,2,2006,9,15,0
2,517,2,12,10,2004,3,0,0
1,125,2,15,11,2010,8,20,0
1,644,1,1,11,2010,11,39,0
6,1233,4,28,1,2012,19,15,0
4,2606,3,5,5,2005,14,50,0
3,8785,3,10,12,2014,2,15,0
2,1001,9,19,9,2006,22,0,0
5,1831,5,14,11,2003,21,30,0
2,13914,3,27,5,2008,11,0,0
