"day","address","location","date","month","year","hour","min","RECOVEREDVEHICLE"
4,478,1,28,11,2013,14,0,0
2,7677,1,30,3,2004,22,30,0
5,83,2,7,3,2003,0,20,0
4,27,5,18,4,2013,7,45,0
5,1470,1,6,10,2006,18,15,0
1,22144,4,31,3,2003,18,0,0
5,5211,3,19,9,2003,15,50,0
1,323,9,17,2,2003,20,50,0
3,3807,3,26,12,2007,13,1,0
5,3673,3,30,12,2011,2,0,0
4,1800,1,20,4,2006,14,0,0
3,125,2,22,8,2007,3,7,0
6,1497,6,9,8,2014,22,59,0
7,772,10,8,2,2015,8,0,0
2,322,5,1,4,2008,22,15,0
7,2579,2,25,1,2015,20,0,0
6,538,8,13,12,2003,17,55,0
7,2348,1,11,7,2004,13,30,0
1,7198,1,13,10,2008,23,31,0
6,302,7,20,4,2013,3,53,0
1,6570,3,26,5,2008,18,9,0
1,11731,8,13,5,2013,9,5,0
5,11472,4,10,3,2006,18,0,0
5,13770,5,7,10,2005,18,0,0
2,12542,8,10,7,2012,13,5,0
6,10332,5,29,5,2004,21,45,0
7,1472,5,19,9,2004,5,42,0
3,1154,9,8,8,2007,19,0,0
4,14532,5,13,7,2006,21,9,0
6,657,8,9,10,2010,2,0,0
4,2490,3,6,4,2006,9,21,0
3,1965,5,20,4,2005,8,26,0
5,528,10,17,9,2004,1,11,0
3,1335,6,30,4,2003,7,45,0
6,6661,3,3,11,2007,21,9,0
5,594,8,2,5,2008,10,40,0
6,772,10,2,6,2012,16,0,0
7,1409,6,10,3,2013,12,57,0
2,502,4,4,3,2008,9,50,0
4,213,4,6,3,2008,14,37,0
2,10907,5,26,12,2006,13,10,0
3,626,2,26,12,2007,21,41,0
1,198,1,12,12,2005,0,1,0
6,10859,8,12,1,2008,23,45,0
6,468,2,29,5,2004,10,3,0
2,8830,4,25,11,2014,18,0,0
1,1260,5,17,4,2006,15,30,0
2,2119,10,4,2,2003,11,40,0
2,2341,5,5,10,2010,10,0,0
1,4645,5,11,5,2009,17,45,0
3,83,2,15,12,2010,18,30,0
2,2887,2,28,10,2008,21,56,0
3,15990,6,18,5,2005,8,45,0
3,3740,6,28,5,2008,10,0,0
5,9137,8,28,11,2003,21,0,0
6,22492,8,8,3,2003,12,30,0
3,2955,3,2,6,2010,20,35,0
7,548,10,11,9,2005,12,20,0
6,6083,2,18,12,2010,21,6,0
4,2300,3,5,9,2013,19,3,0
2,2179,3,23,6,2009,6,30,0
1,5003,7,19,2,2007,23,0,0
2,9875,7,10,1,2006,15,30,0
5,138,2,13,1,2006,16,45,0
6,755,4,8,2,2014,3,3,0
3,7838,4,9,2,2011,10,57,0
2,6986,7,20,8,2013,20,30,0
5,9702,7,24,8,2012,1,55,0
1,4440,8,1,3,2004,11,30,0
2,4917,3,9,3,2010,20,8,0
2,3399,5,30,9,2003,9,15,0
3,8353,2,28,5,2014,0,20,0
6,3532,3,26,3,2005,10,49,0
1,1533,5,13,10,2008,11,0,0
7,2488,1,29,11,2009,3,15,0
7,376,2,18,4,2004,18,30,0
5,21611,4,9,7,2004,18,4,0
4,6476,6,30,4,2009,21,0,0
6,14852,3,19,10,2013,11,0,0
4,125,2,20,10,2011,16,15,0
4,5215,3,22,3,2007,13,58,0
6,1091,10,1,11,2003,13,52,0
6,1195,9,29,12,2007,21,0,0
5,3323,3,14,12,2012,9,0,0
5,713,4,2,10,2009,9,59,0
3,2911,10,5,10,2011,16,48,0
7,223,10,18,10,2009,9,23,0
7,14302,7,14,7,2013,11,0,0
6,2618,3,13,12,2014,15,45,0
2,408,2,31,10,2006,23,30,0
1,7565,3,13,9,2004,21,0,0
4,10322,2,16,5,2013,1,21,0
6,9329,4,22,2,2003,10,15,0
5,2858,1,21,9,2012,6,2,0
3,6617,2,8,2,2006,12,10,0
5,498,3,1,5,2009,9,30,0
4,3796,3,20,2,2003,20,30,0
2,7483,8,14,4,2009,21,30,0
3,357,4,15,4,2009,12,0,0
6,872,2,1,11,2003,23,13,0
2,6406,2,18,3,2014,12,13,0
7,6711,5,11,1,2009,7,28,0
4,1116,2,23,8,2007,15,30,0
4,21918,9,29,5,2003,15,15,0
7,8352,3,31,7,2005,13,30,0
4,358,6,10,8,2006,9,50,0
3,6149,5,4,10,2006,3,5,0
5,3695,8,3,4,2015,16,0,0
5,6055,9,8,4,2005,21,24,0
3,9890,5,18,10,2006,19,30,0
4,2618,3,3,4,2008,3,0,0
2,2420,8,16,5,2006,16,40,0
5,3727,10,5,10,2007,15,15,0
1,3385,9,4,2,2013,8,5,0
7,4377,1,11,3,2007,21,43,0
7,2607,2,10,2,2013,15,0,0
2,2848,2,2,9,2008,22,0,0
2,102,10,11,6,2013,14,30,0
3,349,2,22,1,2014,20,2,0
5,2119,10,6,10,2006,12,16,0
1,2099,5,17,9,2007,23,0,0
6,16109,5,4,4,2009,10,0,0
3,4760,2,8,7,2009,15,30,0
1,559,6,8,8,2005,14,0,0
7,8805,7,13,7,2014,19,35,0
3,4324,4,11,11,2009,16,20,0
5,1937,4,25,8,2006,14,0,0
2,403,7,5,8,2014,18,30,0
3,926,4,19,10,2011,19,5,0
7,7928,4,4,5,2008,15,0,0
6,5801,1,28,1,2012,0,50,0
4,20195,8,27,11,2008,9,30,0
3,125,2,11,1,2006,17,0,0
2,7612,6,26,6,2012,22,28,0
3,9141,2,5,5,2010,10,30,0
3,2796,6,24,11,2004,13,30,0
5,28,4,23,1,2015,11,7,0
2,3396,10,5,2,2008,17,15,0
6,1085,5,24,9,2011,0,24,0
7,9276,3,14,8,2011,15,38,0
5,4075,7,18,4,2014,16,0,0
1,548,10,4,4,2011,5,36,0
1,2204,5,11,5,2009,19,0,0
1,9629,5,30,3,2009,19,20,0
2,9977,2,15,5,2012,23,30,0
7,1429,10,30,6,2013,20,0,0
6,7071,6,28,6,2014,18,0,0
1,13878,9,8,8,2005,11,50,0
1,579,1,24,6,2013,0,1,0
4,14289,9,3,11,2005,4,58,0
7,7845,1,3,10,2004,17,0,0
6,7039,1,8,9,2007,22,0,0
2,13,3,8,12,2009,19,0,0
3,4910,5,13,12,2006,18,40,0
4,5305,7,24,1,2013,21,30,0
4,8287,6,1,12,2011,12,50,0
5,7068,10,22,4,2005,19,50,0
5,7240,9,10,8,2007,9,0,0
1,223,10,6,2,2006,20,30,0
4,6332,9,30,4,2009,1,50,0
3,3987,9,22,2,2006,12,45,0
2,359,10,4,9,2007,20,15,0
5,2236,4,12,7,2013,20,15,0
3,15607,6,24,7,2013,12,5,0
6,3394,5,28,11,2009,13,10,0
2,12134,7,29,4,2008,12,15,0
7,125,2,9,9,2007,1,0,0
7,403,7,27,1,2013,20,0,0
1,64,4,4,10,2010,16,30,0
3,18340,5,25,6,2003,18,55,0
5,8422,7,13,6,2008,1,40,0
5,3307,4,30,4,2004,21,30,0
2,929,7,1,9,2009,0,1,0
3,2802,5,29,6,2005,19,0,0
2,3888,1,19,3,2013,8,0,0
4,9205,8,5,2,2004,14,0,0
4,16077,7,11,11,2004,22,0,0
1,11350,6,5,3,2007,19,30,0
6,2891,5,13,7,2013,15,48,0
5,189,2,9,1,2004,20,0,0
5,7838,4,26,11,2004,23,15,0
6,3677,2,26,7,2003,1,0,0
6,5508,1,21,2,2009,16,5,0
1,1091,10,4,4,2011,4,45,0
5,800,4,21,8,2009,15,5,0
7,9195,1,22,4,2007,13,6,0
1,6624,4,30,5,2011,4,24,0
5,185,2,4,6,2010,23,30,0
2,744,10,13,5,2008,14,58,0
5,1091,10,23,2,2007,22,37,0
6,6526,1,7,3,2009,1,12,0
1,6666,7,18,10,2010,10,0,0
5,1091,10,15,7,2005,17,15,0
6,125,2,13,1,2007,0,28,0
5,9243,3,2,7,2010,16,45,0
1,15908,4,7,12,2009,5,27,0
1,18219,9,28,11,2011,1,11,0
5,5493,2,21,3,2003,22,0,0
7,125,2,10,8,2003,12,30,0
6,627,3,15,11,2014,17,30,0
3,2869,10,14,11,2012,16,9,0
7,10887,8,24,10,2010,17,50,0
7,4407,9,17,5,2009,14,52,0
1,2466,7,7,7,2003,20,0,0
2,722,8,21,2,2012,21,30,0
5,125,2,22,4,2005,19,49,0
6,27,5,11,9,2010,13,0,0
6,7415,4,23,2,2013,20,29,0
5,4473,5,28,7,2006,15,0,0
5,2024,1,1,12,2006,16,27,0
7,872,2,22,2,2015,13,30,0
1,2821,2,14,4,2014,23,0,0
2,5054,2,19,2,2013,4,0,0
5,16155,7,19,4,2013,14,0,0
5,192,1,6,3,2015,2,0,0
7,6449,5,26,2,2006,23,0,0
1,772,10,3,10,2011,6,10,0
7,3112,1,5,6,2005,2,47,0
5,3054,1,9,2,2007,8,15,0
7,216,6,8,5,2005,12,45,0
4,6533,2,3,10,2013,15,12,0
6,1317,9,9,3,2013,11,0,0
2,7599,6,31,8,2004,23,59,0
1,2510,8,19,8,2013,0,1,0
3,9816,8,10,1,2007,18,0,0
5,16114,7,25,3,2011,19,42,0
5,5222,4,17,4,2009,12,16,0
6,6313,3,15,7,2006,17,36,0
1,6915,7,2,4,2007,10,15,0
3,1422,7,20,3,2013,10,40,0
6,16737,8,29,12,2012,20,0,0
3,511,4,7,2,2007,0,14,0
1,2341,5,12,12,2005,2,56,0
7,1076,5,17,6,2007,12,30,0
4,125,2,25,8,2005,20,0,0
5,2116,4,16,10,2009,3,17,0
7,346,1,13,12,2009,11,40,0
3,722,8,29,6,2005,15,0,0
3,1573,5,28,7,2010,10,37,0
1,1751,6,29,11,2010,11,0,0
6,16438,5,23,2,2013,20,0,0
3,5926,6,15,6,2005,12,30,0
7,3381,1,7,9,2014,12,0,0
1,2153,2,10,11,2014,8,4,0
6,3854,4,12,7,2014,4,50,0
4,1263,2,7,3,2013,1,30,0
1,11403,6,24,6,2013,17,0,0
1,2015,8,26,5,2014,0,1,0
2,1760,10,4,4,2006,0,8,0
5,3180,10,14,11,2003,16,24,0
6,4140,10,17,12,2011,22,12,0
4,7795,1,29,12,2011,11,0,0
7,916,1,13,3,2011,9,0,0
5,2463,2,1,7,2011,8,30,0
2,1319,2,2,9,2014,0,15,0
7,408,2,23,9,2012,17,0,0
1,1323,4,11,1,2010,10,0,0
1,363,2,17,2,2003,9,0,0
4,451,2,11,12,2014,16,38,0
6,3553,6,1,1,2011,0,1,0
6,14059,1,5,11,2011,19,0,0
6,1213,4,1,12,2012,7,20,0
6,468,2,5,9,2009,11,30,0
7,8379,3,27,2,2005,16,20,0
3,3972,4,16,9,2009,12,0,0
5,166,10,6,2,2015,17,30,0
4,7977,8,22,7,2004,19,25,0
2,1314,2,9,6,2009,21,45,0
6,220,4,31,7,2010,7,16,0
3,6376,3,23,3,2005,15,30,0
4,4628,9,30,5,2013,9,0,0
6,870,4,14,7,2012,18,30,0
5,67,4,25,7,2008,4,45,0
3,10298,9,20,8,2008,1,30,0
3,1214,10,27,5,2009,9,59,0
1,516,4,2,2,2004,16,0,0
2,5461,7,3,10,2006,15,55,0
6,3792,3,8,3,2008,18,30,0
7,9629,5,9,10,2011,12,0,0
1,14722,7,15,10,2012,19,5,0
4,10693,7,14,7,2011,4,0,0
5,4704,6,13,7,2012,15,0,0
4,10608,4,20,9,2007,2,30,0
6,11940,8,12,7,2014,21,35,0
1,11083,8,7,7,2014,10,50,0
7,1091,10,28,8,2011,17,10,0
6,14776,4,8,10,2011,19,30,0
5,2646,5,22,3,2013,21,0,0
2,4571,10,15,5,2007,17,45,0
7,5107,10,30,6,2013,23,30,0
3,2134,1,21,9,2011,12,57,0
7,10599,2,29,6,2003,10,20,0
6,14270,9,7,5,2011,20,0,0
3,821,10,5,8,2009,17,15,0
7,1091,10,5,5,2013,18,0,0
2,677,2,22,3,2011,14,36,0
2,12319,1,2,4,2013,1,27,0
3,4530,9,10,3,2010,18,15,0
4,504,4,19,9,2013,11,30,0
6,8920,8,24,7,2004,13,45,0
5,1692,6,4,4,2003,21,30,0
2,6180,5,23,11,2004,0,1,0
1,16732,8,3,8,2009,8,0,0
4,11309,3,10,7,2014,18,53,0
2,1244,5,10,1,2006,9,27,0
1,1370,8,3,2,2014,21,25,0
4,6794,5,13,12,2012,0,1,0
2,3891,7,9,11,2004,14,5,0
5,164,4,11,8,2006,9,40,0
6,5352,9,7,5,2011,4,14,0
7,428,4,16,6,2013,13,31,0
3,6890,4,19,5,2010,17,40,0
6,2424,2,24,8,2013,20,0,0
5,10673,7,30,12,2011,18,0,0
1,7068,10,25,5,2009,13,50,0
6,896,2,13,7,2013,15,0,0
6,1790,1,17,7,2010,20,0,0
4,3875,2,19,4,2007,0,57,0
2,3727,10,9,8,2011,19,30,0
4,2887,2,26,8,2010,18,53,0
5,1653,3,16,10,2009,18,0,0
1,594,8,2,4,2007,19,49,0
7,13252,5,22,2,2004,19,35,0
4,1441,1,5,3,2009,23,20,0
3,6588,1,6,4,2005,11,0,0
5,872,2,5,9,2003,16,45,0
2,15624,6,23,7,2013,11,30,0
7,3169,3,30,11,2014,23,56,0
7,8652,3,5,10,2014,23,40,0
1,2119,10,22,8,2011,13,23,0
5,4593,2,18,9,2009,14,0,0
6,654,1,23,8,2008,16,30,0
3,621,3,29,5,2013,12,0,0
7,620,9,20,6,2010,3,45,0
3,13601,8,15,4,2009,21,30,0
3,3097,2,16,11,2011,9,30,0
6,986,5,7,5,2005,19,48,0
6,1091,10,29,12,2012,12,8,0
6,1524,3,10,9,2005,18,27,0
4,704,2,27,12,2007,11,39,0
5,146,10,18,9,2009,12,50,0
1,1606,2,23,6,2003,14,15,0
3,36,2,6,10,2010,10,24,0
7,1203,2,20,6,2010,0,5,0
7,1433,10,11,1,2009,17,0,0
2,1920,5,16,9,2003,11,0,0
6,7848,3,27,2,2010,10,45,0
5,18785,6,11,3,2011,20,0,0
5,363,2,10,1,2014,17,15,0
6,83,2,20,9,2014,10,5,0
4,1182,5,22,4,2010,22,30,0
1,1854,3,15,10,2012,21,0,0
4,5782,5,23,8,2007,20,40,0
1,11953,4,3,9,2007,21,0,0
7,8422,7,27,2,2005,14,0,0
2,21609,5,27,4,2004,19,0,0
6,1595,9,18,6,2005,23,0,0
4,744,10,28,7,2011,15,6,0
1,10640,8,9,11,2009,8,10,0
6,7109,1,18,10,2014,14,0,0
5,6863,5,21,10,2005,17,30,0
1,125,2,3,3,2008,20,0,0
4,11158,8,5,2,2004,13,15,0
1,701,9,3,8,2009,11,0,0
5,8789,5,21,10,2011,18,0,0
3,21914,9,31,3,2004,6,0,0
1,16536,9,28,11,2005,10,50,0
1,1553,4,3,2,2014,21,0,0
3,83,2,29,11,2006,23,17,0
3,788,2,8,12,2004,12,0,0
1,6592,6,30,8,2004,17,0,0
6,2339,7,22,9,2012,12,0,0
3,979,4,19,9,2012,23,0,0
5,5746,3,12,12,2008,6,30,0
6,468,2,25,12,2004,10,0,0
3,3122,3,1,6,2011,17,0,0
5,11129,7,26,2,2010,17,50,0
7,11021,4,9,10,2011,19,40,0
2,2848,2,10,7,2007,20,30,0
4,18,10,16,10,2008,16,16,0
3,7917,9,28,5,2014,23,45,0
7,1154,9,24,4,2005,17,0,0
4,21781,2,2,9,2004,7,0,0
1,517,2,13,6,2011,19,20,0
6,11699,1,3,5,2008,15,0,0
6,682,10,31,12,2011,15,39,0
7,11010,6,13,1,2008,2,0,0
2,15225,8,15,11,2005,5,5,0
3,16138,9,11,7,2007,23,0,0
7,1073,5,19,6,2005,8,0,0
3,354,10,10,12,2003,16,50,0
6,6001,4,13,12,2003,23,0,0
5,4719,1,7,2,2003,11,45,0
2,1558,1,14,10,2014,15,11,0
5,6916,4,19,9,2003,17,11,0
5,629,3,22,2,2008,17,0,0
4,908,10,6,2,2003,22,45,0
5,192,1,30,4,2004,21,0,0
6,6916,4,8,3,2003,18,25,0
2,601,9,27,4,2004,11,50,0
2,515,2,3,2,2004,17,45,0
3,6690,4,19,9,2007,17,15,0
6,8869,8,26,1,2013,19,53,0
3,4828,3,18,3,2015,15,41,0
6,5230,2,7,4,2007,13,27,0
6,2564,5,18,4,2015,1,51,0
5,3390,4,1,11,2013,17,15,0
5,3413,8,16,5,2008,14,10,0
2,6925,8,24,1,2006,8,54,0
5,7534,6,5,3,2004,18,0,0
3,6695,1,5,3,2008,0,41,0
4,125,2,6,2,2003,16,31,0
1,3517,5,10,1,2011,15,0,0
7,1055,2,2,5,2004,2,0,0
5,468,2,2,11,2007,8,26,0
6,552,4,6,10,2007,9,12,0
7,7764,4,20,4,2014,18,53,0
3,44,6,28,5,2014,16,43,0
6,826,4,14,12,2013,9,26,0
4,9045,9,18,3,2004,21,45,0
7,949,5,26,2,2012,0,33,0
7,11063,5,21,9,2003,18,0,0
3,772,10,7,1,2009,16,5,0
7,177,10,24,3,2013,17,6,0
6,821,10,26,2,2011,15,35,0
3,408,2,16,11,2011,12,56,0
4,300,5,1,7,2010,9,0,0
6,1160,1,18,4,2009,14,30,0
4,9141,2,27,6,2013,16,0,0
5,7250,5,10,3,2006,19,30,0
4,2740,2,19,3,2015,17,36,0
5,4941,1,28,1,2011,23,20,0
6,6058,1,20,5,2006,19,0,0
3,11223,5,17,10,2012,10,41,0
4,10675,1,29,5,2003,17,30,0
2,1021,4,9,12,2003,12,15,0
6,6189,3,23,9,2006,16,0,0
1,3096,9,28,11,2005,6,34,0
1,7190,8,7,2,2005,15,0,0
5,17971,5,2,12,2005,11,45,0
7,57,9,24,10,2010,12,50,0
2,6921,5,13,11,2012,10,15,0
3,125,2,19,9,2012,17,30,0
5,392,4,20,2,2009,13,24,0
6,46,2,6,9,2008,17,0,0
1,4441,5,17,5,2010,23,0,0
1,63,1,28,11,2005,15,0,0
4,6378,9,21,2,2013,20,0,0
2,3180,10,18,2,2014,21,21,0
7,125,2,12,2,2012,9,30,0
3,1004,1,9,3,2005,8,0,0
3,5130,4,9,2,2005,12,0,0
1,9080,9,2,10,2006,7,30,0
4,1162,1,13,12,2012,17,40,0
5,12842,5,15,7,2011,23,10,0
2,1694,1,4,9,2012,21,22,0
7,4061,1,16,6,2013,5,30,0
5,3711,1,5,9,2014,14,0,0
2,772,10,15,9,2009,0,42,0
4,950,3,10,7,2014,23,47,0
6,14506,5,30,11,2013,21,6,0
7,700,5,1,12,2013,0,1,0
2,9825,2,26,1,2010,13,30,0
6,1042,3,4,4,2009,10,10,0
2,2332,2,29,4,2003,8,0,0
6,16316,8,29,12,2012,2,30,0
5,724,8,23,1,2015,11,19,0
1,18162,8,23,6,2003,23,0,0
5,2396,1,28,1,2011,0,15,0
4,2076,6,1,5,2014,9,30,0
4,14263,8,24,1,2013,16,0,0
5,15082,3,2,10,2009,21,55,0
3,2534,4,6,8,2003,21,55,0
7,9493,7,24,8,2003,17,35,0
6,2763,5,2,11,2013,22,0,0
2,872,2,11,5,2004,13,24,0
3,2099,5,29,5,2013,20,10,0
2,2469,1,8,3,2011,13,50,0
5,3629,4,16,7,2010,22,0,0
1,4524,5,1,3,2004,18,0,0
7,7085,4,12,9,2010,9,10,0
2,8820,8,9,12,2014,16,15,0
2,9519,6,11,11,2014,20,44,0
6,16021,1,14,1,2012,22,0,0
5,158,2,15,7,2011,0,1,0
5,4661,8,1,11,2013,11,30,0
1,4968,7,1,10,2007,8,0,0
2,1091,10,26,7,2005,11,20,0
6,2535,4,31,5,2008,0,1,0
4,3629,4,12,7,2007,20,26,0
2,17052,9,20,4,2010,7,0,0
2,1331,4,5,8,2003,20,38,0
4,14478,9,29,5,2008,15,42,0
2,501,4,3,2,2004,22,0,0
6,2409,2,13,12,2014,23,30,0
3,1254,2,10,7,2013,13,35,0
7,6108,4,23,10,2011,23,30,0
2,10910,7,4,3,2008,22,20,0
4,1066,10,2,4,2009,17,10,0
3,21763,7,18,8,2004,19,30,0
7,5816,1,14,11,2004,6,30,0
5,4190,8,25,1,2008,23,0,0
3,2785,1,28,5,2014,15,0,0
7,1284,4,5,12,2010,0,1,0
2,1562,9,4,9,2007,16,0,0
1,5267,3,28,6,2010,19,57,0
7,2436,5,26,2,2012,12,0,0
6,125,2,18,11,2006,21,0,0
1,5449,1,7,8,2006,23,59,0
1,5494,5,14,4,2003,17,30,0
4,1400,7,15,11,2007,8,0,0
2,282,6,18,5,2010,7,0,0
1,102,10,22,12,2014,2,45,0
5,2265,4,6,3,2015,15,9,0
6,14296,2,28,12,2013,20,30,0
2,3293,7,20,2,2007,17,4,0
1,5791,7,21,7,2014,17,0,0
4,3329,10,3,5,2007,11,18,0
4,2795,1,10,2,2005,6,30,0
5,64,4,12,1,2007,13,45,0
4,215,4,15,7,2010,22,15,0
4,8645,8,1,5,2014,18,40,0
5,2413,8,13,11,2009,17,0,0
4,15422,4,22,3,2012,23,0,0
6,8819,5,16,7,2005,17,42,0
2,15307,8,18,5,2010,7,1,0
1,21770,1,17,3,2003,22,30,0
3,6135,4,27,10,2004,20,30,0
1,2831,4,31,10,2011,8,15,0
2,1395,6,6,7,2004,16,0,0
2,13447,4,26,1,2010,0,30,0
7,1472,5,2,12,2012,2,20,0
6,1245,10,29,1,2011,19,0,0
2,2517,6,18,2,2014,9,0,0
4,1722,2,19,2,2015,9,30,0
1,2470,2,24,5,2004,18,30,0
6,2677,5,28,1,2012,21,15,0
2,19915,9,23,6,2009,3,0,0
4,21911,5,6,2,2003,23,0,0
4,15254,6,11,3,2010,23,0,0
6,3483,4,7,5,2011,1,20,0
1,39,3,22,12,2014,14,27,0
4,16082,2,18,9,2003,3,7,0
7,1224,1,20,5,2012,21,30,0
1,1160,1,17,5,2010,11,0,0
7,355,2,15,12,2013,16,27,0
2,1808,9,15,11,2005,11,0,0
5,5621,4,12,7,2013,22,13,0
6,5408,5,17,7,2010,1,0,0
4,1826,7,27,12,2007,17,0,0
4,1776,5,30,10,2003,20,30,0
1,1733,1,13,4,2009,20,0,0
3,108,5,30,4,2014,16,0,0
1,11077,5,31,10,2005,20,25,0
4,907,6,13,11,2003,15,10,0
7,125,2,12,8,2012,21,0,0
4,2921,4,29,10,2009,14,30,0
7,9846,8,27,7,2003,0,15,0
2,708,1,10,12,2013,9,30,0
5,11995,9,25,12,2009,17,15,0
3,501,4,28,6,2006,12,27,0
1,979,4,9,7,2012,22,30,0
5,5599,9,16,6,2006,2,56,0
1,3802,5,3,3,2003,15,30,0
4,4836,6,4,3,2004,23,0,0
3,7622,2,29,10,2003,20,15,0
3,2869,10,10,8,2005,13,30,0
2,15910,6,13,11,2007,21,0,0
3,490,2,27,7,2011,10,0,0
4,4170,7,23,3,2006,12,0,0
5,3137,7,4,9,2009,17,0,0
1,2706,10,8,12,2003,9,21,0
3,2783,4,30,5,2007,16,45,0
1,125,2,23,6,2008,0,1,0
4,12793,5,26,6,2003,10,0,0
2,10026,7,11,11,2008,7,54,0
3,1637,2,14,6,2006,3,0,0
3,8454,3,28,11,2007,19,10,0
7,4672,5,31,10,2004,1,30,0
2,11358,8,6,1,2009,9,45,0
7,10234,8,1,1,2012,8,0,0
3,631,2,15,10,2014,7,30,0
6,4576,6,6,9,2008,17,0,0
7,1846,9,12,7,2009,0,50,0
2,36,2,11,12,2012,15,0,0
7,2666,3,1,1,2006,12,0,0
6,189,2,25,3,2006,8,0,0
3,1926,2,4,5,2011,11,0,0
6,8691,4,24,9,2011,14,0,0
7,862,5,16,11,2014,2,0,0
4,548,10,22,9,2011,12,30,0
5,1803,8,15,10,2004,9,0,0
6,1479,6,26,2,2011,19,24,0
1,4721,4,16,8,2004,13,55,0
1,277,10,6,2,2012,2,39,0
1,125,2,5,3,2012,15,30,0
1,8723,1,3,9,2007,12,0,0
7,1192,9,24,8,2008,13,12,0
1,382,4,14,9,2009,20,0,0
1,559,6,5,2,2007,11,25,0
3,867,1,11,6,2008,15,25,0
4,2563,10,4,10,2007,20,30,0
2,1806,5,28,6,2005,19,25,0
6,14830,8,9,8,2003,4,15,0
6,11446,8,12,2,2011,19,43,0
6,10967,4,28,8,2010,0,15,0
3,9395,2,16,11,2005,13,10,0
1,3653,9,9,11,2009,11,59,0
4,211,5,16,4,2015,22,48,0
2,12784,8,4,3,2014,21,42,0
4,823,2,29,11,2012,8,24,0
7,1341,7,15,7,2012,16,30,0
7,17327,6,26,8,2012,12,0,0
3,408,2,29,4,2009,20,0,0
4,15340,6,22,2,2007,12,30,0
2,9228,4,19,10,2010,15,30,0
6,12749,7,18,9,2004,21,30,0
4,5141,6,26,7,2007,19,55,0
2,800,4,28,10,2003,19,50,0
4,9041,3,27,11,2014,23,19,0
6,11299,3,22,10,2011,1,20,0
7,6796,5,19,6,2011,2,30,0
2,6910,4,16,4,2013,15,2,0
5,3944,7,13,7,2012,14,0,0
2,268,1,7,12,2004,0,1,0
2,16495,7,25,12,2012,13,17,0
2,394,4,31,3,2015,23,0,0
5,2616,1,17,4,2015,20,3,0
5,105,5,22,4,2011,9,3,0
4,9426,3,16,5,2013,17,0,0
4,13179,2,6,9,2012,20,49,0
5,102,10,7,8,2009,17,9,0
2,6503,3,5,8,2003,3,30,0
4,13733,5,7,4,2005,12,44,0
7,13470,7,10,2,2013,19,30,0
7,10552,3,21,10,2007,20,0,0
2,9530,7,10,1,2012,12,0,0
7,5936,1,13,7,2014,15,29,0
3,11624,5,31,10,2007,9,15,0
3,70,10,18,4,2007,2,55,0
7,2346,2,27,7,2014,13,30,0
1,4264,1,2,10,2006,5,15,0
1,1653,3,5,1,2004,19,50,0
6,1067,5,2,5,2015,21,0,0
2,5941,4,25,5,2004,21,35,0
4,167,5,22,3,2012,12,0,0
1,7235,3,23,11,2009,10,30,0
3,83,2,5,3,2014,10,44,0
7,957,2,7,10,2007,13,31,0
6,5493,2,9,3,2013,15,33,0
7,125,2,8,5,2011,13,30,0
6,1177,2,2,5,2015,11,0,0
4,3151,5,21,8,2014,20,50,0
7,1431,10,26,12,2004,11,45,0
7,408,2,24,9,2006,19,18,0
6,125,2,30,12,2006,21,0,0
2,2046,2,19,2,2008,11,30,0
5,8749,3,19,10,2007,17,30,0
5,102,10,20,4,2007,17,50,0
6,4256,2,22,3,2003,17,50,0
7,125,2,7,9,2003,1,0,0
2,6533,2,31,3,2009,9,0,0
5,907,6,1,7,2005,14,13,0
5,10420,1,17,6,2005,19,0,0
5,5997,7,9,8,2013,1,0,0
1,7031,1,22,1,2007,2,15,0
1,2025,1,7,3,2011,17,50,0
4,522,2,1,4,2004,0,1,0
6,4471,3,14,6,2008,16,0,0
6,1427,1,17,5,2003,1,45,0
7,1235,5,21,4,2013,2,43,0
1,5130,4,20,1,2014,12,19,0
6,125,2,5,6,2010,21,0,0
3,2534,4,17,9,2003,20,47,0
3,3202,7,30,9,2009,21,30,0
6,258,9,21,2,2009,16,45,0
4,38,10,30,6,2011,11,20,0
6,9082,6,19,5,2007,15,15,0
2,2835,10,7,2,2012,17,26,0
5,4659,7,13,6,2003,3,44,0
1,7395,4,20,1,2014,17,17,0
7,9447,1,25,7,2004,12,0,0
2,4287,6,9,7,2013,21,30,0
2,1860,2,16,5,2006,0,16,0
5,83,2,11,3,2011,23,30,0
5,357,4,27,6,2008,12,20,0
1,1850,4,30,5,2005,22,35,0
1,5013,3,21,3,2011,17,0,0
7,1653,3,7,11,2010,14,12,0
4,2427,5,27,11,2008,7,15,0
3,4583,2,11,6,2014,14,43,0
4,4880,2,14,11,2013,6,45,0
6,8643,2,22,2,2014,22,32,0
4,486,3,21,8,2014,11,0,0
6,5167,1,3,6,2006,15,0,0
5,109,1,27,8,2010,12,26,0
1,144,4,5,1,2015,18,30,0
7,2415,8,11,1,2004,20,0,0
4,979,4,11,12,2003,15,0,0
1,2911,10,25,7,2005,9,53,0
4,3987,9,29,4,2004,6,26,0
2,1823,1,12,10,2004,17,55,0
6,3676,2,22,3,2003,9,30,0
2,1056,2,31,3,2009,9,25,0
6,736,4,22,2,2003,10,13,0
3,3638,2,23,3,2011,20,15,0
3,4004,2,17,9,2008,19,0,0
