"day","address","location","date","month","year","hour","min","DRUNKENNESS"
5,507,5,24,2,2006,0,1,0
1,2622,2,18,9,2006,3,0,0
1,829,1,30,5,2011,20,0,0
4,6533,2,6,10,2005,17,5,0
7,3973,4,12,1,2014,20,28,0
1,435,10,13,6,2005,10,35,0
3,9367,4,21,7,2004,23,0,0
5,501,4,25,6,2004,11,15,0
2,971,7,29,11,2005,1,0,0
6,435,10,27,11,2004,23,50,0
3,5510,9,29,10,2003,17,0,0
2,1245,10,26,11,2013,13,45,0
4,1936,2,9,8,2007,19,15,0
3,458,6,5,2,2014,15,0,0
4,6299,9,28,6,2007,11,30,0
3,2490,3,11,7,2007,11,20,0
5,10713,1,3,4,2009,8,0,0
4,1217,1,19,2,2015,20,45,0
4,3974,5,7,8,2014,2,0,0
5,3898,2,3,10,2003,3,35,0
7,157,10,23,3,2014,14,40,0
1,88,2,15,9,2014,13,0,0
4,18584,7,26,6,2008,3,30,0
6,1358,6,9,3,2013,23,5,0
6,779,2,24,3,2007,2,30,0
7,8299,8,23,3,2014,20,54,0
6,16065,8,15,11,2008,0,5,0
7,4058,4,6,4,2008,23,5,0
4,15368,9,4,5,2006,2,11,0
1,7654,4,14,5,2012,12,0,0
2,7008,1,22,8,2006,2,55,0
6,16797,9,15,12,2012,12,0,0
6,102,10,9,4,2011,5,43,0
6,7599,6,14,1,2012,13,33,0
5,4345,2,30,10,2009,16,0,0
3,13885,5,1,12,2010,8,0,0
3,96,10,24,8,2005,10,27,0
3,16496,6,9,7,2003,10,35,0
2,196,5,26,10,2004,12,54,0
5,281,4,30,4,2004,14,0,0
6,2393,8,22,9,2012,13,0,0
2,2483,1,31,5,2011,14,30,0
7,2409,2,29,6,2008,3,40,0
5,1227,3,6,2,2015,6,41,0
1,12914,8,3,5,2010,18,15,0
5,6122,2,24,1,2014,23,9,0
7,1887,1,30,5,2004,22,8,0
1,6195,3,14,4,2008,23,0,0
4,3097,2,4,10,2012,10,30,0
3,7866,6,4,5,2005,8,0,0
6,485,2,14,11,2009,14,5,0
6,1157,2,22,2,2003,11,50,0
6,286,3,7,4,2012,1,28,0
4,5831,5,22,9,2005,17,6,0
5,1155,2,10,2,2012,18,0,0
4,408,2,8,4,2010,17,35,0
5,1214,10,15,6,2012,14,0,0
5,677,2,16,11,2012,10,7,0
4,232,4,11,12,2014,18,0,0
4,7733,6,2,6,2005,14,0,0
6,421,1,26,3,2011,0,1,0
7,14177,7,9,2,2003,13,0,0
4,3725,10,5,3,2015,0,7,0
7,4338,2,9,9,2007,10,30,0
3,2180,5,5,5,2010,19,20,0
1,1042,3,28,4,2008,10,30,0
3,7956,6,11,7,2007,14,0,0
1,3007,8,15,10,2012,8,45,0
7,70,10,16,1,2005,9,0,0
6,2428,5,28,1,2006,19,15,0
6,983,2,25,1,2003,8,10,0
5,7951,7,29,11,2013,11,30,0
3,202,5,17,4,2013,12,10,0
7,1099,2,30,1,2005,1,30,0
3,9055,1,20,2,2008,13,15,0
2,3991,8,1,5,2007,19,5,0
6,1291,1,24,9,2005,17,0,0
5,6527,2,16,5,2008,16,0,0
5,20935,9,3,9,2004,15,20,0
2,3892,2,12,5,2009,11,0,0
1,76,5,28,4,2008,9,7,0
3,1935,5,9,1,2008,2,12,0
3,437,1,15,5,2013,7,15,0
4,1233,4,24,6,2004,15,25,0
7,7411,3,18,6,2006,22,20,0
3,1004,1,21,7,2004,0,33,0
7,22880,4,18,5,2003,5,20,0
2,1742,1,30,9,2003,2,30,0
1,9032,7,1,9,2008,21,0,0
3,1041,5,22,8,2012,23,45,0
6,12063,3,8,5,2010,12,0,0
3,93,7,11,11,2009,16,0,0
4,4123,8,2,6,2005,11,15,0
1,1894,6,20,1,2003,0,1,0
3,12713,5,27,7,2005,6,22,0
6,2041,10,12,2,2011,18,7,0
4,460,5,2,12,2010,8,5,0
4,11230,4,24,3,2011,3,0,0
7,63,1,8,2,2009,10,30,0
2,11785,3,19,4,2011,10,20,0
4,4542,5,13,12,2012,23,43,0
3,2271,10,8,9,2010,18,25,0
5,17565,6,29,7,2011,19,30,0
2,125,2,11,1,2005,7,0,0
4,83,2,10,3,2011,9,4,0
5,208,1,19,5,2006,7,55,0
7,1584,5,30,11,2008,0,1,0
1,511,4,29,3,2004,15,0,0
4,8497,5,3,4,2008,1,5,0
7,11470,1,13,7,2003,20,0,0
6,8183,3,27,12,2014,17,30,0
4,3516,10,26,6,2003,15,55,0
5,359,10,17,6,2005,12,10,0
5,1107,2,24,8,2012,17,0,0
3,14782,3,16,4,2008,20,46,0
2,2341,5,3,4,2012,12,0,0
5,4750,5,24,8,2007,15,15,0
7,1215,6,1,1,2006,4,0,0
4,6483,1,5,8,2004,21,0,0
3,9054,6,6,8,2008,12,58,0
4,11013,5,20,10,2011,9,0,0
1,628,8,9,6,2008,20,35,0
7,1153,4,27,3,2011,7,0,0
3,6453,7,2,11,2005,3,5,0
3,2620,5,28,12,2005,3,0,0
2,606,1,1,11,2011,1,0,0
6,159,6,19,4,2014,13,6,0
1,14891,8,1,4,2013,19,20,0
4,8698,8,11,12,2014,17,0,0
4,4870,8,29,6,2006,10,10,0
3,1562,9,5,10,2005,0,1,0
2,10412,9,20,4,2010,21,0,0
2,21785,2,18,2,2003,10,20,0
6,3044,4,29,11,2008,21,30,0
5,4129,7,2,11,2007,13,26,0
1,3898,2,2,5,2005,13,0,0
2,7835,2,6,9,2011,8,20,0
4,710,8,22,1,2009,2,13,0
2,713,4,17,4,2007,11,0,0
5,10135,3,16,4,2004,21,4,0
4,3604,4,15,12,2011,1,0,0
2,3892,2,12,5,2009,8,10,0
5,3474,3,25,2,2005,22,0,0
4,157,5,18,10,2012,17,30,0
2,7174,6,14,6,2005,18,40,0
3,2270,1,5,3,2014,14,25,0
1,1190,3,28,4,2008,21,30,0
1,1673,5,12,6,2006,4,0,0
1,12354,8,13,11,2006,11,30,0
1,15554,3,2,5,2005,16,35,0
3,3967,8,8,12,2004,23,30,0
2,356,3,18,10,2005,9,0,0
2,139,2,23,1,2007,14,55,0
6,2483,1,18,4,2015,14,56,0
3,7367,5,6,10,2010,9,30,0
4,8748,5,17,5,2012,19,45,0
6,11341,3,7,5,2011,22,40,0
4,18,10,1,12,2005,13,5,0
6,125,2,10,8,2013,14,0,0
7,3849,5,31,5,2009,10,0,0
4,12795,4,7,2,2008,18,30,0
2,13884,8,26,11,2013,1,0,0
4,125,2,18,10,2007,17,3,0
7,220,4,21,5,2006,21,31,0
5,5462,9,4,9,2009,22,30,0
4,2400,10,28,5,2009,13,30,0
4,897,2,17,10,2013,18,0,0
5,3022,2,6,3,2015,3,0,0
6,5696,2,21,5,2011,18,0,0
1,504,4,2,4,2012,23,39,0
2,4969,6,31,10,2006,20,30,0
5,512,8,13,6,2003,2,15,0
4,11504,5,6,3,2003,13,30,0
4,10463,4,14,7,2005,22,45,0
2,5308,8,3,9,2013,18,45,0
4,772,10,20,8,2009,22,40,0
3,8184,3,27,10,2004,21,20,0
1,125,2,6,2,2006,12,0,0
7,1182,5,5,6,2005,15,0,0
5,1091,10,27,7,2007,18,23,0
3,1406,4,6,10,2010,0,15,0
5,3153,6,22,2,2008,18,30,0
1,1790,1,11,5,2009,19,30,0
7,2806,3,29,12,2013,17,12,0
3,1447,9,8,2,2006,2,52,0
3,17553,9,6,10,2010,9,30,0
5,14326,9,27,12,2013,14,50,0
2,2811,1,14,11,2006,17,0,0
5,1570,8,27,12,2013,19,40,0
2,6474,5,16,5,2006,13,50,0
2,5851,3,17,2,2004,14,15,0
6,10652,3,8,3,2008,21,42,0
4,9855,6,20,4,2006,22,6,0
5,1291,1,26,8,2005,11,30,0
2,12318,6,18,8,2009,11,0,0
3,2954,8,20,2,2008,22,32,0
5,8352,3,29,10,2004,4,12,0
4,11331,3,26,6,2003,16,0,0
2,10238,5,14,10,2014,8,45,0
4,817,2,9,8,2007,16,21,0
3,4266,1,20,8,2008,0,1,0
7,3331,2,4,10,2009,4,49,0
4,3604,4,9,1,2014,18,6,0
7,672,1,30,11,2014,7,45,0
2,5540,1,3,2,2004,10,0,0
1,8223,2,8,8,2011,21,5,0
7,8757,7,5,5,2013,19,0,0
6,1012,4,11,2,2012,1,30,0
6,125,2,5,4,2014,22,23,0
6,6677,5,25,8,2012,22,0,0
5,9203,8,6,10,2006,14,51,0
3,6913,3,8,3,2006,13,50,0
7,6115,3,14,8,2011,15,0,0
4,6398,4,27,12,2012,8,16,0
2,5388,5,24,6,2008,22,0,0
7,7260,7,20,11,2011,20,21,0
1,3131,10,30,9,2013,23,40,0
6,3920,1,3,12,2005,13,40,0
4,1500,4,25,2,2010,18,15,0
1,5102,8,4,4,2011,11,0,0
3,14236,8,6,8,2008,9,50,0
5,1238,7,19,3,2004,9,30,0
1,435,10,20,9,2010,22,15,0
4,7398,9,9,1,2014,21,0,0
1,11965,7,16,4,2007,22,0,0
6,5403,5,6,9,2014,8,0,0
7,2564,5,29,11,2009,22,30,0
3,538,8,25,6,2008,10,24,0
4,2821,2,13,12,2012,13,20,0
5,6406,2,7,4,2006,11,50,0
2,28,4,25,11,2014,14,35,0
3,1351,8,28,4,2004,10,23,0
5,3255,5,7,3,2003,9,0,0
4,2839,4,16,4,2015,13,15,0
6,177,10,19,10,2013,15,0,0
3,1809,10,13,7,2011,0,15,0
5,913,9,10,8,2012,12,30,0
7,1524,3,11,1,2009,2,33,0
3,4047,3,15,6,2005,1,30,0
1,1345,1,21,8,2006,1,20,0
5,18041,9,23,2,2007,7,49,0
5,167,5,20,9,2013,10,2,0
2,2422,6,11,11,2014,18,30,0
3,1801,8,8,3,2006,13,30,0
2,144,4,9,8,2011,20,55,0
2,952,2,5,4,2005,0,1,0
6,2279,3,24,1,2004,14,52,0
4,1620,10,27,1,2011,14,53,0
4,359,10,19,5,2011,11,45,0
6,3071,1,21,9,2013,0,58,0
6,1598,5,26,1,2013,22,20,0
2,9244,3,7,7,2009,19,7,0
3,2119,10,4,3,2009,22,47,0
5,12244,8,26,6,2009,18,57,0
1,211,5,29,4,2013,12,47,0
3,1331,4,10,3,2010,14,20,0
1,548,10,19,1,2015,23,57,0
6,1141,10,30,11,2013,8,58,0
3,125,2,30,11,2005,0,1,0
3,14026,4,11,8,2010,18,15,0
7,7104,6,19,6,2005,10,0,0
2,4004,2,14,6,2011,8,0,0
6,2372,5,15,11,2014,3,0,0
6,9208,5,15,1,2011,19,30,0
7,77,10,7,10,2012,0,25,0
6,7249,4,24,1,2015,10,10,0
2,2400,10,1,5,2012,0,1,0
2,28,4,6,8,2013,19,18,0
6,5833,5,21,9,2013,13,30,0
2,5882,2,9,12,2014,18,30,0
3,7181,3,16,5,2007,19,35,0
5,1862,5,10,3,2006,11,30,0
5,11083,8,13,12,2013,13,49,0
5,8258,3,28,1,2005,0,1,0
6,11065,8,5,10,2013,15,55,0
6,125,2,6,5,2006,17,0,0
6,6339,4,9,8,2003,1,45,0
7,1680,5,22,2,2015,10,0,0
7,2571,1,19,6,2005,19,40,0
2,255,10,11,11,2014,15,30,0
1,578,2,2,5,2005,14,0,0
6,5646,5,22,2,2014,8,20,0
5,4121,9,28,11,2003,10,10,0
5,15507,5,21,10,2005,21,0,0
5,15135,3,14,11,2008,2,30,0
6,19650,9,31,10,2009,1,0,0
1,1626,1,18,9,2006,2,30,0
3,4618,5,25,1,2012,6,0,0
6,4984,1,22,9,2012,10,30,0
4,3180,10,6,2,2014,11,45,0
5,1181,2,8,8,2014,2,0,0
6,220,4,10,3,2012,23,0,0
4,2891,5,7,9,2006,6,50,0
4,6785,5,15,6,2006,14,30,0
1,4581,9,5,3,2012,19,0,0
3,13618,6,24,2,2010,18,0,0
1,2897,5,17,10,2005,21,30,0
7,3543,2,28,3,2010,9,0,0
7,926,4,7,4,2013,12,0,0
1,2641,4,2,8,2004,14,0,0
4,4681,5,3,6,2010,22,40,0
7,263,1,17,6,2012,12,30,0
7,8321,1,22,5,2005,15,10,0
1,1091,10,20,1,2014,18,12,0
7,6966,6,21,5,2006,16,56,0
6,1287,2,26,2,2005,0,30,0
7,4754,5,19,6,2011,19,17,0
5,2835,10,17,6,2005,13,30,0
4,1606,2,27,1,2005,16,0,0
4,4856,5,15,10,2009,13,0,0
1,9510,9,15,3,2004,14,9,0
1,1942,2,13,10,2003,13,50,0
6,6065,4,28,6,2008,16,50,0
1,1091,10,17,3,2008,23,24,0
5,2337,2,8,3,2013,23,4,0
5,511,4,30,10,2009,12,30,0
5,18,10,19,4,2013,17,20,0
7,8876,9,10,3,2013,19,47,0
7,5854,7,22,2,2015,22,36,0
1,1035,8,12,4,2004,22,0,0
1,8893,8,8,12,2014,1,51,0
6,1829,10,26,7,2003,23,52,0
2,3987,9,28,6,2005,0,12,0
4,8754,9,11,11,2004,10,45,0
2,6525,2,9,8,2011,4,15,0
6,5307,8,4,6,2005,23,45,0
2,16670,4,21,2,2006,14,45,0
7,3757,4,2,6,2013,11,5,0
1,6036,1,22,8,2011,22,10,0
6,2398,2,11,12,2004,21,37,0
2,1692,6,27,11,2012,0,30,0
3,5590,4,15,10,2008,14,18,0
1,3664,4,2,5,2011,10,0,0
6,5464,5,19,11,2011,1,50,0
5,666,2,31,5,2013,6,0,0
1,2593,2,31,3,2003,6,50,0
1,3007,8,16,3,2015,13,45,0
5,2382,1,29,11,2013,12,0,0
3,125,2,9,6,2004,14,0,0
3,872,2,8,12,2004,19,10,0
1,4700,9,3,10,2011,12,0,0
4,6785,5,23,3,2006,16,55,0
1,7850,3,11,7,2011,5,0,0
7,14054,1,26,8,2012,3,3,0
7,2024,1,1,6,2008,4,10,0
2,6530,5,22,3,2005,13,0,0
5,1429,10,9,1,2015,15,10,0
1,10559,8,26,4,2004,12,15,0
6,1220,10,19,11,2011,20,6,0
6,8824,4,4,9,2004,18,45,0
7,14738,1,21,9,2008,13,30,0
2,1489,8,24,1,2006,22,42,0
5,704,2,28,6,2013,6,36,0
4,14758,3,8,4,2010,18,48,0
6,621,3,10,1,2004,2,53,0
5,9544,7,23,8,2013,18,30,0
3,423,6,27,7,2005,17,0,0
7,504,4,26,7,2009,2,6,0
1,468,2,2,2,2015,23,58,0
4,20359,8,24,7,2008,17,2,0
7,159,6,6,5,2007,22,7,0
5,1588,9,7,9,2012,12,0,0
2,5702,8,23,12,2003,9,45,0
3,19532,3,13,1,2010,8,30,0
5,615,1,20,2,2004,15,0,0
6,1733,1,18,9,2004,12,0,0
2,1267,5,1,5,2007,13,0,0
1,403,7,22,7,2013,16,30,0
7,11892,9,9,2,2003,11,0,0
3,125,2,27,10,2004,5,0,0
1,4262,8,16,2,2004,0,1,0
6,269,1,11,8,2012,13,30,0
4,9453,5,24,7,2008,0,20,0
3,2484,10,18,2,2015,15,16,0
1,14840,1,26,12,2005,18,0,0
5,7066,1,4,4,2014,20,0,0
5,100,2,29,5,2009,1,30,0
4,3140,3,8,8,2013,12,10,0
1,96,10,31,5,2010,13,52,0
7,9986,7,22,2,2004,19,0,0
1,15646,8,30,5,2005,19,15,0
6,3725,10,24,1,2015,2,36,0
2,501,4,19,4,2005,2,0,0
4,698,2,12,6,2014,18,0,0
4,13799,1,20,2,2014,20,30,0
2,3529,9,29,11,2011,13,13,0
4,1895,3,19,5,2005,1,0,0
7,13365,4,2,1,2011,11,5,0
3,2320,9,29,5,2013,22,55,0
3,795,3,25,7,2012,6,18,0
5,5666,4,9,8,2013,12,0,0
7,6149,5,7,4,2013,22,42,0
4,6615,8,19,2,2004,19,0,0
5,6588,1,12,12,2008,15,0,0
2,13709,1,4,3,2014,0,1,0
1,3881,4,14,9,2009,16,0,0
3,408,2,2,6,2010,14,15,0
2,4628,9,15,11,2005,7,45,0
4,1642,1,14,7,2005,13,35,0
1,7542,3,14,4,2008,20,15,0
4,4111,10,15,6,2006,20,10,0
7,189,2,28,12,2008,20,0,0
4,10165,7,5,5,2005,22,30,0
6,4437,5,10,2,2007,14,0,0
5,8235,9,26,12,2014,19,16,0
1,11319,1,21,2,2005,11,0,0
6,1729,5,11,12,2004,9,26,0
3,359,10,23,3,2005,14,42,0
2,3165,6,29,9,2009,15,5,0
2,581,9,16,5,2006,17,9,0
2,16277,4,4,2,2003,0,21,0
5,2832,6,10,1,2003,5,55,0
6,583,4,15,11,2008,22,30,0
4,125,2,24,12,2009,14,32,0
2,3532,3,6,3,2012,17,25,0
4,11058,8,17,4,2003,13,30,0
7,18036,9,8,5,2005,4,37,0
4,7134,2,13,1,2011,21,46,0
7,2365,5,9,2,2003,16,10,0
4,238,2,2,10,2003,13,0,0
1,1647,5,18,9,2006,15,0,0
2,8443,9,25,11,2014,16,40,0
3,3255,5,3,3,2004,13,0,0
7,803,6,9,10,2011,3,0,0
7,2835,10,15,1,2006,10,10,0
3,10151,5,29,5,2013,12,29,0
7,10433,8,5,10,2003,21,25,0
6,653,10,8,9,2012,0,1,0
5,12681,8,21,9,2007,22,30,0
2,22699,3,2,9,2003,21,0,0
1,4960,7,17,2,2003,17,30,0
3,125,2,2,10,2013,14,30,0
3,125,2,21,1,2004,10,20,0
3,1912,1,20,10,2010,12,0,0
6,14971,5,5,10,2013,23,0,0
7,698,2,23,10,2011,13,24,0
6,1108,4,23,2,2013,2,0,0
7,22,10,6,5,2007,0,1,0
7,2041,10,30,6,2013,15,53,0
6,13466,5,22,3,2014,9,0,0
4,13352,3,25,6,2009,17,0,0
7,4879,1,10,8,2003,13,0,0
2,6075,8,18,3,2008,16,45,0
3,3012,4,15,4,2015,9,40,0
1,1214,10,1,9,2014,8,45,0
3,7190,8,4,10,2006,19,0,0
4,10086,1,10,1,2008,9,0,0
4,223,10,14,12,2006,23,1,0
1,957,2,31,5,2010,17,39,0
2,12436,8,28,10,2003,22,45,0
5,548,10,4,9,2009,19,5,0
4,1091,10,3,9,2009,17,0,0
3,6196,7,6,2,2013,9,45,0
7,3620,2,11,1,2009,14,45,0
6,102,10,18,10,2014,12,0,0
7,5384,5,28,2,2010,16,40,0
6,11141,7,1,7,2006,8,15,0
5,4535,1,10,3,2006,18,40,0
7,1287,2,29,1,2012,15,0,0
4,6036,1,19,2,2004,11,0,0
6,12179,9,30,7,2005,14,45,0
6,233,8,12,1,2008,18,8,0
2,13683,7,29,5,2007,14,0,0
7,9343,3,15,6,2014,18,0,0
2,3875,2,4,10,2011,16,49,0
2,9460,8,21,7,2009,18,17,0
2,2381,2,12,7,2011,8,0,0
7,7712,5,31,7,2005,9,40,0
6,4836,6,21,2,2015,19,0,0
6,8293,6,4,10,2014,18,30,0
2,7705,7,4,5,2010,14,1,0
4,958,4,15,10,2009,18,20,0
6,10350,2,15,12,2007,0,1,0
6,13136,6,10,2,2007,12,0,0
7,6182,9,16,1,2011,20,10,0
4,6074,2,6,4,2006,8,45,0
7,125,2,16,1,2005,4,0,0
2,1271,2,8,6,2004,7,0,0
7,3262,4,30,12,2012,13,0,0
7,11242,7,8,2,2004,23,0,0
5,10561,8,12,8,2011,12,0,0
3,7764,4,23,7,2003,21,11,0
6,3653,9,1,7,2006,9,0,0
4,638,4,28,6,2012,17,0,0
5,9730,5,8,8,2014,15,13,0
2,1191,10,13,6,2006,5,45,0
7,8394,9,10,9,2006,0,1,0
6,5238,1,4,5,2013,11,0,0
5,6671,4,19,5,2006,18,0,0
1,13777,4,17,3,2008,21,35,0
7,12409,3,26,3,2006,0,30,0
7,125,2,11,1,2009,23,30,0
6,1319,2,22,3,2014,21,30,0
5,3716,3,28,1,2005,11,18,0
3,2869,10,19,10,2011,13,11,0
6,8767,4,8,5,2010,18,0,0
3,4993,5,13,6,2012,14,30,0
2,1615,2,18,4,2006,7,47,0
5,896,2,1,6,2012,10,10,0
4,2273,6,15,6,2006,22,0,0
7,8242,5,1,7,2012,11,10,0
4,9772,5,30,10,2014,22,50,0
7,9132,8,1,12,2013,8,0,0
2,64,4,7,3,2006,15,0,0
3,13561,2,17,9,2008,0,1,0
4,6617,2,17,4,2003,21,16,0
2,7643,3,22,1,2013,22,0,0
2,1950,2,12,7,2011,19,55,0
5,11182,5,29,10,2004,18,49,0
5,38,10,7,4,2006,17,25,0
3,8109,5,12,7,2006,12,0,0
7,227,1,15,8,2010,11,55,0
1,221,8,21,7,2008,8,0,0
3,4639,7,16,4,2014,7,30,0
4,1790,1,12,1,2006,14,0,0
5,2607,2,9,7,2004,13,0,0
5,4831,2,7,3,2008,13,45,0
4,2271,10,6,9,2007,13,45,0
1,9926,9,4,8,2003,18,54,0
2,818,1,30,9,2014,0,1,0
6,1220,10,14,1,2012,19,0,0
5,23062,6,10,1,2003,22,30,0
3,4418,2,28,4,2004,12,45,0
3,213,4,21,3,2012,11,20,0
3,8352,3,29,10,2003,8,30,0
6,909,4,24,4,2010,12,0,0
1,8751,2,1,10,2007,23,33,0
2,331,2,17,2,2015,20,0,0
7,1516,4,25,1,2009,2,9,0
6,6377,9,6,5,2006,0,20,0
4,2652,6,9,8,2012,6,54,0
7,8571,5,5,10,2014,20,0,0
4,478,1,14,7,2005,9,0,0
4,1476,8,30,4,2015,21,0,0
5,4848,3,6,2,2009,20,40,0
5,10266,2,10,1,2003,14,30,0
2,8356,4,24,11,2009,17,0,0
4,156,2,10,1,2013,19,50,0
2,5247,1,21,3,2006,18,55,0
6,6150,6,19,4,2014,19,20,0
3,3147,9,18,8,2004,16,15,0
3,5629,2,4,3,2015,10,30,0
2,872,2,18,8,2009,21,0,0
7,2118,5,2,11,2003,22,0,0
6,1963,7,13,12,2014,10,50,0
5,2389,6,27,6,2014,23,0,0
6,22,10,13,12,2008,21,15,0
7,12485,1,23,2,2014,16,0,0
6,323,9,14,7,2012,11,54,0
4,36,2,16,10,2014,10,5,0
2,7174,6,10,1,2006,19,30,0
2,236,3,14,10,2014,12,20,0
5,9073,4,6,2,2009,14,15,0
6,1642,1,28,6,2003,19,26,0
2,1452,6,14,10,2014,14,51,0
5,872,2,5,3,2004,7,0,0
2,10263,5,22,7,2014,12,1,0
6,2813,8,8,4,2006,12,8,0
7,125,2,24,8,2003,7,30,0
3,403,7,19,3,2014,9,29,0
4,9925,5,15,11,2012,9,2,0
6,6407,3,11,8,2007,3,0,0
1,2321,3,14,9,2009,0,30,0
6,277,10,21,5,2005,16,0,0
1,8029,8,2,2,2009,1,10,0
3,3931,6,21,9,2011,14,0,0
6,365,1,3,12,2011,19,40,0
3,5475,8,30,4,2014,1,30,0
1,277,10,19,3,2007,14,2,0
2,243,3,20,1,2009,8,0,0
4,310,8,19,4,2007,8,0,0
4,10687,4,29,11,2012,22,30,0
1,3,5,29,9,2003,19,30,0
1,2835,10,28,5,2012,5,30,0
2,2694,1,14,9,2004,18,0,0
4,554,10,19,10,2006,13,38,0
2,2454,2,21,3,2006,23,55,0
3,1198,6,16,4,2014,17,35,0
3,21784,10,21,7,2004,14,54,0
7,5159,7,8,3,2015,17,0,0
2,9783,5,4,2,2014,17,21,0
6,468,2,1,12,2007,17,0,0
6,1331,4,8,3,2014,13,20,0
2,125,2,10,11,2009,17,0,0
4,1559,4,26,6,2003,21,10,0
2,813,6,5,2,2008,16,50,0
5,3604,4,16,12,2005,17,18,0
4,277,10,24,7,2014,21,0,0
3,7167,4,9,8,2006,21,0,0
3,12305,7,15,11,2006,19,0,0
4,11861,7,14,6,2007,10,0,0
6,7759,7,10,1,2015,1,0,0
7,926,4,11,1,2015,16,36,0
2,651,9,5,2,2008,21,0,0
1,2927,2,9,7,2007,18,50,0
3,3774,2,21,7,2004,6,0,0
4,2109,8,6,10,2011,19,39,0
6,5606,4,10,1,2009,7,25,0
7,2811,1,14,8,2011,21,0,0
2,12208,2,19,3,2013,8,34,0
4,2400,10,29,12,2011,22,43,0
7,4378,2,22,5,2011,0,1,0
2,4676,4,7,8,2007,18,40,0
3,1226,4,6,2,2013,17,30,0
4,1409,6,10,1,2013,16,49,0
5,1091,10,21,9,2007,18,13,0
5,11723,8,25,7,2014,19,10,0
5,4140,10,26,7,2013,0,1,0
7,6833,7,12,8,2012,21,14,0
7,2348,1,10,4,2011,20,30,0
7,779,2,15,7,2012,15,0,0
3,1620,10,19,3,2014,19,12,0
6,15944,3,22,9,2007,11,43,0
3,501,4,1,10,2014,6,53,0
7,468,2,11,4,2010,15,51,0
7,1593,2,9,8,2009,0,1,0
5,641,2,24,7,2009,12,0,0
7,13283,5,30,11,2008,18,0,0
4,96,10,23,8,2007,15,32,0
3,16376,3,2,6,2010,11,30,0
1,821,10,30,5,2005,11,27,0
7,16948,3,18,11,2007,11,15,0
3,105,5,6,3,2013,17,10,0
3,17757,6,18,5,2011,14,12,0
1,2096,8,17,9,2012,10,0,0
4,125,2,26,1,2006,0,1,0
6,3541,9,4,4,2015,13,47,0
3,238,2,14,10,2009,1,43,0
3,9110,9,26,11,2014,17,0,0
1,12122,8,13,6,2011,7,5,0
7,1224,1,23,9,2012,0,15,0
4,213,4,2,10,2003,22,39,0
3,408,2,18,10,2006,14,0,0
7,4405,5,31,10,2004,23,0,0
3,125,2,16,5,2007,18,45,0
4,1584,5,3,4,2014,9,0,0
7,279,6,5,5,2013,23,40,0
7,14026,4,14,2,2010,17,0,0
6,3511,5,15,12,2012,11,51,0
6,4448,3,20,11,2010,16,0,0
7,2543,5,26,2,2012,16,30,0
3,18961,9,15,12,2010,12,26,0
6,8499,5,2,10,2004,13,0,0
1,4441,5,19,3,2007,21,43,0
1,4256,2,22,12,2008,20,0,0
2,3630,10,13,5,2003,13,7,0
3,4657,4,22,8,2012,23,58,0
3,6656,3,27,5,2009,13,55,0
1,16440,2,26,10,2009,13,5,0
3,4572,5,23,3,2011,19,0,0
7,7735,2,19,12,2010,2,30,0
5,594,8,1,5,2015,18,27,0
3,1204,2,15,4,2015,22,22,0
7,8143,5,18,5,2014,15,0,0
5,16448,4,22,2,2013,16,30,0
5,3010,1,6,10,2006,11,30,0
5,872,2,8,8,2003,5,40,0
2,7761,8,12,11,2013,19,0,0
3,15318,8,13,5,2009,19,5,0
2,21950,5,28,9,2004,21,36,0
3,8935,4,17,4,2013,1,0,0
1,4676,4,21,3,2005,8,10,0
3,1121,10,21,2,2007,9,50,0
6,125,2,24,4,2010,17,0,0
1,2609,2,13,5,2013,2,30,0
7,18614,3,17,7,2005,21,0,0
6,3396,10,16,5,2009,9,27,0
6,77,10,13,7,2013,14,20,0
6,361,2,15,5,2004,0,5,0
4,1149,5,11,8,2011,22,0,0
6,6742,4,19,9,2009,1,30,0
1,1306,2,20,2,2012,18,28,0
3,2265,4,1,5,2013,14,43,0
6,501,4,8,3,2003,22,43,0
7,3011,1,5,10,2008,1,18,0
7,3128,3,31,5,2009,15,45,0
1,14763,3,2,2,2004,12,30,0
2,2170,5,19,10,2010,16,15,0
1,359,10,1,9,2008,16,10,0
3,3646,7,25,1,2012,12,0,0
7,872,2,26,12,2004,16,0,0
7,6695,5,20,10,2013,13,32,0
4,501,4,23,8,2007,22,11,0
3,310,8,31,10,2012,13,25,0
4,577,2,1,4,2004,0,1,0
6,159,6,19,11,2011,14,10,0
6,5526,3,21,3,2009,0,5,0
1,8817,9,18,8,2014,16,30,0
4,1950,2,2,10,2003,21,30,0
3,564,10,23,3,2011,19,40,0
3,11058,8,29,6,2011,18,0,0
2,9158,1,10,1,2006,20,0,0
2,182,4,29,4,2003,11,0,0
3,13493,1,12,6,2013,18,0,0
2,644,1,27,10,2009,22,45,0
3,27,5,30,11,2011,12,40,0
4,12297,9,20,9,2012,18,0,0
1,11565,4,19,7,2004,15,30,0
5,908,10,14,12,2007,14,48,0
1,403,7,29,4,2013,11,30,0
4,381,3,8,9,2005,14,20,0
2,1936,2,10,7,2012,13,30,0
5,4440,8,9,7,2004,13,0,0
3,4086,1,6,8,2008,12,45,0
7,6544,4,8,2,2015,22,0,0
7,340,6,12,1,2014,18,18,0
4,4252,5,10,3,2005,9,10,0
