"day","location","date","month","year","hour","min","SUICIDE"
4,4,20,5,2010,15,0,0
4,4,19,5,2011,1,9,0
7,8,13,1,2013,10,0,0
1,8,30,4,2012,4,42,0
6,7,4,10,2008,0,30,0
2,8,4,10,2005,6,0,0
1,2,5,7,2004,12,35,0
3,8,23,3,2005,14,0,0
2,3,3,2,2004,23,48,0
6,5,6,5,2006,11,29,0
7,3,27,1,2013,15,30,0
7,4,6,4,2014,22,26,0
2,6,11,1,2005,20,20,0
4,10,16,4,2015,14,0,0
4,8,2,11,2006,8,30,0
4,3,1,12,2011,23,5,0
1,7,28,4,2008,13,25,0
5,2,28,11,2003,15,30,0
6,2,17,6,2006,11,0,0
3,7,25,8,2010,14,0,0
4,10,11,6,2009,18,0,0
2,5,3,2,2015,5,0,0
7,1,15,1,2006,4,52,0
6,3,5,4,2008,8,10,0
6,4,30,11,2013,20,20,0
1,2,17,9,2012,15,50,0
6,1,29,1,2011,23,30,0
7,5,18,11,2012,15,0,0
5,1,3,4,2009,12,14,0
1,4,1,11,2010,21,30,0
4,8,23,2,2012,18,30,0
2,2,24,6,2008,20,5,0
7,2,27,6,2004,19,2,0
6,4,23,3,2013,8,0,0
5,3,5,10,2007,10,30,0
4,2,12,8,2010,18,0,0
3,5,12,6,2013,9,18,0
6,4,7,2,2009,2,0,0
2,4,13,11,2007,11,45,0
6,2,30,1,2010,13,30,0
1,10,19,1,2009,15,59,0
1,1,26,7,2010,22,30,0
1,5,17,3,2008,0,1,0
5,4,19,5,2006,10,0,0
1,6,13,10,2003,22,14,0
3,2,16,4,2003,12,50,0
6,2,20,9,2014,16,23,0
1,7,12,6,2006,16,45,0
3,4,21,2,2007,13,9,0
3,2,17,9,2014,7,24,0
2,3,27,11,2007,19,15,0
7,8,4,11,2007,22,51,0
3,9,15,12,2010,12,0,0
7,6,3,5,2015,22,15,0
2,4,13,4,2004,18,0,0
1,5,6,1,2003,20,0,0
4,5,16,4,2009,14,30,0
2,1,7,3,2006,7,30,0
7,7,2,11,2008,8,33,0
7,10,15,12,2013,15,40,0
4,2,8,1,2004,13,30,0
7,5,16,1,2005,12,35,0
4,1,9,3,2006,8,0,0
5,5,21,2,2014,1,20,0
2,4,5,10,2010,9,45,0
1,2,9,7,2012,15,15,0
4,4,20,2,2003,19,30,0
5,10,4,6,2010,11,30,0
6,7,14,6,2008,0,29,0
3,5,13,5,2015,11,0,0
1,10,26,6,2006,0,1,0
6,5,2,12,2006,18,0,0
7,1,27,7,2003,1,0,0
4,6,5,3,2015,13,0,0
4,8,7,8,2014,16,20,0
2,10,3,5,2005,12,20,0
2,2,7,9,2010,23,34,0
6,1,10,1,2009,13,17,0
7,2,9,2,2003,19,51,0
5,3,28,1,2005,14,0,0
4,5,14,7,2005,19,50,0
3,4,17,3,2004,18,57,0
3,5,18,3,2009,16,8,0
6,2,19,6,2010,11,30,0
3,2,18,3,2009,9,9,0
6,4,5,5,2012,17,30,0
6,2,24,1,2015,14,0,0
5,8,11,8,2006,21,0,0
3,2,23,3,2011,21,43,0
7,8,20,6,2010,18,45,0
6,9,31,10,2009,23,45,0
3,1,4,3,2009,23,5,0
4,2,16,4,2009,11,15,0
7,8,29,11,2009,1,0,0
5,1,23,3,2012,23,30,0
5,2,25,3,2011,20,15,0
1,2,1,11,2010,5,0,0
6,8,27,3,2010,21,25,0
3,2,19,2,2014,18,0,0
2,9,13,5,2008,9,40,0
4,8,9,8,2007,9,30,0
2,4,23,3,2010,13,27,0
6,4,30,5,2009,3,10,0
6,4,26,7,2008,0,1,0
2,10,20,1,2004,11,30,0
5,2,23,9,2011,9,4,0
7,5,28,12,2014,7,30,0
6,3,30,5,2009,0,1,0
1,8,1,11,2010,2,55,0
5,5,26,12,2003,14,50,0
7,4,12,9,2010,3,36,0
3,6,13,5,2009,20,19,0
1,4,24,7,2006,23,0,0
7,6,25,8,2013,7,2,0
6,10,2,6,2012,22,0,0
4,2,19,9,2013,10,40,0
6,8,14,11,2009,15,0,0
3,8,4,2,2004,21,46,0
2,5,3,2,2004,0,1,0
4,1,17,5,2012,2,42,0
3,1,22,2,2006,22,10,0
6,4,14,7,2007,9,0,0
2,9,30,4,2013,13,0,0
6,5,5,5,2007,13,0,0
7,2,5,12,2010,16,6,0
6,1,14,12,2013,19,30,0
5,2,4,11,2011,15,0,0
3,2,7,1,2015,13,20,0
1,7,14,10,2013,12,44,0
5,8,9,9,2011,3,15,0
1,6,2,4,2012,17,22,0
4,2,29,11,2012,6,24,0
7,2,6,4,2014,1,15,0
2,3,18,10,2005,11,13,0
3,10,9,3,2011,19,14,0
1,5,7,3,2011,10,15,0
3,6,30,6,2010,11,38,0
7,4,18,11,2007,17,55,0
1,10,9,7,2007,22,30,0
1,1,15,10,2007,12,40,0
2,6,20,3,2007,20,0,0
1,10,24,11,2008,0,27,0
1,3,26,12,2005,15,0,0
7,7,22,2,2015,19,30,0
5,1,24,3,2006,20,45,0
2,4,10,12,2013,15,0,0
7,10,4,11,2007,22,15,0
2,2,5,3,2013,3,40,0
3,6,24,3,2010,18,0,0
6,3,23,9,2006,5,0,0
6,4,14,8,2010,2,10,0
4,3,18,10,2007,23,0,0
3,9,9,7,2008,14,23,0
5,10,28,5,2004,18,0,0
3,9,6,4,2011,9,40,0
2,2,22,7,2003,18,0,0
1,3,4,8,2014,16,0,0
6,1,23,3,2013,20,34,0
4,8,29,12,2005,17,0,0
7,2,30,1,2005,15,0,0
1,5,12,7,2010,3,24,0
7,10,20,4,2014,18,55,0
7,10,23,10,2011,3,40,0
4,8,20,5,2010,21,39,0
5,3,28,12,2007,16,0,0
3,7,26,5,2004,19,35,0
6,4,24,7,2004,0,10,0
2,6,12,10,2004,22,0,0
7,7,19,10,2003,23,0,0
5,2,15,6,2007,21,40,0
1,4,29,10,2012,0,22,0
6,3,15,11,2003,19,5,0
1,4,12,6,2006,13,50,0
2,3,28,10,2008,18,15,0
1,1,21,6,2004,9,3,0
4,8,13,1,2005,14,0,0
6,1,24,3,2007,23,35,0
3,4,5,8,2009,20,0,0
1,9,2,5,2011,15,0,0
6,2,19,9,2009,8,45,0
6,5,17,6,2006,20,30,0
5,4,12,7,2013,15,30,0
7,2,29,6,2008,0,5,0
4,3,16,11,2006,8,30,0
1,5,2,3,2009,19,15,0
2,4,8,7,2008,14,5,0
5,8,22,8,2003,23,0,0
6,7,18,12,2010,9,41,0
4,8,30,9,2004,18,3,0
4,8,21,4,2011,22,21,0
6,4,21,4,2007,17,30,0
2,4,9,7,2013,9,0,0
2,2,16,9,2014,20,30,0
5,8,15,7,2005,13,0,0
4,1,5,2,2004,9,48,0
6,5,13,11,2004,19,30,0
6,1,28,1,2006,3,15,0
3,2,4,10,2006,19,0,0
5,4,1,12,2006,23,45,0
3,1,31,10,2012,17,40,0
5,1,17,10,2014,15,45,0
6,9,1,7,2006,17,30,0
6,8,4,4,2015,21,45,0
6,1,3,4,2004,3,0,0
4,10,3,5,2012,12,0,0
2,7,8,3,2005,22,50,0
4,10,18,4,2013,19,0,0
1,7,21,8,2006,14,50,0
6,1,7,2,2015,17,0,0
7,4,4,10,2009,23,36,0
3,8,5,5,2010,17,0,0
4,4,6,2,2003,1,0,0
4,4,2,10,2008,20,31,0
6,2,24,4,2010,8,49,0
5,6,15,6,2007,14,55,0
3,4,18,2,2009,19,40,0
5,6,14,6,2013,20,0,0
7,10,18,7,2010,21,48,0
6,2,30,1,2010,11,30,0
4,5,13,1,2005,22,0,0
5,9,7,3,2008,17,0,0
6,2,7,4,2012,14,0,0
2,2,20,4,2010,2,23,0
3,7,7,8,2013,11,19,0
5,4,20,9,2013,17,0,0
2,10,19,8,2008,20,10,0
4,1,25,2,2010,9,30,0
4,3,22,1,2015,17,40,0
7,10,4,5,2003,20,56,0
4,4,17,10,2013,18,0,0
1,9,23,6,2014,20,0,0
2,5,7,1,2014,10,30,0
7,8,13,6,2004,11,45,0
3,9,8,2,2012,16,0,0
5,2,26,2,2010,18,0,0
4,9,6,9,2012,21,45,0
7,10,26,12,2004,16,0,0
7,8,24,10,2010,17,50,0
1,4,28,5,2012,1,59,0
3,8,5,10,2005,9,0,0
5,2,23,1,2015,15,11,0
3,2,5,3,2008,17,30,0
3,5,24,2,2010,13,13,0
1,10,23,7,2012,11,0,0
4,3,7,3,2013,0,1,0
2,7,21,2,2012,14,0,0
7,9,22,3,2009,15,48,0
6,1,10,1,2015,2,35,0
5,7,3,10,2014,16,0,0
5,1,24,3,2006,19,0,0
3,5,31,10,2012,15,15,0
7,4,1,1,2006,19,0,0
5,3,19,9,2003,7,0,0
2,6,9,2,2010,3,0,0
7,10,12,2,2006,8,15,0
4,4,23,8,2007,16,0,0
3,5,13,1,2010,22,40,0
7,3,20,11,2005,11,0,0
2,9,12,7,2005,9,0,0
4,2,30,4,2015,18,57,0
2,1,3,3,2009,21,0,0
2,2,8,7,2003,22,41,0
2,4,30,11,2010,20,30,0
2,9,12,10,2004,5,58,0
4,7,6,3,2014,7,0,0
5,6,31,10,2008,14,0,0
4,5,26,6,2014,2,30,0
4,2,5,5,2011,10,0,0
2,4,29,9,2009,3,0,0
1,7,16,2,2004,20,0,0
5,2,21,9,2012,20,45,0
2,2,23,12,2014,19,20,0
2,9,29,5,2012,20,45,0
7,2,1,6,2008,17,25,0
3,2,4,9,2013,18,31,0
4,4,20,3,2003,10,8,0
4,7,20,3,2014,11,0,0
2,10,31,5,2011,6,14,0
1,6,15,5,2006,20,38,0
6,4,23,4,2011,17,52,0
6,4,7,2,2004,18,30,0
4,4,20,3,2014,2,14,0
1,4,26,12,2005,16,0,0
2,9,10,1,2006,10,0,0
1,2,15,4,2013,8,18,0
2,4,19,8,2008,22,0,0
6,6,11,8,2007,20,0,0
3,7,5,5,2010,12,0,0
2,1,26,12,2006,22,30,0
1,5,7,2,2005,20,0,0
4,10,5,5,2005,10,28,0
6,5,4,10,2008,20,45,0
1,10,7,2,2005,16,4,0
5,4,3,6,2005,5,35,0
4,1,7,4,2011,0,55,0
7,2,13,7,2014,1,30,0
1,2,11,5,2009,1,0,0
5,2,16,5,2008,0,1,0
5,1,14,12,2007,1,15,0
1,9,14,11,2011,13,0,0
6,10,30,1,2010,20,15,0
6,8,30,6,2007,10,10,0
2,9,10,6,2003,0,1,0
1,2,11,5,2009,21,0,0
1,2,25,6,2007,22,24,0
4,8,17,4,2003,20,45,0
6,10,23,8,2014,11,40,0
1,3,9,6,2003,17,20,0
7,5,9,9,2007,21,30,0
5,5,12,3,2010,19,30,0
1,10,22,11,2004,17,30,0
7,4,25,1,2004,16,54,0
1,4,4,8,2003,18,0,0
6,6,10,8,2013,14,50,0
4,1,7,10,2010,0,1,0
6,2,19,4,2014,14,15,0
1,5,23,1,2006,20,22,0
4,8,30,10,2014,18,30,0
5,2,7,3,2003,13,15,0
6,10,1,12,2007,6,30,0
1,4,17,10,2005,8,3,0
7,7,3,7,2011,22,0,0
3,7,14,5,2008,10,24,0
4,2,12,1,2012,12,0,0
3,1,1,12,2010,17,0,0
3,6,10,7,2013,14,9,0
2,10,9,12,2014,0,50,0
1,10,18,9,2006,20,15,0
4,4,13,5,2004,19,53,0
1,6,4,8,2014,7,30,0
1,8,29,5,2006,7,30,0
3,10,29,6,2011,6,18,0
2,4,11,12,2012,18,40,0
7,9,13,7,2014,14,0,0
4,2,23,8,2012,18,0,0
7,4,3,7,2005,11,0,0
6,7,1,1,2011,0,1,0
6,8,9,4,2005,2,0,0
2,8,2,9,2008,7,5,0
1,3,3,5,2010,20,0,0
4,7,24,2,2005,11,50,0
5,10,18,4,2003,16,45,0
7,5,28,2,2010,12,0,0
4,4,9,8,2007,10,20,0
6,1,18,4,2015,18,0,0
1,2,20,2,2012,13,54,0
1,3,5,1,2015,16,0,0
1,3,3,4,2006,13,30,0
7,2,5,10,2014,11,43,0
2,6,17,2,2009,8,0,0
4,6,28,6,2012,8,0,0
4,10,9,12,2004,13,30,0
5,9,23,7,2004,14,0,0
7,1,8,8,2004,11,15,0
7,8,10,3,2013,9,0,0
7,6,23,2,2014,17,30,0
7,5,23,4,2006,15,45,0
5,2,18,5,2012,22,0,0
2,2,26,11,2013,19,0,0
6,4,16,5,2009,1,0,0
3,7,18,2,2009,21,30,0
3,2,31,10,2012,15,0,0
6,4,10,1,2009,14,1,0
4,5,29,5,2008,22,50,0
1,3,20,9,2010,17,0,0
5,3,4,9,2009,17,5,0
5,8,11,1,2013,12,33,0
5,7,10,7,2009,13,40,0
2,3,7,7,2009,13,10,0
1,4,17,4,2006,16,55,0
5,6,4,9,2009,7,35,0
2,1,9,12,2003,14,0,0
7,7,24,2,2008,17,45,0
7,1,28,12,2003,0,59,0
4,7,30,4,2009,0,1,0
7,5,23,10,2005,13,30,0
2,1,25,1,2011,17,0,0
6,3,15,1,2011,1,15,0
3,1,6,10,2010,16,25,0
5,7,6,10,2006,7,0,0
1,10,18,8,2003,11,30,0
7,1,28,12,2014,11,28,0
7,4,8,2,2015,22,42,0
3,2,20,8,2003,20,14,0
4,2,10,3,2005,17,0,0
2,10,9,12,2008,1,7,0
2,10,3,4,2012,5,59,0
2,3,2,9,2014,5,8,0
7,8,4,11,2012,11,0,0
2,8,8,7,2008,18,31,0
1,6,6,1,2014,12,0,0
4,2,2,10,2003,15,27,0
7,6,22,10,2006,8,0,0
4,6,3,4,2014,11,42,0
4,1,21,9,2006,16,0,0
6,4,6,9,2003,17,0,0
5,4,20,4,2012,18,10,0
1,3,7,3,2011,15,20,0
5,4,9,7,2004,15,0,0
1,10,15,11,2010,19,0,0
4,5,14,5,2009,15,9,0
1,8,29,9,2003,17,30,0
5,9,5,10,2007,0,30,0
1,1,30,8,2004,11,30,0
7,10,10,4,2011,6,2,0
4,7,14,11,2013,14,51,0
4,1,13,1,2005,5,20,0
1,6,21,1,2013,10,1,0
6,5,3,6,2006,20,38,0
4,1,3,9,2009,21,26,0
1,7,8,1,2007,17,30,0
6,10,28,7,2007,6,34,0
5,7,29,10,2004,21,15,0
4,5,1,5,2008,9,15,0
7,8,29,6,2003,18,51,0
2,10,19,2,2008,11,8,0
2,2,14,6,2011,23,30,0
5,6,11,12,2009,8,37,0
1,4,24,1,2005,6,28,0
5,4,2,12,2005,9,0,0
6,3,30,7,2005,13,0,0
2,2,3,8,2004,20,15,0
5,5,26,3,2010,0,40,0
2,1,22,1,2013,13,15,0
6,5,29,11,2008,12,0,0
7,4,29,12,2013,19,32,0
4,2,16,4,2009,17,5,0
5,4,8,8,2003,7,50,0
5,5,26,7,2013,15,45,0
5,2,5,9,2014,10,0,0
5,3,30,6,2006,19,0,0
6,8,2,12,2006,12,40,0
5,3,7,5,2010,19,0,0
3,10,18,8,2004,11,11,0
6,3,24,3,2012,14,30,0
3,8,13,1,2010,10,0,0
4,3,14,1,2010,5,0,0
2,5,23,12,2008,13,55,0
1,5,23,1,2012,11,44,0
7,7,5,4,2009,14,32,0
2,4,30,9,2003,10,0,0
3,5,7,2,2007,11,0,0
1,5,17,10,2011,19,0,0
6,3,26,1,2008,23,0,0
4,8,17,11,2005,16,0,0
5,8,3,10,2003,0,1,0
6,10,21,2,2009,20,51,0
4,9,19,5,2005,0,20,0
1,2,13,11,2006,21,30,0
5,3,6,2,2015,19,45,0
3,3,30,4,2008,16,0,0
2,7,8,12,2009,17,45,0
4,2,23,8,2012,22,0,0
3,7,24,1,2007,0,1,0
6,4,1,7,2006,22,0,0
4,4,1,11,2007,6,45,0
4,2,25,7,2013,13,6,0
5,10,6,2,2009,22,9,0
6,3,12,12,2009,21,17,0
3,7,21,9,2011,10,35,0
3,3,16,10,2013,3,11,0
5,2,23,3,2012,12,30,0
2,5,23,3,2010,23,22,0
4,3,20,9,2012,1,40,0
4,5,1,5,2014,16,0,0
4,2,30,10,2014,22,30,0
3,1,10,12,2014,13,0,0
7,8,5,6,2011,6,30,0
1,7,21,3,2011,10,50,0
7,10,30,1,2011,23,55,0
5,1,12,8,2011,17,0,0
1,4,5,3,2007,0,1,0
1,2,3,2,2014,9,11,0
5,5,5,4,2013,12,35,0
2,4,8,3,2011,0,1,0
7,10,3,5,2009,12,43,0
6,3,13,7,2013,13,30,0
2,10,1,4,2008,19,0,0
7,8,20,4,2003,0,15,0
4,8,4,11,2010,11,49,0
1,9,31,3,2008,22,0,0
6,3,3,12,2005,19,0,0
5,2,16,11,2007,14,0,0
2,3,26,6,2012,14,20,0
3,9,19,10,2011,22,14,0
4,5,28,10,2004,9,0,0
3,10,28,5,2014,21,30,0
1,3,11,6,2007,21,40,0
3,10,20,4,2011,10,22,0
6,5,14,7,2007,23,45,0
4,2,2,5,2013,22,0,0
3,3,19,8,2009,12,30,0
4,4,13,1,2011,18,15,0
4,10,18,10,2007,15,10,0
2,5,14,10,2008,18,30,0
7,10,23,3,2008,11,30,0
4,2,25,12,2014,18,40,0
5,4,21,9,2012,14,30,0
5,2,10,8,2007,10,15,0
1,8,5,3,2007,15,0,0
4,5,28,11,2013,15,50,0
3,6,28,5,2008,16,0,0
4,7,26,6,2014,20,45,0
5,8,28,1,2011,8,0,0
5,5,21,2,2003,14,30,0
3,5,22,1,2003,9,0,0
3,4,8,8,2012,1,45,0
3,7,14,5,2003,14,15,0
3,3,2,4,2014,15,51,0
7,4,15,1,2012,18,28,0
7,8,8,3,2009,14,0,0
1,2,8,12,2014,18,0,0
6,3,5,9,2009,1,0,0
6,10,16,10,2004,16,0,0
4,1,2,10,2014,5,25,0
5,4,8,8,2014,19,47,0
7,5,29,7,2007,9,50,0
6,1,8,9,2012,12,40,0
6,2,7,4,2012,1,25,0
2,8,8,8,2006,10,50,0
1,9,22,2,2010,16,0,0
4,5,11,6,2009,21,20,0
3,3,16,11,2005,10,30,0
5,3,17,10,2008,12,30,0
3,10,7,4,2010,15,45,0
4,1,10,7,2014,14,55,0
5,8,16,11,2007,20,0,0
6,2,8,3,2003,14,0,0
2,10,27,12,2011,14,37,0
3,7,28,5,2003,13,50,0
2,2,5,10,2010,10,30,0
1,8,16,9,2013,4,0,0
3,5,3,5,2006,18,30,0
6,3,1,6,2013,0,1,0
3,4,7,3,2007,10,8,0
3,3,13,1,2010,18,52,0
6,2,17,10,2009,20,26,0
7,1,9,9,2012,2,0,0
4,2,16,12,2010,3,50,0
2,8,27,11,2007,10,30,0
5,4,24,8,2012,20,0,0
6,4,28,6,2008,17,10,0
5,5,17,12,2010,8,0,0
5,2,3,6,2005,20,30,0
2,1,31,5,2005,23,30,0
5,8,1,7,2005,13,0,0
6,5,5,9,2009,16,0,0
5,6,15,10,2004,22,45,0
4,2,5,8,2004,21,0,0
1,8,16,3,2009,21,15,0
1,1,25,6,2007,12,25,0
3,3,14,11,2007,7,45,0
2,9,9,12,2014,21,0,0
7,2,19,12,2010,1,21,0
3,3,20,2,2013,22,25,0
4,2,19,5,2011,19,0,0
2,6,22,1,2008,12,0,0
4,8,26,1,2006,9,0,0
3,2,31,5,2006,15,0,0
4,4,6,10,2005,12,31,0
1,5,30,5,2005,20,0,0
3,2,30,11,2011,0,38,0
1,1,16,3,2009,11,58,0
7,4,7,4,2013,16,49,0
4,6,30,10,2003,23,16,0
2,7,2,9,2003,16,0,0
3,4,5,2,2014,20,37,0
5,9,10,1,2003,21,0,0
6,1,13,12,2014,21,30,0
5,8,28,12,2012,18,0,0
7,3,27,1,2013,11,0,0
6,9,16,7,2011,23,55,0
5,4,27,7,2012,9,15,0
4,8,11,7,2013,11,45,0
5,8,26,7,2013,22,53,0
4,10,15,5,2003,0,48,0
2,10,28,12,2010,20,20,0
3,10,9,7,2008,19,30,0
1,1,17,3,2014,21,0,0
3,8,22,2,2012,1,58,0
5,5,3,4,2009,15,30,0
5,2,22,2,2008,21,51,0
7,2,12,8,2012,14,30,0
3,5,18,5,2011,19,0,0
