"day","location","date","month","year","hour","min","DISORDERLYCONDUCT"
2,2,3,2,2004,9,44,0
5,3,3,10,2008,22,0,0
4,5,24,7,2008,19,5,0
3,5,18,4,2012,14,30,0
1,5,16,5,2011,19,0,0
7,4,1,6,2003,23,55,0
1,1,7,3,2011,4,30,0
1,4,2,5,2011,8,0,0
6,1,25,3,2006,19,21,0
5,3,4,10,2013,8,0,0
2,7,5,2,2013,17,30,0
7,8,19,10,2014,17,0,0
2,1,21,8,2007,4,16,0
5,5,5,9,2008,2,0,0
1,8,3,2,2003,12,0,0
3,10,27,12,2006,4,30,0
5,2,8,2,2008,15,13,0
7,9,20,4,2008,21,0,0
7,8,24,3,2013,2,0,0
3,5,2,6,2010,12,50,0
3,2,26,12,2012,23,20,0
4,1,22,8,2013,13,20,0
1,10,26,5,2008,13,45,0
7,1,22,2,2009,4,22,0
5,4,3,10,2008,21,22,0
6,2,25,9,2010,12,5,0
7,5,13,1,2008,18,5,0
3,4,5,3,2003,21,30,0
3,6,15,12,2010,10,30,0
3,2,8,1,2003,5,30,0
1,2,26,10,2009,14,40,0
6,1,5,4,2014,22,30,0
3,5,14,12,2011,20,59,0
6,2,8,2,2014,3,0,0
1,9,19,1,2004,20,0,0
4,9,29,12,2011,16,30,0
4,2,6,3,2014,3,20,0
7,6,16,7,2006,22,0,0
1,2,1,11,2010,21,0,0
2,3,16,9,2008,3,30,0
3,2,12,1,2005,9,30,0
3,4,2,5,2012,16,45,0
5,4,2,10,2009,15,28,0
5,10,13,7,2012,4,53,0
3,7,13,11,2013,1,4,0
4,8,6,8,2009,9,15,0
2,5,20,8,2013,14,0,0
1,2,20,2,2006,22,13,0
6,2,24,3,2012,0,35,0
6,9,6,9,2008,5,7,0
5,2,11,8,2006,9,0,0
6,1,5,11,2011,20,10,0
7,2,12,2,2012,0,30,0
7,8,8,3,2009,17,0,0
2,4,1,5,2007,15,30,0
2,1,5,2,2013,15,40,0
5,10,2,10,2009,7,29,0
4,10,11,12,2008,21,30,0
4,2,19,9,2013,11,0,0
5,9,19,3,2004,14,0,0
3,8,26,11,2003,21,30,0
7,6,24,9,2006,23,0,0
7,4,17,11,2013,3,25,0
2,2,20,4,2010,19,25,0
3,8,28,6,2006,21,0,0
7,2,23,8,2009,1,30,0
2,6,1,4,2003,7,30,0
5,10,19,5,2006,14,30,0
7,2,11,1,2015,21,30,0
1,7,20,1,2003,9,0,0
2,3,21,8,2012,21,45,0
2,2,3,5,2005,10,0,0
3,5,14,5,2008,3,3,0
5,10,17,6,2005,19,35,0
1,5,17,4,2006,23,0,0
5,2,11,7,2008,12,6,0
3,5,20,8,2014,20,35,0
6,7,13,11,2004,16,5,0
4,8,9,1,2003,10,39,0
7,2,2,11,2014,10,1,0
3,3,5,2,2003,22,34,0
4,5,5,5,2011,22,0,0
7,8,9,4,2006,15,0,0
2,2,20,7,2004,0,1,0
5,3,28,1,2011,20,0,0
3,6,28,6,2006,16,49,0
7,8,28,1,2007,17,8,0
7,1,2,5,2004,18,0,0
5,4,28,5,2004,16,17,0
5,5,6,9,2013,16,15,0
6,5,12,1,2008,21,5,0
7,6,7,4,2013,16,48,0
5,9,14,11,2008,12,0,0
5,10,2,4,2004,12,0,0
5,8,22,8,2014,10,20,0
4,1,14,10,2004,12,0,0
5,2,13,1,2006,17,11,0
5,9,10,2,2012,15,33,0
5,4,3,10,2003,8,50,0
4,2,9,8,2012,14,30,0
5,2,2,10,2009,22,15,0
7,4,30,5,2004,16,0,0
4,2,29,4,2004,12,34,0
4,7,17,11,2005,15,0,0
7,2,14,12,2014,17,47,0
3,2,27,6,2007,18,56,0
3,1,23,6,2004,17,0,0
6,2,5,4,2003,0,30,0
3,6,4,5,2005,0,1,0
1,6,19,7,2004,23,50,0
6,8,4,12,2010,5,0,0
2,5,8,12,2009,1,50,0
2,7,3,2,2015,17,18,0
1,3,23,8,2010,16,27,0
6,5,21,5,2005,4,10,0
4,4,30,4,2009,16,0,0
3,3,30,11,2011,7,30,0
6,1,10,8,2013,15,50,0
2,4,1,5,2007,10,30,0
7,10,22,9,2013,2,44,0
3,1,18,9,2013,18,8,0
5,6,5,5,2006,15,0,0
7,9,5,10,2003,17,0,0
1,2,14,6,2010,12,30,0
7,10,15,1,2006,2,0,0
6,3,3,4,2004,20,30,0
4,10,10,7,2003,0,7,0
4,1,14,6,2012,18,0,0
6,2,26,1,2008,23,43,0
1,10,22,12,2014,20,20,0
6,7,12,2,2011,14,34,0
1,3,2,5,2011,17,45,0
7,5,11,1,2004,14,42,0
4,9,20,3,2008,19,37,0
6,10,23,8,2003,6,5,0
4,10,7,4,2011,19,0,0
2,10,8,1,2008,17,50,0
6,2,23,10,2010,16,11,0
4,2,17,5,2007,17,0,0
1,2,29,11,2010,16,40,0
1,9,13,5,2013,11,33,0
5,2,25,2,2005,0,1,0
7,8,5,11,2006,17,0,0
7,5,27,2,2005,6,57,0
3,6,19,8,2009,7,0,0
6,2,9,4,2011,17,25,0
7,4,14,7,2013,11,15,0
2,8,30,11,2010,22,30,0
7,10,5,6,2005,13,50,0
4,4,21,9,2006,0,20,0
3,1,1,10,2008,10,40,0
5,10,5,9,2008,15,0,0
6,3,11,8,2007,12,57,0
2,6,15,4,2003,12,0,0
2,5,25,11,2014,15,22,0
2,6,21,8,2007,8,40,0
1,6,29,10,2012,7,5,0
2,2,28,10,2003,19,30,0
6,3,8,2,2014,4,38,0
2,9,27,5,2003,15,22,0
7,1,30,6,2013,3,0,0
3,2,1,11,2006,21,5,0
4,2,15,12,2011,3,30,0
1,4,16,9,2013,19,0,0
1,2,12,11,2012,17,0,0
6,2,6,5,2006,9,0,0
1,2,24,12,2007,23,10,0
6,1,17,6,2006,17,0,0
3,10,11,6,2003,16,30,0
6,1,16,6,2012,22,30,0
5,6,15,12,2006,10,0,0
5,3,27,8,2010,17,0,0
1,3,17,10,2005,12,44,0
1,2,13,6,2011,0,1,0
2,3,11,1,2005,16,20,0
4,3,29,5,2014,17,31,0
5,6,17,12,2010,21,35,0
2,7,12,1,2010,14,30,0
6,3,18,5,2013,12,52,0
7,3,29,11,2009,18,15,0
3,6,26,6,2013,22,20,0
1,1,17,10,2011,11,37,0
3,4,25,6,2008,20,34,0
6,5,9,4,2011,22,45,0
4,4,29,11,2007,9,30,0
5,1,22,8,2003,17,0,0
7,2,5,11,2006,22,0,0
3,2,24,7,2013,17,50,0
5,1,31,10,2003,19,55,0
5,4,25,2,2011,0,13,0
6,10,24,7,2004,11,53,0
3,8,21,8,2013,20,0,0
5,2,18,4,2008,11,45,0
6,5,4,11,2006,21,40,0
2,1,14,4,2015,7,0,0
7,1,16,11,2014,3,0,0
2,7,28,10,2008,23,59,0
2,10,27,4,2004,15,21,0
2,4,17,10,2006,18,0,0
6,5,5,5,2007,19,0,0
6,2,26,7,2014,22,45,0
3,4,22,1,2014,8,0,0
7,3,27,1,2008,21,13,0
4,7,4,3,2004,12,35,0
7,3,27,7,2003,4,3,0
1,4,26,5,2008,6,8,0
1,2,16,3,2015,18,8,0
4,10,30,10,2008,10,0,0
5,2,18,4,2008,23,4,0
7,5,15,7,2007,19,50,0
2,3,21,1,2003,11,0,0
3,5,6,4,2011,6,30,0
6,9,17,11,2012,9,31,0
3,5,2,4,2003,12,40,0
1,4,23,6,2014,1,50,0
2,4,5,8,2008,10,30,0
1,1,7,3,2011,4,30,0
2,10,4,10,2011,16,0,0
3,2,22,1,2003,16,52,0
3,2,29,4,2009,2,2,0
3,1,2,10,2013,6,45,0
5,8,15,6,2007,15,50,0
1,1,7,7,2003,13,0,0
4,10,26,6,2008,13,35,0
2,2,22,2,2011,14,0,0
3,3,3,10,2012,19,0,0
5,4,24,2,2012,15,0,0
5,9,27,6,2014,20,30,0
3,10,30,11,2011,3,40,0
5,3,5,10,2012,22,2,0
7,1,6,4,2008,19,0,0
3,10,22,3,2006,17,7,0
5,4,23,8,2013,19,9,0
6,9,28,8,2010,22,0,0
6,4,8,9,2007,3,15,0
5,3,12,1,2007,20,4,0
4,2,11,2,2010,3,0,0
2,3,27,6,2006,9,10,0
1,3,7,7,2014,15,26,0
7,7,18,11,2012,19,0,0
2,2,13,7,2010,12,40,0
4,4,7,8,2008,9,30,0
3,2,13,5,2009,22,18,0
2,3,27,5,2003,9,55,0
5,2,22,8,2008,23,0,0
7,3,29,1,2006,17,0,0
5,2,27,11,2009,18,0,0
4,8,22,3,2007,8,0,0
5,10,30,12,2011,13,57,0
6,9,9,3,2013,23,0,0
7,3,5,5,2013,15,54,0
4,10,13,11,2008,9,43,0
5,2,17,6,2011,12,0,0
2,8,16,4,2013,9,6,0
2,4,5,2,2013,8,50,0
2,5,10,11,2009,21,0,0
1,5,9,11,2009,20,0,0
6,1,6,10,2012,21,20,0
2,5,3,8,2004,4,20,0
6,4,27,11,2004,15,0,0
5,7,10,1,2014,22,0,0
2,6,11,11,2014,8,0,0
3,1,19,3,2003,15,30,0
7,8,29,12,2013,22,19,0
5,10,30,10,2009,9,20,0
3,3,3,9,2003,17,30,0
5,2,23,9,2005,23,0,0
5,2,10,2,2006,21,55,0
2,5,31,5,2011,7,5,0
4,4,27,1,2005,1,0,0
3,2,2,4,2014,15,30,0
1,1,16,2,2009,9,18,0
2,4,4,5,2010,0,57,0
7,2,12,2,2012,15,5,0
7,3,26,1,2003,11,15,0
3,5,28,12,2005,15,35,0
3,7,14,4,2004,14,41,0
4,5,10,3,2011,14,0,0
6,5,30,1,2010,0,1,0
3,2,5,3,2008,16,30,0
2,2,13,5,2014,12,0,0
3,8,9,2,2011,21,0,0
3,3,25,7,2012,12,40,0
5,10,3,9,2004,8,51,0
2,3,2,9,2003,12,35,0
4,1,6,9,2012,21,4,0
1,5,1,9,2008,9,0,0
4,4,19,2,2009,13,20,0
1,9,31,10,2005,14,0,0
4,5,20,3,2003,0,1,0
4,9,7,8,2014,9,10,0
7,9,4,6,2006,14,15,0
2,2,18,10,2005,19,0,0
3,6,24,3,2010,15,50,0
1,10,4,10,2010,20,13,0
1,1,28,9,2009,12,14,0
2,10,14,10,2014,15,25,0
5,2,17,4,2009,20,12,0
5,10,11,12,2009,11,55,0
1,5,24,12,2007,5,0,0
3,1,23,2,2005,10,0,0
6,2,1,11,2008,12,55,0
2,9,11,11,2008,14,50,0
6,4,24,4,2010,2,19,0
6,2,8,3,2008,12,0,0
6,2,6,9,2003,15,48,0
3,1,1,12,2010,17,0,0
5,4,13,1,2006,11,54,0
7,6,15,7,2012,10,0,0
3,8,22,3,2006,21,30,0
4,2,23,2,2006,13,0,0
2,10,31,10,2006,23,55,0
1,6,27,6,2011,14,19,0
6,7,26,12,2009,19,0,0
3,5,13,5,2015,5,55,0
5,4,20,9,2013,1,11,0
7,5,29,6,2014,17,0,0
6,3,19,5,2012,23,55,0
5,2,22,4,2011,19,0,0
3,10,7,1,2015,23,5,0
2,1,22,2,2005,23,0,0
5,1,21,9,2007,11,31,0
5,8,16,4,2004,11,0,0
2,9,17,8,2004,9,30,0
5,10,29,10,2004,4,29,0
1,9,21,2,2005,9,0,0
5,5,2,11,2012,11,0,0
1,2,1,9,2003,2,0,0
3,8,5,8,2009,0,1,0
4,9,18,9,2008,18,30,0
2,10,6,9,2005,18,20,0
7,8,10,4,2011,21,0,0
2,4,4,10,2011,16,29,0
2,9,3,2,2004,21,20,0
7,10,20,11,2005,23,50,0
1,5,16,2,2015,12,10,0
7,2,25,1,2015,15,45,0
4,10,8,4,2010,2,20,0
4,10,7,2,2008,18,0,0
5,1,14,1,2011,16,0,0
1,8,21,3,2005,13,17,0
5,2,6,4,2012,17,5,0
1,2,31,3,2008,16,0,0
3,10,12,1,2005,14,50,0
3,5,5,3,2003,19,30,0
2,2,7,2,2006,21,30,0
4,2,19,8,2004,11,15,0
5,2,30,12,2005,15,27,0
2,8,18,2,2014,1,10,0
1,2,9,1,2006,9,0,0
4,1,6,10,2011,4,25,0
7,10,1,8,2010,0,30,0
3,2,28,12,2005,18,30,0
3,9,11,6,2014,22,0,0
5,5,10,2,2012,1,30,0
2,3,22,1,2013,22,0,0
5,5,6,5,2005,17,15,0
1,6,7,6,2004,2,20,0
6,5,17,7,2010,14,53,0
6,3,9,8,2003,21,0,0
2,3,13,7,2010,18,20,0
7,5,27,6,2004,2,18,0
6,3,26,12,2009,19,39,0
7,8,15,7,2007,19,15,0
7,4,7,3,2004,9,30,0
5,7,11,3,2011,8,0,0
2,1,7,12,2004,9,45,0
1,3,27,11,2006,21,0,0
2,10,7,2,2012,6,20,0
6,9,8,4,2006,13,0,0
1,5,11,12,2006,2,0,0
3,9,8,2,2012,13,44,0
3,4,24,1,2007,19,30,0
4,4,13,1,2005,12,53,0
6,10,6,11,2010,10,45,0
5,8,13,7,2007,19,14,0
4,1,3,4,2003,1,0,0
2,2,16,10,2007,11,10,0
5,10,18,4,2014,16,54,0
6,8,17,7,2010,3,45,0
3,5,13,7,2011,14,19,0
1,3,16,3,2009,12,40,0
7,2,26,1,2003,16,45,0
5,10,11,6,2004,15,0,0
2,3,14,6,2005,18,0,0
2,9,15,5,2007,23,30,0
1,2,21,7,2014,8,0,0
2,2,22,2,2005,16,15,0
4,2,28,7,2011,15,0,0
2,10,7,2,2006,22,41,0
4,3,5,8,2004,22,30,0
5,8,14,1,2011,16,30,0
6,10,14,1,2006,11,0,0
6,2,18,10,2008,14,13,0
4,4,21,8,2003,18,30,0
4,3,26,7,2012,9,6,0
2,4,1,4,2003,18,45,0
3,5,8,2,2006,17,26,0
3,6,13,12,2006,9,45,0
6,1,1,5,2004,7,0,0
4,4,5,3,2009,10,29,0
2,4,13,11,2012,0,46,0
3,9,20,2,2008,15,15,0
6,2,24,2,2007,23,0,0
1,7,10,11,2014,10,0,0
2,3,18,8,2009,5,0,0
7,2,14,7,2013,15,0,0
1,4,2,3,2015,0,29,0
4,3,9,3,2006,15,35,0
5,5,24,1,2003,19,30,0
6,6,8,4,2006,16,13,0
3,5,6,8,2014,11,0,0
2,3,29,9,2009,11,32,0
4,3,4,5,2006,18,0,0
1,8,1,4,2013,19,20,0
6,6,13,11,2004,19,0,0
2,4,25,11,2008,15,37,0
6,9,14,8,2010,1,45,0
4,1,10,7,2014,22,15,0
7,6,2,6,2013,20,0,0
2,10,11,5,2004,15,50,0
3,7,2,10,2013,19,0,0
4,10,8,4,2010,0,45,0
1,10,15,9,2014,14,8,0
1,2,29,3,2004,4,38,0
2,2,17,3,2015,12,11,0
7,3,1,7,2007,21,20,0
7,1,9,10,2011,14,0,0
6,3,18,10,2014,0,44,0
5,4,25,12,2009,20,0,0
3,5,8,8,2007,14,30,0
6,8,9,8,2014,17,30,0
7,8,8,9,2013,0,5,0
1,9,24,5,2004,16,0,0
6,7,11,2,2006,18,0,0
4,4,26,7,2012,13,8,0
4,1,17,11,2005,14,0,0
5,1,10,1,2014,22,0,0
5,9,13,1,2012,17,16,0
2,1,1,5,2007,6,52,0
4,1,10,7,2014,7,18,0
4,5,29,5,2003,16,35,0
6,1,26,1,2008,0,1,0
2,9,2,11,2010,10,0,0
5,10,17,5,2013,0,53,0
5,2,6,3,2009,22,3,0
6,8,22,4,2006,16,0,0
2,5,18,3,2003,11,0,0
7,8,12,12,2004,22,0,0
3,10,1,10,2008,23,0,0
3,4,14,5,2008,14,0,0
4,4,7,2,2013,20,0,0
1,6,7,7,2014,7,42,0
1,1,4,4,2005,18,51,0
6,8,14,7,2007,10,30,0
6,7,1,1,2011,12,0,0
4,5,30,4,2015,23,0,0
4,8,12,1,2012,14,25,0
5,4,13,8,2010,0,1,0
3,10,19,10,2011,16,0,0
4,3,22,9,2011,12,0,0
2,3,15,6,2010,18,15,0
4,8,11,3,2010,8,0,0
2,2,8,6,2004,19,40,0
3,2,21,3,2012,13,30,0
3,9,12,5,2004,12,0,0
4,5,8,1,2015,10,34,0
6,4,20,9,2014,14,57,0
5,2,14,6,2013,0,45,0
3,4,19,10,2005,17,26,0
3,9,25,6,2014,15,0,0
7,2,20,10,2013,1,15,0
7,10,14,12,2008,8,13,0
7,5,24,9,2006,19,38,0
3,2,30,9,2009,10,30,0
5,2,25,7,2003,12,0,0
7,10,8,8,2004,17,50,0
5,4,11,3,2005,19,30,0
2,8,15,11,2011,19,37,0
6,3,22,2,2003,12,0,0
5,3,5,9,2003,12,45,0
2,5,28,12,2010,0,4,0
7,5,4,12,2005,16,50,0
6,4,29,6,2013,11,30,0
3,5,13,10,2004,18,50,0
6,5,20,9,2014,16,30,0
5,10,12,3,2010,17,34,0
4,4,23,3,2006,14,50,0
3,7,28,7,2010,19,10,0
6,10,4,12,2010,18,0,0
6,3,27,8,2011,23,30,0
4,8,16,10,2003,21,4,0
7,1,7,9,2014,18,0,0
1,10,7,1,2013,16,30,0
5,5,7,10,2005,19,1,0
7,3,23,10,2005,0,8,0
4,6,10,1,2008,20,30,0
5,4,31,5,2013,19,13,0
1,2,14,5,2012,14,5,0
6,2,1,11,2003,14,30,0
5,9,23,1,2004,23,0,0
5,8,27,1,2006,20,0,0
4,9,3,5,2007,13,20,0
4,1,8,3,2007,19,37,0
3,1,16,4,2014,21,56,0
1,9,21,8,2006,19,45,0
5,4,3,10,2003,16,0,0
5,2,17,11,2006,0,1,0
2,8,19,3,2013,12,0,0
1,1,23,1,2012,23,21,0
3,2,12,11,2014,11,46,0
5,4,7,5,2010,18,0,0
5,2,27,6,2008,8,50,0
5,10,27,7,2012,15,0,0
1,10,4,8,2014,1,30,0
2,9,20,4,2010,7,20,0
2,7,10,11,2009,16,0,0
5,7,1,7,2011,9,45,0
5,1,17,10,2014,12,30,0
2,8,16,9,2014,4,15,0
6,7,27,8,2005,16,0,0
3,8,7,1,2015,19,29,0
6,10,4,6,2005,6,0,0
1,2,24,1,2005,15,30,0
3,8,6,3,2013,22,10,0
2,5,26,7,2005,6,0,0
2,8,6,2,2007,8,0,0
7,1,14,6,2009,15,0,0
1,1,20,1,2014,21,0,0
7,8,27,8,2006,12,0,0
4,10,12,6,2014,12,12,0
2,2,15,4,2008,17,4,0
6,2,22,3,2014,23,58,0
7,8,1,1,2012,21,0,0
2,4,29,4,2008,22,44,0
2,5,17,3,2009,22,30,0
3,2,28,12,2011,22,28,0
5,5,27,7,2012,11,30,0
3,2,21,9,2011,18,8,0
6,8,23,10,2010,13,25,0
7,3,30,11,2008,15,48,0
2,10,14,4,2015,14,0,0
2,5,7,9,2010,8,0,0
3,8,23,8,2006,12,26,0
4,3,19,10,2006,5,55,0
6,8,14,12,2013,8,0,0
2,2,11,11,2008,12,1,0
2,10,17,2,2004,23,32,0
3,1,23,1,2013,21,40,0
4,5,14,10,2004,14,30,0
2,1,19,8,2003,6,50,0
4,8,20,3,2003,10,36,0
2,7,2,9,2014,11,30,0
6,4,4,10,2014,21,0,0
1,10,17,8,2009,13,9,0
5,8,15,11,2013,16,30,0
5,3,19,9,2003,16,15,0
2,9,20,9,2011,8,0,0
1,7,23,1,2012,17,49,0
7,2,27,2,2011,17,8,0
4,1,1,12,2011,6,30,0
6,4,8,9,2012,1,15,0
6,8,19,4,2014,12,30,0
2,4,25,1,2011,6,30,0
6,4,19,4,2014,22,0,0
6,3,20,11,2010,11,55,0
3,3,2,4,2003,21,10,0
6,5,7,10,2006,2,0,0
5,1,20,5,2011,14,0,0
5,5,20,2,2004,22,25,0
1,5,23,6,2014,11,0,0
2,3,11,12,2007,22,48,0
1,1,22,12,2014,21,30,0
4,9,24,3,2005,0,1,0
7,10,11,8,2013,14,44,0
5,10,19,9,2014,20,30,0
4,10,25,2,2010,6,46,0
1,7,3,9,2012,21,15,0
4,4,18,11,2010,1,43,0
4,2,13,12,2007,20,22,0
2,5,26,7,2011,2,0,0
3,10,4,4,2012,12,50,0
7,9,11,7,2004,21,5,0
4,5,20,2,2014,18,37,0
7,4,13,7,2008,11,0,0
7,5,29,6,2014,18,0,0
4,2,22,7,2004,9,13,0
3,1,22,8,2012,15,0,0
1,4,11,7,2005,18,43,0
3,3,21,1,2004,6,55,0
7,10,4,11,2012,17,43,0
5,3,28,12,2012,11,45,0
5,2,31,10,2014,15,28,0
5,4,18,4,2014,7,14,0
1,10,18,2,2013,18,20,0
5,7,28,11,2003,12,20,0
7,1,31,10,2004,23,0,0
3,1,9,6,2004,22,0,0
2,1,16,11,2010,22,15,0
1,5,19,1,2004,3,0,0
1,4,16,8,2004,23,24,0
3,10,8,3,2006,9,10,0
7,1,15,6,2014,2,0,0
5,8,2,10,2009,10,0,0
1,2,19,3,2007,15,40,0
4,2,8,1,2004,23,40,0
1,2,16,3,2015,12,43,0
3,10,11,1,2006,5,30,0
5,2,1,10,2004,14,38,0
4,4,4,9,2008,15,0,0
6,5,25,8,2012,0,1,0
6,10,7,10,2006,19,0,0
7,2,8,4,2007,8,1,0
5,7,24,9,2010,7,0,0
5,10,29,5,2009,8,0,0
5,4,19,5,2006,14,25,0
7,10,8,8,2004,17,0,0
3,4,19,2,2003,13,0,0
1,3,29,10,2007,4,58,0
4,2,21,9,2006,19,5,0
4,2,16,6,2011,1,38,0
1,6,25,7,2011,21,20,0
7,8,11,1,2009,11,15,0
1,5,14,11,2011,18,35,0
7,4,18,12,2005,21,0,0
4,2,9,9,2010,22,4,0
6,7,25,8,2012,15,50,0
5,4,10,8,2012,12,0,0
3,8,15,10,2003,17,25,0
2,7,11,5,2004,0,1,0
2,6,1,4,2014,2,12,0
1,10,5,2,2007,16,30,0
2,6,25,5,2004,10,45,0
2,2,30,9,2003,19,30,0
3,7,18,5,2011,16,4,0
2,10,14,4,2015,15,50,0
4,7,20,9,2012,11,56,0
3,1,25,7,2007,19,0,0
1,10,15,5,2006,12,10,0
7,6,11,3,2012,1,55,0
1,2,20,1,2003,16,0,0
6,2,17,7,2010,9,30,0
2,10,16,9,2003,22,0,0
3,2,29,4,2009,8,0,0
1,4,23,6,2003,17,15,0
6,2,4,5,2013,11,10,0
3,2,23,7,2014,19,30,0
4,5,11,2,2010,13,30,0
4,8,12,6,2008,8,0,0
3,8,20,8,2008,21,12,0
1,3,26,6,2006,10,30,0
6,6,19,4,2014,22,14,0
1,4,4,8,2003,20,30,0
3,7,12,12,2012,16,30,0
2,7,9,3,2010,0,1,0
5,5,12,12,2003,17,30,0
3,4,8,2,2006,15,44,0
5,3,8,8,2003,10,5,0
5,2,31,5,2013,17,46,0
5,2,2,12,2011,3,22,0
3,7,11,12,2013,21,30,0
5,10,8,2,2008,20,0,0
4,4,12,6,2014,7,20,0
6,8,8,3,2014,16,5,0
7,1,27,1,2013,0,1,0
2,7,31,8,2004,9,0,0
3,1,18,2,2015,20,5,0
1,4,13,9,2004,17,30,0
5,3,6,2,2004,22,10,0
6,4,7,9,2013,5,30,0
7,4,23,3,2008,7,12,0
6,10,31,12,2005,16,0,0
4,4,1,7,2010,18,0,0
3,2,13,11,2013,15,4,0
1,10,11,1,2010,15,17,0
5,9,16,5,2014,18,30,0
6,6,3,7,2010,20,35,0
6,8,11,1,2014,19,0,0
7,6,3,7,2011,22,0,0
2,3,11,5,2004,19,51,0
5,8,6,4,2012,22,0,0
7,1,20,9,2009,15,0,0
3,5,21,9,2005,19,45,0
1,10,16,2,2015,9,0,0
1,1,16,9,2013,3,30,0
4,5,13,6,2013,16,45,0
1,5,7,6,2004,6,0,0
2,2,18,9,2007,1,0,0
5,10,10,8,2012,9,0,0
4,8,1,11,2012,8,40,0
7,5,11,7,2004,14,30,0
5,5,23,1,2009,5,30,0
7,4,15,12,2013,1,35,0
6,1,4,4,2009,9,0,0
1,5,12,12,2005,16,5,0
3,3,12,11,2003,10,26,0
7,5,27,2,2011,20,0,0
6,3,4,6,2011,0,41,0
5,3,24,9,2010,7,0,0
5,5,20,8,2004,2,0,0
2,10,25,6,2013,13,57,0
5,2,9,3,2007,20,15,0
5,10,17,12,2010,16,0,0
4,1,18,9,2008,13,45,0
2,10,3,4,2007,17,53,0
6,8,30,5,2009,9,0,0
3,9,15,10,2008,8,0,0
1,6,13,10,2003,9,0,0
1,2,11,12,2006,16,34,0
6,6,20,3,2004,23,30,0
6,1,16,1,2010,1,0,0
5,9,16,5,2014,0,25,0
4,2,9,1,2003,8,30,0
4,2,27,6,2013,12,40,0
3,10,16,5,2007,21,50,0
3,4,1,9,2004,20,0,0
2,9,7,2,2012,15,20,0
3,2,5,8,2009,8,40,0
6,5,8,5,2010,21,21,0
5,8,20,2,2004,1,30,0
4,1,7,2,2008,12,45,0
3,3,5,3,2003,15,37,0
2,9,28,10,2008,2,7,0
7,2,18,12,2005,20,30,0
2,8,28,10,2014,18,0,0
3,6,3,3,2004,23,33,0
1,3,19,2,2007,12,56,0
3,1,12,12,2012,13,0,0
4,4,2,6,2011,1,10,0
1,1,17,3,2014,3,52,0
3,10,9,3,2005,11,35,0
5,4,31,10,2003,12,0,0
5,4,14,12,2007,8,0,0
5,9,23,1,2004,1,5,0
4,5,28,11,2013,15,0,0
1,2,15,9,2014,7,30,0
2,2,12,6,2007,22,38,0
5,4,18,11,2005,18,57,0
1,8,20,2,2006,9,15,0
7,8,18,5,2014,23,0,0
1,9,4,8,2008,8,50,0
1,4,4,8,2014,13,7,0
4,7,2,6,2011,17,12,0
1,1,19,4,2010,15,0,0
5,7,6,5,2005,2,40,0
4,2,7,10,2010,17,45,0
4,2,2,5,2013,17,30,0
1,2,9,7,2012,14,43,0
4,2,22,7,2004,14,24,0
2,2,20,2,2007,17,45,0
3,5,8,1,2014,23,14,0
5,9,1,5,2015,20,0,0
4,3,14,1,2010,14,45,0
7,5,13,2,2005,13,30,0
3,2,11,6,2003,1,45,0
5,4,14,11,2003,20,30,0
5,5,24,2,2006,8,30,0
3,5,20,9,2006,9,55,0
2,2,28,10,2003,10,54,0
5,2,13,8,2010,11,15,0
5,8,23,2,2007,13,20,0
7,1,1,7,2007,0,1,0
7,2,29,6,2014,17,30,0
6,7,28,8,2010,18,30,0
4,7,15,12,2005,3,30,0
5,1,5,10,2007,6,20,0
7,4,10,4,2011,7,23,0
4,5,25,6,2009,18,0,0
6,2,2,5,2015,17,0,0
7,2,24,4,2005,10,47,0
5,3,30,10,2009,4,35,0
5,8,3,9,2004,21,50,0
7,1,1,7,2007,17,0,0
2,2,9,6,2009,9,0,0
4,10,11,12,2003,16,45,0
7,2,13,1,2013,9,0,0
2,1,2,11,2010,6,45,0
4,3,30,6,2005,8,0,0
6,1,30,7,2011,19,49,0
7,1,9,2,2014,19,0,0
2,4,1,11,2011,23,30,0
3,3,14,4,2004,4,40,0
5,10,25,2,2005,13,30,0
5,8,19,9,2014,23,52,0
3,3,10,1,2007,22,41,0
1,5,17,2,2014,18,20,0
7,10,28,2,2010,0,21,0
3,3,10,11,2004,4,45,0
5,8,23,7,2004,13,24,0
7,1,16,1,2011,21,7,0
7,1,3,7,2011,18,0,0
3,8,21,9,2005,10,54,0
1,10,22,1,2007,10,37,0
5,1,18,4,2008,9,0,0
5,9,10,3,2006,20,45,0
1,5,12,11,2007,1,0,0
1,4,11,1,2010,13,30,0
7,3,14,2,2010,22,45,0
7,5,17,6,2007,12,0,0
6,1,9,2,2013,11,15,0
3,9,26,1,2011,23,0,0
4,8,13,12,2007,16,0,0
2,10,7,1,2003,11,0,0
7,5,7,9,2014,2,42,0
5,9,6,3,2015,22,45,0
3,7,7,8,2013,19,30,0
5,2,8,8,2003,3,0,0
3,9,4,4,2012,11,0,0
5,8,4,10,2013,13,0,0
6,2,21,2,2004,0,30,0
2,2,14,10,2008,1,0,0
5,4,18,4,2008,11,0,0
3,4,19,2,2003,15,0,0
5,5,18,9,2009,8,0,0
2,7,18,3,2014,23,30,0
3,10,21,8,2013,15,47,0
6,5,1,12,2012,3,9,0
6,8,18,6,2005,21,30,0
6,7,3,11,2012,10,13,0
1,8,26,5,2003,23,0,0
2,10,26,10,2004,13,30,0
