"day","location","date","month","year","hour","min","RUNAWAY"
4,1,25,7,2013,19,0,0
5,4,24,9,2010,14,1,0
3,9,29,4,2015,19,15,0
6,2,9,10,2010,20,0,0
6,7,29,1,2011,21,0,0
2,4,22,7,2014,20,48,0
4,7,15,6,2006,20,30,0
4,10,27,5,2004,14,4,0
3,4,28,12,2011,2,55,0
7,4,7,9,2003,13,30,0
2,10,7,1,2003,9,24,0
5,3,28,5,2004,11,40,0
2,6,1,6,2010,17,0,0
7,4,17,5,2009,23,55,0
3,8,2,4,2003,13,52,0
1,7,23,7,2007,2,0,0
7,4,18,6,2006,12,0,0
3,9,12,11,2003,14,0,0
3,5,29,12,2010,20,30,0
4,7,26,6,2014,20,45,0
2,6,22,7,2014,17,30,0
5,1,24,12,2004,20,0,0
1,5,28,5,2012,15,0,0
5,4,19,4,2013,23,30,0
1,10,2,2,2004,1,15,0
3,10,12,11,2014,20,0,0
7,2,15,7,2007,22,0,0
7,1,18,12,2005,0,1,0
3,10,5,3,2014,14,15,0
1,3,6,12,2004,18,25,0
4,1,23,7,2009,4,45,0
1,1,3,3,2003,8,0,0
5,1,14,12,2012,21,37,0
6,10,20,9,2008,11,30,0
7,8,28,11,2004,21,0,0
1,5,14,5,2012,21,27,0
5,5,7,3,2014,17,24,0
5,5,24,1,2014,13,39,0
4,10,29,12,2005,10,52,0
6,6,12,3,2005,16,0,0
1,3,16,9,2013,22,50,0
2,6,23,8,2005,23,0,0
6,4,11,8,2012,22,30,0
1,6,10,1,2011,16,1,0
7,4,24,2,2013,7,47,0
4,2,20,3,2014,12,17,0
3,9,16,4,2014,8,30,0
6,4,17,4,2004,2,8,0
6,4,30,11,2013,20,20,0
4,8,24,1,2008,6,0,0
7,8,29,6,2003,20,0,0
2,3,3,3,2009,16,45,0
4,2,29,10,2009,21,42,0
4,2,22,1,2004,1,0,0
5,10,2,12,2005,6,30,0
1,5,9,7,2007,22,0,0
4,1,4,5,2006,10,50,0
3,9,30,10,2013,12,0,0
1,5,10,11,2014,14,0,0
1,2,19,1,2015,18,30,0
2,1,5,2,2013,6,0,0
2,1,9,12,2008,10,0,0
6,6,8,10,2011,14,23,0
4,6,22,9,2005,21,30,0
3,3,22,8,2012,8,23,0
5,6,28,6,2013,9,30,0
3,2,27,6,2007,1,15,0
2,3,14,5,2013,14,29,0
1,5,22,6,2009,16,47,0
2,9,1,4,2003,9,0,0
3,4,11,1,2006,12,10,0
5,3,10,12,2004,7,0,0
2,8,1,10,2013,19,8,0
2,3,24,1,2006,13,45,0
1,1,21,1,2008,18,0,0
1,1,19,9,2011,7,30,0
7,10,28,8,2011,14,19,0
7,4,19,12,2010,22,35,0
2,2,2,10,2012,16,30,0
6,4,7,3,2015,17,5,0
3,1,4,5,2005,14,0,0
4,2,19,4,2007,13,45,0
7,3,17,11,2013,1,52,0
4,4,26,1,2012,0,1,0
3,10,29,4,2009,19,15,0
3,10,12,6,2013,11,55,0
3,2,11,8,2010,17,0,0
1,5,13,10,2014,22,35,0
5,3,26,2,2010,22,45,0
2,2,19,4,2011,20,20,0
1,1,28,4,2014,23,25,0
4,1,29,5,2003,8,40,0
3,2,10,1,2007,15,0,0
5,7,6,2,2009,18,2,0
4,3,11,8,2005,19,52,0
6,5,26,8,2006,20,0,0
6,7,23,8,2003,21,0,0
1,2,26,6,2006,3,20,0
6,8,21,2,2015,22,0,0
4,6,8,1,2004,23,0,0
1,8,21,3,2005,6,25,0
6,6,30,12,2006,12,0,0
2,10,3,9,2013,19,37,0
2,5,22,7,2003,21,25,0
1,2,8,2,2010,22,0,0
6,6,19,9,2009,17,23,0
2,5,1,11,2011,23,12,0
1,10,23,1,2006,20,28,0
4,10,24,1,2013,9,42,0
5,7,28,7,2006,12,15,0
2,3,4,2,2003,12,0,0
5,5,15,6,2007,17,9,0
1,5,1,3,2004,16,20,0
2,6,9,8,2005,21,0,0
7,1,24,2,2008,1,13,0
6,4,12,7,2008,19,6,0
5,5,18,4,2003,22,25,0
1,3,23,6,2014,20,40,0
6,1,18,10,2014,20,55,0
6,6,21,5,2011,22,19,0
2,7,9,7,2013,22,41,0
1,1,15,9,2008,9,0,0
7,6,17,5,2009,11,30,0
4,4,6,2,2014,15,13,0
3,9,7,3,2012,19,0,0
7,2,29,1,2006,14,2,0
4,1,8,3,2012,13,33,0
5,4,2,12,2011,1,0,0
5,4,3,6,2005,15,20,0
1,5,18,2,2013,22,20,0
4,4,16,6,2005,12,35,0
2,3,20,8,2013,20,6,0
6,3,10,1,2004,20,45,0
3,2,5,10,2011,9,0,0
1,5,25,5,2009,8,0,0
3,9,9,7,2008,21,3,0
6,7,9,2,2013,8,0,0
5,1,8,9,2006,11,1,0
3,2,23,7,2003,21,0,0
3,5,5,3,2014,11,15,0
3,8,20,8,2014,6,0,0
1,5,15,4,2013,0,1,0
4,4,25,3,2010,15,42,0
2,1,2,5,2006,14,15,0
3,3,13,1,2010,22,6,0
1,4,9,12,2013,12,52,0
2,2,4,2,2014,0,30,0
5,9,20,5,2011,15,10,0
3,9,5,3,2014,8,0,0
7,6,18,5,2014,13,20,0
3,6,21,9,2005,14,30,0
7,3,27,2,2011,11,0,0
6,10,14,1,2006,12,46,0
4,8,30,6,2005,12,0,0
7,5,31,5,2009,0,12,0
3,5,28,12,2005,9,45,0
5,10,11,7,2014,16,47,0
5,5,17,10,2003,23,20,0
1,6,11,5,2015,18,30,0
4,5,9,2,2006,18,24,0
2,5,15,5,2012,6,22,0
7,2,25,2,2007,22,44,0
1,2,10,11,2014,18,0,0
4,3,29,5,2003,23,15,0
6,9,28,1,2012,22,0,0
7,8,24,2,2013,19,55,0
4,5,15,10,2009,9,15,0
2,4,10,11,2009,16,0,0
3,10,26,5,2004,0,1,0
4,8,11,12,2008,7,0,0
4,8,23,12,2004,18,0,0
7,4,5,12,2010,7,18,0
3,8,1,10,2014,17,30,0
1,2,20,9,2010,17,31,0
1,10,2,3,2015,17,50,0
4,5,29,12,2005,1,0,0
2,2,18,4,2006,9,0,0
3,3,5,9,2012,21,0,0
5,9,17,6,2011,15,0,0
2,8,21,12,2004,10,0,0
4,5,16,4,2015,17,29,0
7,5,27,1,2008,17,0,0
4,5,13,11,2014,9,0,0
7,9,23,5,2010,12,15,0
2,1,23,8,2011,16,0,0
1,2,23,7,2012,4,0,0
7,5,13,1,2008,10,50,0
1,6,3,3,2014,16,32,0
6,4,11,8,2012,1,35,0
6,3,21,9,2013,22,34,0
3,9,11,1,2012,10,0,0
6,2,3,5,2014,19,0,0
4,10,5,4,2012,16,8,0
7,2,13,1,2008,7,1,0
6,7,29,6,2013,8,19,0
1,4,17,10,2005,12,30,0
5,2,8,3,2013,15,0,0
7,6,26,2,2006,19,0,0
3,4,9,2,2005,18,15,0
4,2,26,11,2009,9,15,0
6,9,25,1,2003,21,0,0
6,5,21,2,2009,23,20,0
2,10,24,1,2006,10,0,0
7,3,16,11,2014,16,10,0
1,4,8,12,2014,16,0,0
7,3,18,11,2012,15,48,0
3,2,4,5,2005,11,0,0
6,5,20,10,2007,13,55,0
5,5,4,11,2005,17,0,0
3,3,28,11,2012,13,0,0
6,10,17,10,2009,14,2,0
4,8,12,12,2013,23,2,0
3,1,5,3,2014,13,35,0
2,7,27,5,2014,7,30,0
1,7,14,5,2012,12,0,0
1,2,19,3,2007,15,40,0
2,3,13,5,2003,10,0,0
6,1,26,2,2005,21,30,0
6,8,2,11,2013,13,56,0
6,5,27,7,2013,19,10,0
3,2,20,8,2008,7,38,0
2,7,21,1,2003,20,30,0
6,3,22,2,2003,23,30,0
1,4,1,3,2004,2,20,0
6,10,27,7,2013,15,15,0
4,2,21,8,2014,5,39,0
3,8,21,2,2007,7,30,0
7,4,18,11,2007,2,13,0
1,4,29,9,2003,16,15,0
1,2,29,4,2013,10,46,0
4,2,25,12,2003,18,0,0
4,9,14,1,2010,3,30,0
2,9,17,5,2005,21,0,0
2,2,21,8,2007,10,30,0
2,2,6,9,2011,13,0,0
3,2,17,9,2008,6,8,0
6,10,18,6,2005,12,21,0
2,10,11,6,2013,10,0,0
4,10,5,2,2015,12,19,0
2,1,2,10,2007,21,0,0
6,10,26,7,2008,20,57,0
1,2,27,12,2010,17,44,0
4,3,13,7,2006,13,57,0
4,4,14,7,2005,21,45,0
7,1,26,3,2006,18,40,0
3,9,23,3,2011,2,28,0
4,8,4,9,2008,18,30,0
3,9,11,7,2007,14,0,0
7,1,6,11,2005,15,30,0
7,5,8,5,2011,2,0,0
3,1,1,10,2008,20,0,0
7,6,28,12,2003,19,0,0
5,1,10,1,2003,15,15,0
5,8,5,4,2013,14,0,0
7,2,8,3,2009,1,20,0
7,7,14,3,2010,22,0,0
4,2,5,5,2011,19,0,0
7,5,25,1,2009,13,0,0
3,3,19,4,2006,11,44,0
7,4,26,8,2007,11,50,0
1,1,14,4,2003,22,0,0
4,4,26,7,2007,15,30,0
1,8,14,9,2009,18,36,0
3,8,15,4,2009,9,30,0
1,1,29,9,2014,19,30,0
3,1,31,10,2007,10,35,0
4,5,14,6,2007,0,31,0
4,6,11,11,2004,9,45,0
3,2,14,5,2014,12,30,0
2,8,15,4,2014,6,0,0
6,10,5,4,2003,16,0,0
7,8,30,11,2014,17,10,0
4,6,11,8,2005,12,0,0
7,2,25,8,2013,21,0,0
4,3,22,3,2012,18,0,0
4,2,30,5,2013,13,50,0
1,4,6,3,2006,12,0,0
2,3,27,12,2005,23,17,0
5,5,9,9,2005,0,50,0
2,7,16,9,2003,9,50,0
1,4,9,6,2003,2,14,0
7,1,20,11,2011,12,0,0
3,5,19,9,2007,3,10,0
4,2,25,7,2013,13,0,0
5,3,11,12,2009,15,0,0
3,8,13,11,2013,20,0,0
6,3,3,12,2011,10,30,0
5,9,24,8,2007,15,0,0
2,1,22,12,2009,12,35,0
5,4,21,2,2014,18,30,0
1,4,6,12,2004,7,55,0
5,8,4,5,2007,14,55,0
4,3,6,9,2012,22,30,0
2,2,16,11,2010,8,0,0
2,3,10,6,2003,17,10,0
4,5,27,11,2003,0,50,0
5,6,3,10,2014,20,43,0
2,2,17,2,2009,19,52,0
3,4,9,1,2008,10,0,0
2,6,13,12,2005,12,0,0
6,2,28,1,2012,10,30,0
7,4,13,1,2008,18,6,0
7,2,29,12,2013,0,1,0
6,4,12,3,2005,14,25,0
7,1,5,10,2003,10,0,0
4,9,15,5,2008,12,45,0
4,5,11,12,2008,18,0,0
3,4,9,7,2008,8,5,0
1,7,25,6,2012,19,0,0
1,2,17,9,2007,17,0,0
1,7,8,7,2013,22,10,0
4,9,6,10,2011,23,0,0
6,4,15,5,2004,9,23,0
1,2,16,5,2011,20,25,0
5,5,24,8,2007,8,30,0
5,4,28,6,2013,14,38,0
7,2,6,10,2013,13,45,0
6,2,29,5,2004,20,40,0
3,5,13,5,2015,17,7,0
5,2,9,1,2004,7,30,0
3,1,7,1,2004,2,50,0
3,6,18,3,2009,13,0,0
3,4,14,5,2008,11,33,0
4,4,14,5,2009,2,0,0
1,5,4,3,2013,22,0,0
4,9,21,2,2008,5,0,0
1,5,24,11,2003,21,0,0
1,2,19,8,2013,17,50,0
1,3,9,6,2014,9,15,0
4,5,19,8,2004,21,30,0
7,4,26,1,2003,5,19,0
2,6,2,9,2008,9,45,0
5,1,6,10,2006,16,0,0
5,2,1,7,2005,0,1,0
3,10,15,4,2009,16,15,0
7,2,27,2,2005,0,1,0
3,2,28,5,2008,10,20,0
7,2,30,11,2003,8,15,0
5,4,22,4,2011,14,30,0
6,1,18,9,2004,9,0,0
6,2,30,5,2009,10,10,0
7,1,19,5,2013,12,30,0
3,9,19,2,2014,11,0,0
6,8,24,7,2004,17,30,0
2,10,3,3,2009,22,50,0
2,9,20,4,2010,22,3,0
6,1,22,10,2005,3,15,0
3,9,21,9,2011,11,0,0
1,9,5,1,2009,6,4,0
7,3,7,3,2004,22,40,0
5,9,11,7,2014,10,40,0
7,3,22,2,2015,15,25,0
5,2,19,9,2014,9,0,0
1,9,21,6,2004,7,45,0
4,5,29,11,2007,9,0,0
7,2,9,8,2009,0,1,0
5,10,16,7,2010,22,16,0
2,5,29,10,2013,4,41,0
6,8,4,4,2009,19,30,0
2,9,8,7,2014,22,0,0
4,10,13,7,2006,15,23,0
5,5,23,1,2004,17,30,0
4,6,13,1,2011,14,5,0
2,10,27,5,2014,19,44,0
5,2,6,10,2006,18,0,0
3,5,9,2,2011,17,30,0
3,3,9,3,2005,7,50,0
7,8,5,4,2009,23,13,0
1,5,26,5,2008,13,49,0
6,2,31,5,2003,14,15,0
5,8,8,4,2011,17,30,0
1,10,27,11,2006,7,11,0
2,5,5,8,2008,9,0,0
4,4,2,5,2013,20,15,0
4,9,5,9,2013,3,0,0
3,6,8,2,2006,21,0,0
5,4,30,5,2014,13,30,0
1,1,14,10,2013,20,30,0
6,9,19,11,2005,13,15,0
4,10,20,9,2012,8,30,0
7,6,7,10,2012,8,0,0
3,2,6,3,2013,13,30,0
6,2,20,10,2007,23,30,0
2,4,21,8,2007,14,42,0
7,3,4,5,2003,2,5,0
4,10,22,9,2005,12,57,0
2,3,8,12,2009,20,29,0
1,8,7,1,2013,16,0,0
6,2,26,2,2005,15,33,0
6,4,16,10,2004,8,30,0
2,1,21,3,2006,15,0,0
7,5,30,11,2008,5,13,0
6,2,19,6,2010,15,0,0
3,8,15,10,2014,15,30,0
3,3,15,6,2005,1,30,0
6,4,24,8,2013,9,10,0
5,1,29,5,2009,15,1,0
3,4,24,1,2007,23,0,0
1,8,8,12,2008,11,55,0
4,2,11,12,2008,21,30,0
4,1,6,3,2003,11,0,0
6,5,18,5,2013,22,4,0
3,6,22,3,2006,10,40,0
1,1,23,6,2014,12,26,0
7,8,10,8,2003,4,0,0
5,5,30,5,2014,9,50,0
2,8,1,5,2012,12,0,0
5,4,11,1,2013,8,0,0
4,5,21,8,2003,9,14,0
1,2,12,11,2007,23,30,0
3,6,30,10,2013,0,1,0
2,8,30,10,2007,17,30,0
3,2,17,10,2012,13,0,0
2,4,18,10,2011,13,0,0
7,2,2,1,2011,0,30,0
5,2,30,11,2012,9,50,0
4,5,5,2,2009,5,34,0
6,4,14,11,2009,23,54,0
2,5,12,6,2012,15,0,0
3,4,27,7,2011,12,31,0
6,3,24,8,2013,17,25,0
6,8,17,4,2004,19,0,0
1,4,5,1,2004,11,38,0
4,7,10,12,2009,17,12,0
1,2,19,1,2009,13,35,0
2,3,16,10,2012,14,0,0
5,3,17,10,2008,14,37,0
2,5,27,4,2004,9,45,0
3,4,23,6,2004,19,25,0
6,2,15,12,2007,15,5,0
2,10,28,4,2015,1,0,0
5,8,26,7,2013,22,53,0
3,7,3,9,2014,18,47,0
5,10,30,11,2007,18,0,0
6,7,7,4,2012,0,1,0
5,3,9,3,2012,19,44,0
1,4,22,7,2013,0,14,0
6,5,27,6,2009,12,4,0
5,4,16,10,2009,12,0,0
2,9,2,4,2013,19,0,0
7,10,7,10,2007,15,15,0
1,6,5,3,2012,16,48,0
3,3,30,5,2012,18,45,0
6,4,23,8,2003,1,4,0
4,5,15,6,2006,21,0,0
1,6,6,9,2010,21,45,0
2,2,18,5,2010,15,7,0
7,3,27,6,2004,12,0,0
1,6,9,11,2009,19,0,0
5,2,12,8,2011,17,28,0
6,1,20,9,2008,18,0,0
3,4,19,3,2003,8,30,0
6,1,13,11,2004,12,30,0
6,6,30,11,2013,15,0,0
5,7,20,9,2013,18,26,0
3,9,21,4,2010,12,11,0
5,7,15,6,2012,23,55,0
1,7,2,9,2013,18,58,0
1,9,7,7,2014,20,30,0
5,4,16,5,2014,14,0,0
2,5,6,1,2004,2,30,0
5,5,10,8,2007,19,0,0
1,7,16,8,2004,22,16,0
5,8,10,8,2007,9,0,0
6,2,22,10,2005,22,30,0
6,4,26,7,2014,4,21,0
5,2,29,1,2010,23,30,0
2,10,8,7,2014,16,30,0
6,3,17,6,2006,12,10,0
2,8,3,5,2011,20,20,0
5,10,29,12,2006,8,55,0
6,5,8,9,2012,23,30,0
3,7,8,7,2009,16,24,0
7,1,23,3,2008,8,10,0
1,5,7,7,2008,4,39,0
7,9,17,5,2009,12,0,0
4,6,8,3,2007,15,15,0
2,2,22,3,2011,0,30,0
1,10,16,8,2004,10,0,0
1,6,17,3,2014,14,53,0
1,3,6,2,2006,14,32,0
7,5,4,5,2014,10,30,0
5,4,31,5,2013,10,8,0
7,5,28,12,2014,21,18,0
1,4,11,11,2013,23,10,0
5,6,5,3,2004,21,0,0
5,1,20,4,2007,22,55,0
6,7,24,1,2015,12,0,0
5,10,3,10,2008,16,50,0
7,10,2,11,2014,1,41,0
1,2,12,6,2006,16,40,0
5,7,11,1,2008,11,20,0
3,2,26,5,2004,10,42,0
6,3,21,4,2007,20,0,0
5,2,28,5,2004,17,0,0
5,4,16,5,2003,1,42,0
4,7,30,6,2011,19,0,0
4,5,6,4,2006,23,40,0
2,5,20,3,2012,13,14,0
4,10,20,9,2007,10,30,0
5,4,26,8,2005,14,0,0
7,7,4,12,2011,0,1,0
5,4,11,6,2004,18,0,0
1,5,17,5,2010,19,17,0
6,4,20,9,2014,23,46,0
4,9,5,5,2011,7,45,0
7,3,15,1,2006,13,0,0
2,6,22,6,2004,15,40,0
2,1,4,5,2010,17,15,0
7,10,18,10,2009,21,49,0
4,2,9,3,2006,10,0,0
4,9,13,11,2014,15,45,0
7,3,13,1,2008,8,15,0
3,9,8,2,2006,20,0,0
5,10,9,7,2004,20,50,0
4,5,9,1,2014,0,8,0
3,5,31,10,2012,18,0,0
4,10,26,12,2013,23,0,0
3,3,4,8,2004,14,25,0
5,1,25,3,2011,22,30,0
5,7,15,5,2009,22,0,0
3,10,18,9,2013,20,15,0
7,10,5,12,2010,19,40,0
5,2,22,8,2014,18,24,0
1,9,15,3,2004,11,0,0
4,1,26,11,2009,21,50,0
7,5,19,4,2009,21,5,0
3,4,15,10,2003,7,26,0
6,7,13,1,2007,12,0,0
1,2,11,7,2011,19,0,0
7,5,3,6,2012,21,30,0
1,5,16,3,2015,19,20,0
7,2,20,10,2013,2,30,0
1,8,27,5,2013,11,23,0
7,2,29,6,2003,19,28,0
5,4,24,3,2006,2,30,0
3,8,21,9,2005,19,53,0
3,7,4,3,2015,16,30,0
1,2,23,8,2010,21,0,0
5,6,7,10,2011,17,30,0
6,2,27,8,2005,18,20,0
6,1,10,1,2004,15,0,0
5,1,11,7,2008,2,24,0
2,7,30,9,2003,5,30,0
1,5,25,7,2005,12,0,0
5,6,16,12,2005,19,55,0
2,3,1,9,2009,11,45,0
5,2,22,2,2008,9,0,0
1,1,18,4,2011,1,45,0
3,2,3,9,2008,16,39,0
1,2,14,5,2007,10,50,0
1,4,2,5,2011,15,22,0
2,8,19,10,2010,0,17,0
7,5,3,7,2005,16,5,0
7,2,17,12,2006,23,31,0
4,9,30,5,2013,14,40,0
4,3,2,10,2008,11,30,0
2,10,27,6,2006,4,9,0
5,2,21,5,2010,21,56,0
4,8,31,10,2013,14,45,0
3,9,8,2,2006,17,40,0
2,10,21,7,2009,19,8,0
4,5,14,6,2012,19,15,0
1,8,17,3,2008,12,0,0
5,10,3,6,2005,7,21,0
7,2,21,10,2007,21,45,0
4,4,7,8,2014,8,15,0
1,5,29,5,2006,23,0,0
7,10,17,12,2006,15,30,0
2,10,2,3,2004,15,56,0
3,4,30,4,2008,13,15,0
3,4,10,7,2013,5,10,0
1,1,21,7,2008,15,7,0
6,5,12,6,2004,7,21,0
1,10,7,3,2005,21,40,0
6,3,17,12,2011,9,0,0
6,9,3,12,2005,10,0,0
1,8,30,3,2009,1,0,0
5,6,13,7,2012,13,0,0
3,4,14,12,2005,23,45,0
5,2,9,3,2012,15,46,0
4,3,14,10,2004,15,17,0
2,10,27,5,2008,15,15,0
1,8,21,3,2005,23,45,0
6,3,15,12,2007,0,30,0
6,5,11,7,2009,20,0,0
1,7,9,6,2014,14,0,0
7,8,18,10,2009,3,52,0
6,2,5,5,2007,0,1,0
4,10,30,10,2008,12,0,0
4,10,19,2,2015,15,30,0
6,2,3,11,2007,11,0,0
3,5,19,2,2003,15,0,0
6,3,11,1,2014,17,0,0
4,10,17,5,2007,17,50,0
1,7,26,11,2007,3,30,0
4,2,22,8,2013,20,0,0
6,10,23,3,2013,19,10,0
4,6,22,8,2013,14,21,0
5,10,10,8,2012,23,0,0
2,6,23,3,2010,5,0,0
1,2,9,7,2007,12,0,0
4,10,11,1,2007,18,10,0
2,3,18,9,2012,20,10,0
1,2,15,5,2006,19,0,0
1,2,20,12,2004,1,20,0
1,5,24,1,2011,5,30,0
3,9,6,2,2008,21,30,0
1,1,10,12,2007,16,15,0
5,5,26,8,2005,20,0,0
6,9,5,4,2014,12,0,0
1,8,15,9,2008,22,24,0
4,5,19,9,2013,7,44,0
7,6,15,6,2014,16,30,0
5,2,22,8,2003,0,5,0
2,1,11,11,2003,10,0,0
7,8,28,3,2010,18,54,0
3,3,22,9,2010,18,15,0
6,9,6,11,2010,11,0,0
3,7,9,12,2009,10,42,0
1,6,14,10,2013,10,30,0
6,3,24,1,2004,10,18,0
5,1,2,4,2004,2,35,0
2,10,19,4,2005,0,49,0
7,4,3,10,2004,15,30,0
3,5,25,7,2007,19,30,0
3,7,28,7,2010,2,0,0
2,5,23,3,2010,21,52,0
6,10,25,1,2014,15,49,0
1,2,11,11,2013,19,30,0
1,3,21,2,2005,14,7,0
5,2,25,3,2005,13,20,0
1,1,11,5,2009,4,29,0
3,9,13,12,2006,16,0,0
1,10,9,8,2010,14,16,0
3,6,18,3,2015,0,1,0
4,2,11,6,2009,19,20,0
2,2,15,5,2007,0,9,0
6,5,21,3,2015,2,0,0
5,2,27,6,2014,15,6,0
6,6,18,6,2011,15,0,0
2,2,12,10,2004,3,0,0
6,2,29,12,2007,22,0,0
1,5,5,8,2013,3,49,0
7,10,1,11,2009,16,10,0
1,9,19,4,2010,17,11,0
2,1,9,8,2005,15,49,0
3,5,28,5,2014,22,14,0
3,5,3,11,2010,23,0,0
1,9,30,10,2006,13,20,0
6,9,25,1,2003,21,20,0
4,5,8,4,2010,8,15,0
5,6,2,4,2004,15,30,0
6,2,27,11,2004,10,0,0
6,1,4,10,2014,1,0,0
3,8,20,3,2013,8,35,0
6,1,10,3,2007,17,0,0
3,2,15,10,2003,2,40,0
5,9,20,4,2012,1,0,0
2,4,17,10,2006,11,30,0
3,1,4,4,2012,0,1,0
4,2,29,5,2003,3,30,0
3,4,22,1,2014,17,2,0
1,8,24,12,2012,14,55,0
7,4,23,3,2008,23,20,0
4,7,24,6,2004,13,0,0
6,2,10,1,2009,14,30,0
2,3,15,5,2007,17,49,0
7,1,5,10,2008,1,45,0
6,5,19,11,2005,17,5,0
1,6,29,9,2008,16,17,0
2,2,25,11,2014,0,1,0
7,4,27,7,2014,12,33,0
3,9,31,10,2012,7,15,0
3,5,16,6,2010,16,30,0
3,4,16,11,2011,15,20,0
6,4,8,8,2009,18,6,0
7,7,18,5,2014,13,0,0
6,10,5,4,2003,9,40,0
3,6,21,9,2011,8,50,0
5,5,28,1,2011,8,17,0
2,8,14,10,2008,0,1,0
7,5,29,6,2003,3,59,0
7,6,19,5,2013,20,2,0
5,8,17,10,2003,16,30,0
7,2,29,6,2003,7,30,0
6,9,1,1,2011,14,18,0
7,1,23,3,2003,20,0,0
6,1,16,5,2009,1,0,0
2,5,22,7,2014,13,15,0
5,2,8,3,2013,20,59,0
3,5,13,7,2005,4,30,0
1,4,18,2,2008,12,57,0
7,2,12,1,2014,18,57,0
3,10,8,8,2007,13,50,0
2,7,1,4,2008,2,17,0
4,3,13,7,2006,11,25,0
2,2,9,7,2013,5,50,0
5,4,7,4,2006,16,0,0
4,4,6,4,2006,14,1,0
6,3,21,2,2015,12,20,0
3,8,15,10,2003,12,8,0
7,5,4,5,2008,0,15,0
2,10,19,8,2014,13,0,0
2,7,24,12,2013,18,0,0
2,2,8,6,2004,18,31,0
1,1,7,3,2005,15,27,0
3,2,14,5,2003,23,0,0
6,4,8,10,2011,13,1,0
6,8,5,10,2013,22,37,0
6,2,30,11,2013,22,0,0
2,2,28,10,2014,8,0,0
3,5,30,6,2010,18,0,0
7,8,22,5,2005,21,47,0
1,9,6,12,2004,14,0,0
4,10,23,7,2009,6,40,0
1,4,1,10,2007,2,45,0
4,5,29,11,2007,16,42,0
7,2,1,6,2014,21,0,0
5,4,2,5,2003,9,30,0
5,5,23,9,2005,15,30,0
3,2,11,7,2012,16,58,0
6,4,27,8,2005,2,0,0
4,2,15,5,2003,12,0,0
3,8,23,2,2011,22,0,0
2,2,21,7,2009,10,5,0
5,2,25,6,2004,11,5,0
6,2,21,9,2013,13,42,0
5,2,16,11,2012,7,49,0
3,1,26,5,2004,14,30,0
7,5,18,6,2006,19,26,0
3,2,29,5,2013,14,27,0
7,2,11,9,2011,15,0,0
7,4,15,11,2009,22,5,0
4,3,25,8,2011,17,0,0
7,3,3,10,2004,23,0,0
4,4,27,12,2012,20,22,0
3,2,10,8,2011,10,0,0
4,9,1,7,2010,12,0,0
2,2,2,4,2013,7,19,0
7,10,14,3,2010,17,25,0
6,2,25,7,2009,11,10,0
3,9,6,2,2013,18,0,0
5,2,9,9,2011,9,40,0
3,4,5,4,2006,8,0,0
4,2,1,12,2005,1,0,0
6,8,31,5,2003,12,0,0
1,2,7,3,2005,0,45,0
7,7,3,6,2012,19,20,0
7,3,30,6,2013,22,0,0
6,6,4,5,2013,21,3,0
5,9,19,5,2006,19,7,0
5,2,10,8,2007,16,45,0
4,3,22,8,2013,13,6,0
1,5,7,7,2014,8,37,0
5,2,23,8,2013,15,10,0
7,9,22,2,2009,2,23,0
7,5,16,7,2006,17,0,0
4,4,1,4,2004,8,17,0
4,3,12,8,2010,9,25,0
7,2,4,5,2003,19,15,0
7,3,6,11,2011,23,0,0
7,10,11,1,2009,8,0,0
5,2,15,1,2010,6,15,0
7,9,5,6,2005,19,0,0
4,8,13,7,2006,19,30,0
3,2,26,1,2011,15,45,0
5,9,30,12,2011,22,30,0
6,2,11,2,2012,17,0,0
5,8,5,10,2012,17,30,0
1,2,28,4,2008,19,45,0
5,3,4,5,2007,10,30,0
4,4,22,9,2005,23,0,0
3,8,28,7,2010,12,48,0
6,4,8,9,2007,20,20,0
2,10,13,11,2007,0,25,0
3,2,15,10,2008,8,45,0
7,10,21,9,2014,14,10,0
5,3,17,4,2009,20,43,0
6,1,16,6,2007,20,0,0
3,7,7,1,2009,23,15,0
6,8,27,6,2009,23,0,0
2,5,1,9,2009,10,0,0
5,2,14,11,2014,2,30,0
6,3,7,2,2004,0,31,0
4,10,18,10,2007,21,29,0
4,2,8,4,2010,22,0,0
2,5,22,6,2004,12,15,0
5,6,8,3,2013,7,0,0
6,8,2,7,2011,11,30,0
7,2,14,11,2004,9,0,0
6,7,19,11,2005,12,20,0
6,2,8,10,2011,11,47,0
7,4,3,5,2009,19,0,0
1,5,6,2,2012,13,30,0
3,2,28,4,2004,18,0,0
5,4,15,1,2010,17,40,0
3,1,21,1,2009,3,5,0
3,5,17,10,2007,12,45,0
3,2,5,3,2008,19,30,0
6,2,18,4,2015,19,0,0
2,2,23,6,2009,14,10,0
7,7,30,12,2007,23,30,0
5,2,26,8,2011,14,12,0
6,6,24,1,2004,2,15,0
4,2,1,5,2003,10,0,0
1,6,14,4,2014,10,2,0
4,4,17,11,2005,14,4,0
5,2,21,2,2014,22,32,0
2,4,28,10,2014,14,52,0
2,4,26,12,2006,0,1,0
5,7,17,11,2006,15,13,0
1,10,2,3,2009,22,4,0
2,5,30,10,2007,16,25,0
4,10,24,1,2013,13,34,0
3,2,4,5,2011,0,15,0
6,4,2,7,2005,7,0,0
2,1,2,4,2013,11,30,0
3,1,3,4,2013,17,0,0
7,3,30,7,2006,12,59,0
7,4,23,3,2008,13,0,0
4,2,1,10,2009,1,35,0
