"day","location","date","month","year","hour","min","EMBEZZLEMENT"
1,6,2,5,2011,17,0,0
1,3,9,6,2003,9,35,0
1,4,14,6,2010,12,0,0
4,3,29,5,2014,16,30,0
5,7,17,9,2004,9,0,0
5,10,19,9,2014,20,42,0
5,5,21,9,2007,19,30,0
4,5,3,11,2005,14,35,0
2,4,10,7,2007,20,30,0
2,8,20,8,2013,16,42,0
7,1,13,7,2003,1,20,0
2,7,15,4,2003,11,0,0
2,1,28,5,2013,6,5,0
3,2,11,12,2013,20,0,0
2,4,22,3,2005,7,21,0
3,2,24,2,2010,21,30,0
7,7,22,5,2011,19,0,0
4,3,23,8,2007,18,14,0
7,10,9,9,2012,19,30,0
2,5,21,7,2009,19,45,0
6,2,26,7,2008,6,51,0
5,7,17,6,2005,17,25,0
5,4,29,7,2005,19,15,0
1,4,8,1,2007,15,25,0
7,4,2,12,2012,2,35,0
1,3,25,5,2009,11,15,0
2,8,16,5,2006,16,30,0
5,5,27,7,2012,20,48,0
1,7,24,5,2004,11,30,0
3,4,27,6,2007,22,38,0
2,5,4,3,2003,13,5,0
6,8,28,6,2014,20,0,0
4,5,25,11,2004,12,0,0
7,6,13,2,2011,18,50,0
3,4,11,6,2008,9,48,0
1,4,30,9,2013,22,30,0
4,5,29,12,2011,2,0,0
1,7,26,12,2011,22,0,0
4,7,30,4,2009,20,0,0
7,1,12,1,2003,14,30,0
3,9,29,6,2011,12,30,0
4,4,18,10,2007,6,55,0
4,2,3,5,2007,22,0,0
2,4,26,7,2011,1,30,0
5,10,29,6,2007,15,25,0
5,4,25,7,2014,23,17,0
3,3,17,11,2010,20,30,0
2,3,6,8,2013,16,30,0
4,1,6,4,2006,2,29,0
2,4,24,7,2007,0,1,0
1,2,19,1,2009,4,30,0
1,7,1,11,2010,12,28,0
2,2,22,7,2003,7,30,0
4,7,1,12,2011,12,30,0
6,6,28,8,2010,7,46,0
7,8,4,4,2004,10,30,0
6,4,17,7,2010,14,30,0
4,10,4,9,2003,20,4,0
4,7,20,8,2009,6,30,0
5,4,24,8,2012,18,0,0
4,9,6,10,2005,21,0,0
1,6,17,3,2014,20,0,0
5,4,28,11,2014,21,0,0
4,5,1,5,2014,19,56,0
7,7,19,6,2005,21,15,0
4,4,11,3,2010,13,30,0
6,8,11,8,2007,10,4,0
3,9,9,12,2009,0,1,0
1,2,29,10,2012,0,5,0
3,10,7,3,2007,14,28,0
6,1,26,6,2004,0,1,0
7,2,19,12,2010,9,0,0
1,1,7,12,2009,17,0,0
4,10,19,4,2012,18,5,0
7,9,5,10,2003,19,30,0
2,10,14,10,2014,16,15,0
1,1,24,1,2011,17,25,0
3,5,18,5,2011,15,45,0
1,9,19,1,2004,18,0,0
4,4,19,10,2006,10,0,0
2,7,1,6,2010,10,30,0
6,5,7,2,2015,2,0,0
5,2,17,10,2014,21,30,0
4,2,13,11,2008,15,23,0
6,4,8,4,2006,20,55,0
4,4,28,7,2011,13,35,0
3,5,8,12,2004,16,30,0
6,3,15,12,2007,10,30,0
1,5,29,9,2014,10,55,0
6,6,1,11,2014,20,10,0
6,3,22,2,2003,14,0,0
3,3,5,4,2006,1,0,0
3,10,29,12,2010,2,0,0
7,4,25,3,2007,12,0,0
5,2,16,7,2010,17,20,0
4,3,10,1,2008,15,0,0
2,8,27,10,2009,19,15,0
4,8,1,7,2010,0,1,0
2,1,8,7,2008,6,0,0
4,5,17,4,2003,3,0,0
1,10,30,3,2009,18,10,0
4,6,14,11,2013,23,0,0
4,5,6,2,2003,10,0,0
6,2,20,9,2003,22,0,0
5,5,21,5,2010,6,21,0
5,2,9,9,2011,22,30,0
1,7,6,8,2012,13,0,0
6,6,26,3,2005,17,0,0
4,5,29,5,2003,18,0,0
5,6,23,3,2007,21,0,0
6,5,23,2,2008,19,53,0
4,2,9,1,2003,13,0,0
6,1,12,3,2011,22,17,0
3,8,25,6,2008,18,0,0
4,3,1,11,2012,16,38,0
2,4,17,2,2015,10,2,0
4,9,13,1,2011,17,6,0
6,5,20,3,2004,22,0,0
3,4,23,8,2006,20,0,0
7,2,22,3,2015,8,45,0
1,3,3,2,2003,8,50,0
4,4,14,1,2010,7,55,0
4,5,5,5,2005,8,55,0
6,4,17,5,2008,18,9,0
6,2,21,10,2006,0,57,0
1,5,2,3,2009,15,50,0
1,3,17,9,2007,1,45,0
7,5,11,4,2010,8,0,0
3,3,2,4,2008,9,50,0
3,9,9,6,2004,15,15,0
2,5,22,2,2005,16,0,0
5,1,19,5,2006,18,8,0
4,3,29,10,2009,15,0,0
1,4,27,6,2005,13,15,0
4,7,11,3,2010,18,2,0
4,9,23,2,2006,14,40,0
1,7,3,8,2009,8,0,0
1,2,7,7,2008,1,30,0
4,5,21,4,2005,14,30,0
2,8,8,2,2011,20,0,0
4,5,25,8,2011,11,6,0
2,2,9,12,2003,9,10,0
7,10,5,4,2009,22,7,0
1,8,24,11,2008,6,30,0
5,2,20,3,2009,15,5,0
1,7,15,10,2012,23,0,0
5,2,21,4,2006,19,30,0
4,9,21,8,2008,21,0,0
3,7,28,5,2008,13,0,0
5,4,17,4,2015,15,0,0
2,2,1,11,2011,21,0,0
4,4,22,3,2012,12,0,0
3,9,28,5,2003,19,0,0
6,10,1,11,2003,4,44,0
7,3,7,10,2012,22,20,0
2,4,4,4,2006,21,30,0
6,10,27,12,2014,21,35,0
7,6,10,4,2011,1,0,0
6,2,26,12,2009,1,45,0
1,5,26,11,2012,0,54,0
5,6,17,4,2009,22,0,0
5,2,12,12,2014,22,30,0
1,5,12,11,2012,16,0,0
1,5,9,7,2007,21,27,0
3,4,22,1,2003,7,0,0
4,4,19,9,2013,11,30,0
6,7,5,9,2009,21,19,0
4,4,28,11,2013,17,45,0
5,6,25,8,2006,23,0,0
6,9,27,6,2009,8,0,0
1,5,16,2,2015,21,57,0
1,4,16,3,2015,13,10,0
5,5,17,5,2013,23,56,0
2,10,21,8,2012,10,45,0
1,7,28,9,2009,18,0,0
3,5,4,2,2004,18,0,0
1,5,27,12,2010,0,7,0
5,8,18,10,2013,15,5,0
5,7,6,2,2004,22,20,0
2,1,15,5,2007,20,45,0
3,6,25,7,2012,10,0,0
3,2,3,5,2006,10,35,0
3,10,16,5,2012,16,20,0
3,5,17,9,2008,13,32,0
3,2,7,1,2009,12,0,0
6,8,1,7,2006,0,1,0
2,9,8,6,2004,8,0,0
6,7,22,10,2005,13,15,0
7,3,7,3,2004,3,0,0
3,3,17,10,2012,18,30,0
7,2,26,2,2006,10,53,0
4,10,4,5,2006,12,42,0
1,5,3,2,2014,11,8,0
7,3,2,5,2004,2,0,0
7,1,14,8,2011,23,0,0
6,4,12,1,2008,21,54,0
4,2,8,1,2015,15,0,0
7,4,19,4,2009,2,0,0
5,3,7,9,2007,20,45,0
2,4,27,5,2003,12,0,0
7,9,30,7,2006,11,0,0
4,1,20,10,2005,13,40,0
3,4,1,9,2004,12,15,0
6,8,24,1,2004,13,55,0
3,3,18,10,2006,16,47,0
6,10,29,11,2014,18,50,0
1,4,14,5,2012,15,52,0
6,7,2,6,2007,19,30,0
7,8,23,8,2009,13,5,0
4,10,7,4,2011,19,20,0
4,4,6,4,2006,10,0,0
1,5,21,6,2004,0,34,0
4,5,15,11,2007,11,55,0
6,8,16,1,2010,22,5,0
7,2,4,7,2010,18,48,0
1,5,16,5,2005,18,30,0
5,2,10,8,2012,20,57,0
7,5,10,8,2008,15,0,0
2,6,5,9,2006,18,0,0
1,4,5,9,2011,2,19,0
5,5,25,1,2013,17,45,0
3,3,27,1,2010,16,55,0
2,9,1,5,2012,12,30,0
4,4,9,2,2012,16,23,0
5,4,1,5,2015,15,30,0
2,2,21,9,2010,23,27,0
4,3,23,7,2009,9,20,0
7,6,5,10,2014,17,50,0
5,5,30,11,2012,10,20,0
5,3,14,6,2013,13,21,0
5,5,3,12,2010,8,0,0
6,6,13,12,2014,22,30,0
6,1,10,4,2010,9,0,0
4,10,28,10,2004,13,45,0
6,8,8,3,2008,21,0,0
5,3,18,11,2005,13,40,0
2,2,29,10,2013,19,0,0
6,2,13,12,2003,12,0,0
7,3,2,11,2014,14,2,0
6,3,17,4,2004,22,0,0
1,3,21,2,2005,21,15,0
2,1,10,1,2006,12,0,0
6,3,25,7,2009,22,30,0
3,5,15,12,2010,18,0,0
4,2,14,6,2012,0,30,0
1,10,11,1,2010,22,0,0
5,4,5,3,2004,12,0,0
7,10,29,6,2003,13,45,0
4,4,20,3,2003,14,5,0
7,5,7,10,2012,17,55,0
6,5,17,10,2009,7,35,0
7,4,31,12,2006,14,50,0
3,3,21,1,2009,21,30,0
2,2,10,6,2014,11,12,0
1,2,1,4,2013,16,10,0
1,4,12,6,2006,9,57,0
6,4,26,3,2011,17,0,0
2,5,9,6,2009,10,56,0
5,9,14,12,2007,2,42,0
3,2,12,1,2011,15,30,0
6,1,24,1,2015,22,30,0
7,4,25,3,2007,10,21,0
6,10,1,1,2011,19,0,0
1,2,28,4,2008,8,15,0
5,9,27,6,2008,13,0,0
4,2,13,1,2011,12,0,0
1,5,7,8,2006,0,1,0
4,2,3,6,2010,18,0,0
2,3,6,7,2004,21,0,0
2,5,13,4,2004,20,0,0
5,1,3,10,2014,7,35,0
6,1,20,9,2014,16,10,0
5,9,6,4,2012,12,17,0
4,4,13,12,2012,2,3,0
2,2,16,9,2014,10,45,0
4,8,8,4,2010,17,11,0
3,5,26,11,2003,8,33,0
2,4,30,4,2013,21,37,0
1,7,16,5,2011,18,0,0
2,7,6,2,2007,11,40,0
6,1,11,1,2014,0,1,0
6,10,12,2,2011,13,20,0
5,2,20,5,2005,13,0,0
1,4,13,5,2013,21,0,0
3,1,5,3,2008,12,0,0
2,3,23,3,2010,13,43,0
7,1,8,3,2015,21,40,0
2,10,14,5,2013,17,25,0
5,3,27,1,2012,18,0,0
6,4,4,6,2011,7,10,0
5,8,13,1,2012,11,30,0
1,5,26,5,2008,8,0,0
5,1,19,3,2004,18,50,0
1,8,12,12,2011,23,14,0
1,2,22,1,2007,16,8,0
5,1,22,3,2013,13,15,0
1,5,7,2,2005,23,0,0
4,3,28,7,2011,13,40,0
7,2,12,2,2012,12,59,0
6,2,7,9,2013,14,0,0
4,10,18,9,2014,8,30,0
5,6,17,10,2008,17,0,0
5,5,28,11,2003,21,0,0
7,1,12,2,2006,8,0,0
4,4,16,6,2011,10,20,0
5,1,18,9,2009,9,33,0
7,4,17,12,2006,18,30,0
6,9,3,11,2007,14,0,0
4,1,9,7,2009,22,55,0
2,8,3,2,2015,9,0,0
3,8,29,6,2011,11,0,0
6,3,5,4,2008,2,14,0
6,3,30,6,2007,20,26,0
2,1,1,5,2007,18,30,0
7,2,1,6,2008,23,55,0
4,4,28,5,2009,6,30,0
6,3,20,3,2004,2,0,0
6,9,30,1,2010,22,1,0
5,2,3,10,2014,18,30,0
7,8,2,6,2013,18,31,0
7,2,23,8,2009,4,0,0
4,2,24,3,2005,8,0,0
2,8,16,3,2004,20,30,0
4,10,30,10,2008,4,0,0
4,1,21,8,2003,22,0,0
3,8,12,6,2013,0,1,0
6,5,15,11,2014,0,1,0
6,3,6,9,2003,17,0,0
6,2,25,7,2009,11,10,0
6,3,15,11,2008,3,20,0
6,2,11,9,2010,12,26,0
7,1,24,9,2006,0,40,0
7,6,21,10,2012,20,51,0
4,7,3,4,2014,8,0,0
6,2,28,6,2008,14,0,0
1,10,17,2,2014,18,52,0
5,2,6,3,2015,13,16,0
2,5,28,6,2011,22,30,0
3,10,16,5,2007,14,30,0
5,4,22,8,2003,23,56,0
6,6,23,3,2013,10,35,0
2,4,22,1,2008,19,0,0
1,3,21,1,2008,20,20,0
6,2,27,1,2007,21,0,0
5,2,6,10,2006,15,0,0
4,7,3,5,2012,0,1,0
4,8,27,11,2003,8,50,0
6,10,25,2,2006,22,55,0
6,1,8,4,2006,1,46,0
4,7,19,5,2011,19,30,0
2,8,4,10,2011,19,0,0
6,2,23,3,2013,9,30,0
1,6,7,1,2008,19,45,0
6,2,5,4,2014,17,0,0
3,9,1,12,2010,18,30,0
6,2,12,7,2014,23,50,0
2,4,26,7,2011,12,0,0
3,4,11,6,2014,5,30,0
5,1,9,1,2004,22,0,0
5,1,15,11,2013,12,2,0
5,3,17,11,2006,10,42,0
4,4,27,1,2011,11,30,0
5,5,15,6,2007,20,0,0
6,6,20,9,2003,15,15,0
3,5,15,5,2013,8,28,0
6,2,8,2,2003,0,34,0
2,1,1,10,2013,21,30,0
1,4,5,1,2015,21,30,0
6,3,5,5,2012,21,50,0
4,2,19,8,2004,14,0,0
2,8,7,1,2014,17,35,0
2,9,12,7,2005,15,40,0
4,4,27,1,2011,21,45,0
2,2,11,7,2006,7,36,0
6,9,18,4,2015,8,20,0
3,1,4,9,2013,18,10,0
4,3,15,4,2004,14,30,0
5,2,28,1,2005,4,55,0
3,10,10,8,2005,12,15,0
1,6,12,12,2011,23,40,0
2,5,2,11,2010,22,46,0
3,3,5,3,2008,11,0,0
4,4,6,4,2006,23,5,0
4,9,5,5,2005,14,15,0
2,5,26,1,2010,15,41,0
5,3,27,8,2010,18,30,0
3,5,10,8,2005,14,0,0
7,7,22,8,2004,16,0,0
1,10,26,10,2009,9,52,0
1,3,23,6,2003,12,35,0
7,4,8,10,2006,5,0,0
7,4,24,8,2014,19,24,0
2,5,2,11,2010,12,0,0
4,10,20,10,2011,0,10,0
2,8,8,7,2014,20,5,0
4,2,13,11,2008,15,0,0
4,3,4,10,2007,22,36,0
1,5,1,10,2012,22,0,0
1,4,23,6,2014,14,29,0
1,1,7,7,2014,22,0,0
3,4,21,9,2005,7,50,0
7,8,4,10,2009,22,0,0
5,5,4,4,2014,12,0,0
3,3,13,1,2010,16,20,0
2,3,2,11,2010,8,30,0
3,5,25,1,2006,23,35,0
7,2,25,1,2009,16,30,0
2,4,25,5,2004,14,15,0
5,10,15,11,2013,12,0,0
1,7,16,2,2004,3,16,0
3,4,17,4,2013,23,0,0
2,2,9,2,2010,16,15,0
4,10,9,3,2006,9,35,0
4,7,19,3,2009,13,0,0
2,5,23,7,2013,1,25,0
5,3,18,4,2014,17,30,0
2,6,20,1,2009,5,57,0
2,8,4,5,2010,12,57,0
2,10,24,7,2007,1,0,0
4,5,10,1,2013,16,30,0
1,2,7,8,2006,11,30,0
2,2,16,11,2010,12,0,0
6,6,26,3,2011,14,0,0
2,6,9,12,2008,17,58,0
2,7,19,10,2010,22,0,0
6,9,8,8,2009,16,0,0
2,8,22,2,2011,20,38,0
6,6,8,10,2005,12,0,0
7,8,28,8,2005,22,0,0
4,8,6,3,2003,16,15,0
2,9,15,11,2011,14,35,0
4,9,5,8,2004,15,0,0
2,4,24,6,2008,20,0,0
1,3,19,7,2004,11,45,0
6,4,6,9,2008,19,50,0
6,2,8,3,2003,8,20,0
7,2,13,7,2008,13,35,0
2,2,12,10,2004,13,55,0
5,5,21,10,2005,18,0,0
1,8,31,3,2003,18,37,0
2,10,12,11,2013,11,45,0
5,8,1,12,2006,18,0,0
3,1,27,12,2006,15,0,0
7,5,10,4,2005,3,0,0
4,8,1,6,2006,2,29,0
5,4,21,3,2014,19,30,0
7,3,13,1,2008,18,42,0
7,2,7,10,2007,6,55,0
2,8,16,10,2012,12,10,0
6,8,27,12,2014,6,53,0
5,8,12,1,2007,14,25,0
7,10,11,1,2004,22,5,0
3,7,4,2,2015,11,45,0
1,10,27,9,2004,22,37,0
1,2,31,10,2011,13,26,0
2,1,1,4,2014,10,30,0
3,10,7,1,2015,13,45,0
7,3,16,11,2014,22,0,0
5,3,25,2,2005,13,0,0
5,10,26,8,2011,21,50,0
3,8,10,2,2010,22,37,0
4,2,15,5,2003,22,32,0
2,5,7,8,2012,8,30,0
2,2,20,4,2010,11,40,0
3,9,8,9,2010,19,15,0
4,5,29,5,2014,16,0,0
6,5,2,7,2005,15,0,0
2,6,13,5,2008,13,15,0
1,5,25,11,2013,10,36,0
5,2,10,8,2007,19,0,0
1,8,24,1,2011,21,30,0
2,3,5,2,2008,19,47,0
2,2,28,5,2013,10,55,0
2,2,9,6,2009,13,30,0
2,7,29,5,2012,16,30,0
6,8,19,4,2014,11,0,0
2,9,8,1,2008,12,0,0
2,2,25,12,2007,10,30,0
7,5,9,5,2010,10,35,0
1,7,12,5,2008,19,50,0
3,3,3,9,2014,8,0,0
4,7,6,10,2011,22,0,0
7,8,9,3,2008,23,1,0
3,1,17,9,2014,12,33,0
3,4,21,1,2015,8,50,0
3,5,28,10,2009,15,50,0
4,1,6,9,2012,15,0,0
6,8,15,1,2011,21,0,0
7,5,3,11,2013,8,50,0
5,1,11,2,2011,8,0,0
7,10,13,2,2011,20,13,0
2,2,30,11,2010,21,59,0
2,5,4,3,2008,9,53,0
3,7,14,11,2012,9,0,0
5,6,7,2,2003,4,35,0
5,8,6,2,2009,18,36,0
7,10,30,12,2012,17,40,0
3,4,1,4,2009,18,45,0
7,1,9,4,2006,16,0,0
3,5,12,6,2013,21,0,0
5,1,17,10,2008,20,15,0
1,10,12,11,2007,13,55,0
3,4,1,10,2014,3,40,0
3,9,6,4,2011,13,0,0
5,5,24,3,2006,16,0,0
1,10,1,5,2006,0,1,0
2,9,6,1,2004,15,35,0
5,2,2,4,2004,11,45,0
1,10,5,7,2004,12,0,0
1,6,13,11,2006,0,1,0
5,4,5,9,2008,22,0,0
6,9,13,8,2005,12,12,0
1,1,17,3,2014,15,0,0
2,5,12,5,2009,4,28,0
2,3,13,5,2003,19,0,0
7,2,29,6,2014,2,30,0
2,5,5,10,2010,19,44,0
6,5,14,6,2003,4,10,0
6,2,18,4,2009,23,43,0
5,9,7,5,2010,21,0,0
2,5,1,10,2013,20,17,0
2,3,27,4,2004,22,0,0
2,4,22,12,2009,13,30,0
5,3,23,9,2011,22,34,0
5,1,3,10,2003,11,41,0
6,10,26,3,2011,13,30,0
6,3,1,1,2011,21,23,0
1,1,27,10,2008,13,0,0
4,3,27,7,2006,18,50,0
2,4,6,2,2007,0,1,0
6,4,27,3,2010,23,13,0
5,5,15,11,2013,23,0,0
5,4,27,8,2010,12,15,0
5,8,14,7,2006,8,55,0
4,4,10,12,2009,15,0,0
1,10,17,5,2010,20,30,0
2,2,5,9,2006,22,0,0
6,3,10,1,2009,17,47,0
6,5,21,9,2013,18,45,0
4,3,1,11,2012,16,38,0
5,10,8,4,2005,4,30,0
6,2,22,9,2007,22,30,0
5,6,30,5,2008,3,0,0
1,4,29,9,2003,9,0,0
3,2,8,8,2007,18,0,0
7,3,19,4,2009,22,40,0
4,5,29,5,2003,16,45,0
4,2,21,8,2014,0,45,0
2,4,6,3,2012,1,47,0
4,10,28,6,2007,10,3,0
3,5,11,8,2010,8,45,0
6,1,1,12,2012,21,40,0
6,5,28,12,2013,17,11,0
5,2,4,5,2007,7,14,0
5,9,15,11,2013,10,57,0
5,8,1,10,2004,6,30,0
7,1,8,3,2015,17,15,0
5,4,1,6,2007,12,0,0
1,1,4,8,2014,17,45,0
2,8,14,4,2009,16,16,0
3,2,15,10,2014,23,0,0
4,8,21,10,2010,8,45,0
1,5,2,2,2009,20,0,0
4,4,30,6,2005,20,0,0
5,8,10,1,2014,19,49,0
6,5,15,12,2012,0,5,0
4,5,9,3,2006,4,12,0
3,3,7,7,2004,15,0,0
2,2,23,12,2008,10,32,0
3,7,29,12,2010,1,0,0
2,3,1,5,2007,12,0,0
2,1,17,2,2015,17,40,0
5,2,4,10,2013,1,0,0
6,5,30,7,2005,1,0,0
7,3,25,3,2012,20,35,0
6,2,17,12,2005,15,30,0
4,8,24,1,2008,9,0,0
5,4,20,3,2009,22,22,0
6,4,25,1,2003,9,20,0
1,10,7,2,2011,16,30,0
2,4,31,8,2004,9,0,0
3,10,12,1,2005,2,0,0
4,3,15,11,2007,21,27,0
3,9,1,6,2011,18,33,0
2,9,19,8,2014,20,0,0
4,6,13,7,2006,21,0,0
6,5,8,10,2011,3,7,0
5,5,12,1,2007,12,53,0
1,3,7,2,2011,13,3,0
4,4,10,3,2005,8,33,0
4,10,16,4,2009,21,55,0
4,10,23,12,2004,21,32,0
7,2,8,4,2012,11,0,0
7,6,12,1,2014,20,15,0
2,7,30,3,2004,11,0,0
1,4,19,2,2007,8,30,0
6,7,21,3,2009,7,30,0
4,5,25,8,2005,16,0,0
3,7,14,10,2009,17,0,0
6,1,14,6,2008,2,0,0
6,9,2,5,2009,0,1,0
4,4,23,3,2006,17,0,0
7,4,18,12,2005,22,30,0
4,1,10,1,2013,19,56,0
3,5,19,2,2003,21,0,0
7,2,1,11,2009,2,22,0
2,8,7,2,2006,21,0,0
3,10,5,2,2014,16,55,0
7,5,4,11,2012,11,20,0
3,2,21,3,2012,14,50,0
6,4,28,12,2013,12,42,0
1,4,7,3,2011,22,0,0
7,1,3,5,2015,3,30,0
5,1,21,10,2011,21,0,0
2,4,25,11,2008,23,25,0
7,10,4,11,2012,16,50,0
4,2,4,11,2010,10,5,0
7,1,3,10,2004,8,30,0
1,3,31,5,2010,16,30,0
5,9,6,4,2012,12,56,0
1,8,12,5,2008,14,35,0
2,3,17,5,2005,12,27,0
5,4,22,3,2013,18,28,0
5,8,21,9,2012,23,30,0
4,2,22,3,2012,19,10,0
4,4,4,9,2008,23,2,0
7,4,7,10,2007,16,0,0
5,1,4,6,2010,0,5,0
3,8,19,8,2009,18,0,0
5,2,15,1,2010,21,51,0
4,3,3,10,2013,23,0,0
7,4,9,3,2008,17,0,0
6,5,3,7,2010,13,10,0
4,3,20,8,2009,11,0,0
4,1,13,12,2012,23,10,0
1,3,11,6,2007,13,0,0
2,8,3,4,2007,6,0,0
3,4,6,9,2006,22,58,0
3,8,5,4,2006,7,45,0
5,6,25,1,2008,20,50,0
2,2,14,4,2015,15,0,0
6,8,5,5,2007,17,30,0
5,4,12,2,2010,21,0,0
3,1,26,7,2006,16,27,0
7,3,14,7,2013,16,12,0
5,3,28,5,2004,22,30,0
6,2,12,6,2004,10,0,0
4,4,10,3,2011,12,57,0
1,9,16,9,2013,20,0,0
1,3,12,10,2009,0,3,0
7,1,12,1,2003,2,30,0
5,4,6,10,2006,9,0,0
1,4,24,12,2012,2,34,0
1,3,3,5,2010,3,55,0
2,1,16,3,2004,6,15,0
6,5,18,11,2006,12,30,0
4,8,9,2,2006,21,0,0
1,1,12,4,2004,23,0,0
7,1,18,11,2007,19,0,0
1,4,21,7,2003,21,55,0
2,4,1,9,2009,10,40,0
1,6,23,7,2007,14,5,0
4,4,19,10,2006,4,30,0
2,4,8,8,2006,17,47,0
7,2,25,8,2013,2,15,0
7,4,26,2,2006,16,32,0
2,3,12,7,2005,22,35,0
3,2,1,6,2005,11,50,0
3,7,25,1,2012,14,30,0
3,6,4,9,2013,9,0,0
4,5,30,11,2006,19,40,0
7,8,28,12,2014,10,20,0
5,3,5,9,2003,0,25,0
3,8,8,2,2006,11,45,0
2,6,6,1,2015,17,0,0
2,3,27,10,2009,12,0,0
6,6,6,3,2004,21,53,0
3,1,4,4,2007,12,0,0
7,6,3,7,2005,3,0,0
5,9,18,6,2010,20,45,0
7,5,4,12,2011,11,0,0
1,3,14,4,2008,19,30,0
5,10,16,4,2004,14,53,0
3,5,7,9,2005,19,30,0
4,3,12,6,2003,22,0,0
1,1,22,8,2011,8,27,0
3,3,16,6,2010,19,30,0
6,4,9,2,2013,1,3,0
2,2,31,5,2011,18,0,0
5,3,3,4,2009,18,10,0
7,4,25,1,2004,9,0,0
2,2,9,12,2014,14,30,0
4,2,15,12,2011,10,37,0
5,4,3,6,2005,15,0,0
7,5,12,7,2009,12,0,0
1,7,30,3,2009,12,10,0
2,6,29,5,2007,17,0,0
5,10,30,6,2006,9,15,0
5,4,11,1,2008,17,45,0
7,2,5,12,2010,16,0,0
3,6,1,4,2015,8,0,0
3,10,24,3,2010,15,43,0
3,5,2,4,2008,20,0,0
4,2,10,7,2003,22,14,0
2,3,22,2,2011,8,0,0
3,8,3,11,2010,1,0,0
7,9,14,12,2014,11,50,0
3,5,14,10,2009,0,13,0
3,8,4,3,2015,11,6,0
4,5,12,1,2006,18,30,0
1,2,29,9,2008,10,0,0
1,5,13,10,2003,1,0,0
6,1,3,11,2007,8,0,0
7,1,11,4,2010,1,10,0
7,5,27,2,2005,8,35,0
3,5,6,3,2013,17,10,0
3,1,5,4,2006,11,0,0
4,6,3,11,2005,9,45,0
3,2,29,6,2005,21,50,0
1,3,8,12,2014,0,23,0
3,9,21,9,2011,15,20,0
1,8,11,5,2009,22,0,0
6,2,26,7,2008,13,40,0
4,5,25,8,2005,7,30,0
6,2,27,12,2003,16,50,0
2,3,18,3,2014,3,54,0
1,7,12,7,2010,17,0,0
3,7,25,6,2014,2,53,0
7,4,30,6,2013,20,0,0
7,9,25,7,2004,3,0,0
7,9,9,8,2009,18,10,0
5,1,17,11,2006,20,0,0
6,1,13,7,2013,15,0,0
2,2,26,6,2007,2,50,0
3,5,2,6,2010,2,51,0
4,3,16,11,2006,20,45,0
6,7,14,8,2010,23,0,0
7,2,15,8,2010,13,20,0
2,1,11,1,2005,20,0,0
5,2,13,1,2006,14,30,0
3,5,20,8,2014,10,30,0
3,5,10,2,2010,8,5,0
6,4,22,2,2003,17,0,0
2,2,12,11,2013,18,53,0
5,2,19,9,2003,10,0,0
7,4,10,2,2013,14,0,0
5,9,15,11,2013,20,30,0
2,1,25,6,2013,13,19,0
3,2,31,5,2006,17,20,0
4,2,28,1,2010,23,58,0
6,9,23,3,2013,22,0,0
5,1,4,4,2014,16,30,0
7,5,7,3,2004,0,5,0
4,2,22,4,2010,13,40,0
4,10,1,7,2010,15,0,0
5,7,7,2,2014,23,10,0
1,2,23,7,2007,1,30,0
1,8,29,11,2010,12,3,0
5,2,18,5,2007,18,12,0
2,1,29,4,2014,12,0,0
5,8,26,8,2005,0,1,0
5,5,27,11,2009,19,25,0
6,1,10,1,2009,17,10,0
1,6,21,2,2011,20,25,0
2,2,29,11,2005,2,25,0
1,5,18,8,2003,15,0,0
1,4,29,9,2008,12,14,0
1,1,9,6,2014,0,54,0
3,2,17,4,2013,19,7,0
3,8,17,9,2003,20,0,0
6,7,12,7,2008,14,15,0
7,6,27,1,2008,19,30,0
7,1,13,8,2006,22,0,0
4,9,8,3,2007,21,27,0
3,2,20,8,2014,17,0,0
6,4,21,5,2011,20,0,0
6,2,12,7,2014,18,27,0
5,5,3,10,2008,8,0,0
2,3,20,9,2011,18,0,0
6,2,9,8,2008,3,30,0
5,3,18,10,2013,17,48,0
5,3,23,1,2015,2,58,0
4,4,13,11,2003,8,0,0
6,2,31,5,2003,15,9,0
3,3,13,6,2007,7,0,0
1,10,22,1,2007,2,0,0
4,10,11,12,2008,16,1,0
6,7,18,4,2009,21,0,0
3,1,7,2,2007,20,30,0
6,2,6,9,2008,15,10,0
4,7,14,6,2012,13,19,0
4,3,30,10,2008,23,0,0
4,2,4,9,2008,22,43,0
5,1,25,6,2004,14,30,0
1,7,9,1,2006,8,0,0
1,10,6,8,2012,16,50,0
4,3,29,11,2012,15,33,0
6,4,11,9,2010,13,50,0
6,10,29,12,2007,23,0,0
6,9,12,7,2014,22,40,0
4,4,28,7,2011,16,12,0
4,5,15,4,2004,21,0,0
6,1,15,1,2005,23,59,0
5,5,22,8,2014,19,0,0
1,2,26,11,2012,10,0,0
6,6,21,5,2005,16,0,0
3,9,2,10,2013,16,0,0
1,4,1,9,2014,15,0,0
3,4,15,4,2009,11,59,0
3,4,25,7,2012,19,49,0
1,1,22,6,2009,22,30,0
3,5,13,5,2015,17,48,0
7,7,25,1,2015,10,30,0
3,6,9,7,2008,10,50,0
4,8,25,1,2007,9,0,0
2,2,2,4,2013,17,0,0
7,3,11,7,2004,14,0,0
6,9,11,9,2010,15,0,0
7,2,2,11,2008,14,0,0
7,2,15,6,2014,17,35,0
3,7,9,2,2005,19,30,0
